mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	9	29	9b	97/2	33/2	1.0	0	0	2/4	4	1		I.I	D	I		I		I							M	0	0	0, 4, 1		0	0
11	9	29	9b	99/2	35/2	2.0	1/4	1/4	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
12	10	30	10b	103/2	39/2	2.5	1/4	1/4	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
13	11	31	11b	54	22	0.5	3/8	3/8	2/4	4	1		V2/IV	D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
14	12	32	12b	109/2	45/2	0.5	0	0	2/4	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
14	12	32	12b	55	23	0.5	1/8	1/8	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
14	12	32	12b	111/2	47/2	1.0	1/4	1/4	2/4	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
15	13	33	13b	113/2	49/2	2.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
16	14	34	14b	117/2	53/2	2.0	0	0	2/4	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
17	15	35	15b	121/2	57/2	1.5	0	0	2/4	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
17	15	35	15b	62	30	0.5	3/8	3/8	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	16	36	16b	125/2	61/2	1.0	0	0	2/4	4	1		I(742)	D	I		I(742)		I			742				M	0	0	2, -1, 1	5	0	2
18	16	36	16b	127/2	63/2	1.0	1/4	1/4	2/4	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
20	17	38	17a	129/2	65/2	2.0	0	0	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
21	18	39	18a	133/2	69/2	2.0	0	0	2/4	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
22	19	40	19a	137/2	73/2	2.0	0	0	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	20	41	20a	141/2	77/2	1.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
23	20	41	20a	143/2	79/2	1.0	1/4	1/4	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
24	21	42	21a	145/2	81/2	1.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
24	21	42	21a	147/2	83/2	0.5	1/4	1/4	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	21	42	21a	74	42	0.5	3/8	3/8	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
25	22	43	22a	149/2	85/2	1.0	0	0	2/4	4	1		V.I6	D	V		I6		I		6					M	0	0	4, 1, 0		0	4
25	22	43	22a	151/2	87/2	0.5	1/4	1/4	2/4	4	1		V	D	V		V		V							M	0	0	1, 5, 2		1	1
25	22	43	22a	76	44	0.5	3/8	3/8	2/4	4	1		viio65/V	D	V		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
26	23	44	23a	153/2	89/2	1.0	0	0	2/4	4	1		V(64)	D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
26	23	44	23a	155/2	91/2	1.0	1/4	1/4	2/4	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	24	45	24a	157/2	93/2	1.0	0	0	2/4	4	1		I(742)	D	V		I(742)		I			742				M	0	0	2, -1, 1	5	0	2
27	24	45	24a	159/2	95/2	1.0	1/4	1/4	2/4	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
20	17	47	17b	161/2	65/2	2.0	0	0	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
21	18	48	18b	165/2	69/2	2.0	0	0	2/4	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
22	19	49	19b	169/2	73/2	2.0	0	0	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	20	50	20b	173/2	77/2	1.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
23	20	50	20b	175/2	79/2	1.0	1/4	1/4	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
24	21	51	21b	177/2	81/2	1.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
24	21	51	21b	179/2	83/2	0.5	1/4	1/4	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	21	51	21b	90	42	0.5	3/8	3/8	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
25	22	52	22b	181/2	85/2	1.0	0	0	2/4	4	1		V.I6	D	V		I6		I		6					M	0	0	4, 1, 0		0	4
25	22	52	22b	183/2	87/2	0.5	1/4	1/4	2/4	4	1		V	D	V		V		V							M	0	0	1, 5, 2		1	1
25	22	52	22b	92	44	0.5	3/8	3/8	2/4	4	1		viio65/V	D	V		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
26	23	53	23b	185/2	89/2	1.0	0	0	2/4	4	1		V(64)	D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
26	23	53	23b	187/2	91/2	1.0	1/4	1/4	2/4	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	24	54	24b	189/2	93/2	1.0	0	0	2/4	4	1		I(742)	D	V		I(742)		I			742				M	0	0	2, -1, 1	5	0	2
27	24	54	24b	191/2	95/2	1.0	1/4	1/4	2/4	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
29	25	56	25a	193/2	97/2	1.5	0	0	2/4	4	1		I.I	D	I		I		I							M	0	0	0, 4, 1		0	0
29	25	56	25a	98	50	0.5	3/8	3/8	2/4	4	1		V2/IV	D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
30	26	57	26a	197/2	101/2	0.5	0	0	2/4	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
30	26	57	26a	99	51	0.5	1/8	1/8	2/4	4	1		iv6	D	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
30	26	57	26a	199/2	103/2	0.5	1/4	1/4	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
30	26	57	26a	100	52	0.5	3/8	3/8	2/4	4	1		iv	D	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
31	27	58	27a	201/2	105/2	1.0	0	0	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
31	27	58	27a	203/2	107/2	1.0	1/4	1/4	2/4	4	1		vi6	D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
32	28	59	28a	205/2	109/2	1.0	0	0	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
32	28	59	28a	207/2	111/2	0.5	1/4	1/4	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
32	28	59	28a	104	56	0.5	3/8	3/8	2/4	4	1		iv	D	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
33	29	60	29a	209/2	113/2	1.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
33	29	60	29a	211/2	115/2	0.5	1/4	1/4	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
33	29	60	29a	106	58	0.5	3/8	3/8	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
34	30	61	30a	213/2	117/2	1.0	0	0	2/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
34	30	61	30a	215/2	119/2	1.0	1/4	1/4	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
35	31	62	31a	217/2	121/2	2.0	0	0	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	32	63	32a	221/2	125/2	1.0	0	0	2/4	4	1		I(742)	D	I		I(742)		I			742				M	0	0	2, -1, 1	5	0	2
36	32	63	32a	223/2	127/2	1.0	1/4	1/4	2/4	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
29	25	65	25b	225/2	97/2	1.5	0	0	2/4	4	1		I.I	D	I		I		I							M	0	0	0, 4, 1		0	0
29	25	65	25b	114	50	0.5	3/8	3/8	2/4	4	1		V2/IV	D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
30	26	66	26b	229/2	101/2	0.5	0	0	2/4	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
30	26	66	26b	115	51	0.5	1/8	1/8	2/4	4	1		iv6	D	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
30	26	66	26b	231/2	103/2	0.5	1/4	1/4	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
30	26	66	26b	116	52	0.5	3/8	3/8	2/4	4	1		iv	D	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
31	27	67	27b	233/2	105/2	1.0	0	0	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
31	27	67	27b	235/2	107/2	1.0	1/4	1/4	2/4	4	1		vi6	D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
32	28	68	28b	237/2	109/2	1.0	0	0	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
32	28	68	28b	239/2	111/2	0.5	1/4	1/4	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
32	28	68	28b	120	56	0.5	3/8	3/8	2/4	4	1		iv	D	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
33	29	69	29b	241/2	113/2	1.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
33	29	69	29b	243/2	115/2	0.5	1/4	1/4	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
33	29	69	29b	122	58	0.5	3/8	3/8	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
34	30	70	30b	245/2	117/2	1.0	0	0	2/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
34	30	70	30b	247/2	119/2	1.0	1/4	1/4	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
35	31	71	31b	249/2	121/2	2.0	0	0	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	32	72	32b	253/2	125/2	1.0	0	0	2/4	4	1		I(742)	D	I		I(742)		I			742				M	0	0	2, -1, 1	5	0	2
36	32	72	32b	255/2	127/2	1.0	1/4	1/4	2/4	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
38	33	74	33a	257/2	129/2	2.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
39	34	75	34a	261/2	133/2	2.0	0	0	2/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
40	35	76	35a	265/2	137/2	2.0	0	0	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
41	36	77	36a	269/2	141/2	2.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
42	37	78	37a	273/2	145/2	1.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
42	37	78	37a	275/2	147/2	0.5	1/4	1/4	2/4	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
42	37	78	37a	138	74	0.5	3/8	3/8	2/4	4	1		vi7	D	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
43	38	79	38a	277/2	149/2	1.0	0	0	2/4	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
43	38	79	38a	279/2	151/2	0.5	1/4	1/4	2/4	4	1		V43/V	D	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
43	38	79	38a	140	76	0.5	3/8	3/8	2/4	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
44	39	80	39a	281/2	153/2	2.0	0	0	2/4	4	1		V.V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
45	40	81	40a	285/2	157/2	1.0	0	0	2/4	4	1		I(742)	D	V		I(742)		I			742				M	0	0	2, -1, 1	5	0	2
45	40	81	40a	287/2	159/2	1.0	1/4	1/4	2/4	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
38	33	83	33b	289/2	129/2	2.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
39	34	84	34b	293/2	133/2	2.0	0	0	2/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
40	35	85	35b	297/2	137/2	2.0	0	0	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
41	36	86	36b	301/2	141/2	2.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
42	37	87	37b	305/2	145/2	1.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
42	37	87	37b	307/2	147/2	0.5	1/4	1/4	2/4	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
42	37	87	37b	154	74	0.5	3/8	3/8	2/4	4	1		vi7	D	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
43	38	88	38b	309/2	149/2	1.0	0	0	2/4	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
43	38	88	38b	311/2	151/2	0.5	1/4	1/4	2/4	4	1		V43/V	D	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
43	38	88	38b	156	76	0.5	3/8	3/8	2/4	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
44	39	89	39b	313/2	153/2	2.0	0	0	2/4	4	1		V.V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
45	40	90	40b	317/2	157/2	1.0	0	0	2/4	4	1		I(742)	D	V		I(742)		I			742				M	0	0	2, -1, 1	5	0	2
45	40	90	40b	319/2	159/2	1.0	1/4	1/4	2/4	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
47	41	92	41a	321/2	161/2	2.0	0	0	2/4	4	1		I.I	D	I		I		I							M	0	0	0, 4, 1		0	0
48	42	93	42a	325/2	165/2	1.0	0	0	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
48	42	93	42a	327/2	167/2	0.5	1/4	1/4	2/4	4	1		I(#4#2)	D	I		I(#4#2)		I			#4#2				M	0	0	0, 9, 6		0	0
48	42	93	42a	164	84	2.5	3/8	3/8	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
50	44	95	44a	333/2	173/2	1.0	0	0	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
50	44	95	44a	335/2	175/2	0.5	1/4	1/4	2/4	4	1		I64(#4#2)	D	I		I64(#4#2)		I		64	#4#2				M	0	0	6, 0, 9		0	6
50	44	95	44a	168	88	0.5	3/8	3/8	2/4	4	1		I64	D	I		I64		I		64					M	0	0	1, 0, 4		0	1
51	45	96	45a	337/2	177/2	2.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
52	46	97	46a	341/2	181/2	2.0	0	0	2/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
53	47	98	47a	345/2	185/2	1.0	0	0	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
53	47	98	47a	347/2	187/2	1.0	1/4	1/4	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	48	99	48a	349/2	189/2	1.0	0	0	2/4	4	1		I(742)	D	I		I(742)		I			742				M	0	0	2, -1, 1	5	0	2
54	48	99	48a	351/2	191/2	1.0	1/4	1/4	2/4	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
47	41	101	41b	353/2	161/2	2.0	0	0	2/4	4	1		I.I	D	I		I		I							M	0	0	0, 4, 1		0	0
48	42	102	42b	357/2	165/2	1.0	0	0	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
48	42	102	42b	359/2	167/2	0.5	1/4	1/4	2/4	4	1		I(#4#2)	D	I		I(#4#2)		I			#4#2				M	0	0	0, 9, 6		0	0
48	42	102	42b	180	84	2.5	3/8	3/8	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
50	44	104	44b	365/2	173/2	1.0	0	0	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
50	44	104	44b	367/2	175/2	0.5	1/4	1/4	2/4	4	1		I64(#4#2)	D	I		I64(#4#2)		I		64	#4#2				M	0	0	6, 0, 9		0	6
50	44	104	44b	184	88	0.5	3/8	3/8	2/4	4	1		I64	D	I		I64		I		64					M	0	0	1, 0, 4		0	1
51	45	105	45b	369/2	177/2	2.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
52	46	106	46b	373/2	181/2	2.0	0	0	2/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
53	47	107	47b	377/2	185/2	1.0	0	0	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
53	47	107	47b	379/2	187/2	1.0	1/4	1/4	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	48	108	48b	381/2	189/2	1.0	0	0	2/4	4	1		I(742)	D	I		I(742)		I			742				M	0	0	2, -1, 1	5	0	2
54	48	108	48b	383/2	191/2	1.0	1/4	1/4	2/4	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
56	49	110	49a	385/2	193/2	1.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
56	49	110	49a	387/2	195/2	0.5	1/4	1/4	2/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
56	49	110	49a	194	98	0.5	3/8	3/8	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
57	50	111	50a	389/2	197/2	2.0	0	0	2/4	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
58	51	112	51a	393/2	201/2	1.0	0	0	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	51	112	51a	395/2	203/2	0.5	1/4	1/4	2/4	4	1		vi7	D	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
58	51	112	51a	198	102	0.5	3/8	3/8	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
59	52	113	52a	397/2	205/2	4.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
61	54	115	54a	405/2	213/2	2.0	0	0	2/4	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
62	55	116	55a	409/2	217/2	2.0	0	0	2/4	4	1		V7/V	D	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
63	56	117	56a	413/2	221/2	0.5	0	0	2/4	4	1		V64	D	I		V64		V		64					M	0	0	2, 1, 5		1	2
63	56	117	56a	207	111	0.5	1/8	1/8	2/4	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
63	56	117	56a	415/2	223/2	1.0	1/4	1/4	2/4	4	1		V7\\	D	I		V7		V		7				\\	Mm7	0	0	1, 5, 2, -1		1	1
56	49	118	49b	417/2	193/2	1.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
56	49	118	49b	419/2	195/2	0.5	1/4	1/4	2/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
56	49	118	49b	210	98	0.5	3/8	3/8	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
57	50	119	50b	421/2	197/2	2.0	0	0	2/4	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
58	51	120	51b	425/2	201/2	1.0	0	0	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	51	120	51b	427/2	203/2	0.5	1/4	1/4	2/4	4	1		vi7	D	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
58	51	120	51b	214	102	0.5	3/8	3/8	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
59	52	121	52b	429/2	205/2	4.0	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
61	54	123	54b	437/2	213/2	2.0	0	0	2/4	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
62	55	124	55b	441/2	217/2	2.0	0	0	2/4	4	1		V7/V	D	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
63	56	125	56b	445/2	221/2	0.5	0	0	2/4	4	1		V64	D	I		V64		V		64					M	0	0	2, 1, 5		1	2
63	56	125	56b	223	111	0.5	1/8	1/8	2/4	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
63	56	125	56b	447/2	223/2	1.0	1/4	1/4	2/4	4	1		V7\\	D	I		V7		V		7				\\	Mm7	0	0	1, 5, 2, -1		1	1
64	57	126	57a	449/2	225/2	1.5	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
64	57	126	57a	226	114	0.5	3/8	3/8	2/4	4	1		V2/IV	D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
65	58	127	58a	453/2	229/2	0.5	0	0	2/4	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
65	58	127	58a	227	115	0.5	1/8	1/8	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
65	58	127	58a	455/2	231/2	2.5	1/4	1/4	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
66	59	128	59a	230	118	0.5	3/8	3/8	2/4	4	1		V2/IV	D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
67	60	129	60a	461/2	237/2	0.5	0	0	2/4	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
67	60	129	60a	231	119	0.5	1/8	1/8	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
67	60	129	60a	463/2	239/2	3.0	1/4	1/4	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
