"chord"	"altchord"	"measure"	"beat"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
"V7"	""	175	1.0	"D"	"I"	""	"V"	""	"7"	""	""	false
"vii2(4)/iii"	""	176	1.0	"D"	"I"	""	"vii"	""	"2"	"4"	"iii"	false
"vii2/iii"	""	176	1.5	"D"	"I"	""	"vii"	""	"2"	""	"iii"	false
"V2/IV"	""	176	2.0	"D"	"I"	""	"V"	""	"2"	""	"IV"	false
"IV6"	""	177	1.0	"D"	"I"	""	"IV"	""	"6"	""	""	false
".Ger6"	""	177	2.5	"D"	"I"	""	"Ger"	""	"6"	""	""	false
"v(64)"	""	178	1.0	"D"	"I"	""	"v"	""	""	"64"	""	false
"V(64)"	""	178	1.5	"D"	"I"	""	"V"	""	""	"64"	""	false
"V7(b9)"	""	182	1.0	"D"	"I"	""	"V"	""	"7"	"b9"	""	false
"I"	""	184	1.0	"D"	"I"	""	"I"	""	""	""	""	false
"viio/V"	""	184	2.0	"D"	"I"	""	"vii"	"o"	""	""	"V"	false
"viio2"	""	185	1.0	"D"	"I"	""	"vii"	"o"	"2"	""	""	false
"I"	""	186	1.0	"D"	"I"	""	"I"	""	""	""	""	false
"viio/V"	""	186	2.0	"D"	"I"	""	"vii"	"o"	""	""	"V"	false
"viio2"	""	187	1.0	"D"	"I"	""	"vii"	"o"	"2"	""	""	false
"V7"	""	188	1.0	"D"	"I"	""	"V"	""	"7"	""	""	false
"I"	""	189	1.0	"D"	"I"	""	"I"	""	""	""	""	false
"I"	""	190	1.0	"D"	"I"	""	"I"	""	""	""	""	false
"I\\\\"	""	191	1.0	"D"	"I"	""	"I"	""	""	""	""	true
"#ivo65"	""	192	1.0	"D"	"I"	""	"#iv"	"o"	"65"	""	""	false
