"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".A.I"	""	"1"	"1.5"	"1.5"	"2/4"	"131"	"14"	"4"	1.5	"A"	"I"	""	"I"	""	""	""	""	false
"V43"	""	"1"	"1.0"	"3.0"	"2/4"	"131"	"14"	"4"	2.0	"A"	"I"	""	"V"	""	"43"	""	""	false
"V65"	""	"2"	"1.0"	"5.0"	"2/4"	"131"	"14"	"4"	2.0	"A"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"3"	"1.0"	"7.0"	"2/4"	"131"	"14"	"4"	2.0	"A"	"I"	""	"I"	""	""	""	""	false
"I6"	""	"4"	"1.0"	"9.0"	"2/4"	"131"	"14"	"4"	2.0	"A"	"I"	""	"I"	""	"6"	""	""	false
"IV(#2)"	""	"5"	"1.0"	"11.0"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"IV"	""	""	"#2"	""	false
"IV"	""	"5"	"1.5"	"11.5"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"IV"	""	""	""	""	false
"V65/II"	""	"5"	"2.0"	"12.0"	"2/4"	"131"	"14"	"4"	1.0	"A"	"I"	""	"V"	""	"65"	""	"II"	false
"V/V"	""	"6"	"1.0"	"13.0"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"V"	""	""	""	"V"	false
"V7"	""	"6"	"1.5"	"13.5"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"V"	""	"7"	""	""	false
"I"	""	"6"	"2.0"	"14.0"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"I"	""	""	""	""	false
"V43/V"	""	"6"	"2.5"	"14.5"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"V"	""	"43"	""	"V"	false
"V7"	""	"7"	"1.0"	"15.0"	"2/4"	"131"	"14"	"4"	2.0	"A"	"I"	""	"V"	""	"7"	""	""	false
"I"	""	"8"	"1.0"	"17.0"	"2/4"	"131"	"14"	"4"	2.0	"A"	"I"	""	"I"	""	""	""	""	false
"V43"	""	"9"	"1.0"	"19.0"	"2/4"	"131"	"14"	"4"	2.0	"A"	"I"	""	"V"	""	"43"	""	""	false
"V65"	""	"10"	"1.0"	"21.0"	"2/4"	"131"	"14"	"4"	2.0	"A"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"11"	"1.0"	"23.0"	"2/4"	"131"	"14"	"4"	2.0	"A"	"I"	""	"I"	""	""	""	""	false
"I6"	""	"12"	"1.0"	"25.0"	"2/4"	"131"	"14"	"4"	1.0	"A"	"I"	""	"I"	""	"6"	""	""	false
"V65/IV"	""	"12"	"2.0"	"26.0"	"2/4"	"131"	"14"	"4"	1.0	"A"	"I"	""	"V"	""	"65"	""	"IV"	false
"IV(#2)"	""	"13"	"1.0"	"27.0"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"IV"	""	""	"#2"	""	false
"IV"	""	"13"	"1.5"	"27.5"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"IV"	""	""	""	""	false
"V65/II"	""	"13"	"2.0"	"28.0"	"2/4"	"131"	"14"	"4"	1.0	"A"	"I"	""	"V"	""	"65"	""	"II"	false
"V/V"	""	"14"	"1.0"	"29.0"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"V"	""	""	""	"V"	false
"V7"	""	"14"	"1.5"	"29.5"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"V"	""	"7"	""	""	false
"I"	""	"14"	"2.0"	"30.0"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"I"	""	""	""	""	false
"V43/V"	""	"14"	"2.5"	"30.5"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"V"	""	"43"	""	"V"	false
"V7"	""	"15"	"1.0"	"31.0"	"2/4"	"131"	"14"	"4"	2.0	"A"	"I"	""	"V"	""	"7"	""	""	false
"V"	""	"16"	"1.0"	"33.0"	"2/4"	"131"	"14"	"4"	2.0	"A"	"I"	""	"V"	""	""	""	""	false
"V2"	""	"17"	"1.0"	"35.0"	"2/4"	"131"	"14"	"4"	1.0	"A"	"I"	""	"V"	""	"2"	""	""	false
"I6"	""	"17"	"2.0"	"36.0"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"I"	""	"6"	""	""	false
"V65"	""	"17"	"2.5"	"36.5"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"18"	"1.0"	"37.0"	"2/4"	"131"	"14"	"4"	2.0	"A"	"I"	""	"I"	""	""	""	""	false
"V2/IV"	""	"19"	"1.0"	"39.0"	"2/4"	"131"	"14"	"4"	1.0	"A"	"I"	""	"V"	""	"2"	""	"IV"	false
"IV6"	""	"19"	"2.0"	"40.0"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"IV"	""	"6"	""	""	false
"V65/IV"	""	"19"	"2.5"	"40.5"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"V"	""	"65"	""	"IV"	false
"IV"	""	"20"	"1.0"	"41.0"	"2/4"	"131"	"14"	"4"	1.0	"A"	"I"	""	"IV"	""	""	""	""	false
"V64"	""	"20"	"2.0"	"42.0"	"2/4"	"131"	"14"	"4"	1.0	"A"	"I"	""	"V"	""	"64"	""	""	false
"vi"	""	"21"	"1.0"	"43.0"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"vi"	""	""	""	""	false
"I6"	""	"21"	"1.5"	"43.5"	"2/4"	"131"	"14"	"4"	1.0	"A"	"I"	""	"I"	""	"6"	""	""	false
"IV"	""	"21"	"2.5"	"44.5"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"IV"	""	""	""	""	false
"V(64)"	""	"22"	"1.0"	"45.0"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"V"	""	""	"64"	""	false
"ii6"	""	"22"	"1.5"	"45.5"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"ii"	""	"6"	""	""	false
"V(64)"	""	"22"	"2.0"	"46.0"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"V"	""	""	"64"	""	false
"V7"	""	"22"	"2.5"	"46.5"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"23"	"1.0"	"47.0"	"2/4"	"131"	"14"	"4"	1.0	"A"	"I"	""	"I"	""	""	""	""	true
"V65"	""	"23"	"2.0"	"48.0"	"2/4"	"131"	"14"	"4"	1.0	"A"	"I"	""	"V"	""	"65"	""	""	false
"V7"	""	"24"	"1.0"	"49.0"	"2/4"	"131"	"14"	"4"	2.0	"A"	"I"	""	"V"	""	"7"	""	""	false
"V2"	""	"25"	"1.0"	"51.0"	"2/4"	"131"	"14"	"4"	1.0	"A"	"I"	""	"V"	""	"2"	""	""	false
"I6"	""	"25"	"2.0"	"52.0"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"I"	""	"6"	""	""	false
"V65"	""	"25"	"2.5"	"52.5"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"26"	"1.0"	"53.0"	"2/4"	"131"	"14"	"4"	2.0	"A"	"I"	""	"I"	""	""	""	""	false
"V2/IV"	""	"27"	"1.0"	"55.0"	"2/4"	"131"	"14"	"4"	1.0	"A"	"I"	""	"V"	""	"2"	""	"IV"	false
"IV6"	""	"27"	"2.0"	"56.0"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"IV"	""	"6"	""	""	false
"V65/IV"	""	"27"	"2.5"	"56.5"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"V"	""	"65"	""	"IV"	false
"IV"	""	"28"	"1.0"	"57.0"	"2/4"	"131"	"14"	"4"	1.0	"A"	"I"	""	"IV"	""	""	""	""	false
"V7"	""	"28"	"2.0"	"58.0"	"2/4"	"131"	"14"	"4"	1.0	"A"	"I"	""	"V"	""	"7"	""	""	false
"vi"	""	"29"	"1.0"	"59.0"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"vi"	""	""	""	""	false
"I6"	""	"29"	"1.5"	"59.5"	"2/4"	"131"	"14"	"4"	1.0	"A"	"I"	""	"I"	""	"6"	""	""	false
"IV"	""	"29"	"2.5"	"60.5"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"IV"	""	""	""	""	false
"V(64)"	""	"30"	"1.0"	"61.0"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"V"	""	""	"64"	""	false
"ii6"	""	"30"	"1.5"	"61.5"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"ii"	""	"6"	""	""	false
"V(64)"	""	"30"	"2.0"	"62.0"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"V"	""	""	"64"	""	false
"V7"	""	"30"	"2.5"	"62.5"	"2/4"	"131"	"14"	"4"	0.5	"A"	"I"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"31"	"1.0"	"63.0"	"2/4"	"131"	"14"	"4"	1.0	"A"	"I"	""	"I"	""	""	""	""	true
"I"	""	"31"	"2.0"	"64.0"	"2/4"	"131"	"14"	"4"	2.0	"A"	"I"	""	"I"	""	""	""	""	false
