key_regions	globalkey	localkey	length	length_norepeat	n_stepwise	%_stepwise	n_ascending	n_descending	bd	stepwise_bd	stepwise_chords	ascending_bd	ascending_chords	descending_bd	descending_chords	ixa	ixb
125	e	III	25	22	11	50.0	4	7	7 5 1 7 6 5 4 3 1 4 3 4 2 5 4 5 3 6 7 1 5 1	['1 7 6 6 5 4 3', '4 3 4', '5 4 5', '6 6 7 1']	['I IM2 vi7 viio6/V V V2 I6', 'IV IVM2 ii65', 'V V2 iii6', 'vi IV6 V65 I']	['3 4', '4 5', '6 6 7 1']	['IVM2 ii65', 'V2 iii6', 'vi IV6 V65 I']	['1 7 6 6 5 4 3', '4 3', '5 4']	['I IM2 vi7 viio6/V V V2 I6', 'IV IVM2', 'V V2']	('couperin_concerts', 'c04n01_prelude', 22)	('couperin_concerts', 'c04n01_prelude', 46)
126	e	i	7	7	4	57.1	2	2	1 7 5 6 5 6 4	['1 7', '5 6 5 6']	['i v6', 'IIIM65 VI7 V43/iv iv6']	['5 6', '5 6']	['IIIM65 VI7', 'V43/iv iv6']	['1 7', '6 5']	['i v6', 'VI7 V43/iv']	('couperin_concerts', 'c04n01_prelude', 47)	('couperin_concerts', 'c04n01_prelude', 53)
127	e	iv	5	4	1	25.0	1	0	2 4 5 1	['4 5 5']	['ii%65 V(64) V7']	['4 5 5']	['ii%65 V(64) V7']	[]	[]	('couperin_concerts', 'c04n01_prelude', 54)	('couperin_concerts', 'c04n01_prelude', 58)
128	e	i	27	25	19	76.0	5	14	3 2 1 #7 1 4 3 2 1 4 3 4 5 1 7 6 5 4 3 2 4 3 4 5 1	['3 2 1 #7 1', '4 3 2 1', '4 3 4 5 5', '1 7 6 5 4 3 2', '4 3 4 5 5']	['IV2 V43 i V65 i', 'V2 i6 V43 i', 'V2 i6 ii%65 V(64) V', 'i V2/iv iv6 V43/iv iv i6 V43', 'V2 i6 ii%65 V(64) V']	['#7 1', '3 4 5 5', '3 4 5 5']	['V65 i', 'i6 ii%65 V(64) V', 'i6 ii%65 V(64) V']	['3 2 1 #7', '4 3 2 1', '4 3', '1 7 6 5 4 3 2', '4 3']	['IV2 V43 i V65', 'V2 i6 V43 i', 'V2 i6', 'i V2/iv iv6 V43/iv iv i6 V43', 'V2 i6']	('couperin_concerts', 'c04n01_prelude', 59)	('couperin_concerts', 'c04n01_prelude', 85)
129	e	i	20	18	5	27.8	1	4	1 3 #7 5 1 2 7 3 1 4 2 5 4 3 2 1 4 7	['1 1 2', '5 4 3 2 1']	['i VI6 V65/III', 'V V2 i6 V43 i']	['1 1 2']	['i VI6 V65/III']	['5 4 3 2 1']	['V V2 i6 V43 i']	('couperin_concerts', 'c04n02_allemande', 0)	('couperin_concerts', 'c04n02_allemande', 19)
130	e	v	6	6	3	50.0	3	0	4 5 6 4 5 1	['4 5 6', '4 5']	['ii%65 III+6 VI', 'ii%65 V']	['4 5 6', '4 5']	['ii%65 III+6 VI', 'ii%65 V']	[]	[]	('couperin_concerts', 'c04n02_allemande', 20)	('couperin_concerts', 'c04n02_allemande', 25)
131	e	III	22	22	7	31.8	4	3	1 3 2 1 7 5 6 4 2 5 3 1 4 2 5 6 7 1 4 1 5 1	['3 2 1 7', '5 6', '5 6 7 1']	['I6 V43 I V6', 'iii65 vi', 'V7 IV6 V65 I']	['5 6', '5 6 7 1']	['iii65 vi', 'V7 IV6 V65 I']	['3 2 1 7']	['I6 V43 I V6']	('couperin_concerts', 'c04n02_allemande', 26)	('couperin_concerts', 'c04n02_allemande', 47)
132	e	i	29	28	5	17.9	1	4	1 5 7 4 6 3 5 4 3 #7 5 1 5 4 3 1 4 2 5 3 #6 4 #7 5 1 4 5 1	['5 5 4 3', '5 4 3', '4 5']	['V(4) V V2 i6', 'V V2 i6', 'ii%65 V']	['4 5']	['ii%65 V']	['5 5 4 3', '5 4 3']	['V(4) V V2 i6', 'V V2 i6']	('couperin_concerts', 'c04n02_allemande', 48)	('couperin_concerts', 'c04n02_allemande', 76)
133	E	I	27	26	17	65.4	8	9	1 4 5 6 7 1 6 5 1 5 4 3 2 1 6 5 4 3 4 5 b7 6 7 1 5 1	['4 5 6 7 1', '6 5', '5 4 3 2 1', '6 5 4 3 4 5', 'b7 b7 6 7 1']	['ii65 I64 IV6 V65 I', 'V43/V V', 'V V2 I6 V43 I', 'vi vi2 V2 I6 ii65 V', 'v6 V2/IV IV6 V65 I']	['4 5 6 7 1', '3 4 5', '6 7 1']	['ii65 I64 IV6 V65 I', 'I6 ii65 V', 'IV6 V65 I']	['6 5', '5 4 3 2 1', '6 5 4 3', 'b7 b7 6']	['V43/V V', 'V V2 I6 V43 I', 'vi vi2 V2 I6', 'v6 V2/IV IV6']	('couperin_concerts', 'c04n03_courante_francoise', 0)	('couperin_concerts', 'c04n03_courante_francoise', 26)
134	E	V	12	10	4	40.0	2	2	2 1 7 5 3 4 5 1 6 4	['2 1 7', '3 4 5 5']	['V43 I V6', 'I6 ii65 V(4) V']	['3 4 5 5']	['I6 ii65 V(4) V']	['2 1 7']	['V43 I V6']	('couperin_concerts', 'c04n03_courante_francoise', 27)	('couperin_concerts', 'c04n03_courante_francoise', 38)
135	E	vi	4	3	1	33.3	1	0	1 5 6	['5 5']	['V V7']	['5 5']	['V V7']	[]	[]	('couperin_concerts', 'c04n03_courante_francoise', 39)	('couperin_concerts', 'c04n03_courante_francoise', 42)
136	E	ii	10	8	5	62.5	2	3	3 2 1 5 6 4 5 4	['3 3 2 1', '5 5 6', '4 5']	['III+ i6 V43 i', 'V7(6) V7 VI', 'ii65 V']	['5 5 6', '4 5']	['V7(6) V7 VI', 'ii65 V']	['3 3 2 1', '5']	['III+ i6 V43 i', 'V']	('couperin_concerts', 'c04n03_courante_francoise', 43)	('couperin_concerts', 'c04n03_courante_francoise', 52)
137	E	I	31	31	10	32.3	5	5	#4 5 3 7 1 6 3 4 3 2 1 5 3 6 2 #4 5 3 2 1 4 6 2 #4 2 5 3 1 4 5 1	['#4 5', '7 1', '3 4 3 2 1', '#4 5', '3 2 1', '4 5']	['V6/V V', 'V65 I', 'I6 IV I6 V43 I', 'V65/V V', 'I6 ii V7/IV', 'ii65 V']	['#4 5', '7 1', '3 4', '#4 5', '4 5']	['V6/V V', 'V65 I', 'I6 IV', 'V65/V V', 'ii65 V']	['4 3 2 1', '3 2 1']	['IV I6 V43 I', 'I6 ii V7/IV']	('couperin_concerts', 'c04n03_courante_francoise', 53)	('couperin_concerts', 'c04n03_courante_francoise', 84)
138	e	i	11	11	2	18.2	1	1	1 5 2 3 1 4 2 1 5 1 4	['2 3', '2 1']	['V43 i6', 'V43 i']	['2 3']	['V43 i6']	['2 1']	['V43 i']	('couperin_concerts', 'c04n04_courante_a_litalienne', 0)	('couperin_concerts', 'c04n04_courante_a_litalienne', 11)
139	e	III	16	15	4	26.7	2	2	5 7 5 1 3 6 5 6 1 7 1 5 1 5 2	['6 5 5 6', '1 7 1']	['IV65 V iii6 vi', 'vi6 V65 I']	['5 5 6', '7 1']	['V iii6 vi', 'V65 I']	['6 5 5', '1 7']	['IV65 V iii6', 'vi6 V65']	('couperin_concerts', 'c04n04_courante_a_litalienne', 12)	('couperin_concerts', 'c04n04_courante_a_litalienne', 28)
140	e	i	14	12	6	50.0	2	4	1 7 6 5 1 5 #4 5 #7 1 5 1	['1 7 6 6 5', '5 5 #4 5', '#7 1']	['i v6 iv6(2) iv6 V', 'V v V65/v V', 'V65 i']	['#4 5', '#7 1']	['V65/v V', 'V65 i']	['1 7 6 6 5', '5 5 #4']	['i v6 iv6(2) iv6 V', 'V v V65/v']	('couperin_concerts', 'c04n04_courante_a_litalienne', 29)	('couperin_concerts', 'c04n04_courante_a_litalienne', 43)
141	e	VII	4	4	0	0.0	0	0	5 3 5 1	[]	[]	[]	[]	[]	[]	('couperin_concerts', 'c04n04_courante_a_litalienne', 45)	('couperin_concerts', 'c04n04_courante_a_litalienne', 48)
142	e	III	9	8	5	62.5	1	4	5 4 #1 2 4 3 2 1	['5 5 4', '#1 2', '4 3 2']	['V I64 V2', 'V65/ii ii', 'V2 vi64 V43']	['#1 2']	['V65/ii ii']	['5 5 4', '4 3 2']	['V I64 V2', 'V2 vi64 V43']	('couperin_concerts', 'c04n04_courante_a_litalienne', 49)	('couperin_concerts', 'c04n04_courante_a_litalienne', 57)
143	e	i	20	15	8	53.3	1	7	5 4 3 2 4 3 2 1 #7 1 5 1 4 7 3	['5 4 3 2', '4 3 2 1 #7 1']	['i64 V2 i6 iio', 'VII64 V2/VII V43 i V65 i']	['#7 1']	['V65 i']	['5 4 3 2', '4 3 2 1 #7']	['i64 V2 i6 iio', 'VII64 V2/VII V43 i V65']	('couperin_concerts', 'c04n04_courante_a_litalienne', 59)	('couperin_concerts', 'c04n04_courante_a_litalienne', 79)
144	e	iv	12	10	2	20.0	2	0	3 4 1 5 1 4 5 1 5 1	['3 4', '4 5 5']	['III ii%65', 'iv7(9) V(4) V']	['3 4', '4 5 5']	['III ii%65', 'iv7(9) V(4) V']	[]	[]	('couperin_concerts', 'c04n04_courante_a_litalienne', 80)	('couperin_concerts', 'c04n04_courante_a_litalienne', 92)
145	e	i	48	46	18	39.1	16	2	4 7 5 1 5 3 4 2 3 1 2 #7 1 #3 4 5 6 3 4 5 #6 #7 2 #7 5 1 6 4 5 #7 1 4 5 1 2 #7 5 1 6 4 5 3 2 1 5 1	['3 4', '2 3', '1 2', '#7 1', '#3 4 5 6', '3 4 4 5 5 #6 #7', '4 5', '#7 1', '4 5', '1 2', '4 5', '3 2 1']	['i65 iv7(9)', 'iio III+M7(9)', 'i ii%7(9)', '#viio7 i', 'V65/iv iv i64 ii%43', 'i6 IV7(9) ii6 V7 III+6 #vi%7 V65', 'ii%65 V', 'V6 i', 'iv7(9) V', 'i V43', 'ii%65 V', 'i6 V43 i']	['3 4', '2 3', '1 2', '#7 1', '#3 4 5 6', '3 4 4 5 5 #6 #7', '4 5', '#7 1', '4 5', '1 2', '4 5']	['i65 iv7(9)', 'iio III+M7(9)', 'i ii%7(9)', '#viio7 i', 'V65/iv iv i64 ii%43', 'i6 IV7(9) ii6 V7 III+6 #vi%7 V65', 'ii%65 V', 'V6 i', 'iv7(9) V', 'i V43', 'ii%65 V']	['3 2 1']	['i6 V43 i']	('couperin_concerts', 'c04n04_courante_a_litalienne', 93)	('couperin_concerts', 'c04n04_courante_a_litalienne', 144)
146	E	I	22	15	8	53.3	1	7	1 4 3 2 1 7 6 5 1 5 4 1 2 5 1	['4 4 3 3 2 2 1 1 7 7 6 5', '5 5 4', '1 2']	['IV ii6 iii7 I6 ii7 V43 I IV64 vii%7 V6 V43/V V', 'V V V2', 'I ii7']	['1 2']	['I ii7']	['4 4 3 3 2 2 1 1 7 7 6 5', '5 5 4']	['IV ii6 iii7 I6 ii7 V43 I IV64 vii%7 V6 V43/V V', 'V V V2']	('couperin_concerts', 'c04n05_sarabande', 0)	('couperin_concerts', 'c04n05_sarabande', 22)
147	E	ii	7	7	2	28.6	1	1	6 5 3 6 4 5 1	['6 5', '4 5']	['ii%43 V', 'ii%65 V']	['4 5']	['ii%65 V']	['6 5']	['ii%43 V']	('couperin_concerts', 'c04n05_sarabande', 23)	('couperin_concerts', 'c04n05_sarabande', 29)
148	E	I	18	18	6	33.3	2	4	7 5 1 7 6 #4 5 4 3 1 4 2 5 3 6 4 5 1	['1 7 6', '#4 5 4 3', '4 5']	['I V6 vi', 'V65/V V V2 V65/IV', 'ii65 V']	['#4 5', '4 5']	['V65/V V', 'ii65 V']	['1 7 6', '5 4 3']	['I V6 vi', 'V V2 V65/IV']	('couperin_concerts', 'c04n05_sarabande', 30)	('couperin_concerts', 'c04n05_sarabande', 47)
149	E	I	13	11	1	9.1	0	1	1 5 2 #4 2 4 3 1 3 5 1	['4 3']	['V2 I6']	[]	[]	['4 3']	['V2 I6']	('couperin_concerts', 'c04n06_rigaudon', 0)	('couperin_concerts', 'c04n06_rigaudon', 14)
150	E	V	4	4	0	0.0	0	0	4 2 5 1	[]	[]	[]	[]	[]	[]	('couperin_concerts', 'c04n06_rigaudon', 17)	('couperin_concerts', 'c04n06_rigaudon', 20)
151	E	ii	6	6	1	16.7	1	0	1 5 1 4 5 1	['4 5']	['ii%65 V']	['4 5']	['ii%65 V']	[]	[]	('couperin_concerts', 'c04n06_rigaudon', 22)	('couperin_concerts', 'c04n06_rigaudon', 27)
152	E	I	9	9	5	55.6	1	4	4 3 7 1 7 6 5 1 3	['4 3', '7 1 7 6 5']	['V2 I6', 'V65 I V65 V43/V V']	['7 1']	['V65 I']	['4 3', '1 7 6 5']	['V2 I6', 'I V65 V43/V V']	('couperin_concerts', 'c04n06_rigaudon', 29)	('couperin_concerts', 'c04n06_rigaudon', 37)
153	E	IV	5	3	0	0.0	0	0	2 6 1	[]	[]	[]	[]	[]	[]	('couperin_concerts', 'c04n06_rigaudon', 38)	('couperin_concerts', 'c04n06_rigaudon', 42)
154	E	V	6	4	0	0.0	0	0	7 2 6 1	[]	[]	[]	[]	[]	[]	('couperin_concerts', 'c04n06_rigaudon', 43)	('couperin_concerts', 'c04n06_rigaudon', 48)
155	E	I	13	13	4	30.8	4	0	1 5 1 5 1 5 3 4 5 6 4 5 1	['3 4 5 6', '4 5']	['I6 IVM7(9) V7 vi', 'ii65 V']	['3 4 5 6', '4 5']	['I6 IVM7(9) V7 vi', 'ii65 V']	[]	[]	('couperin_concerts', 'c04n06_rigaudon', 49)	('couperin_concerts', 'c04n06_rigaudon', 61)
156	E	I	30	23	2	8.7	0	2	1 5 2 6 3 1 5 1 5 2 6 3 1 5 1 4 3 5 1 4 3 5 1	['4 4 3 3', '4 4 3 3']	['IVM7 ii6 I6(7) I6', 'IVM7 ii6 I6(7) I6']	[]	[]	['4 4 3 3', '4 4 3 3']	['IVM7 ii6 I6(7) I6', 'IVM7 ii6 I6(7) I6']	('couperin_concerts', 'c04n07_forlane', 0)	('couperin_concerts', 'c04n07_forlane', 32)
157	E	vi	10	10	1	10.0	0	1	1 5 1 5 1 #7 5 1 5 1	['1 #7']	['i V65']	[]	[]	['1 #7']	['i V65']	('couperin_concerts', 'c04n07_forlane', 34)	('couperin_concerts', 'c04n07_forlane', 43)
158	E	I	72	67	20	29.9	13	7	6 7 1 3 1 5 7 1 5 7 1 5 1 6 5 1 6 1 5 1 6 5 1 6 1 5 1 7 5 1 7 5 1 6 5 7 1 5 1 6 5 3 4 2 3 1 5 3 4 7 1 5 1 6 5 3 4 2 3 1 5 3 4 7 1 5 1	['6 7 1', '7 1', '7 1 1', '6 6 5', '6 6 5', '1 7', '1 7', '6 5', '7 1', '6 5', '3 4', '2 3', '3 4', '7 1', '6 5', '3 4', '2 3', '3 4', '7 1']	['IV6 V65 I', 'V65 I', 'V65 I(4) I', 'V43(4)/V V43/V V', 'V43(4)/V V43/V V', 'I V65', 'I V65', 'V43/V V', 'V6 I', 'V43/V V', 'I6 IV', 'ii7 I6', 'I6 iv7', 'V65 I', 'V43/V V', 'I6 IV', 'ii7 I6', 'I6 iv7', 'V65 I']	['6 7 1', '7 1', '7 1 1', '7 1', '3 4', '2 3', '3 4', '7 1', '3 4', '2 3', '3 4', '7 1']	['IV6 V65 I', 'V65 I', 'V65 I(4) I', 'V6 I', 'I6 IV', 'ii7 I6', 'I6 iv7', 'V65 I', 'I6 IV', 'ii7 I6', 'I6 iv7', 'V65 I']	['6 6 5', '6 6 5', '1 7', '1 7', '6 5', '6 5', '6 5']	['V43(4)/V V43/V V', 'V43(4)/V V43/V V', 'I V65', 'I V65', 'V43/V V', 'V43/V V', 'V43/V V']	('couperin_concerts', 'c04n07_forlane', 44)	('couperin_concerts', 'c04n07_forlane', 120)
159	E	i	27	25	18	72.0	8	10	1 4 3 4 3 4 3 4 3 4 3 4 3 4 3 5 1 4 3 4 3 4 3 5 1	['4 3 4 3 4 3 4 3 4 3 4 3 4 3', '4 3 4 3 4 3']	['ii%65 i6 ii%65 i6 ii%65 i6 ii%65 i6 ii%65 i6 ii%65 i6 ii%65 i6', 'ii%65 i6 ii%65 i6 ii%65 i6']	['3 4', '3 4', '3 4', '3 4', '3 4', '3 4', '3 4', '3 4']	['i6 ii%65', 'i6 ii%65', 'i6 ii%65', 'i6 ii%65', 'i6 ii%65', 'i6 ii%65', 'i6 ii%65', 'i6 ii%65']	['4 3', '4 3', '4 3', '4 3', '4 3', '4 3', '4 3', '4 3', '4 3', '4 3']	['ii%65 i6', 'ii%65 i6', 'ii%65 i6', 'ii%65 i6', 'ii%65 i6', 'ii%65 i6', 'ii%65 i6', 'ii%65 i6', 'ii%65 i6', 'ii%65 i6']	('couperin_concerts', 'c04n07_forlane', 121)	('couperin_concerts', 'c04n07_forlane', 148)
160	F	I	8	6	1	16.7	0	1	1 5 3 6 5 1	['6 5 5 5']	['ii43 V(4) V V7']	[]	[]	['6 5 5 5']	['ii43 V(4) V V7']	('couperin_concerts', 'c05n01_prelude', 0)	('couperin_concerts', 'c05n01_prelude', 9)
161	F	V	11	11	4	36.4	4	0	2 5 3 4 5 1 5 6 4 5 1	['3 4 5', '5 6', '4 5']	['I6 ii65 V7', 'V7 vi', 'ii65 V']	['3 4 5', '5 6', '4 5']	['I6 ii65 V7', 'V7 vi', 'ii65 V']	[]	[]	('couperin_concerts', 'c05n01_prelude', 11)	('couperin_concerts', 'c05n01_prelude', 21)
162	F	I	17	15	4	26.7	3	1	3 1 4 2 5 1 4 5 7 1 5 1 7 1 6	['4 4 5', '7 1', '1 7 1']	['IV ii6 V', 'V65 I', 'I V6 I']	['4 4 5', '7 1', '7 1']	['IV ii6 V', 'V65 I', 'V6 I']	['1 7']	['I V6']	('couperin_concerts', 'c05n01_prelude', 23)	('couperin_concerts', 'c05n01_prelude', 40)
163	F	V	6	3	0	0.0	0	0	b3 5 1	[]	[]	[]	[]	[]	[]	('couperin_concerts', 'c05n01_prelude', 41)	('couperin_concerts', 'c05n01_prelude', 46)
164	F	I	6	5	1	20.0	1	0	3 1 4 2 3	['2 2']	['ii ii65/vi']	['2 2']	['ii ii65/vi']	[]	[]	('couperin_concerts', 'c05n01_prelude', 48)	('couperin_concerts', 'c05n01_prelude', 53)
165	F	ii	8	7	1	14.3	1	0	5 3 1 6 4 5 1	['4 5 5']	['ii%65 V V7']	['4 5 5']	['ii%65 V V7']	[]	[]	('couperin_concerts', 'c05n01_prelude', 54)	('couperin_concerts', 'c05n01_prelude', 61)
166	F	I	36	32	18	56.2	16	2	5 3 4 5 6 7 1 4 2 1 5 7 1 5 7 1 5 6 7 1 3 4 5 6 4 5 1 7 3 4 5 1	['3 4 5 6 7 1', '2 1', '7 1', '7 1', '5 6 7 1', '3 4 4 5 5 6', '4 5', '1 1 7', '3 4 5 5']	['IM65 IVM7(9) V7 vi V65 I', 'V43 I', 'V65 I', 'V65 I', 'V IV65 V65 I', 'I6 IV ii6 V iii6 vi', 'ii65 V', 'I I V65', 'I6 ii65 V V7']	['3 4 5 6 7 1', '7 1', '7 1', '5 6 7 1', '3 4 4 5 5 6', '4 5', '3 4 5 5']	['IM65 IVM7(9) V7 vi V65 I', 'V65 I', 'V65 I', 'V IV65 V65 I', 'I6 IV ii6 V iii6 vi', 'ii65 V', 'I6 ii65 V V7']	['2 1', '1 1 7']	['V43 I', 'I I V65']	('couperin_concerts', 'c05n01_prelude', 63)	('couperin_concerts', 'c05n01_prelude', 98)
167	F	I	20	16	8	50.0	1	7	1 5 1 6 2 7 1 7 6 5 4 3 2 1 5 1	['7 7 1 7 6 5 4 3 2 1']	['V6 V65 I V6 IV6 iii6 ii6 I6 V43 I']	['7 7 1']	['V6 V65 I']	['1 7 6 5 4 3 2 1']	['I V6 IV6 iii6 ii6 I6 V43 I']	('couperin_concerts', 'c05n02_allemande', 0)	('couperin_concerts', 'c05n02_allemande', 20)
168	F	V	26	19	14	73.7	7	7	5 6 7 1 5 4 3 2 1 7 b7 6 7 1 5 6 4 5 1	['5 5 6 6 7 1', '5 5 4 3 2 1 7 b7 b7 6 6 7 7 1', '5 6', '4 5 5']	['V iii6 vi7 IV6 V65 I', 'V I64 V2 I6 V43 I V6 v6 V2/IV vi7 IV6 vii%7 V65 I', 'V7 vi', 'ii65 V(64) V']	['5 5 6 6 7 1', '6 6 7 7 1', '5 6', '4 5 5']	['V iii6 vi7 IV6 V65 I', 'vi7 IV6 vii%7 V65 I', 'V7 vi', 'ii65 V(64) V']	['5 5 4 3 2 1 7 b7 b7 6 6']	['V I64 V2 I6 V43 I V6 v6 V2/IV vi7 IV6']	('couperin_concerts', 'c05n02_allemande', 21)	('couperin_concerts', 'c05n02_allemande', 49)
169	F	I	7	6	3	50.0	0	3	5 4 3 2 5 1	['5 4 3 2']	['V V2 I6 ii7']	[]	[]	['5 4 3 2']	['V V2 I6 ii7']	('couperin_concerts', 'c05n02_allemande', 51)	('couperin_concerts', 'c05n02_allemande', 57)
170	F	vi	10	9	4	44.4	2	2	6 4 5 4 3 1 4 5 1	['4 5 4 3', '4 5']	['ii%65 V V2 i6', 'ii%65 V']	['4 5', '4 5']	['ii%65 V', 'ii%65 V']	['5 4 3']	['V V2 i6']	('couperin_concerts', 'c05n02_allemande', 58)	('couperin_concerts', 'c05n02_allemande', 68)
171	F	ii	4	4	2	50.0	0	2	#7 5 4 3	['5 4']	['V V2']	[]	[]	['5 4']	['V V2']	('couperin_concerts', 'c05n02_allemande', 70)	('couperin_concerts', 'c05n02_allemande', 73)
172	F	v	4	3	0	0.0	0	0	#7 5 1	[]	[]	[]	[]	[]	[]	('couperin_concerts', 'c05n02_allemande', 74)	('couperin_concerts', 'c05n02_allemande', 77)
173	F	ii	8	7	3	42.9	0	3	6 5 3 2 1 5 1	['6 5', '3 2 1']	['ii%43 V', 'i6 V43 i']	[]	[]	['6 5', '3 2 1']	['ii%43 V', 'i6 V43 i']	('couperin_concerts', 'c05n02_allemande', 78)	('couperin_concerts', 'c05n02_allemande', 85)
174	F	I	64	61	10	16.4	2	8	5 3 1 6 4 2 7 5 3 1 6 4 2 7 5 7 1 5 7 5 4 3 1 b7 6 4 2 7 5 1 6 4 2 7 5 3 1 6 4 2 7 1 5 1 4 2 7 5 3 2 1 6 4 2 7 5 3 2 1 5 1	['7 1 1', '5 4 3', '1 b7 6', '7 1', '3 2 1', '3 2 1']	['V65 I(4) I', 'V V2 I6', 'I V2/IV IV6', 'V65 I', 'I6 V43 I', 'I6 V43 I']	['7 1 1', '7 1']	['V65 I(4) I', 'V65 I']	['5 4 3', '1 b7 6', '3 2 1', '3 2 1']	['V V2 I6', 'I V2/IV IV6', 'I6 V43 I', 'I6 V43 I']	('couperin_concerts', 'c05n02_allemande', 87)	('couperin_concerts', 'c05n02_allemande', 153)
175	f	i	12	10	3	30.0	1	2	1 #7 1 6 4 2 1 5 3 1	['1 1 #7 1', '2 1 1']	['i ii%2 V65 i', 'V43 i(4) i']	['#7 1']	['V65 i']	['1 1 #7', '2 1 1']	['i ii%2 V65', 'V43 i(4) i']	('couperin_concerts', 'c05n03_sarabande', 0)	('couperin_concerts', 'c05n03_sarabande', 11)
176	f	v	6	4	1	25.0	1	0	2 3 5 1	['2 3 3']	['iio III+(9) i6']	['2 3 3']	['iio III+(9) i6']	[]	[]	('couperin_concerts', 'c05n03_sarabande', 12)	('couperin_concerts', 'c05n03_sarabande', 17)
177	f	III	20	17	9	52.9	3	6	3 2 1 5 3 2 1 7 1 5 3 1 4 3 4 5 1	['3 2 1 1', '3 2 1 7 1', '4 4 3 4 5 5']	['I6 V43 I(4) I', 'I6 V43 I V65 I', 'IV V2 I6 ii65 V(4) V']	['7 1', '3 4 5 5']	['V65 I', 'I6 ii65 V(4) V']	['3 2 1 1', '3 2 1 7', '4 4 3']	['I6 V43 I(4) I', 'I6 V43 I V65', 'IV V2 I6']	('couperin_concerts', 'c05n03_sarabande', 18)	('couperin_concerts', 'c05n03_sarabande', 37)
178	f	iv	4	4	2	50.0	0	2	5 3 2 1	['3 2']	['i6 V43']	[]	[]	['3 2']	['i6 V43']	('couperin_concerts', 'c05n03_sarabande', 38)	('couperin_concerts', 'c05n03_sarabande', 41)
179	f	i	12	12	3	25.0	1	2	3 2 1 5 3 #7 5 1 6 4 5 1	['3 2 1', '4 5']	['IV2 V43 i', 'IV7(9) V7']	['4 5']	['IV7(9) V7']	['3 2 1']	['IV2 V43 i']	('couperin_concerts', 'c05n03_sarabande', 42)	('couperin_concerts', 'c05n03_sarabande', 53)
180	f	i	24	22	10	45.5	9	1	1 2 3 #7 1 5 3 4 2 3 1 2 #7 1 3 2 3 #7 1 5 3 #7	['1 2 3', '#7 1', '3 3 4', '2 2 3', '1 2', '#7 1', '3 2 3', '#7 1']	['i V43 i6', 'V65 i', 'i6 i65 iv', 'VII6 V65/III III', 'VI65 iio', 'V65 i', 'i6 V43 i6', 'V65 i']	['1 2 3', '#7 1', '3 3 4', '2 2 3', '1 2', '#7 1', '2 3', '#7 1']	['i V43 i6', 'V65 i', 'i6 i65 iv', 'VII6 V65/III III', 'VI65 iio', 'V65 i', 'V43 i6', 'V65 i']	['3 2']	['i6 V43']	('couperin_concerts', 'c05n04_gavote', 0)	('couperin_concerts', 'c05n04_gavote', 25)
181	f	v	4	3	1	33.3	1	0	4 5 1	['4 5 5']	['ii%65 V(64) V']	['4 5 5']	['ii%65 V(64) V']	[]	[]	('couperin_concerts', 'c05n04_gavote', 26)	('couperin_concerts', 'c05n04_gavote', 29)
182	f	III	4	4	3	75.0	1	2	1 7 1 7	['1 7 1']	['I V6 I']	['7 1']	['V6 I']	['1 7', '1']	['I V6', 'I']	('couperin_concerts', 'c05n04_gavote', 30)	('couperin_concerts', 'c05n04_gavote', 33)
183	f	VII	5	4	1	25.0	1	0	4 5 1 3	['4 5']	['ii65 V']	['4 5']	['ii65 V']	[]	[]	('couperin_concerts', 'c05n04_gavote', 34)	('couperin_concerts', 'c05n04_gavote', 38)
184	f	i	5	4	1	25.0	0	1	4 1 6 5	['6 6']	['VIM7 ii%43']	[]	[]	['6 6']	['VIM7 ii%43']	('couperin_concerts', 'c05n04_gavote', 39)	('couperin_concerts', 'c05n04_gavote', 43)
185	f	iv	3	3	0	0.0	0	0	#7 5 1	[]	[]	[]	[]	[]	[]	('couperin_concerts', 'c05n04_gavote', 44)	('couperin_concerts', 'c05n04_gavote', 46)
186	f	III	4	4	0	0.0	0	0	7 5 1 6	[]	[]	[]	[]	[]	[]	('couperin_concerts', 'c05n04_gavote', 47)	('couperin_concerts', 'c05n04_gavote', 50)
187	f	VII	12	10	8	80.0	4	4	5 4 3 4 5 1 7 1 7 1	['5 4 3 4 5 5', '1 1 7 1 7']	['I64 V2 I6 ii65 V(4) V7', 'I I V6 I V6']	['3 4 5 5', '7 1', '7']	['I6 ii65 V(4) V7', 'V6 I', 'V6']	['5 4 3', '1 1 7', '1 7']	['I64 V2 I6', 'I I V6', 'I V6']	('couperin_concerts', 'c05n04_gavote', 51)	('couperin_concerts', 'c05n04_gavote', 62)
188	f	iv	8	8	6	75.0	2	4	2 1 #7 1 #7 1 #6 5	['2 1 #7 1 #7 1', '#6']	['V43 i V6 i V6 i', 'IV65']	['#7 1', '#7 1']	['V6 i', 'V6 i']	['2 1 #7', '1 #7', '#6']	['V43 i V6', 'i V6', 'IV65']	('couperin_concerts', 'c05n04_gavote', 63)	('couperin_concerts', 'c05n04_gavote', 72)
189	f	i	14	13	4	30.8	3	1	1 4 5 #7 2 1 5 3 #7 1 5 3 4	['4 5', '2 1', '#7 1', '3 3']	['ii%65 V', 'i(2) i', 'V65 i', 'i6 i65']	['4 5', '#7 1', '3 3']	['ii%65 V', 'V65 i', 'i6 i65']	['2 1']	['i(2) i']	('couperin_concerts', 'c05n04_gavote', 73)	('couperin_concerts', 'c05n04_gavote', 87)
