"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".C.I"	""	"1"	"1.0"	"1.0"	"2/2"	"59"	"9"	"4"	2.0	"C"	"I"	""	"I"	""	""	""	""	false
"V"	""	"1"	"3.0"	"3.0"	"2/2"	"59"	"9"	"4"	2.0	"C"	"I"	""	"V"	""	""	""	""	false
"V43"	""	"1"	"1.0"	"5.0"	"2/2"	"59"	"9"	"4"	4.0	"C"	"I"	""	"V"	""	"43"	""	""	false
"I"	""	"2"	"1.0"	"9.0"	"2/2"	"59"	"9"	"4"	4.0	"C"	"I"	""	"I"	""	""	""	""	false
"V43"	""	"3"	"1.0"	"13.0"	"2/2"	"59"	"9"	"4"	4.0	"C"	"I"	""	"V"	""	"43"	""	""	false
"I"	""	"4"	"1.0"	"17.0"	"2/2"	"59"	"9"	"4"	4.0	"C"	"I"	""	"I"	""	""	""	""	false
"IV"	""	"5"	"1.0"	"21.0"	"2/2"	"59"	"9"	"4"	2.0	"C"	"I"	""	"IV"	""	""	""	""	false
"V"	""	"5"	"3.0"	"23.0"	"2/2"	"59"	"9"	"4"	2.0	"C"	"I"	""	"V"	""	""	""	""	false
"I"	""	"6"	"1.0"	"25.0"	"2/2"	"59"	"9"	"4"	2.0	"C"	"I"	""	"I"	""	""	""	""	false
"I6"	""	"6"	"3.0"	"27.0"	"2/2"	"59"	"9"	"4"	2.0	"C"	"I"	""	"I"	""	"6"	""	""	false
"IV"	""	"7"	"1.0"	"29.0"	"2/2"	"59"	"9"	"4"	2.0	"C"	"I"	""	"IV"	""	""	""	""	false
"V"	""	"7"	"3.0"	"31.0"	"2/2"	"59"	"9"	"4"	2.0	"C"	"I"	""	"V"	""	""	""	""	false
"I\\\\"	""	"8"	"1.0"	"33.0"	"2/2"	"59"	"9"	"4"	2.0	"C"	"I"	""	"I"	""	""	""	""	true
"vi"	""	"8"	"3.0"	"35.0"	"2/2"	"59"	"9"	"4"	2.0	"C"	"I"	""	"vi"	""	""	""	""	false
"V65/V"	""	"9"	"1.0"	"37.0"	"2/2"	"59"	"9"	"4"	2.0	"C"	"I"	""	"V"	""	"65"	""	"V"	false
"V7/V"	""	"9"	"3.0"	"39.0"	"2/2"	"59"	"9"	"4"	2.0	"C"	"I"	""	"V"	""	"7"	""	"V"	false
"V.I"	""	"10"	"1.0"	"41.0"	"2/2"	"59"	"9"	"4"	4.0	"C"	"V"	""	"I"	""	""	""	""	false
"V65"	""	"11"	"1.0"	"45.0"	"2/2"	"59"	"9"	"4"	4.0	"C"	"V"	""	"V"	""	"65"	""	""	false
"I"	""	"12"	"1.0"	"49.0"	"2/2"	"59"	"9"	"4"	1.0	"C"	"V"	""	"I"	""	""	""	""	false
