mc	mn	onset	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	staff	voice	volta
1	1	0	1/8		1/8	1		-3	51	4	1	
1	1	0	1/8		1/8	1		1	55	2	1	
1	1	0	1/8		1/8	1		-2	58	3	1	
1	1	0	1/8		1/8	1		-3	63	2	1	
1	1	0	1/16		1/16	1		-3	75	1	1	
1	1	1/16	1/16		1/16	1		1	79	1	1	
1	1	1/8	1/16		1/16	1		1	79	1	1	
1	1	3/16	1/16		1/16	1		1	79	1	1	
1	1	1/4	1/8		1/8	1		-3	51	4	1	
1	1	1/4	1/8		1/8	1		-2	58	2	1	
1	1	1/4	1/8		1/8	1		-3	63	3	1	
1	1	1/4	1/8		1/8	1		1	67	2	1	
1	1	1/4	1/16		1/16	1		1	79	1	1	
1	1	5/16	1/16		1/16	1		-2	82	1	1	
1	1	3/8	1/16		1/16	1		-2	82	1	1	
1	1	7/16	1/16		1/16	1		-2	82	1	1	
2	2	0	1/8		1/8	1		2	50	4	1	
2	2	0	1/8		1/8	1		-2	58	2	1	
2	2	0	1/8		1/8	1		-1	65	3	1	
2	2	0	1/8		1/8	1		-4	68	2	1	
2	2	0	1/16		1/16	1		-2	82	1	1	
2	2	1/16	1/16		1/16	1		-4	80	1	1	
2	2	1/8	1/16		1/16	1		-4	80	1	1	
2	2	3/16	1/16		1/16	1		-1	77	1	1	
2	2	1/4	1/8		1/8	1		-4	56	4	1	
2	2	1/4	1/8		1/8	1		-2	58	2	1	
2	2	1/4	1/8		1/8	1		2	62	3	1	
2	2	1/4	1/8		1/8	1		-1	65	2	1	
2	2	1/4	1/16		1/16	1		-1	77	1	1	
2	2	5/16	1/16		1/16	1		2	74	1	1	
2	2	3/8	1/16		1/16	1		2	74	1	1	
2	2	7/16	1/16		1/16	1		-2	70	1	1	
3	3	0	1/8		1/8	1		1	55	4	1	
3	3	0	1/8		1/8	1		-2	58	3	1	
3	3	0	1/8		1/8	1		-3	63	2	1	
3	3	0	1/16		1/16	1		-2	70	1	1	
