quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
2	0.5	1	1	1/2	1/2	4/4	1	1	1/8		1/8	1		-5	61	6
2	0.5	1	1	1/2	1/2	4/4	2	1	1/8		1/8	1		-5	61	16
5/2	0.5	1	1	5/8	5/8	4/4	4	1	1/8		1/8	1		0	36	37
5/2	0.5	1	1	5/8	5/8	4/4	3	1	1/8		1/8	1		0	48	27
5/2	0.5	1	1	5/8	5/8	4/4	1	1	1/8		1/8	1		0	60	7
5/2	0.5	1	1	5/8	5/8	4/4	2	1	1/8		1/8	1		0	60	17
3	0.5	1	1	3/4	3/4	4/4	4	1	1/8		1/8	1		2	38	38
3	0.5	1	1	3/4	3/4	4/4	3	1	1/8		1/8	1		2	50	28
3	0.5	1	1	3/4	3/4	4/4	1	1	1/8		1/8	1		2	62	8
3	0.5	1	1	3/4	3/4	4/4	2	1	1/8		1/8	1		2	62	18
7/2	0.5	1	1	7/8	7/8	4/4	4	1	1/8		1/8	1		4	40	39
7/2	0.5	1	1	7/8	7/8	4/4	3	1	1/8		1/8	1		4	52	29
7/2	0.5	1	1	7/8	7/8	4/4	1	1	1/8		1/8	1		4	64	9
7/2	0.5	1	1	7/8	7/8	4/4	2	1	1/8		1/8	1		4	64	19
4	1.0	2	2	0	0	4/4	4	1	1/4		1/4	1		-1	41	43
4	1.0	2	2	0	0	4/4	3	1	1/4		1/4	1		-1	53	42
4	1.0	2	2	0	0	4/4	1	1	1/4		1/4	1		-1	65	40
4	1.0	2	2	0	0	4/4	2	1	1/4		1/4	1		-1	65	41
8	1.0	3	3	0	0	4/4	4	1	1/4		1/4	1		0	48	57
8	1.0	3	3	0	0	4/4	3	1	1/4		1/4	1		4	52	53
8	1.0	3	3	0	0	4/4	2	1	1/4		1/4	1		1	55	49
35/4	0.25	3	3	3/16	3/16	4/4	1	1	1/16		1/16	1		0	72	44
9	1.0	3	3	1/4	1/4	4/4	1	1	1/4		1/4	1		0	84	45
39/4	0.25	3	3	7/16	7/16	4/4	4	1	1/16		1/16	1		0	48	58
39/4	0.25	3	3	7/16	7/16	4/4	3	1	1/16		1/16	1		4	52	54
39/4	0.25	3	3	7/16	7/16	4/4	2	1	1/16		1/16	1		1	55	50
10	1.0	3	3	1/2	1/2	4/4	4	1	1/4		1/4	1		0	48	59
10	1.0	3	3	1/2	1/2	4/4	3	1	1/4		1/4	1		-1	53	55
10	1.0	3	3	1/2	1/2	4/4	2	1	1/4		1/4	1		-4	56	51
10	0.5	3	3	1/2	1/2	4/4	1	1	1/8		1/8	1		0	84	46
43/4	0.25	3	3	11/16	11/16	4/4	1	1	1/16		1/16	1		0	84	47
11	1.0	3	3	3/4	3/4	4/4	1	1	1/4		1/4	1		0	72	48
47/4	0.25	3	3	15/16	15/16	4/4	4	1	1/16		1/16	1		0	48	60
47/4	0.25	3	3	15/16	15/16	4/4	3	1	1/16		1/16	1		-1	53	56
47/4	0.25	3	3	15/16	15/16	4/4	2	1	1/16		1/16	1		-4	56	52
12	0.5	4	4	0	0	4/4	4	1	1/8		1/8	1		0	48	85
12	0.5	4	4	0	0	4/4	3	1	1/8		1/8	1		4	52	77
12	0.5	4	4	0	0	4/4	2	1	1/8		1/8	1		1	55	69
12	0.5	4	4	0	0	4/4	1	1	1/8		1/8	1		0	72	61
51/4	0.25	4	4	3/16	3/16	4/4	4	1	1/16		1/16	1		0	48	86
51/4	0.25	4	4	3/16	3/16	4/4	3	1	1/16		1/16	1		1	55	78
51/4	0.25	4	4	3/16	3/16	4/4	2	1	1/16		1/16	1		4	64	70
51/4	0.25	4	4	3/16	3/16	4/4	1	1	1/16		1/16	1		0	72	62
13	0.5	4	4	1/4	1/4	4/4	4	1	1/8		1/8	1		-1	53	87
13	0.5	4	4	1/4	1/4	4/4	3	1	1/8		1/8	1		-4	56	79
13	0.5	4	4	1/4	1/4	4/4	1	1	1/8		1/8	1		0	60	63
13	0.5	4	4	1/4	1/4	4/4	2	1	1/8		1/8	1		-1	65	71
55/4	0.25	4	4	7/16	7/16	4/4	4	1	1/16		1/16	1		-1	53	88
55/4	0.25	4	4	7/16	7/16	4/4	3	1	1/16		1/16	1		-4	56	80
55/4	0.25	4	4	7/16	7/16	4/4	1	1	1/16		1/16	1		0	60	64
55/4	0.25	4	4	7/16	7/16	4/4	2	1	1/16		1/16	1		-1	65	72
14	0.5	4	4	1/2	1/2	4/4	4	1	1/8		1/8	1		0	48	89
14	0.5	4	4	1/2	1/2	4/4	3	1	1/8		1/8	1		1	55	81
14	0.5	4	4	1/2	1/2	4/4	2	1	1/8		1/8	1		4	64	73
14	0.5	4	4	1/2	1/2	4/4	1	1	1/8		1/8	1		0	72	65
59/4	0.25	4	4	11/16	11/16	4/4	4	1	1/16		1/16	1		0	48	90
59/4	0.25	4	4	11/16	11/16	4/4	3	1	1/16		1/16	1		4	64	82
59/4	0.25	4	4	11/16	11/16	4/4	2	1	1/16		1/16	1		1	67	74
59/4	0.25	4	4	11/16	11/16	4/4	1	1	1/16		1/16	1		0	72	66
15	0.5	4	4	3/4	3/4	4/4	4	1	1/8		1/8	1		-1	41	91
15	0.5	4	4	3/4	3/4	4/4	3	1	1/8		1/8	1		-1	65	83
15	0.5	4	4	3/4	3/4	4/4	2	1	1/8		1/8	1		-4	68	75
15	0.5	4	4	3/4	3/4	4/4	1	1	1/8		1/8	1		0	84	67
63/4	0.25	4	4	15/16	15/16	4/4	4	1	1/16		1/16	1		-1	41	92
63/4	0.25	4	4	15/16	15/16	4/4	3	1	1/16		1/16	1		-1	65	84
63/4	0.25	4	4	15/16	15/16	4/4	2	1	1/16		1/16	1		-4	68	76
63/4	0.25	4	4	15/16	15/16	4/4	1	1	1/16		1/16	1		0	72	68
16	0.5	5	5	0	0	4/4	4	1	1/8		1/8	1		0	36	102
16	0.5	5	5	0	0	4/4	3	1	1/8		1/8	1		4	64	99
16	0.5	5	5	0	0	4/4	2	1	1/8		1/8	1		1	67	96
16	0.5	5	5	0	0	4/4	1	1	1/8		1/8	1		0	84	93
67/4	0.25	5	5	3/16	3/16	4/4	4	1	1/16		1/16	1		0	48	103
67/4	0.25	5	5	3/16	3/16	4/4	2	1	1/16		1/16	1		0	60	97
67/4	0.25	5	5	3/16	3/16	4/4	3	1	1/16		1/16	1		0	60	100
67/4	0.25	5	5	3/16	3/16	4/4	1	1	1/16		1/16	1		0	72	94
17	1.0	5	5	1/4	1/4	4/4	3	1	1/4		1/4	1		0	48	101
17	1.0	5	5	1/4	1/4	4/4	4	1	1/4		1/4	1		0	48	104
17	1.0	5	5	1/4	1/4	4/4	1	1	1/4		1/4	1		0	60	95
17	1.0	5	5	1/4	1/4	4/4	2	1	1/4		1/4	1		0	60	98
20	0.25	6	6	0	0	4/4	4	1	1/16		1/16	1		-6	54	108
81/4	0.25	6	6	1/16	1/16	4/4	4	1	1/16		1/16	1		-4	56	109
41/2	0.25	6	6	1/8	1/8	4/4	4	1	1/16		1/16	1		-2	58	110
83/4	0.25	6	6	3/16	3/16	4/4	4	1	1/16		1/16	1		-4	56	111
21	0.5	6	6	1/4	1/4	4/4	4	1	1/8		1/8	1		-6	54	112
21	3.0	6	6	1/4	1/4	4/4	3	1	3/4		1/2	3/2		-6	66	107
21	3.0	6	6	1/4	1/4	4/4	2	1	3/4		1/2	3/2	1	-2	70	106
21	3.0	6	6	1/4	1/4	4/4	1	1	3/4		1/2	3/2	1	-5	73	105
43/2	0.5	6	6	3/8	3/8	4/4	4	1	1/8		1/8	1		-1	53	113
22	0.5	6	6	1/2	1/2	4/4	4	1	1/8		1/8	1		-3	51	114
45/2	0.5	6	6	5/8	5/8	4/4	4	1	1/8		1/8	1		-5	49	115
23	0.5	6	6	3/4	3/4	4/4	4	1	1/8		1/8	1		-3	51	116
47/2	0.5	6	6	7/8	7/8	4/4	4	1	1/8		1/8	1		-1	53	117
24	4.0	7	7	0	0	4/4	4	1	1		1	1		-6	54	124
24	2.0	7	7	0	0	4/4	3	1	1/2		1/2	1		-5	61	122
24	2.0	7	7	0	0	4/4	2	1	1/2		1/2	1	-1	-2	70	120
24	2.0	7	7	0	0	4/4	1	1	1/2		1/2	1	-1	-5	73	118
26	2.0	7	7	1/2	1/2	4/4	3	1	1/2		1/2	1		-2	58	123
26	2.0	7	7	1/2	1/2	4/4	2	1	1/2		1/2	1		-6	66	121
26	2.0	7	7	1/2	1/2	4/4	1	1	1/2		1/2	1		-6	78	119
28	4.0	8	8	0	0	4/4	4	1	1		1	1		-4	56	129
28	4.0	8	8	0	0	4/4	3	1	1		1	1		5	59	128
28	4.0	8	8	0	0	4/4	2	1	1		1	1		-1	65	127
28	3.0	8	8	0	0	4/4	1	1	3/4		1/2	3/2		5	71	125
31	1.0	8	8	3/4	3/4	4/4	1	1	1/4		1/4	1		-5	73	126
32	4.0	9	9	0	0	4/4	4	1	1		1	1		1	55	134
32	4.0	9	9	0	0	4/4	3	1	1		1	1		-2	58	133
32	4.0	9	9	0	0	4/4	2	1	1		1	1		4	64	132
32	2.0	9	9	0	0	4/4	1	1	1/2		1/2	1		-5	73	130
34	2.0	9	9	1/2	1/2	4/4	1	1	1/2		1/2	1		0	72	131
36	0.333	10	10	0	0	4/4	4	1	1/12		1/8	2/3		0	36	139
36	4.0	10	10	0	0	4/4	3	1	1		1	1		0	48	138
36	4.0	10	10	0	0	4/4	3	1	1		1	1		1	55	138
36	4.0	10	10	0	0	4/4	2	1	1		1	1		4	64	137
36	4.0	10	10	0	0	4/4	2	1	1		1	1		-2	70	137
36	3.0	10	10	0	0	4/4	1	1	3/4		1/2	3/2		0	72	135
109/3	0.333	10	10	1/12	1/12	4/4	4	1	1/12		1/8	2/3		4	40	140
110/3	0.333	10	10	1/6	1/6	4/4	4	1	1/12		1/8	2/3		1	43	141
37	0.25	10	10	1/4	1/4	4/4	4	1	1/16		1/16	1		-2	46	142
149/4	0.25	10	10	5/16	5/16	4/4	4	1	1/16		1/16	1		0	48	143
75/2	0.25	10	10	3/8	3/8	4/4	4	1	1/16		1/16	1		4	52	144
151/4	0.25	10	10	7/16	7/16	4/4	4	1	1/16		1/16	1		1	55	145
38	1.0	10	10	1/2	1/2	4/4	4	1	1/4		1/4	1		-2	58	146
39	1.0	10	10	3/4	3/4	4/4	1	1	1/4		1/4	1	1	-1	77	136
40	4.0	11	11	0	0	4/4	4	1	1		1	1		0	36	151
40	4.0	11	11	0	0	4/4	4	1	1		1	1		1	43	151
40	4.0	11	11	0	0	4/4	3	1	1		1	1		-2	58	150
40	4.0	11	11	0	0	4/4	2	1	1		1	1		-5	61	149
40	2.0	11	11	0	0	4/4	1	1	1/2		1/2	1	-1	-1	77	147
42	2.0	11	11	1/2	1/2	4/4	1	1	1/2		1/2	1		4	76	148
44	0.333	12	12	0	0	4/4	4	1	1/12		1/8	2/3		0	36	156
44	4.0	12	12	0	0	4/4	3	1	1		1	1		0	48	155
44	4.0	12	12	0	0	4/4	3	1	1		1	1		-2	58	155
44	4.0	12	12	0	0	4/4	2	1	1		1	1		4	64	154
44	4.0	12	12	0	0	4/4	2	1	1		1	1		-5	73	154
44	3.0	12	12	0	0	4/4	1	1	3/4		1/2	3/2		4	76	152
133/3	0.333	12	12	1/12	1/12	4/4	4	1	1/12		1/8	2/3		4	40	157
134/3	0.333	12	12	1/6	1/6	4/4	4	1	1/12		1/8	2/3		1	43	158
45	0.25	12	12	1/4	1/4	4/4	4	1	1/16		1/16	1		-2	46	159
181/4	0.25	12	12	5/16	5/16	4/4	4	1	1/16		1/16	1		0	48	160
91/2	0.25	12	12	3/8	3/8	4/4	4	1	1/16		1/16	1		4	52	161
183/4	0.25	12	12	7/16	7/16	4/4	4	1	1/16		1/16	1		1	55	162
46	0.333	12	12	1/2	1/2	4/4	4	1	1/12		1/8	2/3		-2	58	163
139/3	0.333	12	12	7/12	7/12	4/4	4	1	1/12		1/8	2/3		0	60	164
140/3	0.333	12	12	2/3	2/3	4/4	4	1	1/12		1/8	2/3		4	64	165
47	1.0	12	12	3/4	3/4	4/4	4	1	1/4		1/4	1	1	1	67	166
47	1.0	12	12	3/4	3/4	4/4	1	1	1/4		1/4	1		-5	85	153
48	1.0	13	13	0	0	4/4	3	1	1/4		1/4	1		0	48	173
48	1.0	13	13	0	0	4/4	3	1	1/4		1/4	1		-2	58	173
48	1.0	13	13	0	0	4/4	2	1	1/4		1/4	1		4	64	169
48	1.0	13	13	0	0	4/4	4	1	1/4		1/4	1	-1	1	67	179
48	3.0	13	13	0	0	4/4	1	1	3/4		1/2	3/2		0	84	167
49	0.25	13	13	1/4	1/4	4/4	3	1	1/16		1/16	1		0	48	174
49	1.0	13	13	1/4	1/4	4/4	2	1	1/4		1/4	1		4	64	170
49	1.0	13	13	1/4	1/4	4/4	4	1	1/4		1/4	1		1	67	180
197/4	0.25	13	13	5/16	5/16	4/4	3	1	1/16		1/16	1		2	50	175
99/2	0.25	13	13	3/8	3/8	4/4	3	1	1/16		1/16	1		4	52	176
199/4	0.25	13	13	7/16	7/16	4/4	3	1	1/16		1/16	1		2	50	177
50	1.0	13	13	1/2	1/2	4/4	3	1	1/4		1/4	1		0	48	178
50	1.0	13	13	1/2	1/2	4/4	4	1	1/4		1/4	1		4	64	181
50	1.0	13	13	1/2	1/2	4/4	2	1	1/4		1/4	1		1	67	171
51	1.0	13	13	3/4	3/4	4/4	2	1	1/4		1/4	1		0	60	172
51	1.0	13	13	3/4	3/4	4/4	4	1	1/4		1/4	1		1	67	182
51	1.0	13	13	3/4	3/4	4/4	1	1	1/4		1/4	1		-2	82	168
52	1.0	14	14	0	0	4/4	3	1	1/4		1/4	1		-1	53	193
52	1.0	14	14	0	0	4/4	2	1	1/4		1/4	1		0	60	188
52	1.0	14	14	0	0	4/4	4	1	1/4		1/4	1		-1	65	198
52	1.0	14	14	0	0	4/4	1	1	1/4		1/4	1		-4	80	183
53	1.0	14	14	1/4	1/4	4/4	3	1	1/4		1/4	1		-1	53	194
53	1.0	14	14	1/4	1/4	4/4	2	1	1/4		1/4	1		-4	56	189
53	1.0	14	14	1/4	1/4	4/4	4	1	1/4		1/4	1		-1	65	199
53	1.0	14	14	1/4	1/4	4/4	1	1	1/4		1/4	1		-1	77	184
54	1.0	14	14	1/2	1/2	4/4	3	1	1/4		1/4	1		1	55	195
54	1.0	14	14	1/2	1/2	4/4	2	1	1/4		1/4	1		-2	58	190
54	1.0	14	14	1/2	1/2	4/4	4	1	1/4		1/4	1		4	64	200
54	1.0	14	14	1/2	1/2	4/4	1	1	1/4		1/4	1		-5	73	185
55	0.5	14	14	3/4	3/4	4/4	3	1	1/8		1/8	1		-4	56	196
55	0.5	14	14	3/4	3/4	4/4	2	1	1/8		1/8	1		0	60	191
55	0.5	14	14	3/4	3/4	4/4	4	1	1/8		1/8	1		-1	65	201
55	0.5	14	14	3/4	3/4	4/4	1	1	1/8		1/8	1		0	72	186
111/2	0.5	14	14	7/8	7/8	4/4	3	1	1/8		1/8	1		-1	53	197
111/2	0.5	14	14	7/8	7/8	4/4	2	1	1/8		1/8	1		-1	65	192
111/2	0.5	14	14	7/8	7/8	4/4	4	1	1/8		1/8	1		-4	68	202
111/2	0.5	14	14	7/8	7/8	4/4	1	1	1/8		1/8	1		-5	85	187
56	1.0	15	15	0	0	4/4	3	1	1/4		1/4	1		0	48	209
56	1.0	15	15	0	0	4/4	2	1	1/4		1/4	1		4	64	205
56	1.0	15	15	0	0	4/4	4	1	1/4		1/4	1		1	67	215
56	3.0	15	15	0	0	4/4	1	1	3/4		1/2	3/2		0	84	203
57	0.25	15	15	1/4	1/4	4/4	3	1	1/16		1/16	1		0	48	210
57	1.0	15	15	1/4	1/4	4/4	2	1	1/4		1/4	1		4	64	206
57	1.0	15	15	1/4	1/4	4/4	4	1	1/4		1/4	1		1	67	216
229/4	0.25	15	15	5/16	5/16	4/4	3	1	1/16		1/16	1		2	50	211
115/2	0.25	15	15	3/8	3/8	4/4	3	1	1/16		1/16	1		4	52	212
231/4	0.25	15	15	7/16	7/16	4/4	3	1	1/16		1/16	1		2	50	213
58	1.0	15	15	1/2	1/2	4/4	3	1	1/4		1/4	1		0	48	214
58	1.0	15	15	1/2	1/2	4/4	4	1	1/4		1/4	1		4	64	217
58	1.0	15	15	1/2	1/2	4/4	2	1	1/4		1/4	1		1	67	207
59	1.0	15	15	3/4	3/4	4/4	2	1	1/4		1/4	1		4	64	208
59	1.0	15	15	3/4	3/4	4/4	4	1	1/4		1/4	1		1	67	218
59	1.0	15	15	3/4	3/4	4/4	1	1	1/4		1/4	1		-2	82	204
60	1.0	16	16	0	0	4/4	3	1	1/4		1/4	1		-5	49	225
60	1.0	16	16	0	0	4/4	2	1	1/4		1/4	1		-1	65	221
60	1.0	16	16	0	0	4/4	4	1	1/4		1/4	1		-1	65	235
60	2.0	16	16	0	0	4/4	1	1	1/2		1/2	1		-4	80	219
61	0.25	16	16	1/4	1/4	4/4	3	1	1/16		1/16	1		-5	49	226
61	1.0	16	16	1/4	1/4	4/4	4	1	1/4		1/4	1		-1	53	236
61	1.0	16	16	1/4	1/4	4/4	2	1	1/4		1/4	1		-1	65	222
245/4	0.25	16	16	5/16	5/16	4/4	3	1	1/16		1/16	1		-3	51	227
123/2	0.25	16	16	3/8	3/8	4/4	3	1	1/16		1/16	1		-1	53	228
247/4	0.25	16	16	7/16	7/16	4/4	3	1	1/16		1/16	1		-3	51	229
62	1.0	16	16	1/2	1/2	4/4	3	1	1/4		1/4	1		-5	49	230
62	1.0	16	16	1/2	1/2	4/4	4	1	1/4		1/4	1		1	55	237
62	1.0	16	16	1/2	1/2	4/4	2	1	1/4		1/4	1		1	67	223
62	2.0	16	16	1/2	1/2	4/4	1	1	1/2		1/2	1		-1	77	220
63	0.25	16	16	3/4	3/4	4/4	3	1	1/16		1/16	1		-5	49	231
63	1.0	16	16	3/4	3/4	4/4	4	1	1/4		1/4	1		-4	56	238
63	1.0	16	16	3/4	3/4	4/4	2	1	1/4		1/4	1		-4	68	224
253/4	0.25	16	16	13/16	13/16	4/4	3	1	1/16		1/16	1		-3	51	232
127/2	0.25	16	16	7/8	7/8	4/4	3	1	1/16		1/16	1		-1	53	233
255/4	0.25	16	16	15/16	15/16	4/4	3	1	1/16		1/16	1		-5	49	234
64	2.0	17	17	0	0	4/4	4	1	1/2		1/2	1		1	43	256
64	1.0	17	17	0	0	4/4	3	1	1/4		1/4	1		2	50	246
64	1.0	17	17	0	0	4/4	2	1	1/4		1/4	1		5	59	242
64	2.0	17	17	0	0	4/4	1	1	1/2		1/2	1		5	71	239
65	0.25	17	17	1/4	1/4	4/4	3	1	1/16		1/16	1		2	50	247
65	1.0	17	17	1/4	1/4	4/4	2	1	1/4		1/4	1		-1	65	243
261/4	0.25	17	17	5/16	5/16	4/4	3	1	1/16		1/16	1		4	52	248
131/2	0.25	17	17	3/8	3/8	4/4	3	1	1/16		1/16	1		-1	53	249
263/4	0.25	17	17	7/16	7/16	4/4	3	1	1/16		1/16	1		2	50	250
66	2.0	17	17	1/2	1/2	4/4	4	1	1/2		1/2	1		0	36	257
66	1.0	17	17	1/2	1/2	4/4	3	1	1/4		1/4	1		1	55	251
66	1.0	17	17	1/2	1/2	4/4	2	1	1/4		1/4	1		4	64	244
66	1.75	17	17	1/2	1/2	4/4	1	1	7/16		1/4	7/4		0	72	240
67	0.25	17	17	3/4	3/4	4/4	3	1	1/16		1/16	1		0	48	252
67	1.0	17	17	3/4	3/4	4/4	2	1	1/4		1/4	1		0	72	245
269/4	0.25	17	17	13/16	13/16	4/4	3	1	1/16		1/16	1		2	50	253
135/2	0.25	17	17	7/8	7/8	4/4	3	1	1/16		1/16	1		4	52	254
271/4	0.25	17	17	15/16	15/16	4/4	3	1	1/16		1/16	1		0	48	255
271/4	0.25	17	17	15/16	15/16	4/4	1	1	1/16		1/16	1		0	72	241
68	0.25	18	18	0	0	4/4	4	1	1/16		1/16	1		-1	41	288
68	0.25	18	18	0	0	4/4	3	1	1/16		1/16	1		-1	53	278
68	0.25	18	18	0	0	4/4	1	1	1/16		1/16	1		-1	65	258
68	0.25	18	18	0	0	4/4	2	1	1/16		1/16	1		-1	65	268
273/4	0.25	18	18	1/16	1/16	4/4	4	1	1/16		1/16	1		1	43	289
273/4	0.25	18	18	1/16	1/16	4/4	3	1	1/16		1/16	1		1	55	279
273/4	0.25	18	18	1/16	1/16	4/4	1	1	1/16		1/16	1		1	67	259
273/4	0.25	18	18	1/16	1/16	4/4	2	1	1/16		1/16	1		1	67	269
137/2	0.25	18	18	1/8	1/8	4/4	4	1	1/16		1/16	1		-4	44	290
137/2	0.25	18	18	1/8	1/8	4/4	3	1	1/16		1/16	1		-4	56	280
137/2	0.25	18	18	1/8	1/8	4/4	1	1	1/16		1/16	1		-4	68	260
137/2	0.25	18	18	1/8	1/8	4/4	2	1	1/16		1/16	1		-4	68	270
275/4	0.25	18	18	3/16	3/16	4/4	4	1	1/16		1/16	1		1	43	291
275/4	0.25	18	18	3/16	3/16	4/4	3	1	1/16		1/16	1		1	55	281
275/4	0.25	18	18	3/16	3/16	4/4	1	1	1/16		1/16	1		1	67	261
275/4	0.25	18	18	3/16	3/16	4/4	2	1	1/16		1/16	1		1	67	271
69	0.5	18	18	1/4	1/4	4/4	4	1	1/8		1/8	1		-1	41	292
69	0.5	18	18	1/4	1/4	4/4	3	1	1/8		1/8	1		-1	53	282
69	0.5	18	18	1/4	1/4	4/4	1	1	1/8		1/8	1		-1	65	262
69	0.5	18	18	1/4	1/4	4/4	2	1	1/8		1/8	1		-1	65	272
139/2	0.5	18	18	3/8	3/8	4/4	4	1	1/8		1/8	1		-3	39	293
139/2	0.5	18	18	3/8	3/8	4/4	3	1	1/8		1/8	1		-3	51	283
139/2	0.5	18	18	3/8	3/8	4/4	1	1	1/8		1/8	1		-3	63	263
139/2	0.5	18	18	3/8	3/8	4/4	2	1	1/8		1/8	1		-3	63	273
70	0.5	18	18	1/2	1/2	4/4	4	1	1/8		1/8	1		-5	37	294
70	0.5	18	18	1/2	1/2	4/4	3	1	1/8		1/8	1		-5	49	284
70	0.5	18	18	1/2	1/2	4/4	1	1	1/8		1/8	1		-5	61	264
70	0.5	18	18	1/2	1/2	4/4	2	1	1/8		1/8	1		-5	61	274
141/2	0.5	18	18	5/8	5/8	4/4	4	1	1/8		1/8	1		0	36	295
141/2	0.5	18	18	5/8	5/8	4/4	3	1	1/8		1/8	1		0	48	285
141/2	0.5	18	18	5/8	5/8	4/4	1	1	1/8		1/8	1		0	60	265
141/2	0.5	18	18	5/8	5/8	4/4	2	1	1/8		1/8	1		0	60	275
71	0.5	18	18	3/4	3/4	4/4	4	1	1/8		1/8	1		2	38	296
71	0.5	18	18	3/4	3/4	4/4	3	1	1/8		1/8	1		2	50	286
71	0.5	18	18	3/4	3/4	4/4	1	1	1/8		1/8	1		2	62	266
71	0.5	18	18	3/4	3/4	4/4	2	1	1/8		1/8	1		2	62	276
143/2	0.5	18	18	7/8	7/8	4/4	4	1	1/8		1/8	1		4	40	297
143/2	0.5	18	18	7/8	7/8	4/4	3	1	1/8		1/8	1		4	52	287
143/2	0.5	18	18	7/8	7/8	4/4	1	1	1/8		1/8	1		4	64	267
143/2	0.5	18	18	7/8	7/8	4/4	2	1	1/8		1/8	1		4	64	277
72	0.25	19	19	0	0	4/4	4	1	1/16		1/16	1		-1	41	328
72	0.25	19	19	0	0	4/4	3	1	1/16		1/16	1		-1	53	318
72	0.25	19	19	0	0	4/4	1	1	1/16		1/16	1		-1	65	298
72	0.25	19	19	0	0	4/4	2	1	1/16		1/16	1		-1	65	308
289/4	0.25	19	19	1/16	1/16	4/4	4	1	1/16		1/16	1		1	43	329
289/4	0.25	19	19	1/16	1/16	4/4	3	1	1/16		1/16	1		1	55	319
289/4	0.25	19	19	1/16	1/16	4/4	1	1	1/16		1/16	1		1	67	299
289/4	0.25	19	19	1/16	1/16	4/4	2	1	1/16		1/16	1		1	67	309
145/2	0.25	19	19	1/8	1/8	4/4	4	1	1/16		1/16	1		-4	44	330
145/2	0.25	19	19	1/8	1/8	4/4	3	1	1/16		1/16	1		-4	56	320
145/2	0.25	19	19	1/8	1/8	4/4	1	1	1/16		1/16	1		-4	68	300
145/2	0.25	19	19	1/8	1/8	4/4	2	1	1/16		1/16	1		-4	68	310
291/4	0.25	19	19	3/16	3/16	4/4	4	1	1/16		1/16	1		1	43	331
291/4	0.25	19	19	3/16	3/16	4/4	3	1	1/16		1/16	1		1	55	321
291/4	0.25	19	19	3/16	3/16	4/4	1	1	1/16		1/16	1		1	67	301
291/4	0.25	19	19	3/16	3/16	4/4	2	1	1/16		1/16	1		1	67	311
73	1.0	19	19	1/4	1/4	4/4	4	1	1/4		1/4	1		-1	41	332
73	1.0	19	19	1/4	1/4	4/4	3	1	1/4		1/4	1		-1	53	322
73	1.0	19	19	1/4	1/4	4/4	1	1	1/4		1/4	1		-1	65	302
73	1.0	19	19	1/4	1/4	4/4	2	1	1/4		1/4	1		-1	65	312
74	0.25	19	19	1/2	1/2	4/4	4	1	1/16		1/16	1		-6	42	333
74	0.25	19	19	1/2	1/2	4/4	3	1	1/16		1/16	1		-6	54	323
74	0.25	19	19	1/2	1/2	4/4	1	1	1/16		1/16	1		-6	66	303
