mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	1.0		0	1/2	3/4	2	1	1/4	1/4	1	1	0	60	C4	4	0
2	1	1	1.0		0	0	3/4	4	1	1/4	1/4	1		-1	41	F2	2	5
2	1	1	3.0		0	0	3/4	3	1	3/4	1/2	3/2		-1	53	F3	3	4
2	1	1	2.0		0	0	3/4	2	1	1/2	1/2	1	-1	0	60	C4	4	2
2	1	2	2.0		1/4	1/4	3/4	1	1	1/2	1/2	1	1	3	69	A4	4	1
2	1	3	1.0		1/2	1/2	3/4	4	1	1/4	1/4	1		3	45	A2	2	6
2	1	3	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1	1	0	60	C4	4	3
3	2	4	1.0		0	0	3/4	4	1	1/4	1/4	1		-2	46	Bb2	2	12
3	2	4	3.0		0	0	3/4	3	1	3/4	1/2	3/2		4	52	E3	3	11
3	2	4	2.0		0	0	3/4	2	1	1/2	1/2	1	-1	0	60	C4	4	9
3	2	4	1.0		0	0	3/4	1	1	1/4	1/4	1	-1	3	69	A4	4	7
3	2	5	2.0		1/4	1/4	3/4	1	1	1/2	1/2	1	1	1	67	G4	4	8
3	2	6	1.0		1/2	1/2	3/4	4	1	1/4	1/4	1		0	48	C3	3	13
3	2	6	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1	1	0	60	C4	4	10
4	3	7	1.0		0	0	3/4	4	1	1/4	1/4	1		2	50	D3	3	19
4	3	7	3.0		0	0	3/4	3	1	3/4	1/2	3/2		-1	53	F3	3	18
4	3	7	2.0		0	0	3/4	2	1	1/2	1/2	1	-1	0	60	C4	4	16
4	3	7	1.0		0	0	3/4	1	1	1/4	1/4	1	-1	1	67	G4	4	14
4	3	8	2.0		1/4	1/4	3/4	1	1	1/2	1/2	1	1	-1	65	F4	4	15
4	3	9	1.0		1/2	1/2	3/4	4	1	1/4	1/4	1		0	48	C3	3	20
4	3	9	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1	1	0	60	C4	4	17
5	4	10	1.0		0	0	3/4	4	1	1/4	1/4	1		-2	46	Bb2	2	26
5	4	10	3.0		0	0	3/4	3	1	3/4	1/2	3/2		4	52	E3	3	25
5	4	10	2.0		0	0	3/4	2	1	1/2	1/2	1	-1	0	60	C4	4	23
5	4	10	1.0		0	0	3/4	1	1	1/4	1/4	1	-1	-1	65	F4	4	21
5	4	11	2.0		1/4	1/4	3/4	1	1	1/2	1/2	1	1	1	67	G4	4	22
5	4	12	1.0		1/2	1/2	3/4	4	1	1/4	1/4	1		1	43	G2	2	27
5	4	12	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1	1	0	60	C4	4	24
6	5	13	1.0		0	0	3/4	4	1	1/4	1/4	1		-1	41	F2	2	33
6	5	13	3.0		0	0	3/4	3	1	3/4	1/2	3/2		-1	53	F3	3	32
6	5	13	2.0		0	0	3/4	2	1	1/2	1/2	1	-1	0	60	C4	4	30
6	5	13	1.0		0	0	3/4	1	1	1/4	1/4	1	-1	1	67	G4	4	28
6	5	14	2.0		1/4	1/4	3/4	1	1	1/2	1/2	1	1	3	69	A4	4	29
6	5	15	1.0		1/2	1/2	3/4	4	1	1/4	1/4	1		3	45	A2	2	34
6	5	15	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1	1	0	60	C4	4	31
7	6	16	1.0		0	0	3/4	4	1	1/4	1/4	1		-2	46	Bb2	2	40
7	6	16	3.0		0	0	3/4	3	1	3/4	1/2	3/2		4	52	E3	3	39
7	6	16	2.0		0	0	3/4	2	1	1/2	1/2	1	-1	0	60	C4	4	37
7	6	16	1.0		0	0	3/4	1	1	1/4	1/4	1	-1	3	69	A4	4	35
7	6	17	2.0		1/4	1/4	3/4	1	1	1/2	1/2	1	1	1	67	G4	4	36
7	6	18	1.0		1/2	1/2	3/4	4	1	1/4	1/4	1		0	48	C3	3	41
7	6	18	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		0	60	C4	4	38
8	7	19	1.0		0	0	3/4	4	1	1/4	1/4	1		2	50	D3	3	51
8	7	19	1.0		0	0	3/4	3	1	1/4	1/4	1		-1	53	F3	3	48
8	7	19	1.0		0	0	3/4	2	1	1/4	1/4	1		3	57	A3	3	45
8	7	19	1.0		0	0	3/4	1	1	1/4	1/4	1	-1	1	67	G4	4	42
8	7	20	1.0		1/4	1/4	3/4	4	1	1/4	1/4	1		2	38	D2	2	52
8	7	20	1.0		1/4	1/4	3/4	3	1	1/4	1/4	1		-1	53	F3	3	49
8	7	20	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		3	57	A3	3	46
8	7	20	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		-1	65	F4	4	43
8	7	21	1.0		1/2	1/2	3/4	4	1	1/4	1/4	1		0	36	C2	2	53
8	7	21	1.0		1/2	1/2	3/4	3	1	1/4	1/4	1		4	52	E3	3	50
8	7	21	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		4	64	E4	4	47
