quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
249/2	0.5	42	42	3/8	3/8	3/4	4	1	1/8	1/8	1		-1	41		657
249/2	0.5	42	42	3/8	3/8	3/4	3	1	1/8	1/8	1		3	57		653
249/2	0.5	42	42	3/8	3/8	3/4	1	1	1/8	1/8	1		0	60		644
125	0.5	42	42	1/2	1/2	3/4	4	1	1/8	1/8	1		4	40		658
125	0.5	42	42	1/2	1/2	3/4	3	1	1/8	1/8	1		1	55		654
125	0.5	42	42	1/2	1/2	3/4	1	1	1/8	1/8	1		0	60		645
251/2	0.5	42	42	5/8	5/8	3/4	4	1	1/8	1/8	1		1	43		659
251/2	0.5	42	42	5/8	5/8	3/4	3	1	1/8	1/8	1		-2	58		655
251/2	0.5	42	42	5/8	5/8	3/4	1	1	1/8	1/8	1		0	60		646
251/2	0.5	42	42	5/8	5/8	3/4	2	1	1/8	1/8	1		4	64		648
126	1.5	43	43	0	0	3/4	4	1	3/8	1/4	3/2		-1	41		675
126	0.5	43	43	0	0	3/4	3	1	1/8	1/8	1		3	57		668
126	1.5	43	43	0	0	3/4	1	1	3/8	1/4	3/2		0	60		660
126	1.0	43	43	0	0	3/4	2	1	1/4	1/4	1		-1	65		664
253/2	0.25	43	43	1/8	1/8	3/4	3	1	1/16	1/16	1		1	55		669
507/4	0.25	43	43	3/16	3/16	3/4	3	1	1/16	1/16	1		3	57		670
127	0.5	43	43	1/4	1/4	3/4	3	1	1/8	1/8	1		-1	53		671
255/2	0.5	43	43	3/8	3/8	3/4	4	1	1/8	1/8	1		-1	41		676
255/2	0.5	43	43	3/8	3/8	3/4	2	1	1/8	1/8	1		3	57		665
255/2	0.5	43	43	3/8	3/8	3/4	3	1	1/8	1/8	1		0	60		672
255/2	0.5	43	43	3/8	3/8	3/4	1	1	1/8	1/8	1		3	69		661
128	0.5	43	43	1/2	1/2	3/4	4	1	1/8	1/8	1		4	40		677
128	0.5	43	43	1/2	1/2	3/4	2	1	1/8	1/8	1		1	55		666
128	0.5	43	43	1/2	1/2	3/4	3	1	1/8	1/8	1		0	60		673
128	0.5	43	43	1/2	1/2	3/4	1	1	1/8	1/8	1		1	67		662
257/2	0.5	43	43	5/8	5/8	3/4	4	1	1/8	1/8	1		2	38		678
257/2	0.5	43	43	5/8	5/8	3/4	3	1	1/8	1/8	1		-1	53		674
257/2	0.5	43	43	5/8	5/8	3/4	3	1	1/8	1/8	1		1	55		674
257/2	0.5	43	43	5/8	5/8	3/4	2	1	1/8	1/8	1		5	59		667
257/2	0.5	43	43	5/8	5/8	3/4	1	1	1/8	1/8	1		5	71		663
129	1.0	44	44	0	0	3/4	4	1	1/4	1/4	1		0	36		694
129	1.0	44	44	0	0	3/4	3	1	1/4	1/4	1		4	52		693
129	1.0	44	44	0	0	3/4	3	1	1/4	1/4	1		1	55		693
129	0.25	44	44	0	0	3/4	2	1	1/16	1/16	1		0	60		681
129	1.0	44	44	0	0	3/4	1	1	1/4	1/4	1		0	72		679
517/4	0.25	44	44	1/16	1/16	3/4	2	1	1/16	1/16	1		2	62		682
259/2	0.25	44	44	1/8	1/8	3/4	2	1	1/16	1/16	1		4	64		683
519/4	0.25	44	44	3/16	3/16	3/4	2	1	1/16	1/16	1		-1	65		684
130	0.25	44	44	1/4	1/4	3/4	2	1	1/16	1/16	1		1	67		685
521/4	0.25	44	44	5/16	5/16	3/4	2	1	1/16	1/16	1		3	69		686
261/2	0.25	44	44	3/8	3/8	3/4	2	1	1/16	1/16	1		1	67		687
523/4	0.25	44	44	7/16	7/16	3/4	2	1	1/16	1/16	1		-1	65		688
131	0.25	44	44	1/2	1/2	3/4	2	1	1/16	1/16	1		4	64		689
131	1.0	44	44	1/2	1/2	3/4	1	1	1/4	1/4	1	1	4	76		680
525/4	0.25	44	44	9/16	9/16	3/4	2	1	1/16	1/16	1		1	67		690
263/2	0.25	44	44	5/8	5/8	3/4	2	1	1/16	1/16	1		3	69		691
527/4	0.25	44	44	11/16	11/16	3/4	2	1	1/16	1/16	1		5	71		692
132	1.0	45	45	0	0	3/4	4	1	1/4	1/4	1		0	36		710
132	1.0	45	45	0	0	3/4	3	1	1/4	1/4	1		4	52		709
132	1.0	45	45	0	0	3/4	3	1	1/4	1/4	1		1	55		709
132	0.25	45	45	0	0	3/4	2	1	1/16	1/16	1		0	72		697
132	1.0	45	45	0	0	3/4	1	1	1/4	1/4	1	-1	4	76		695
529/4	0.25	45	45	1/16	1/16	3/4	2	1	1/16	1/16	1		5	71		698
265/2	0.25	45	45	1/8	1/8	3/4	2	1	1/16	1/16	1		0	72		699
531/4	0.25	45	45	3/16	3/16	3/4	2	1	1/16	1/16	1		3	69		700
133	0.25	45	45	1/4	1/4	3/4	2	1	1/16	1/16	1		1	67		701
533/4	0.25	45	45	5/16	5/16	3/4	2	1	1/16	1/16	1		5	71		702
267/2	0.25	45	45	3/8	3/8	3/4	2	1	1/16	1/16	1		0	72		703
535/4	0.25	45	45	7/16	7/16	3/4	2	1	1/16	1/16	1		2	74		704
134	0.25	45	45	1/2	1/2	3/4	2	1	1/16	1/16	1		4	76		705
134	1.0	45	45	1/2	1/2	3/4	1	1	1/4	1/4	1	1	1	79		696
537/4	0.25	45	45	9/16	9/16	3/4	2	1	1/16	1/16	1		-1	77		706
269/2	0.25	45	45	5/8	5/8	3/4	2	1	1/16	1/16	1		4	76		707
539/4	0.25	45	45	11/16	11/16	3/4	2	1	1/16	1/16	1		2	74		708
135	1.0	46	46	0	0	3/4	4	1	1/4	1/4	1		0	36		726
135	1.0	46	46	0	0	3/4	3	1	1/4	1/4	1		4	52		725
135	1.0	46	46	0	0	3/4	3	1	1/4	1/4	1		1	55		725
135	0.25	46	46	0	0	3/4	2	1	1/16	1/16	1		0	72		713
135	1.0	46	46	0	0	3/4	1	1	1/4	1/4	1	-1	1	79		711
541/4	0.25	46	46	1/16	1/16	3/4	2	1	1/16	1/16	1		2	74		714
271/2	0.25	46	46	1/8	1/8	3/4	2	1	1/16	1/16	1		4	76		715
543/4	0.25	46	46	3/16	3/16	3/4	2	1	1/16	1/16	1		-1	77		716
136	0.25	46	46	1/4	1/4	3/4	2	1	1/16	1/16	1		1	79		717
545/4	0.25	46	46	5/16	5/16	3/4	2	1	1/16	1/16	1		3	81		718
273/2	0.25	46	46	3/8	3/8	3/4	2	1	1/16	1/16	1		1	79		719
547/4	0.25	46	46	7/16	7/16	3/4	2	1	1/16	1/16	1		-1	77		720
137	0.25	46	46	1/2	1/2	3/4	2	1	1/16	1/16	1		4	76		721
137	1.0	46	46	1/2	1/2	3/4	1	1	1/4	1/4	1	1	0	84		712
549/4	0.25	46	46	9/16	9/16	3/4	2	1	1/16	1/16	1		0	72		722
275/2	0.25	46	46	5/8	5/8	3/4	2	1	1/16	1/16	1		5	71		723
551/4	0.25	46	46	11/16	11/16	3/4	2	1	1/16	1/16	1		3	69		724
138	0.25	47	47	0	0	3/4	2	1	1/16	1/16	1		1	67		732
138	0.5	47	47	0	0	3/4	1	1	1/8	1/8	1	-1	0	84		727
553/4	0.25	47	47	1/16	1/16	3/4	2	1	1/16	1/16	1		-1	65		733
277/2	0.5	47	47	1/8	1/8	3/4	4	1	1/8	1/8	1		1	43		749
277/2	0.5	47	47	1/8	1/8	3/4	3	1	1/8	1/8	1		4	52		744
277/2	0.5	47	47	1/8	1/8	3/4	3	1	1/8	1/8	1		1	55		744
277/2	0.25	47	47	1/8	1/8	3/4	2	1	1/16	1/16	1		4	64		734
277/2	1.0	47	47	1/8	1/8	3/4	1	1	1/4	1/4	1		4	88		728
555/4	0.25	47	47	3/16	3/16	3/4	2	1	1/16	1/16	1		2	62		735
139	0.5	47	47	1/4	1/4	3/4	4	1	1/8	1/8	1		1	43		750
139	0.5	47	47	1/4	1/4	3/4	3	1	1/8	1/8	1		4	52		745
139	0.5	47	47	1/4	1/4	3/4	3	1	1/8	1/8	1		1	55		745
139	0.25	47	47	1/4	1/4	3/4	2	1	1/16	1/16	1		0	60		736
557/4	0.25	47	47	5/16	5/16	3/4	2	1	1/16	1/16	1		1	67		737
279/2	0.5	47	47	3/8	3/8	3/4	4	1	1/8	1/8	1		1	43		751
279/2	0.5	47	47	3/8	3/8	3/4	3	1	1/8	1/8	1		4	52		746
279/2	0.5	47	47	3/8	3/8	3/4	3	1	1/8	1/8	1		1	55		746
279/2	0.25	47	47	3/8	3/8	3/4	2	1	1/16	1/16	1		4	64		738
279/2	0.5	47	47	3/8	3/8	3/4	1	1	1/8	1/8	1		1	91		729
559/4	0.25	47	47	7/16	7/16	3/4	2	1	1/16	1/16	1		0	60		739
140	0.5	47	47	1/2	1/2	3/4	4	1	1/8	1/8	1		1	43		752
140	0.5	47	47	1/2	1/2	3/4	3	1	1/8	1/8	1		5	59		747
140	0.25	47	47	1/2	1/2	3/4	2	1	1/16	1/16	1		2	62		740
140	0.5	47	47	1/2	1/2	3/4	1	1	1/8	1/8	1		1	91		730
561/4	0.25	47	47	9/16	9/16	3/4	2	1	1/16	1/16	1		1	67		741
281/2	0.5	47	47	5/8	5/8	3/4	4	1	1/8	1/8	1		1	43		753
281/2	0.5	47	47	5/8	5/8	3/4	3	1	1/8	1/8	1		5	59		748
281/2	0.25	47	47	5/8	5/8	3/4	2	1	1/16	1/16	1		-1	65		742
281/2	0.5	47	47	5/8	5/8	3/4	1	1	1/8	1/8	1		1	91		731
563/4	0.25	47	47	11/16	11/16	3/4	2	1	1/16	1/16	1		2	62		743
141	0.25	48	48	0	0	3/4	3	1	1/16	1/16	1		0	48		769
141	0.5	48	48	0	0	3/4	4	1	1/8	1/8	1		0	48		781
141	0.25	48	48	0	0	3/4	2	1	1/16	1/16	1		0	60		757
141	0.5	48	48	0	0	3/4	1	1	1/8	1/8	1		0	84		754
565/4	0.25	48	48	1/16	1/16	3/4	3	1	1/16	1/16	1		2	50		770
565/4	0.25	48	48	1/16	1/16	3/4	2	1	1/16	1/16	1		2	62		758
283/2	0.5	48	48	1/8	1/8	3/4	4	1	1/8	1/8	1		0	36		782
283/2	0.25	48	48	1/8	1/8	3/4	3	1	1/16	1/16	1		4	52		771
283/2	0.25	48	48	1/8	1/8	3/4	2	1	1/16	1/16	1		4	64		759
567/4	0.25	48	48	3/16	3/16	3/4	3	1	1/16	1/16	1		-1	53		772
567/4	0.25	48	48	3/16	3/16	3/4	2	1	1/16	1/16	1		-1	65		760
142	0.5	48	48	1/4	1/4	3/4	4	1	1/8	1/8	1		0	48		783
142	0.25	48	48	1/4	1/4	3/4	3	1	1/16	1/16	1		1	55		773
142	0.25	48	48	1/4	1/4	3/4	2	1	1/16	1/16	1		1	67		761
569/4	0.25	48	48	5/16	5/16	3/4	3	1	1/16	1/16	1		3	57		774
569/4	0.25	48	48	5/16	5/16	3/4	2	1	1/16	1/16	1		3	69		762
285/2	0.25	48	48	3/8	3/8	3/4	3	1	1/16	1/16	1		1	55		775
285/2	0.25	48	48	3/8	3/8	3/4	2	1	1/16	1/16	1		1	67		763
285/2	0.5	48	48	3/8	3/8	3/4	1	1	1/8	1/8	1		0	72		755
571/4	0.25	48	48	7/16	7/16	3/4	3	1	1/16	1/16	1		-1	53		776
571/4	0.25	48	48	7/16	7/16	3/4	2	1	1/16	1/16	1		-1	65		764
143	0.25	48	48	1/2	1/2	3/4	3	1	1/16	1/16	1		4	52		777
143	0.25	48	48	1/2	1/2	3/4	2	1	1/16	1/16	1		4	64		765
143	1.0	48	48	1/2	1/2	3/4	1	1	1/4	1/4	1	1	4	76		756
573/4	0.25	48	48	9/16	9/16	3/4	3	1	1/16	1/16	1		1	55		778
573/4	0.25	48	48	9/16	9/16	3/4	2	1	1/16	1/16	1		1	67		766
287/2	0.25	48	48	5/8	5/8	3/4	3	1	1/16	1/16	1		3	57		779
287/2	0.25	48	48	5/8	5/8	3/4	2	1	1/16	1/16	1		3	69		767
575/4	0.25	48	48	11/16	11/16	3/4	3	1	1/16	1/16	1		5	59		780
575/4	0.25	48	48	11/16	11/16	3/4	2	1	1/16	1/16	1		5	71		768
144	0.5	49	49	0	0	3/4	4	1	1/8	1/8	1		0	48		811
144	0.25	49	49	0	0	3/4	3	1	1/16	1/16	1		0	60		799
144	0.25	49	49	0	0	3/4	2	1	1/16	1/16	1		0	72		787
144	1.0	49	49	0	0	3/4	1	1	1/4	1/4	1	-1	4	76		784
577/4	0.25	49	49	1/16	1/16	3/4	3	1	1/16	1/16	1		5	59		800
577/4	0.25	49	49	1/16	1/16	3/4	2	1	1/16	1/16	1		5	71		788
289/2	0.5	49	49	1/8	1/8	3/4	4	1	1/8	1/8	1		0	36		812
289/2	0.25	49	49	1/8	1/8	3/4	3	1	1/16	1/16	1		0	60		801
289/2	0.25	49	49	1/8	1/8	3/4	2	1	1/16	1/16	1		0	72		789
579/4	0.25	49	49	3/16	3/16	3/4	3	1	1/16	1/16	1		3	57		802
579/4	0.25	49	49	3/16	3/16	3/4	2	1	1/16	1/16	1		3	69		790
145	0.5	49	49	1/4	1/4	3/4	4	1	1/8	1/8	1		0	48		813
145	0.25	49	49	1/4	1/4	3/4	3	1	1/16	1/16	1		1	55		803
145	0.25	49	49	1/4	1/4	3/4	2	1	1/16	1/16	1		1	67		791
581/4	0.25	49	49	5/16	5/16	3/4	3	1	1/16	1/16	1		5	59		804
581/4	0.25	49	49	5/16	5/16	3/4	2	1	1/16	1/16	1		5	71		792
291/2	0.25	49	49	3/8	3/8	3/4	3	1	1/16	1/16	1		0	60		805
291/2	0.25	49	49	3/8	3/8	3/4	2	1	1/16	1/16	1		0	72		793
291/2	0.5	49	49	3/8	3/8	3/4	1	1	1/8	1/8	1		4	76		785
583/4	0.25	49	49	7/16	7/16	3/4	3	1	1/16	1/16	1		2	62		806
583/4	0.25	49	49	7/16	7/16	3/4	2	1	1/16	1/16	1		2	74		794
146	0.25	49	49	1/2	1/2	3/4	3	1	1/16	1/16	1		4	64		807
146	0.25	49	49	1/2	1/2	3/4	2	1	1/16	1/16	1		4	76		795
146	1.0	49	49	1/2	1/2	3/4	1	1	1/4	1/4	1	1	1	79		786
585/4	0.25	49	49	9/16	9/16	3/4	3	1	1/16	1/16	1		-1	65		808
585/4	0.25	49	49	9/16	9/16	3/4	2	1	1/16	1/16	1		-1	77		796
293/2	0.25	49	49	5/8	5/8	3/4	3	1	1/16	1/16	1		4	64		809
293/2	0.25	49	49	5/8	5/8	3/4	2	1	1/16	1/16	1		4	76		797
587/4	0.25	49	49	11/16	11/16	3/4	3	1	1/16	1/16	1		2	62		810
587/4	0.25	49	49	11/16	11/16	3/4	2	1	1/16	1/16	1		2	74		798
147	0.5	50	50	0	0	3/4	4	1	1/8	1/8	1		0	48		841
147	0.25	50	50	0	0	3/4	3	1	1/16	1/16	1		0	60		829
147	0.25	50	50	0	0	3/4	2	1	1/16	1/16	1		0	72		817
147	1.0	50	50	0	0	3/4	1	1	1/4	1/4	1	-1	1	79		814
589/4	0.25	50	50	1/16	1/16	3/4	3	1	1/16	1/16	1		2	62		830
589/4	0.25	50	50	1/16	1/16	3/4	2	1	1/16	1/16	1		2	74		818
295/2	0.5	50	50	1/8	1/8	3/4	4	1	1/8	1/8	1		0	36		842
295/2	0.25	50	50	1/8	1/8	3/4	3	1	1/16	1/16	1		4	64		831
295/2	0.25	50	50	1/8	1/8	3/4	2	1	1/16	1/16	1		4	76		819
591/4	0.25	50	50	3/16	3/16	3/4	3	1	1/16	1/16	1		-1	65		832
591/4	0.25	50	50	3/16	3/16	3/4	2	1	1/16	1/16	1		-1	77		820
148	0.5	50	50	1/4	1/4	3/4	4	1	1/8	1/8	1		0	48		843
148	0.25	50	50	1/4	1/4	3/4	3	1	1/16	1/16	1		1	67		833
148	0.25	50	50	1/4	1/4	3/4	2	1	1/16	1/16	1		1	79		821
593/4	0.25	50	50	5/16	5/16	3/4	3	1	1/16	1/16	1		3	69		834
593/4	0.25	50	50	5/16	5/16	3/4	2	1	1/16	1/16	1		3	81		822
297/2	0.25	50	50	3/8	3/8	3/4	3	1	1/16	1/16	1		1	67		835
297/2	0.25	50	50	3/8	3/8	3/4	2	1	1/16	1/16	1		1	79		823
297/2	0.5	50	50	3/8	3/8	3/4	1	1	1/8	1/8	1		1	79		815
595/4	0.25	50	50	7/16	7/16	3/4	3	1	1/16	1/16	1		-1	65		836
595/4	0.25	50	50	7/16	7/16	3/4	2	1	1/16	1/16	1		-1	77		824
149	0.25	50	50	1/2	1/2	3/4	3	1	1/16	1/16	1		4	64		837
149	0.25	50	50	1/2	1/2	3/4	2	1	1/16	1/16	1		4	76		825
149	1.0	50	50	1/2	1/2	3/4	1	1	1/4	1/4	1	1	0	84		816
597/4	0.25	50	50	9/16	9/16	3/4	3	1	1/16	1/16	1		0	60		838
597/4	0.25	50	50	9/16	9/16	3/4	2	1	1/16	1/16	1		0	72		826
299/2	0.25	50	50	5/8	5/8	3/4	3	1	1/16	1/16	1		5	59		839
299/2	0.25	50	50	5/8	5/8	3/4	2	1	1/16	1/16	1		5	71		827
599/4	0.25	50	50	11/16	11/16	3/4	3	1	1/16	1/16	1		3	57		840
599/4	0.25	50	50	11/16	11/16	3/4	2	1	1/16	1/16	1		3	69		828
150	0.25	51	51	0	0	3/4	3	1	1/16	1/16	1		1	55		861
150	0.25	51	51	0	0	3/4	2	1	1/16	1/16	1		1	67		849
150	0.5	51	51	0	0	3/4	1	1	1/8	1/8	1	-1	0	84		844
601/4	0.25	51	51	1/16	1/16	3/4	3	1	1/16	1/16	1		-1	53		862
601/4	0.25	51	51	1/16	1/16	3/4	2	1	1/16	1/16	1		-1	65		850
301/2	0.25	51	51	1/8	1/8	3/4	3	1	1/16	1/16	1		4	52		863
301/2	0.25	51	51	1/8	1/8	3/4	2	1	1/16	1/16	1		4	64		851
301/2	0.5	51	51	1/8	1/8	3/4	1	1	1/8	1/8	1		0	84		845
603/4	0.25	51	51	3/16	3/16	3/4	3	1	1/16	1/16	1		2	50		864
603/4	0.25	51	51	3/16	3/16	3/4	2	1	1/16	1/16	1		2	62		852
151	0.25	51	51	1/4	1/4	3/4	3	1	1/16	1/16	1		0	48		865
151	0.25	51	51	1/4	1/4	3/4	2	1	1/16	1/16	1		0	60		853
151	0.5	51	51	1/4	1/4	3/4	1	1	1/8	1/8	1		4	88		846
605/4	0.25	51	51	5/16	5/16	3/4	3	1	1/16	1/16	1		1	55		866
605/4	0.25	51	51	5/16	5/16	3/4	2	1	1/16	1/16	1		1	67		854
303/2	0.5	51	51	3/8	3/8	3/4	4	1	1/8	1/8	1		1	43		873
303/2	0.25	51	51	3/8	3/8	3/4	3	1	1/16	1/16	1		4	52		867
303/2	0.25	51	51	3/8	3/8	3/4	2	1	1/16	1/16	1		4	64		855
303/2	1.0	51	51	3/8	3/8	3/4	1	1	1/4	1/4	1		1	91		847
607/4	0.25	51	51	7/16	7/16	3/4	3	1	1/16	1/16	1		0	48		868
607/4	0.25	51	51	7/16	7/16	3/4	2	1	1/16	1/16	1		0	60		856
152	0.5	51	51	1/2	1/2	3/4	4	1	1/8	1/8	1		1	43		874
152	0.25	51	51	1/2	1/2	3/4	3	1	1/16	1/16	1		2	50		869
152	0.25	51	51	1/2	1/2	3/4	2	1	1/16	1/16	1		2	62		857
609/4	0.25	51	51	9/16	9/16	3/4	3	1	1/16	1/16	1		1	55		870
609/4	0.25	51	51	9/16	9/16	3/4	2	1	1/16	1/16	1		1	67		858
305/2	0.5	51	51	5/8	5/8	3/4	4	1	1/8	1/8	1		1	43		875
305/2	0.25	51	51	5/8	5/8	3/4	3	1	1/16	1/16	1		-1	53		871
305/2	0.25	51	51	5/8	5/8	3/4	2	1	1/16	1/16	1		-1	65		859
305/2	0.5	51	51	5/8	5/8	3/4	1	1	1/8	1/8	1		1	91		848
611/4	0.25	51	51	11/16	11/16	3/4	3	1	1/16	1/16	1		2	50		872
611/4	0.25	51	51	11/16	11/16	3/4	2	1	1/16	1/16	1		2	62		860
153	0.25	52	52	0	0	3/4	3	1	1/16	1/16	1		1	55		892
153	0.25	52	52	0	0	3/4	2	1	1/16	1/16	1		1	67		880
613/4	0.25	52	52	1/16	1/16	3/4	3	1	1/16	1/16	1		-1	53		893
613/4	0.25	52	52	1/16	1/16	3/4	2	1	1/16	1/16	1		-1	65		881
307/2	0.25	52	52	1/8	1/8	3/4	3	1	1/16	1/16	1		4	52		894
307/2	0.25	52	52	1/8	1/8	3/4	2	1	1/16	1/16	1		4	64		882
307/2	0.5	52	52	1/8	1/8	3/4	1	1	1/8	1/8	1		0	84		876
615/4	0.25	52	52	3/16	3/16	3/4	3	1	1/16	1/16	1		2	50		895
615/4	0.25	52	52	3/16	3/16	3/4	2	1	1/16	1/16	1		2	62		883
154	0.25	52	52	1/4	1/4	3/4	3	1	1/16	1/16	1		0	48		896
154	0.25	52	52	1/4	1/4	3/4	2	1	1/16	1/16	1		0	60		884
154	0.5	52	52	1/4	1/4	3/4	1	1	1/8	1/8	1		4	88		877
617/4	0.25	52	52	5/16	5/16	3/4	3	1	1/16	1/16	1		1	55		897
617/4	0.25	52	52	5/16	5/16	3/4	2	1	1/16	1/16	1		1	67		885
309/2	0.5	52	52	3/8	3/8	3/4	4	1	1/8	1/8	1		1	43		904
309/2	0.25	52	52	3/8	3/8	3/4	3	1	1/16	1/16	1		4	52		898
309/2	0.25	52	52	3/8	3/8	3/4	2	1	1/16	1/16	1		4	64		886
309/2	1.0	52	52	3/8	3/8	3/4	1	1	1/4	1/4	1		1	91		878
619/4	0.25	52	52	7/16	7/16	3/4	3	1	1/16	1/16	1		0	48		899
619/4	0.25	52	52	7/16	7/16	3/4	2	1	1/16	1/16	1		0	60		887
155	0.5	52	52	1/2	1/2	3/4	4	1	1/8	1/8	1		1	43		905
155	0.25	52	52	1/2	1/2	3/4	3	1	1/16	1/16	1		2	50		900
155	0.25	52	52	1/2	1/2	3/4	2	1	1/16	1/16	1		2	62		888
621/4	0.25	52	52	9/16	9/16	3/4	3	1	1/16	1/16	1		1	55		901
621/4	0.25	52	52	9/16	9/16	3/4	2	1	1/16	1/16	1		1	67		889
311/2	0.5	52	52	5/8	5/8	3/4	4	1	1/8	1/8	1		1	43		906
311/2	0.25	52	52	5/8	5/8	3/4	3	1	1/16	1/16	1		-1	53		902
311/2	0.25	52	52	5/8	5/8	3/4	2	1	1/16	1/16	1		-1	65		890
311/2	0.5	52	52	5/8	5/8	3/4	1	1	1/8	1/8	1		1	91		879
623/4	0.25	52	52	11/16	11/16	3/4	3	1	1/16	1/16	1		2	50		903
623/4	0.25	52	52	11/16	11/16	3/4	2	1	1/16	1/16	1		2	62		891
156	0.25	53	53	0	0	3/4	3	1	1/16	1/16	1		1	55		924
156	0.25	53	53	0	0	3/4	2	1	1/16	1/16	1		1	67		912
625/4	0.25	53	53	1/16	1/16	3/4	3	1	1/16	1/16	1		-1	53		925
625/4	0.25	53	53	1/16	1/16	3/4	2	1	1/16	1/16	1		-1	65		913
313/2	0.25	53	53	1/8	1/8	3/4	3	1	1/16	1/16	1		4	52		926
313/2	0.25	53	53	1/8	1/8	3/4	2	1	1/16	1/16	1		4	64		914
313/2	0.5	53	53	1/8	1/8	3/4	1	1	1/8	1/8	1		0	84		907
627/4	0.25	53	53	3/16	3/16	3/4	3	1	1/16	1/16	1		2	50		927
627/4	0.25	53	53	3/16	3/16	3/4	2	1	1/16	1/16	1		2	62		915
157	0.25	53	53	1/4	1/4	3/4	3	1	1/16	1/16	1		0	48		928
157	0.25	53	53	1/4	1/4	3/4	2	1	1/16	1/16	1		0	60		916
157	0.5	53	53	1/4	1/4	3/4	1	1	1/8	1/8	1		4	88		908
629/4	0.25	53	53	5/16	5/16	3/4	3	1	1/16	1/16	1		1	55		929
629/4	0.25	53	53	5/16	5/16	3/4	2	1	1/16	1/16	1		1	67		917
315/2	0.5	53	53	3/8	3/8	3/4	4	1	1/8	1/8	1		1	43		936
315/2	0.25	53	53	3/8	3/8	3/4	3	1	1/16	1/16	1		4	52		930
315/2	0.25	53	53	3/8	3/8	3/4	2	1	1/16	1/16	1		4	64		918
315/2	0.5	53	53	3/8	3/8	3/4	1	1	1/8	1/8	1		1	91		909
631/4	0.25	53	53	7/16	7/16	3/4	3	1	1/16	1/16	1		0	48		931
631/4	0.25	53	53	7/16	7/16	3/4	2	1	1/16	1/16	1		0	60		919
158	0.5	53	53	1/2	1/2	3/4	4	1	1/8	1/8	1		1	43		937
158	0.25	53	53	1/2	1/2	3/4	3	1	1/16	1/16	1		2	50		932
158	0.5	53	53	1/2	1/2	3/4	1	1	1/8	1/8	1		1	55		910
158	0.25	53	53	1/2	1/2	3/4	2	1	1/16	1/16	1		2	62		920
633/4	0.25	53	53	9/16	9/16	3/4	3	1	1/16	1/16	1		1	55		933
633/4	0.25	53	53	9/16	9/16	3/4	2	1	1/16	1/16	1		1	67		921
317/2	0.5	53	53	5/8	5/8	3/4	4	1	1/8	1/8	1		1	43		938
317/2	0.25	53	53	5/8	5/8	3/4	3	1	1/16	1/16	1		-1	53		934
317/2	0.25	53	53	5/8	5/8	3/4	2	1	1/16	1/16	1		-1	65		922
317/2	0.5	53	53	5/8	5/8	3/4	1	1	1/8	1/8	1		5	71		911
635/4	0.25	53	53	11/16	11/16	3/4	3	1	1/16	1/16	1		2	50		935
635/4	0.25	53	53	11/16	11/16	3/4	2	1	1/16	1/16	1		2	62		923
	0.5	54	54	0	0	3/4	4	1	1/8	1/8	1		0	36	1	948
	0.5	54	54	0	0	3/4	3	1	1/8	1/8	1		0	48	1	943
	1.0	54	54	0	0	3/4	2	1	1/4	1/4	1		0	60	1	941
	1.0	54	54	0	0	3/4	1	1	1/4	1/4	1		0	72	1	939
	0.5	54	54	1/8	1/8	3/4	4	1	1/8	1/8	1		2	50	1	949
	0.5	54	54	1/8	1/8	3/4	3	1	1/8	1/8	1		2	62	1	944
	0.5	54	54	3/8	3/8	3/4	4	1	1/8	1/8	1		-2	46	1	950
	0.5	54	54	3/8	3/8	3/4	3	1	1/8	1/8	1		-2	58	1	945
	0.5	54	54	1/2	1/2	3/4	4	1	1/8	1/8	1		1	43	1	951
	0.5	54	54	1/2	1/2	3/4	3	1	1/8	1/8	1		1	55	1	946
	0.5	54	54	5/8	5/8	3/4	4	1	1/8	1/8	1		0	48	1	952
	0.5	54	54	5/8	5/8	3/4	1	1	1/8	1/8	1		1	55	1	940
	0.5	54	54	5/8	5/8	3/4	2	1	1/8	1/8	1		0	60	1	942
	0.5	54	54	5/8	5/8	3/4	3	1	1/8	1/8	1		0	60	1	947
	0.5	54	54	5/8	5/8	3/4	1	1	1/8	1/8	1		4	64	1	940
	0.5	55	55	0	0	3/4	4	1	1/8	1/8	1		0	36	1	966
	0.5	55	55	0	0	3/4	3	1	1/8	1/8	1		0	48	1	960
	1.0	55	55	0	0	3/4	2	1	1/4	1/4	1		0	60	1	959
	0.5	55	55	0	0	3/4	1	1	1/8	1/8	1		0	72	1	953
	0.5	55	55	1/8	1/8	3/4	4	1	1/8	1/8	1		0	48	1	967
	0.5	55	55	1/8	1/8	3/4	1	1	1/8	1/8	1		0	60	1	954
	0.5	55	55	1/8	1/8	3/4	3	1	1/8	1/8	1		0	60	1	961
	0.5	55	55	3/8	3/8	3/4	4	1	1/8	1/8	1		0	48	1	968
	0.5	55	55	3/8	3/8	3/4	1	1	1/8	1/8	1		0	60	1	955
	0.5	55	55	3/8	3/8	3/4	3	1	1/8	1/8	1		0	60	1	962
	0.75	55	55	1/2	1/2	3/4	4	1	3/16	1/8	3/2		-2	46	1	969
	0.75	55	55	1/2	1/2	3/4	1	1	3/16	1/8	3/2		-2	58	1	956
	0.75	55	55	1/2	1/2	3/4	3	1	3/16	1/8	3/2		-2	58	1	963
