mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
3	3	47/4	0.25	15/16	15/16	4/4	3	1	1/16		1/16	1		2	50	D3	3	51
3	3	47/4	0.25	15/16	15/16	4/4	2	1	1/16		1/16	1		6	66	F#4	4	44
3	3	47/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		6	78	F#5	5	38
4	4	12	0.5	0	0	4/4	4	1	1/8		1/8	1		4	40	E2	2	75
4	4	12	0.5	0	0	4/4	3	1	1/8		1/8	1		4	52	E3	3	69
4	4	12	0.5	0	0	4/4	2	1	1/8		1/8	1		7	61	C#4	4	63
4	4	12	0.5	0	0	4/4	2	1	1/8		1/8	1		3	69	A4	4	63
4	4	12	0.5	0	0	4/4	1	1	1/8		1/8	1		7	73	C#5	5	59
4	4	13	0.5	1/4	1/4	4/4	4	1	1/8		1/8	1		4	52	E3	3	76
4	4	13	0.5	1/4	1/4	4/4	3	1	1/8		1/8	1		4	64	E4	4	70
4	4	13	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		8	68	G#4	4	64
4	4	13	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		5	71	B4	4	60
4	4	14	0.25	1/2	1/2	4/4	3	1	1/16		1/16	1		4	52	E3	3	71
4	4	57/4	0.25	9/16	9/16	4/4	3	1	1/16		1/16	1		8	56	G#3	3	72
4	4	29/2	0.25	5/8	5/8	4/4	3	1	1/16		1/16	1		5	59	B3	3	73
4	4	59/4	0.25	11/16	11/16	4/4	3	1	1/16		1/16	1		2	62	D4	4	74
4	4	15	0.25	3/4	3/4	4/4	2	1	1/16		1/16	1		4	64	E4	4	65
4	4	15	0.75	3/4	3/4	4/4	1	1	3/16		1/8	3/2		2	74	D5	5	61
4	4	61/4	0.25	13/16	13/16	4/4	2	1	1/16		1/16	1		8	68	G#4	4	66
4	4	31/2	0.25	7/8	7/8	4/4	2	1	1/16		1/16	1		7	73	C#5	5	67
4	4	63/4	0.25	15/16	15/16	4/4	2	1	1/16		1/16	1		8	68	G#4	4	68
4	4	63/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	62
5	5	16	0.75	0	0	4/4	4	1	3/16		1/8	3/2		8	44	G#2	2	89
5	5	16	4.0	0	0	4/4	3	1	1		1	1		4	52	E3	3	88
5	5	16	4.0	0	0	4/4	3	1	1		1	1		5	59	B3	3	88
5	5	16	1.0	0	0	4/4	2	1	1/4		1/4	1		5	71	B4	4	83
5	5	16	1.5	0	0	4/4	1	1	3/8		1/4	3/2		2	74	D5	5	77
5	5	67/4	0.25	3/16	3/16	4/4	4	1	1/16		1/16	1		5	47	B2	2	90
5	5	17	1.0	1/4	1/4	4/4	4	1	1/4		1/4	1		4	52	E3	3	91
5	5	17	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		8	56	G#3	3	84
5	5	35/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		5	71	B4	4	78
5	5	71/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	85
5	5	18	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		4	64	E4	4	86
5	5	18	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		3	69	A4	4	79
5	5	37/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		8	68	G#4	4	80
5	5	19	1.0	3/4	3/4	4/4	4	1	1/4		1/4	1		2	50	D3	3	92
5	5	19	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		8	56	G#3	3	87
5	5	19	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		5	71	B4	4	81
5	5	79/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	82
6	6	20	0.75	0	0	4/4	4	1	3/16		1/8	3/2		7	37	C#2	2	105
6	6	20	3.0	0	0	4/4	3	1	3/4		1/2	3/2		4	52	E3	3	103
6	6	20	3.0	0	0	4/4	3	1	3/4		1/2	3/2		3	57	A3	3	103
6	6	20	1.5	0	0	4/4	1	1	3/8		1/4	3/2		4	76	E5	5	93
6	6	83/4	0.25	3/16	3/16	4/4	4	1	1/16		1/16	1		4	40	E2	2	106
6	6	21	1.0	1/4	1/4	4/4	4	1	1/4		1/4	1		3	45	A2	2	107
6	6	21	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		7	61	C#4	4	99
6	6	43/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		7	73	C#5	5	94
6	6	87/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1		4	64	E4	4	100
6	6	22	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		3	69	A4	4	101
6	6	22	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		5	71	B4	4	95
6	6	45/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	96
6	6	23	1.0	3/4	3/4	4/4	4	1	1/4		1/4	1		6	42	F#2	2	108
6	6	23	1.0	3/4	3/4	4/4	3	1	1/4		1/4	1		6	54	F#3	3	104
6	6	23	1.0	3/4	3/4	4/4	3	1	1/4		1/4	1		3	57	A3	3	104
6	6	23	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		7	61	C#4	4	102
6	6	23	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		3	69	A4	4	102
6	6	23	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		3	81	A5	5	97
6	6	95/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		6	78	F#5	5	98
7	7	24	1.0	0	0	4/4	4	1	1/4		1/4	1		5	47	B2	2	139
7	7	24	0.25	0	0	4/4	3	1	1/16		1/16	1		6	54	F#3	3	127
7	7	24	0.25	0	0	4/4	2	1	1/16		1/16	1		3	69	A4	4	115
7	7	24	1.5	0	0	4/4	1	1	3/8		1/4	3/2		4	76	E5	5	109
7	7	97/4	0.25	1/16	1/16	4/4	3	1	1/16		1/16	1		11	53	E#3	3	128
7	7	97/4	0.25	1/16	1/16	4/4	2	1	1/16		1/16	1		8	68	G#4	4	116
7	7	49/2	0.25	1/8	1/8	4/4	3	1	1/16		1/16	1		6	54	F#3	3	129
7	7	49/2	0.25	1/8	1/8	4/4	2	1	1/16		1/16	1		3	69	A4	4	117
7	7	99/4	0.25	3/16	3/16	4/4	3	1	1/16		1/16	1		11	53	E#3	3	130
7	7	99/4	0.25	3/16	3/16	4/4	2	1	1/16		1/16	1		8	68	G#4	4	118
7	7	25	0.25	1/4	1/4	4/4	3	1	1/16		1/16	1		6	54	F#3	3	131
7	7	25	1.0	1/4	1/4	4/4	4	1	1/4		1/4	1	1	5	59	B3	3	140
7	7	25	0.25	1/4	1/4	4/4	2	1	1/16		1/16	1		3	69	A4	4	119
7	7	101/4	0.25	5/16	5/16	4/4	3	1	1/16		1/16	1		11	53	E#3	3	132
7	7	101/4	0.25	5/16	5/16	4/4	2	1	1/16		1/16	1		8	68	G#4	4	120
7	7	51/2	0.25	3/8	3/8	4/4	3	1	1/16		1/16	1		6	54	F#3	3	133
7	7	51/2	0.25	3/8	3/8	4/4	2	1	1/16		1/16	1		3	69	A4	4	121
7	7	51/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		9	75	D#5	5	110
7	7	103/4	0.25	7/16	7/16	4/4	3	1	1/16		1/16	1		11	53	E#3	3	134
7	7	103/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1		8	68	G#4	4	122
7	7	26	0.5	1/2	1/2	4/4	3	1	1/8		1/8	1		8	56	G#3	3	135
7	7	26	0.5	1/2	1/2	4/4	4	1	1/8		1/8	1	-1	5	59	B3	3	141
7	7	26	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		5	71	B4	4	123
7	7	26	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		4	76	E5	5	111
7	7	53/2	0.5	5/8	5/8	4/4	3	1	1/8		1/8	1		6	54	F#3	3	136
7	7	53/2	0.5	5/8	5/8	4/4	4	1	1/8		1/8	1		5	59	B3	3	142
7	7	53/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	124
7	7	53/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		9	75	D#5	5	112
7	7	27	0.5	3/4	3/4	4/4	3	1	1/8		1/8	1		6	54	F#3	3	137
7	7	27	0.5	3/4	3/4	4/4	4	1	1/8		1/8	1		7	61	C#4	4	143
7	7	27	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	125
7	7	27	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		4	76	E5	5	113
7	7	111/4	0.25	15/16	15/16	4/4	3	1	1/16		1/16	1		6	54	F#3	3	138
7	7	111/4	0.25	15/16	15/16	4/4	4	1	1/16		1/16	1		9	63	D#4	4	144
7	7	111/4	0.25	15/16	15/16	4/4	2	1	1/16		1/16	1		3	69	A4	4	126
7	7	111/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		6	78	F#5	5	114
8	8	28	0.5	0	0	4/4	3	1	1/8		1/8	1		4	52	E3	3	151
8	8	28	0.5	0	0	4/4	4	1	1/8		1/8	1		4	64	E4	4	154
8	8	28	0.5	0	0	4/4	2	1	1/8		1/8	1		8	68	G#4	4	148
8	8	28	0.5	0	0	4/4	1	1	1/8		1/8	1		5	71	B4	4	145
8	8	29	0.5	1/4	1/4	4/4	4	1	1/8		1/8	1		5	47	B2	2	155
8	8	29	0.5	1/4	1/4	4/4	3	1	1/8		1/8	1		5	59	B3	3	152
8	8	29	0.5	1/4	1/4	4/4	3	1	1/8		1/8	1		6	66	F#4	4	152
8	8	29	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	149
8	8	29	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		5	71	B4	4	149
8	8	29	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		9	75	D#5	5	146
8	8	30	0.5	1/2	1/2	4/4	4	1	1/8		1/8	1		4	40	E2	2	156
8	8	30	0.5	1/2	1/2	4/4	3	1	1/8		1/8	1		5	59	B3	3	153
8	8	30	0.5	1/2	1/2	4/4	3	1	1/8		1/8	1		4	64	E4	4	153
8	8	30	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		8	68	G#4	4	150
8	8	30	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		5	71	B4	4	150
8	8	30	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		4	76	E5	5	147
9	9	32	1.5	0	0	4/4	4	1	3/8		1/4	3/2		8	56	G#3	3	169
9	9	32	1.5	0	0	4/4	2	1	3/8		1/4	3/2		5	59	B3	3	163
9	9	32	1.5	0	0	4/4	1	1	3/8		1/4	3/2		5	71	B4	4	157
9	9	67/2	0.5	3/8	3/8	4/4	4	1	1/8		1/8	1		6	54	F#3	3	170
9	9	67/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	164
9	9	67/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	158
9	9	34	0.5	1/2	1/2	4/4	4	1	1/8		1/8	1		4	52	E3	3	171
9	9	34	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		8	56	G#3	3	165
9	9	34	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		8	68	G#4	4	159
9	9	69/2	0.5	5/8	5/8	4/4	4	1	1/8		1/8	1		7	61	C#4	4	172
9	9	69/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	166
9	9	69/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		4	76	E5	5	160
9	9	35	0.5	3/4	3/4	4/4	4	1	1/8		1/8	1		5	59	B3	3	173
9	9	35	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		9	63	D#4	4	167
9	9	35	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		9	75	D#5	5	161
9	9	143/4	0.25	15/16	15/16	4/4	4	1	1/16		1/16	1		3	57	A3	3	174
9	9	143/4	0.25	15/16	15/16	4/4	2	1	1/16		1/16	1		7	61	C#4	4	168
9	9	143/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		7	73	C#5	5	162
10	10	36	1.5	0	0	4/4	3	1	3/8		1/4	3/2		8	56	G#3	3	181
10	10	36	0.5	0	0	4/4	2	1	1/8		1/8	1		5	59	B3	3	178
10	10	36	1.5	0	0	4/4	4	1	3/8		1/4	3/2		5	59	B3	3	187
10	10	36	0.5	0	0	4/4	1	1	1/8		1/8	1		5	71	B4	4	175
10	10	37	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		9	63	D#4	4	179
10	10	37	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		9	75	D#5	5	176
10	10	75/2	0.5	3/8	3/8	4/4	3	1	1/8		1/8	1		6	54	F#3	3	182
10	10	75/2	0.5	3/8	3/8	4/4	4	1	1/8		1/8	1		3	57	A3	3	188
10	10	38	0.5	1/2	1/2	4/4	3	1	1/8		1/8	1		4	52	E3	3	183
10	10	38	0.5	1/2	1/2	4/4	4	1	1/8		1/8	1		8	56	G#3	3	189
10	10	38	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		4	64	E4	4	180
10	10	38	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		4	76	E5	5	177
10	10	77/2	0.5	5/8	5/8	4/4	3	1	1/8		1/8	1		7	61	C#4	4	184
10	10	77/2	0.5	5/8	5/8	4/4	4	1	1/8		1/8	1		4	64	E4	4	190
10	10	39	0.5	3/4	3/4	4/4	3	1	1/8		1/8	1		5	59	B3	3	185
10	10	39	0.5	3/4	3/4	4/4	4	1	1/8		1/8	1		2	62	D4	4	191
10	10	159/4	0.25	15/16	15/16	4/4	3	1	1/16		1/16	1		8	56	G#3	3	186
10	10	159/4	0.25	15/16	15/16	4/4	4	1	1/16		1/16	1		5	59	B3	3	192
11	11	40	0.5	0	0	4/4	3	1	1/8		1/8	1		3	57	A3	3	205
11	11	40	0.5	0	0	4/4	4	1	1/8		1/8	1		4	64	E4	4	208
11	11	40	1.5	0	0	4/4	2	1	3/8		1/4	3/2		7	73	C#5	5	199
11	11	40	1.5	0	0	4/4	1	1	3/8		1/4	3/2		4	76	E5	5	193
11	11	41	0.5	1/4	1/4	4/4	3	1	1/8		1/8	1		4	52	E3	3	206
11	11	41	0.5	1/4	1/4	4/4	4	1	1/8		1/8	1		8	68	G#4	4	209
11	11	83/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		5	71	B4	4	200
11	11	83/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		2	74	D5	5	194
11	11	42	0.5	1/2	1/2	4/4	3	1	1/8		1/8	1		3	57	A3	3	207
11	11	42	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		3	69	A4	4	201
11	11	42	0.5	1/2	1/2	4/4	4	1	1/8		1/8	1		3	69	A4	4	210
11	11	42	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		7	73	C#5	5	195
11	11	85/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		6	78	F#5	5	202
11	11	85/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		3	81	A5	5	196
11	11	43	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		4	76	E5	5	203
11	11	43	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		8	80	G#5	5	197
11	11	175/4	0.25	15/16	15/16	4/4	2	1	1/16		1/16	1		2	74	D5	5	204
11	11	175/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		6	78	F#5	5	198
12	12	44	1.5	0	0	4/4	3	1	3/8		1/4	3/2		7	61	C#4	4	219
12	12	44	1.5	0	0	4/4	4	1	3/8		1/4	3/2		4	64	E4	4	225
12	12	44	0.5	0	0	4/4	2	1	1/8		1/8	1		7	73	C#5	5	215
12	12	44	0.5	0	0	4/4	1	1	1/8		1/8	1		4	76	E5	5	211
12	12	45	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		4	76	E5	5	216
12	12	45	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		8	80	G#5	5	212
12	12	91/2	0.5	3/8	3/8	4/4	3	1	1/8		1/8	1		5	59	B3	3	220
12	12	91/2	0.5	3/8	3/8	4/4	4	1	1/8		1/8	1		2	62	D4	4	226
12	12	46	0.5	1/2	1/2	4/4	3	1	1/8		1/8	1		3	57	A3	3	221
12	12	46	0.5	1/2	1/2	4/4	4	1	1/8		1/8	1		7	61	C#4	4	227
12	12	46	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		4	76	E5	5	217
12	12	46	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		3	81	A5	5	213
12	12	93/2	0.5	5/8	5/8	4/4	3	1	1/8		1/8	1		6	66	F#4	4	222
12	12	93/2	0.5	5/8	5/8	4/4	4	1	1/8		1/8	1		3	69	A4	4	228
12	12	47	0.5	3/4	3/4	4/4	3	1	1/8		1/8	1		4	64	E4	4	223
12	12	47	0.5	3/4	3/4	4/4	4	1	1/8		1/8	1		1	67	G4	4	229
12	12	47	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		4	76	E5	5	218
12	12	47	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		7	85	C#6	6	214
12	12	191/4	0.25	15/16	15/16	4/4	3	1	1/16		1/16	1		7	61	C#4	4	224
12	12	191/4	0.25	15/16	15/16	4/4	4	1	1/16		1/16	1		4	64	E4	4	230
13	13	48	0.75	0	0	4/4	4	1	3/16		1/8	3/2		3	45	A2	2	240
13	13	48	0.75	0	0	4/4	3	1	3/16		1/8	3/2		3	57	A3	3	233
13	13	48	1.0	0	0	4/4	2	1	1/4		1/4	1		2	74	D5	5	232
13	13	48	1.0	0	0	4/4	2	1	1/4		1/4	1		6	78	F#5	5	232
13	13	48	1.0	0	0	4/4	1	1	1/4		1/4	1		2	86	D6	6	231
13	13	195/4	0.25	3/16	3/16	4/4	4	1	1/16		1/16	1		2	50	D3	3	241
13	13	195/4	0.25	3/16	3/16	4/4	3	1	1/16		1/16	1		2	62	D4	4	234
13	13	49	1.0	1/4	1/4	4/4	4	1	1/4		1/4	1	1	6	54	F#3	3	242
13	13	49	1.0	1/4	1/4	4/4	3	1	1/4		1/4	1	1	6	66	F#4	4	235
13	13	50	0.75	1/2	1/2	4/4	4	1	3/16		1/8	3/2	-1	6	54	F#3	3	243
13	13	50	0.75	1/2	1/2	4/4	3	1	3/16		1/8	3/2	-1	6	66	F#4	4	236
13	13	203/4	0.25	11/16	11/16	4/4	4	1	1/16		1/16	1		2	50	D3	3	244
13	13	203/4	0.25	11/16	11/16	4/4	3	1	1/16		1/16	1		2	62	D4	4	237
13	13	51	0.5	3/4	3/4	4/4	4	1	1/8		1/8	1		4	52	E3	3	245
13	13	51	0.5	3/4	3/4	4/4	3	1	1/8		1/8	1		4	64	E4	4	238
13	13	207/4	0.25	15/16	15/16	4/4	4	1	1/16		1/16	1		6	54	F#3	3	246
13	13	207/4	0.25	15/16	15/16	4/4	3	1	1/16		1/16	1		6	66	F#4	4	239
14	14	52	0.75	0	0	4/4	4	1	3/16		1/8	3/2		5	47	B2	2	258
14	14	52	0.75	0	0	4/4	3	1	3/16		1/8	3/2		5	59	B3	3	252
14	14	211/4	0.25	3/16	3/16	4/4	4	1	1/16		1/16	1		2	50	D3	3	259
14	14	211/4	0.25	3/16	3/16	4/4	3	1	1/16		1/16	1		2	62	D4	4	253
14	14	53	1.0	1/4	1/4	4/4	4	1	1/4		1/4	1		6	54	F#3	3	260
14	14	53	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		6	66	F#4	4	249
14	14	53	1.0	1/4	1/4	4/4	3	1	1/4		1/4	1		6	66	F#4	4	254
14	14	215/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1		3	69	A4	4	250
14	14	54	0.75	1/2	1/2	4/4	4	1	3/16		1/8	3/2		8	44	G#2	2	261
14	14	54	0.75	1/2	1/2	4/4	3	1	3/16		1/8	3/2		8	56	G#3	3	255
14	14	54	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		4	64	E4	4	251
14	14	54	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		2	74	D5	5	251
14	14	219/4	0.25	11/16	11/16	4/4	4	1	1/16		1/16	1		5	47	B2	2	262
14	14	219/4	0.25	11/16	11/16	4/4	3	1	1/16		1/16	1		5	59	B3	3	256
14	14	55	0.75	3/4	3/4	4/4	4	1	3/16		1/8	3/2		4	52	E3	3	263
14	14	55	1.0	3/4	3/4	4/4	3	1	1/4		1/4	1		4	64	E4	4	257
14	14	55	0.75	3/4	3/4	4/4	1	1	3/16		1/8	3/2		4	76	E5	5	247
14	14	223/4	0.25	15/16	15/16	4/4	4	1	1/16		1/16	1		8	44	G#2	2	264
14	14	223/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	248
15	15	56	1.0	0	0	4/4	4	1	1/4		1/4	1		3	45	A2	2	287
15	15	56	0.75	0	0	4/4	3	1	3/16		1/8	3/2		4	64	E4	4	279
15	15	56	1.0	0	0	4/4	2	1	1/4		1/4	1		4	64	E4	4	272
15	15	56	1.0	0	0	4/4	2	1	1/4		1/4	1		7	73	C#5	5	272
15	15	56	0.75	0	0	4/4	1	1	3/16		1/8	3/2		4	76	E5	5	265
15	15	227/4	0.25	3/16	3/16	4/4	3	1	1/16		1/16	1		7	61	C#4	4	280
15	15	227/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	266
15	15	57	0.75	1/4	1/4	4/4	4	1	3/16		1/8	3/2		3	45	A2	2	288
15	15	57	0.75	1/4	1/4	4/4	3	1	3/16		1/8	3/2		3	69	A4	4	281
15	15	57	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		4	76	E5	5	273
15	15	57	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1	1	7	85	C#6	6	267
15	15	231/4	0.25	7/16	7/16	4/4	4	1	1/16		1/16	1		7	49	C#3	3	289
