mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	1.0		0	1/2	3/4	1	1	1/4		1/4	1		7	73	C#5	5	0
2	1	1	1	3.0		0	0	3/4	1	1	3/4		1/2	3/2		4	76	E5	5	1
2	1	2	2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		7	73	C#5	5	2
2	1	3	3	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		3	69	A4	4	3
3	2	4	4	3.0		0	0	3/4	1	1	3/4		1/2	3/2		5	71	B4	4	4
3	2	5	5	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		8	68	G#4	4	5
3	2	6	6	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		4	64	E4	4	6
4	3	7	7	0.5		0	0	3/4	1	1	1/8		1/8	1		2	74	D5	5	7
4	3	15/2	15/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		7	73	C#5	5	8
4	3	8	8	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		7	61	C#4	4	13
4	3	8	8	0.5		1/4	1/4	3/4	1	1	1/8		1/8	1		5	71	B4	4	9
4	3	17/2	17/2	0.5		3/8	3/8	3/4	1	1	1/8		1/8	1		3	69	A4	4	10
4	3	9	9	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		3	57	A3	3	14
4	3	9	9	0.5		1/2	1/2	3/4	1	1	1/8		1/8	1		8	68	G#4	4	11
4	3	19/2	19/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		3	69	A4	4	12
5	4	10	10	1.0		0	0	3/4	2	1	1/4		1/4	1		4	64	E4	4	18
5	4	10	10	1.0		0	0	3/4	1	1	1/4		1/4	1		7	73	C#5	5	15
5	4	11	11	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		5	71	B4	4	16
5	4	12	12	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		7	73	C#5	5	17
6	5	13	13	3.0		0	0	3/4	1	1	3/4		1/2	3/2		4	76	E5	5	19
6	5	14	14	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		7	73	C#5	5	20
6	5	15	15	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		3	69	A4	4	21
7	6	16	16	2.0		0	0	3/4	1	1	1/2		1/2	1		7	73	C#5	5	22
7	6	17	17	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		3	69	A4	4	24
7	6	18	18	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		6	66	F#4	4	25
7	6	18	18	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		7	73	C#5	5	23
8	7	19	19	3.0		0	0	3/4	1	1	3/4		1/2	3/2		3	81	A5	5	26
8	7	20	20	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		6	78	F#5	5	27
8	7	21	21	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		9	75	D#5	5	28
