mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	1.0		0	1/4	2/4	4	1	1/4		1/4	1	1	-3	51	Eb3	3	4
1	0	0	0	1.0		0	1/4	2/4	3	1	1/4		1/4	1	1	1	55	G3	3	3
1	0	0	0	1.0		0	1/4	2/4	2	1	1/4		1/4	1	1	-2	58	Bb3	3	2
1	0	0	0	1.0		0	1/4	2/4	2	1	1/4		1/4	1	1	-3	63	Eb4	4	2
1	0	0	0	0.75		0	1/4	2/4	1	1	3/16		1/8	3/2		-2	70	Bb4	4	0
1	0	3/4	3/4	0.25		3/16	7/16	2/4	1	1	1/16		1/16	1		-4	68	Ab4	4	1
2	1	1	1	0.5		0	0	2/4	4	1	1/8		1/8	1	-1	-3	51	Eb3	3	12
2	1	1	1	0.5		0	0	2/4	3	1	1/8		1/8	1	-1	1	55	G3	3	10
2	1	1	1	0.5		0	0	2/4	2	1	1/8		1/8	1	-1	-2	58	Bb3	3	8
2	1	1	1	0.5		0	0	2/4	2	1	1/8		1/8	1	-1	-3	63	Eb4	4	8
2	1	1	1	0.5		0	0	2/4	1	1	1/8		1/8	1		1	67	G4	4	5
2	1	2	2	1.0		1/4	1/4	2/4	4	1	1/4		1/4	1	1	-4	44	Ab2	2	13
2	1	2	2	1.0		1/4	1/4	2/4	3	1	1/4		1/4	1	1	-4	56	Ab3	3	11
2	1	2	2	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1	1	0	60	C4	4	9
2	1	2	2	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1	1	-3	63	Eb4	4	9
2	1	2	2	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		-3	75	Eb5	5	6
2	1	11/4	11/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	7
3	2	3	3	0.5		0	0	2/4	4	1	1/8		1/8	1	-1	-4	44	Ab2	2	21
3	2	3	3	0.5		0	0	2/4	3	1	1/8		1/8	1	-1	-4	56	Ab3	3	19
3	2	3	3	0.5		0	0	2/4	2	1	1/8		1/8	1	-1	0	60	C4	4	17
3	2	3	3	0.5		0	0	2/4	2	1	1/8		1/8	1	-1	-3	63	Eb4	4	17
3	2	3	3	0.5		0	0	2/4	1	1	1/8		1/8	1		0	72	C5	5	14
3	2	4	4	1.0		1/4	1/4	2/4	4	1	1/4		1/4	1	1	-1	53	F3	3	22
3	2	4	4	1.0		1/4	1/4	2/4	3	1	1/4		1/4	1	1	0	60	C4	4	20
3	2	4	4	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1	1	-4	68	Ab4	4	18
3	2	4	4	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		0	72	C5	5	15
3	2	19/4	19/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		-2	70	Bb4	4	16
4	3	5	5	0.5		0	0	2/4	4	1	1/8		1/8	1	-1	-1	53	F3	3	30
4	3	5	5	0.5		0	0	2/4	3	1	1/8		1/8	1	-1	0	60	C4	4	28
4	3	5	5	0.5		0	0	2/4	1	1	1/8		1/8	1		-4	68	Ab4	4	23
4	3	5	5	0.5		0	0	2/4	2	1	1/8		1/8	1	-1	-4	68	Ab4	4	26
4	3	6	6	1.0		1/4	1/4	2/4	4	1	1/4		1/4	1	1	2	50	D3	3	31
4	3	6	6	1.0		1/4	1/4	2/4	3	1	1/4		1/4	1	1	-1	53	F3	3	29
4	3	6	6	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		-2	58	Bb3	3	27
4	3	6	6	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		-4	68	Ab4	4	24
4	3	27/4	27/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		1	67	G4	4	25
5	4	7	7	0.5		0	0	2/4	4	1	1/8		1/8	1	-1	2	50	D3	3	39
5	4	7	7	0.5		0	0	2/4	3	1	1/8		1/8	1	-1	-1	53	F3	3	37
5	4	7	7	0.5		0	0	2/4	2	1	1/8		1/8	1		-2	58	Bb3	3	35
5	4	7	7	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	32
5	4	8	8	1.0		1/4	1/4	2/4	4	1	1/4		1/4	1	1	-2	46	Bb2	2	40
5	4	8	8	1.0		1/4	1/4	2/4	3	1	1/4		1/4	1	1	-1	53	F3	3	38
5	4	8	8	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1	1	2	62	D4	4	36
5	4	8	8	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		-4	68	Ab4	4	33
5	4	35/4	35/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		1	67	G4	4	34
6	5	9	9	0.5		0	0	2/4	4	1	1/8		1/8	1	-1	-2	46	Bb2	2	48
6	5	9	9	0.5		0	0	2/4	3	1	1/8		1/8	1	-1	-1	53	F3	3	46
6	5	9	9	0.5		0	0	2/4	2	1	1/8		1/8	1	-1	2	62	D4	4	44
6	5	9	9	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	41
6	5	10	10	1.0		1/4	1/4	2/4	4	1	1/4		1/4	1	1	1	55	G3	3	49
6	5	10	10	1.0		1/4	1/4	2/4	3	1	1/4		1/4	1	1	-2	58	Bb3	3	47
6	5	10	10	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1	1	-3	63	Eb4	4	45
6	5	10	10	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		-2	70	Bb4	4	42
6	5	43/4	43/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		-4	68	Ab4	4	43
7	6	11	11	0.5		0	0	2/4	4	1	1/8		1/8	1	-1	1	55	G3	3	59
7	6	11	11	0.5		0	0	2/4	3	1	1/8		1/8	1	-1	-2	58	Bb3	3	56
7	6	11	11	0.5		0	0	2/4	2	1	1/8		1/8	1	-1	-3	63	Eb4	4	53
7	6	11	11	0.5		0	0	2/4	1	1	1/8		1/8	1		1	67	G4	4	50
7	6	12	12	0.75		1/4	1/4	2/4	4	1	3/16		1/8	3/2		-3	51	Eb3	3	60
7	6	12	12	0.75		1/4	1/4	2/4	3	1	3/16		1/8	3/2		1	55	G3	3	57
7	6	12	12	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		1	67	G4	4	54
7	6	12	12	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		-2	70	Bb4	4	51
7	6	51/4	51/4	0.25		7/16	7/16	2/4	4	1	1/16		1/16	1		2	50	D3	3	61
7	6	51/4	51/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		-1	65	F4	4	55
7	6	51/4	51/4	0.25		7/16	7/16	2/4	3	1	1/16		1/16	1		1	67	G4	4	58
7	6	51/4	51/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	52
8	7	13	13	0.5		0	0	2/4	4	1	1/8		1/8	1		0	48	C3	3	74
8	7	13	13	0.5		0	0	2/4	2	1	1/8		1/8	1		-3	63	Eb4	4	66
8	7	13	13	0.5		0	0	2/4	3	1	1/8		1/8	1		1	67	G4	4	70
8	7	13	13	0.5		0	0	2/4	1	1	1/8		1/8	1		0	72	C5	5	62
8	7	27/2	27/2	0.5		1/8	1/8	2/4	4	1	1/8		1/8	1		-2	46	Bb2	2	75
8	7	27/2	27/2	0.5		1/8	1/8	2/4	3	1	1/8		1/8	1		1	55	G3	3	71
8	7	27/2	27/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		2	62	D4	4	67
8	7	27/2	27/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		2	74	D5	5	63
8	7	14	14	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		-4	44	Ab2	2	76
8	7	14	14	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		0	60	C4	4	68
8	7	14	14	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		0	60	C4	4	72
8	7	14	14	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		-3	75	Eb5	5	64
8	7	29/2	29/2	0.5		3/8	3/8	2/4	4	1	1/8		1/8	1		-4	44	Ab2	2	77
8	7	29/2	29/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	60	C4	4	69
8	7	29/2	29/2	0.5		3/8	3/8	2/4	3	1	1/8		1/8	1		0	72	C5	5	73
8	7	29/2	29/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		-1	77	F5	5	65
9	8	15	15	0.5		0	0	2/4	4	1	1/8		1/8	1		1	43	G2	2	81
9	8	15	15	0.5		0	0	2/4	2	1	1/8		1/8	1		1	55	G3	3	79
9	8	15	15	0.5		0	0	2/4	2	1	1/8		1/8	1		1	67	G4	4	79
9	8	15	15	0.5		0	0	2/4	3	1	1/8		1/8	1		5	71	B4	4	80
9	8	15	15	0.5		0	0	2/4	1	1	1/8		1/8	1		1	79	G5	5	78
