mc	mn	onset	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	staff	voice	volta
1	1	0	1/8		1/8	1		5	59	4	1	
1	1	0	1/8		1/8	1		-1	65	3	1	
1	1	0	1/8		1/8	1		-4	68	2	1	
1	1	0	1/8		1/8	1		2	74	1	1	
1	1	3/16	1/16		1/16	1		5	59	4	1	
1	1	3/16	1/16		1/16	1		-1	65	3	1	
1	1	3/16	1/16		1/16	1		-4	68	2	1	
1	1	3/16	1/16		1/16	1		2	74	1	1	
1	1	1/4	1/4		1/4	1		0	60	4	1	
1	1	1/4	1/4		1/4	1		-1	65	3	1	
1	1	1/4	1/4		1/4	1		-4	68	2	1	
1	1	1/4	1/4		1/4	1		0	72	1	1	
1	1	1/2	1/8		1/8	1		2	62	4	1	
1	1	1/2	1/8		1/8	1		-1	65	3	1	
1	1	1/2	1/8		1/8	1		-4	68	2	1	
1	1	1/2	1/8		1/8	1		5	71	1	1	
3	3	0	1/8		1/8	1		2	62	4	1	
3	3	0	1/8		1/8	1		-1	65	3	1	
3	3	0	1/8		1/8	1		2	74	2	1	
3	3	0	1/8		1/8	1		-1	77	1	1	
3	3	3/16	1/16		1/16	1		2	62	4	1	
3	3	3/16	1/16		1/16	1		-1	65	3	1	
3	3	3/16	1/16		1/16	1		2	74	2	1	
3	3	3/16	1/16		1/16	1		-1	77	1	1	
3	3	1/4	1/4		1/4	1		-3	63	4	1	
3	3	1/4	1/4		1/4	1		1	67	3	1	
3	3	1/4	1/4		1/4	1		0	72	2	1	
3	3	1/4	1/4		1/4	1		-3	75	1	1	
3	3	1/2	1/8		1/8	1		-1	65	4	1	
3	3	1/2	1/8		1/8	1		-4	68	3	1	
3	3	1/2	1/8		1/8	1		5	71	2	1	
3	3	1/2	1/8		1/8	1		2	74	1	1	
5	5	0	1/8		1/8	1		-4	80	1	1	
5	5	3/16	1/16		1/16	1		-4	80	1	1	
5	5	1/4	3/8		1/4	3/2		5	47	4	1	
5	5	1/4	3/8		1/4	3/2		1	55	3	1	
5	5	1/4	3/8		1/4	3/2		2	62	3	1	
5	5	1/4	3/8		1/4	3/2		1	67	2	1	
5	5	1/4	3/8		1/4	3/2		2	74	2	1	
5	5	1/4	3/8		1/4	3/2		1	79	1	1	
5	5	5/8	1/8		1/8	1		-1	77	1	1	
6	6	0	1/8		1/8	1		-3	75	1	1	
6	6	3/16	1/16		1/16	1		-3	75	1	1	
6	6	1/4	3/8		1/4	3/2		0	36	4	1	
6	6	1/4	3/8		1/4	3/2		0	48	4	1	
6	6	1/4	3/8		1/4	3/2		1	55	3	1	
6	6	1/4	3/8		1/4	3/2		-3	63	2	1	
6	6	1/4	3/8		1/4	3/2		2	74	1	1	
6	6	5/8	1/8		1/8	1		0	72	1	1	
7	7	0	1/4		1/4	1		-1	41	4	1	
7	7	0	1/8		1/8	1		-2	70	1	1	
7	7	1/8	1/8		1/8	1		0	60	3	1	
7	7	1/8	1/8		1/8	1		-1	65	2	1	
7	7	3/16	1/16		1/16	1		-4	68	1	1	
7	7	1/4	3/8		1/4	3/2		-1	41	4	1	
7	7	1/4	1/8		1/8	1		1	67	1	1	
7	7	3/8	1/8		1/8	1		-4	56	3	1	
7	7	3/8	1/8		1/8	1		0	60	2	1	
