mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
59	58	465/2	0.5		7/8	7/8	4/4	4	1	1/8			1/8	1		-1	53	F3	3	1098
59	58	465/2	0.5		7/8	7/8	4/4	3	1	1/8			1/8	1		-4	56	Ab3	3	1092
59	58	465/2	0.5		7/8	7/8	4/4	2	1	1/8			1/8	1		-4	68	Ab4	4	1086
59	58	465/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		-1	77	F5	5	1079
60	59	233	1.0		0	0	4/4	3	1	1/4			1/4	1		-2	58	Bb3	3	1106
60	59	233	2.0		0	0	4/4	4	1	1/2			1/2	1		-2	58	Bb3	3	1110
60	59	233	1.0		0	0	4/4	2	1	1/4			1/4	1		-4	68	Ab4	4	1102
60	59	233	1.0		0	0	4/4	1	1	1/4			1/4	1		-1	77	F5	5	1099
60	59	234	1.0		1/4	1/4	4/4	2	1	1/4			1/4	1		1	67	G4	4	1103
60	59	234	1.0		1/4	1/4	4/4	3	1	1/4			1/4	1		-2	70	Bb4	4	1107
60	59	234	2.0		1/4	1/4	4/4	1	1	1/2			1/2	1		-3	75	Eb5	5	1100
60	59	235	1.0		1/2	1/2	4/4	4	1	1/4			1/4	1		3	57	A3	3	1111
60	59	235	1.0		1/2	1/2	4/4	2	1	1/4			1/4	1		-6	66	Gb4	4	1104
60	59	235	1.0		1/2	1/2	4/4	3	1	1/4			1/4	1		0	72	C5	5	1108
60	59	236	1.0		3/4	3/4	4/4	4	1	1/4			1/4	1		-4	56	Ab3	3	1112
60	59	236	1.0		3/4	3/4	4/4	2	1	1/4			1/4	1		-1	65	F4	4	1105
60	59	236	1.0		3/4	3/4	4/4	3	1	1/4			1/4	1		-2	70	Bb4	4	1109
60	59	236	1.0		3/4	3/4	4/4	1	1	1/4			1/4	1		2	74	D5	5	1101
61	60	237	0.5		0	0	4/4	4	1	1/8			1/8	1		1	43	G2	2	1134
61	60	237	0.5		0	0	4/4	2	1	1/8			1/8	1		-3	63	Eb4	4	1120
61	60	237	0.5		0	0	4/4	3	1	1/8			1/8	1		-2	70	Bb4	4	1127
61	60	237	0.5		0	0	4/4	1	1	1/8			1/8	1		-3	75	Eb5	5	1113
61	60	475/2	1.0		1/8	1/8	4/4	4	1	1/4			1/4	1		1	55	G3	3	1135
61	60	475/2	1.0		1/8	1/8	4/4	3	1	1/4			1/4	1		-2	58	Bb3	3	1128
61	60	475/2	1.0		1/8	1/8	4/4	2	1	1/4			1/4	1		-3	63	Eb4	4	1121
61	60	475/2	1.0		1/8	1/8	4/4	1	1	1/4			1/4	1		-2	82	Bb5	5	1114
61	60	477/2	0.5		3/8	3/8	4/4	4	1	1/8			1/8	1	1	1	55	G3	3	1136
61	60	477/2	0.5		3/8	3/8	4/4	3	1	1/8			1/8	1	1	-2	58	Bb3	3	1129
61	60	477/2	0.5		3/8	3/8	4/4	2	1	1/8			1/8	1	1	-3	63	Eb4	4	1122
61	60	477/2	0.5		3/8	3/8	4/4	1	1	1/8			1/8	1	1	-2	82	Bb5	5	1115
61	60	239	0.5		1/2	1/2	4/4	4	1	1/8			1/8	1	-1	1	55	G3	3	1137
61	60	239	0.5		1/2	1/2	4/4	3	1	1/8			1/8	1	-1	-2	58	Bb3	3	1130
61	60	239	0.5		1/2	1/2	4/4	2	1	1/8			1/8	1	-1	-3	63	Eb4	4	1123
61	60	239	0.5		1/2	1/2	4/4	1	1	1/8			1/8	1	-1	-2	82	Bb5	5	1116
61	60	479/2	0.5		5/8	5/8	4/4	4	1	1/8			1/8	1		1	55	G3	3	1138
61	60	479/2	0.5		5/8	5/8	4/4	3	1	1/8			1/8	1		-2	58	Bb3	3	1131
61	60	479/2	0.5		5/8	5/8	4/4	2	1	1/8			1/8	1		-3	63	Eb4	4	1124
61	60	479/2	0.5		5/8	5/8	4/4	1	1	1/8			1/8	1		-2	82	Bb5	5	1117
61	60	240	0.5		3/4	3/4	4/4	4	1	1/8			1/8	1		-1	53	F3	3	1139
61	60	240	0.5		3/4	3/4	4/4	3	1	1/8			1/8	1		-2	58	Bb3	3	1132
61	60	240	0.5		3/4	3/4	4/4	2	1	1/8			1/8	1		2	62	D4	4	1125
61	60	240	0.5		3/4	3/4	4/4	1	1	1/8			1/8	1		-4	80	Ab5	5	1118
61	60	481/2	0.5		7/8	7/8	4/4	4	1	1/8			1/8	1		-3	51	Eb3	3	1140
61	60	481/2	0.5		7/8	7/8	4/4	3	1	1/8			1/8	1		-2	58	Bb3	3	1133
61	60	481/2	0.5		7/8	7/8	4/4	2	1	1/8			1/8	1		-3	63	Eb4	4	1126
61	60	481/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		1	79	G5	5	1119
62	61	241	0.5		0	0	4/4	4	1	1/8			1/8	1		-4	44	Ab2	2	1162
62	61	241	0.5		0	0	4/4	3	1	1/8			1/8	1		0	60	C4	4	1155
62	61	241	0.5		0	0	4/4	2	1	1/8			1/8	1		-3	63	Eb4	4	1148
62	61	241	0.5		0	0	4/4	1	1	1/8			1/8	1		-1	77	F5	5	1141
62	61	483/2	1.0		1/8	1/8	4/4	4	1	1/4			1/4	1		-4	56	Ab3	3	1163
62	61	483/2	1.0		1/8	1/8	4/4	3	1	1/4			1/4	1		0	60	C4	4	1156
62	61	483/2	1.0		1/8	1/8	4/4	2	1	1/4			1/4	1		-1	65	F4	4	1149
62	61	483/2	1.0		1/8	1/8	4/4	1	1	1/4			1/4	1		0	84	C6	6	1142
62	61	485/2	0.5		3/8	3/8	4/4	4	1	1/8			1/8	1	1	-4	56	Ab3	3	1164
62	61	485/2	0.5		3/8	3/8	4/4	3	1	1/8			1/8	1	1	0	60	C4	4	1157
62	61	485/2	0.5		3/8	3/8	4/4	2	1	1/8			1/8	1	1	-1	65	F4	4	1150
62	61	485/2	0.5		3/8	3/8	4/4	1	1	1/8			1/8	1	1	0	84	C6	6	1143
62	61	243	0.5		1/2	1/2	4/4	4	1	1/8			1/8	1	-1	-4	56	Ab3	3	1165
62	61	243	0.5		1/2	1/2	4/4	3	1	1/8			1/8	1	-1	0	60	C4	4	1158
62	61	243	0.5		1/2	1/2	4/4	2	1	1/8			1/8	1	-1	-1	65	F4	4	1151
62	61	243	0.5		1/2	1/2	4/4	1	1	1/8			1/8	1	-1	0	84	C6	6	1144
62	61	487/2	0.5		5/8	5/8	4/4	4	1	1/8			1/8	1		-4	56	Ab3	3	1166
62	61	487/2	0.5		5/8	5/8	4/4	3	1	1/8			1/8	1		0	60	C4	4	1159
62	61	487/2	0.5		5/8	5/8	4/4	2	1	1/8			1/8	1		-1	65	F4	4	1152
62	61	487/2	0.5		5/8	5/8	4/4	1	1	1/8			1/8	1		0	84	C6	6	1145
62	61	244	0.5		3/4	3/4	4/4	4	1	1/8			1/8	1		1	55	G3	3	1167
62	61	244	0.5		3/4	3/4	4/4	3	1	1/8			1/8	1		0	60	C4	4	1160
62	61	244	0.5		3/4	3/4	4/4	2	1	1/8			1/8	1		4	64	E4	4	1153
62	61	244	0.5		3/4	3/4	4/4	1	1	1/8			1/8	1		-2	82	Bb5	5	1146
62	61	489/2	0.5		7/8	7/8	4/4	4	1	1/8			1/8	1		-1	53	F3	3	1168
62	61	489/2	0.5		7/8	7/8	4/4	3	1	1/8			1/8	1		0	60	C4	4	1161
62	61	489/2	0.5		7/8	7/8	4/4	2	1	1/8			1/8	1		-1	65	F4	4	1154
62	61	489/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		-4	80	Ab5	5	1147
63	62	245	0.5		0	0	4/4	4	1	1/8			1/8	1		-2	46	Bb2	2	1190
63	62	245	0.5		0	0	4/4	3	1	1/8			1/8	1		-5	61	Db4	4	1183
63	62	245	0.5		0	0	4/4	2	1	1/8			1/8	1		4	64	E4	4	1176
63	62	245	0.5		0	0	4/4	1	1	1/8			1/8	1		1	79	G5	5	1169
63	62	491/2	1.0		1/8	1/8	4/4	4	1	1/4			1/4	1		-2	58	Bb3	3	1191
63	62	491/2	1.0		1/8	1/8	4/4	3	1	1/4			1/4	1		4	64	E4	4	1184
63	62	491/2	1.0		1/8	1/8	4/4	2	1	1/4			1/4	1		-5	73	Db5	5	1177
63	62	491/2	1.0		1/8	1/8	4/4	1	1	1/4			1/4	1		-5	85	Db6	6	1170
63	62	493/2	0.5		3/8	3/8	4/4	4	1	1/8			1/8	1	1	-2	58	Bb3	3	1192
63	62	493/2	0.5		3/8	3/8	4/4	3	1	1/8			1/8	1	1	4	64	E4	4	1185
63	62	493/2	0.5		3/8	3/8	4/4	2	1	1/8			1/8	1	1	-5	73	Db5	5	1178
63	62	493/2	0.5		3/8	3/8	4/4	1	1	1/8			1/8	1	1	-5	85	Db6	6	1171
63	62	247	0.5		1/2	1/2	4/4	4	1	1/8			1/8	1	-1	-2	58	Bb3	3	1193
63	62	247	0.5		1/2	1/2	4/4	3	1	1/8			1/8	1	-1	4	64	E4	4	1186
63	62	247	0.5		1/2	1/2	4/4	2	1	1/8			1/8	1	-1	-5	73	Db5	5	1179
63	62	247	0.5		1/2	1/2	4/4	1	1	1/8			1/8	1	-1	-5	85	Db6	6	1172
63	62	495/2	0.5		5/8	5/8	4/4	4	1	1/8			1/8	1		-2	58	Bb3	3	1194
63	62	495/2	0.5		5/8	5/8	4/4	3	1	1/8			1/8	1		4	64	E4	4	1187
63	62	495/2	0.5		5/8	5/8	4/4	2	1	1/8			1/8	1		-5	73	Db5	5	1180
63	62	495/2	0.5		5/8	5/8	4/4	1	1	1/8			1/8	1		-5	85	Db6	6	1173
63	62	248	0.5		3/4	3/4	4/4	4	1	1/8			1/8	1		-4	56	Ab3	3	1195
63	62	248	0.5		3/4	3/4	4/4	3	1	1/8			1/8	1		-1	65	F4	4	1188
63	62	248	0.5		3/4	3/4	4/4	2	1	1/8			1/8	1		0	72	C5	5	1181
63	62	248	0.5		3/4	3/4	4/4	1	1	1/8			1/8	1		0	84	C6	6	1174
63	62	497/2	0.5		7/8	7/8	4/4	4	1	1/8			1/8	1		1	55	G3	3	1196
63	62	497/2	0.5		7/8	7/8	4/4	3	1	1/8			1/8	1		-1	65	F4	4	1189
63	62	497/2	0.5		7/8	7/8	4/4	2	1	1/8			1/8	1		5	71	B4	4	1182
63	62	497/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		5	83	B5	5	1175
64	63	249	0.5		0	0	4/4	4	1	1/8			1/8	1		-4	56	Ab3	3	1221
64	63	249	0.5		0	0	4/4	3	1	1/8			1/8	1		-1	65	F4	4	1213
64	63	249	0.5		0	0	4/4	2	1	1/8			1/8	1		0	72	C5	5	1205
64	63	249	0.5		0	0	4/4	1	1	1/8			1/8	1		0	84	C6	6	1197
64	63	499/2	0.5		1/8	1/8	4/4	4	1	1/8			1/8	1		-4	56	Ab3	3	1222
64	63	499/2	0.5		1/8	1/8	4/4	3	1	1/8			1/8	1		-1	65	F4	4	1214
64	63	499/2	0.5		1/8	1/8	4/4	2	1	1/8			1/8	1		0	72	C5	5	1206
64	63	499/2	0.5		1/8	1/8	4/4	1	1	1/8			1/8	1		0	84	C6	6	1198
64	63	250	0.5		1/4	1/4	4/4	4	1	1/8			1/8	1		-4	56	Ab3	3	1223
64	63	250	0.5		1/4	1/4	4/4	3	1	1/8			1/8	1		-1	65	F4	4	1215
64	63	250	0.5		1/4	1/4	4/4	2	1	1/8			1/8	1		0	72	C5	5	1207
64	63	250	0.5		1/4	1/4	4/4	1	1	1/8			1/8	1		0	84	C6	6	1199
64	63	501/2	0.5		3/8	3/8	4/4	4	1	1/8			1/8	1		1	55	G3	3	1224
64	63	501/2	0.5		3/8	3/8	4/4	3	1	1/8			1/8	1		-1	65	F4	4	1216
64	63	501/2	0.5		3/8	3/8	4/4	2	1	1/8			1/8	1		5	71	B4	4	1208
64	63	501/2	0.5		3/8	3/8	4/4	1	1	1/8			1/8	1		5	83	B5	5	1200
64	63	251	0.5		1/2	1/2	4/4	4	1	1/8			1/8	1		-4	56	Ab3	3	1225
64	63	251	0.5		1/2	1/2	4/4	3	1	1/8			1/8	1		-1	65	F4	4	1217
64	63	251	0.5		1/2	1/2	4/4	2	1	1/8			1/8	1		0	72	C5	5	1209
64	63	251	0.5		1/2	1/2	4/4	1	1	1/8			1/8	1		0	84	C6	6	1201
64	63	503/2	0.5		5/8	5/8	4/4	4	1	1/8			1/8	1		-4	56	Ab3	3	1226
64	63	503/2	0.5		5/8	5/8	4/4	3	1	1/8			1/8	1		-1	65	F4	4	1218
64	63	503/2	0.5		5/8	5/8	4/4	2	1	1/8			1/8	1		0	72	C5	5	1210
64	63	503/2	0.5		5/8	5/8	4/4	1	1	1/8			1/8	1		0	84	C6	6	1202
64	63	252	0.5		3/4	3/4	4/4	4	1	1/8			1/8	1		-4	56	Ab3	3	1227
64	63	252	0.5		3/4	3/4	4/4	3	1	1/8			1/8	1		-1	65	F4	4	1219
64	63	252	0.5		3/4	3/4	4/4	2	1	1/8			1/8	1		0	72	C5	5	1211
64	63	252	0.5		3/4	3/4	4/4	1	1	1/8			1/8	1		0	84	C6	6	1203
64	63	505/2	0.5		7/8	7/8	4/4	4	1	1/8			1/8	1		1	55	G3	3	1228
64	63	505/2	0.5		7/8	7/8	4/4	3	1	1/8			1/8	1		-1	65	F4	4	1220
64	63	505/2	0.5		7/8	7/8	4/4	2	1	1/8			1/8	1		5	71	B4	4	1212
64	63	505/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		5	83	B5	5	1204
65	64	253	2.0		0	0	4/4	4	1	1/2			1/2	1		-4	56	Ab3	3	1240
65	64	253	1.0		0	0	4/4	3	1	1/4			1/4	1		-1	65	F4	4	1236
65	64	253	1.0		0	0	4/4	2	1	1/4			1/4	1		0	72	C5	5	1232
65	64	253	1.0		0	0	4/4	1	1	1/4			1/4	1		0	84	C6	6	1229
65	64	254	1.0		1/4	1/4	4/4	3	1	1/4			1/4	1		-3	63	Eb4	4	1237
65	64	254	1.0		1/4	1/4	4/4	2	1	1/4			1/4	1		-3	75	Eb5	5	1233
65	64	254	2.0		1/4	1/4	4/4	1	1	1/2			1/2	1		0	84	C6	6	1230
65	64	255	2.0		1/2	1/2	4/4	4	1	1/2			1/2	1		-6	54	Gb3	3	1241
65	64	255	1.0		1/2	1/2	4/4	3	1	1/4			1/4	1		0	60	C4	4	1238
65	64	255	1.0		1/2	1/2	4/4	2	1	1/4			1/4	1		0	72	C5	5	1234
65	64	256	1.0		3/4	3/4	4/4	3	1	1/4			1/4	1		-2	58	Bb3	3	1239
65	64	256	1.0		3/4	3/4	4/4	2	1	1/4			1/4	1		-2	70	Bb4	4	1235
65	64	256	1.0		3/4	3/4	4/4	1	1	1/4			1/4	1	1	-3	87	Eb6	6	1231
66	65	257	2.0		0	0	4/4	4	1	1/2			1/2	1		-1	53	F3	3	1249
66	65	257	2.0		0	0	4/4	3	1	1/2			1/2	1		3	57	A3	3	1247
66	65	257	2.0		0	0	4/4	2	1	1/2			1/2	1		3	69	A4	4	1245
66	65	257	1.0		0	0	4/4	1	1	1/4			1/4	1	-1	-3	87	Eb6	6	1242
66	65	258	2.0		1/4	1/4	4/4	1	1	1/2			1/2	1		-6	90	Gb6	6	1243
66	65	259	2.0		1/2	1/2	4/4	4	1	1/2			1/2	1		-3	51	Eb3	3	1250
66	65	259	2.0		1/2	1/2	4/4	3	1	1/2			1/2	1		0	60	C4	4	1248
66	65	259	2.0		1/2	1/2	4/4	2	1	1/2			1/2	1		0	72	C5	5	1246
66	65	260	1.0		3/4	3/4	4/4	1	1	1/4			1/4	1		3	57	A3	3	1244
67	66	261	1.0		0	0	4/4	4	1	1/4			1/4	1		2	50	D3	3	1269
67	66	261	1.0		0	0	4/4	3	1	1/4			1/4	1		-1	53	F3	3	1268
67	66	261	0.25		0	0	4/4	1	1	1/16			1/16	1		-2	58	Bb3	3	1251
67	66	261	1.0		0	0	4/4	2	1	1/4			1/4	1		-1	65	F4	4	1267
67	66	1045/4	0.25		1/16	1/16	4/4	1	1	1/16			1/16	1		3	57	A3	3	1252
67	66	523/2	0.25		1/8	1/8	4/4	1	1	1/16			1/16	1		0	60	C4	4	1253
67	66	1047/4	0.25		3/16	3/16	4/4	1	1	1/16			1/16	1		-2	58	Bb3	3	1254
67	66	262	0.25		1/4	1/4	4/4	1	1	1/16			1/16	1		2	62	D4	4	1255
67	66	1049/4	0.25		5/16	5/16	4/4	1	1	1/16			1/16	1		0	60	C4	4	1256
67	66	525/2	0.25		3/8	3/8	4/4	1	1	1/16			1/16	1		-3	63	Eb4	4	1257
67	66	1051/4	0.25		7/16	7/16	4/4	1	1	1/16			1/16	1		2	62	D4	4	1258
67	66	263	0.25		1/2	1/2	4/4	1	1	1/16			1/16	1		-1	65	F4	4	1259
67	66	1053/4	0.25		9/16	9/16	4/4	1	1	1/16			1/16	1		4	64	E4	4	1260
67	66	527/2	0.25		5/8	5/8	4/4	1	1	1/16			1/16	1		1	67	G4	4	1261
67	66	1055/4	0.25		11/16	11/16	4/4	1	1	1/16			1/16	1		-1	65	F4	4	1262
67	66	264	0.25		3/4	3/4	4/4	1	1	1/16			1/16	1		3	69	A4	4	1263
67	66	1057/4	0.25		13/16	13/16	4/4	1	1	1/16			1/16	1		1	67	G4	4	1264
67	66	529/2	0.25		7/8	7/8	4/4	1	1	1/16			1/16	1		-2	70	Bb4	4	1265
67	66	1059/4	0.25		15/16	15/16	4/4	1	1	1/16			1/16	1		3	69	A4	4	1266
68	67	265	1.0		0	0	4/4	4	1	1/4			1/4	1		-4	56	Ab3	3	1291
68	67	265	1.0		0	0	4/4	3	1	1/4			1/4	1		-4	68	Ab4	4	1287
68	67	265	0.25		0	0	4/4	1	1	1/16			1/16	1		0	72	C5	5	1270
68	67	1061/4	0.25		1/16	1/16	4/4	1	1	1/16			1/16	1		-2	70	Bb4	4	1271
68	67	531/2	0.25		1/8	1/8	4/4	1	1	1/16			1/16	1		2	74	D5	5	1272
68	67	1063/4	0.25		3/16	3/16	4/4	1	1	1/16			1/16	1		0	72	C5	5	1273
68	67	266	1.0		1/4	1/4	4/4	4	1	1/4			1/4	1		-1	53	F3	3	1292
68	67	266	1.0		1/4	1/4	4/4	3	1	1/4			1/4	1		-1	65	F4	4	1288
68	67	266	0.25		1/4	1/4	4/4	1	1	1/16			1/16	1		-3	75	Eb5	5	1274
68	67	1065/4	0.25		5/16	5/16	4/4	1	1	1/16			1/16	1		2	74	D5	5	1275
68	67	533/2	0.25		3/8	3/8	4/4	1	1	1/16			1/16	1		-1	77	F5	5	1276
68	67	1067/4	0.25		7/16	7/16	4/4	1	1	1/16			1/16	1		4	76	E5	5	1277
68	67	267	1.0		1/2	1/2	4/4	4	1	1/4			1/4	1		2	50	D3	3	1293
68	67	267	1.0		1/2	1/2	4/4	3	1	1/4			1/4	1		2	62	D4	4	1289
68	67	267	0.25		1/2	1/2	4/4	1	1	1/16			1/16	1		1	79	G5	5	1278
68	67	1069/4	0.25		9/16	9/16	4/4	1	1	1/16			1/16	1		-1	77	F5	5	1279
68	67	535/2	0.25		5/8	5/8	4/4	1	1	1/16			1/16	1		-4	80	Ab5	5	1280
68	67	1071/4	0.25		11/16	11/16	4/4	1	1	1/16			1/16	1		1	79	G5	5	1281
68	67	268	1.0		3/4	3/4	4/4	4	1	1/4			1/4	1		-4	44	Ab2	2	1294
68	67	268	1.0		3/4	3/4	4/4	3	1	1/4			1/4	1		-4	56	Ab3	3	1290
68	67	268	1.0		3/4	3/4	4/4	2	1	1/4			1/4	1		2	74	D5	5	1286
68	67	268	0.25		3/4	3/4	4/4	1	1	1/16			1/16	1		-2	82	Bb5	5	1282
68	67	1073/4	0.25		13/16	13/16	4/4	1	1	1/16			1/16	1		3	81	A5	5	1283
68	67	537/2	0.25		7/8	7/8	4/4	1	1	1/16			1/16	1		0	84	C6	6	1284
68	67	1075/4	0.25		15/16	15/16	4/4	1	1	1/16			1/16	1		-2	82	Bb5	5	1285
69	68	269	1.0		0	0	4/4	4	1	1/4			1/4	1		1	43	G2	2	1309
69	68	269	1.0		0	0	4/4	3	1	1/4			1/4	1		1	55	G3	3	1305
69	68	269	1.0		0	0	4/4	2	1	1/4			1/4	1		-3	75	Eb5	5	1301
69	68	269	0.5		0	0	4/4	1	1	1/8			1/8	1		-2	82	Bb5	5	1295
69	68	539/2	1.0		1/8	1/8	4/4	1	1	1/4			1/4	1		-3	87	Eb6	6	1296
69	68	541/2	1.0		3/8	3/8	4/4	1	1	1/4			1/4	1		1	91	G6	6	1297
69	68	543/2	0.5		5/8	5/8	4/4	3	1	1/8			1/8	1		1	67	G4	4	1306
69	68	543/2	0.5		5/8	5/8	4/4	2	1	1/8			1/8	1		-3	75	Eb5	5	1302
69	68	543/2	0.5		5/8	5/8	4/4	1	1	1/8			1/8	1		-2	94	Bb6	6	1298
69	68	272	0.5		3/4	3/4	4/4	3	1	1/8			1/8	1		-3	63	Eb4	4	1307
69	68	272	0.5		3/4	3/4	4/4	2	1	1/8			1/8	1		1	79	G5	5	1303
69	68	272	0.5		3/4	3/4	4/4	1	1	1/8			1/8	1		-2	94	Bb6	6	1299
69	68	545/2	0.5		7/8	7/8	4/4	3	1	1/8			1/8	1		1	67	G4	4	1308
69	68	545/2	0.5		7/8	7/8	4/4	2	1	1/8			1/8	1		-3	75	Eb5	5	1304
69	68	545/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		-2	94	Bb6	6	1300
70	69	273	0.5		0	0	4/4	4	1	1/8			1/8	1		-2	58	Bb3	3	1330
70	69	273	2.0		0	0	4/4	1	1	1/2			1/2	1		-2	58	Bb3	3	1310
70	69	273	0.5		0	0	4/4	3	1	1/8			1/8	1		2	62	D4	4	1322
70	69	273	0.5		0	0	4/4	2	1	1/8			1/8	1		-4	80	Ab5	5	1314
70	69	547/2	0.5		1/8	1/8	4/4	4	1	1/8			1/8	1		-2	46	Bb2	2	1331
70	69	547/2	0.5		1/8	1/8	4/4	3	1	1/8			1/8	1		2	50	D3	3	1323
70	69	547/2	0.5		1/8	1/8	4/4	2	1	1/8			1/8	1		-1	77	F5	5	1315
70	69	274	0.5		1/4	1/4	4/4	4	1	1/8			1/8	1		-2	46	Bb2	2	1332
70	69	274	0.5		1/4	1/4	4/4	3	1	1/8			1/8	1		-1	53	F3	3	1324
70	69	274	0.5		1/4	1/4	4/4	2	1	1/8			1/8	1		2	74	D5	5	1316
70	69	549/2	0.5		3/8	3/8	4/4	4	1	1/8			1/8	1		-2	46	Bb2	2	1333
70	69	549/2	0.5		3/8	3/8	4/4	3	1	1/8			1/8	1		-4	56	Ab3	3	1325
70	69	549/2	0.5		3/8	3/8	4/4	2	1	1/8			1/8	1		-2	70	Bb4	4	1317
70	69	275	0.0		1/2	1/2	4/4	1	1	0		grace16after	1/16	1		-2	70	Bb4	4	1311
70	69	275	0.0		1/2	1/2	4/4	1	1	0		grace16after	1/16	1		3	69	A4	4	1312
70	69	275	0.5		1/2	1/2	4/4	4	1	1/8			1/8	1		-2	46	Bb2	2	1334
70	69	275	0.5		1/2	1/2	4/4	3	1	1/8			1/8	1		2	62	D4	4	1326
70	69	275	0.5		1/2	1/2	4/4	2	1	1/8			1/8	1		-4	68	Ab4	4	1318
70	69	275	2.0		1/2	1/2	4/4	1	1	1/2			1/2	1		-2	70	Bb4	4	1313
70	69	551/2	0.5		5/8	5/8	4/4	4	1	1/8			1/8	1		-2	46	Bb2	2	1335
70	69	551/2	0.5		5/8	5/8	4/4	2	1	1/8			1/8	1		-1	65	F4	4	1319
70	69	551/2	0.5		5/8	5/8	4/4	3	1	1/8			1/8	1		-1	65	F4	4	1327
70	69	276	0.5		3/4	3/4	4/4	4	1	1/8			1/8	1		-2	46	Bb2	2	1336
70	69	276	0.5		3/4	3/4	4/4	2	1	1/8			1/8	1		2	62	D4	4	1320
70	69	276	0.5		3/4	3/4	4/4	3	1	1/8			1/8	1		-4	68	Ab4	4	1328
70	69	553/2	0.5		7/8	7/8	4/4	4	1	1/8			1/8	1		-2	46	Bb2	2	1337
70	69	553/2	0.5		7/8	7/8	4/4	3	1	1/8			1/8	1		-4	56	Ab3	3	1329
70	69	553/2	0.5		7/8	7/8	4/4	2	1	1/8			1/8	1		2	74	D5	5	1321
71	70	277	1.0		0	0	4/4	4	1	1/4			1/4	1		-3	51	Eb3	3	1347
71	70	277	1.0		0	0	4/4	3	1	1/4			1/4	1		1	55	G3	3	1344
71	70	277	1.0		0	0	4/4	1	1	1/4			1/4	1		-3	63	Eb4	4	1338
71	70	277	1.0		0	0	4/4	2	1	1/4			1/4	1		-3	75	Eb5	5	1341
71	70	279	1.0		1/2	1/2	4/4	3	1	1/4			1/4	1		-2	58	Bb3	3	1345
71	70	279	1.0		1/2	1/2	4/4	4	1	1/4			1/4	1		-2	58	Bb3	3	1348
71	70	279	1.0		1/2	1/2	4/4	1	1	1/4			1/4	1		-2	70	Bb4	4	1339
71	70	279	1.0		1/2	1/2	4/4	2	1	1/4			1/4	1		-2	70	Bb4	4	1342
71	70	280	1.0		3/4	3/4	4/4	3	1	1/4			1/4	1		1	55	G3	3	1346
71	70	280	1.0		3/4	3/4	4/4	4	1	1/4			1/4	1		1	55	G3	3	1349
71	70	280	1.0		3/4	3/4	4/4	1	1	1/4			1/4	1		1	67	G4	4	1340
71	70	280	1.0		3/4	3/4	4/4	2	1	1/4			1/4	1		1	67	G4	4	1343
72	71	281	1.0		0	0	4/4	3	1	1/4			1/4	1		-3	51	Eb3	3	1358
72	71	281	1.0		0	0	4/4	4	1	1/4			1/4	1		-3	51	Eb3	3	1362
72	71	281	1.0		0	0	4/4	1	1	1/4			1/4	1		-3	63	Eb4	4	1350
72	71	281	1.0		0	0	4/4	2	1	1/4			1/4	1		-3	63	Eb4	4	1354
72	71	282	1.0		1/4	1/4	4/4	3	1	1/4			1/4	1		4	52	E3	3	1359
72	71	282	1.0		1/4	1/4	4/4	4	1	1/4			1/4	1		4	52	E3	3	1363
72	71	282	1.0		1/4	1/4	4/4	1	1	1/4			1/4	1		4	64	E4	4	1351
72	71	282	1.0		1/4	1/4	4/4	2	1	1/4			1/4	1		4	64	E4	4	1355
72	71	283	1.0		1/2	1/2	4/4	3	1	1/4			1/4	1		-1	53	F3	3	1360
72	71	283	1.0		1/2	1/2	4/4	4	1	1/4			1/4	1		-1	53	F3	3	1364
72	71	283	1.0		1/2	1/2	4/4	1	1	1/4			1/4	1		-1	65	F4	4	1352
72	71	283	1.0		1/2	1/2	4/4	2	1	1/4			1/4	1		-1	65	F4	4	1356
72	71	284	1.0		3/4	3/4	4/4	3	1	1/4			1/4	1		1	55	G3	3	1361
72	71	284	1.0		3/4	3/4	4/4	4	1	1/4			1/4	1		1	55	G3	3	1365
72	71	284	1.0		3/4	3/4	4/4	1	1	1/4			1/4	1		1	67	G4	4	1353
72	71	284	1.0		3/4	3/4	4/4	2	1	1/4			1/4	1		1	67	G4	4	1357
73	72	285	1.0		0	0	4/4	3	1	1/4			1/4	1		-4	56	Ab3	3	1370
73	72	285	1.0		0	0	4/4	4	1	1/4			1/4	1		-4	56	Ab3	3	1372
73	72	285	1.0		0	0	4/4	1	1	1/4			1/4	1		-4	68	Ab4	4	1366
73	72	285	1.0		0	0	4/4	2	1	1/4			1/4	1		-4	68	Ab4	4	1368
73	72	287	1.0		1/2	1/2	4/4	4	1	1/4			1/4	1		-7	47	Cb3	3	1373
73	72	287	1.0		1/2	1/2	4/4	1	1	1/4			1/4	1		-7	59	Cb4	4	1367
73	72	287	1.0		1/2	1/2	4/4	2	1	1/4			1/4	1		-7	59	Cb4	4	1369
73	72	287	1.0		1/2	1/2	4/4	3	1	1/4			1/4	1		-7	59	Cb4	4	1371
