mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	2.0	0	0	3/4	4	1	1/2		1/2	1	1	3	45	A2	2	3
1	1	1/2	1/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	0
1	1	1	1	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		4	52	E3	3	2
1	1	1	1	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		0	60	C4	4	2
1	1	1	1	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		4	64	E4	4	1
1	1	2	2	0.5	1/2	1/2	3/4	4	1	1/8		1/8	1	-1	3	45	A2	2	4
1	1	5/2	5/2	0.5	5/8	5/8	3/4	4	1	1/8		1/8	1		4	52	E3	3	5
2	2	3	3	2.0	0	0	3/4	4	1	1/2		1/2	1	1	5	47	B2	2	9
2	2	7/2	7/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	6
2	2	4	4	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		4	52	E3	3	8
2	2	4	4	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		2	62	D4	4	8
2	2	4	4	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		4	64	E4	4	7
2	2	5	5	0.5	1/2	1/2	3/4	4	1	1/8		1/8	1	-1	5	47	B2	2	10
2	2	11/2	11/2	0.5	5/8	5/8	3/4	4	1	1/8		1/8	1		4	52	E3	3	11
3	3	6	6	2.0	0	0	3/4	4	1	1/2		1/2	1	1	3	45	A2	2	19
3	3	6	6	1.5	0	0	3/4	1	1	3/8		1/4	3/2		3	69	A4	4	12
3	3	13/2	13/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	16
3	3	7	7	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		4	52	E3	3	18
3	3	7	7	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		0	60	C4	4	18
3	3	7	7	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		4	64	E4	4	17
3	3	15/2	15/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		4	64	E4	4	13
3	3	8	8	0.5	1/2	1/2	3/4	4	1	1/8		1/8	1	-1	3	45	A2	2	20
3	3	8	8	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		0	72	C5	5	14
3	3	17/2	17/2	0.5	5/8	5/8	3/4	4	1	1/8		1/8	1		4	52	E3	3	21
3	3	17/2	17/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		3	69	A4	4	15
4	4	9	9	2.0	0	0	3/4	4	1	1/2		1/2	1	1	5	47	B2	2	27
4	4	9	9	2.0	0	0	3/4	1	1	1/2		1/2	1		3	69	A4	4	22
4	4	19/2	19/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	24
4	4	10	10	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		4	52	E3	3	26
4	4	10	10	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		2	62	D4	4	26
4	4	10	10	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		4	64	E4	4	25
4	4	11	11	0.5	1/2	1/2	3/4	4	1	1/8		1/8	1	-1	5	47	B2	2	28
4	4	11	11	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		8	68	G#4	4	23
4	4	23/2	23/2	0.5	5/8	5/8	3/4	4	1	1/8		1/8	1		4	52	E3	3	29
5	5	12	12	2.0	0	0	3/4	4	1	1/2		1/2	1	1	3	45	A2	2	37
5	5	12	12	1.5	0	0	3/4	1	1	3/8		1/4	3/2		3	69	A4	4	30
5	5	25/2	25/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	34
5	5	13	13	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		4	52	E3	3	36
5	5	13	13	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		0	60	C4	4	36
5	5	13	13	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		4	64	E4	4	35
5	5	27/2	27/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	31
5	5	14	14	0.5	1/2	1/2	3/4	4	1	1/8		1/8	1	-1	3	45	A2	2	38
5	5	14	14	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		0	72	C5	5	32
5	5	29/2	29/2	0.5	5/8	5/8	3/4	4	1	1/8		1/8	1		4	52	E3	3	39
5	5	29/2	29/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	33
6	6	15	15	2.0	0	0	3/4	4	1	1/2		1/2	1	1	8	44	G#2	2	46
6	6	15	15	1.0	0	0	3/4	1	1	1/4		1/4	1		4	76	E5	5	40
6	6	31/2	31/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	43
6	6	16	16	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		4	52	E3	3	45
6	6	16	16	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		5	59	B3	3	45
6	6	16	16	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		4	64	E4	4	44
6	6	16	16	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		4	76	E5	5	41
6	6	17	17	0.5	1/2	1/2	3/4	4	1	1/8		1/8	1	-1	8	44	G#2	2	47
6	6	17	17	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		4	76	E5	5	42
6	6	35/2	35/2	0.5	5/8	5/8	3/4	4	1	1/8		1/8	1		4	52	E3	3	48
7	7	18	18	2.0	0	0	3/4	4	1	1/2		1/2	1	1	1	43	G2	2	54
7	7	18	18	2.0	0	0	3/4	1	1	1/2		1/2	1		4	76	E5	5	49
7	7	37/2	37/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	51
7	7	19	19	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		0	48	C3	3	53
7	7	19	19	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		-2	58	Bb3	3	53
7	7	19	19	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		0	60	C4	4	52
7	7	19	19	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		4	64	E4	4	52
7	7	20	20	0.5	1/2	1/2	3/4	4	1	1/8		1/8	1	-1	1	43	G2	2	55
7	7	20	20	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		4	76	E5	5	50
7	7	41/2	41/2	0.5	5/8	5/8	3/4	4	1	1/8		1/8	1		0	48	C3	3	56
8	8	21	21	2.0	0	0	3/4	4	1	1/2		1/2	1	1	-1	41	F2	2	64
8	8	21	21	1.5	0	0	3/4	1	1	3/8		1/4	3/2		1	79	G5	5	57
8	8	43/2	43/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	61
8	8	22	22	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		0	48	C3	3	63
8	8	22	22	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		3	57	A3	3	63
8	8	22	22	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		0	60	C4	4	62
8	8	22	22	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		-1	65	F4	4	62
8	8	45/2	45/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-1	77	F5	5	58
8	8	23	23	0.5	1/2	1/2	3/4	4	1	1/8		1/8	1	-1	-1	41	F2	2	65
8	8	23	23	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		4	76	E5	5	59
8	8	47/2	47/2	0.5	5/8	5/8	3/4	4	1	1/8		1/8	1		0	48	C3	3	66
8	8	47/2	47/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	60
9	9	24	24	2.0	0	0	3/4	4	1	1/2		1/2	1	1	1	43	G2	2	73
9	9	24	24	2.0	0	0	3/4	1	1	1/2		1/2	1		0	72	C5	5	67
9	9	49/2	49/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	70
9	9	25	25	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		4	52	E3	3	72
9	9	25	25	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		1	55	G3	3	71
9	9	25	25	2.0	1/4	1/4	3/4	3	1	1/2		1/2	1		0	60	C4	4	72
9	9	25	25	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		1	67	G4	4	71
9	9	26	26	0.5	1/2	1/2	3/4	4	1	1/8		1/8	1	-1	1	43	G2	2	74
9	9	26	26	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		4	76	E5	5	68
9	9	53/2	53/2	0.5	5/8	5/8	3/4	4	1	1/8		1/8	1		1	55	G3	3	75
9	9	53/2	53/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	69
10	10	27	27	2.0	0	0	3/4	4	1	1/2		1/2	1	1	1	43	G2	2	83
10	10	27	27	1.0	0	0	3/4	1	1	1/4		1/4	1		2	74	D5	5	76
10	10	55/2	55/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		3	69	A4	4	77
10	10	28	28	1.5	1/4	1/4	3/4	3	1	3/8		1/4	3/2		2	50	D3	3	81
10	10	28	28	1.5	1/4	1/4	3/4	3	1	3/8		1/4	3/2		5	59	B3	3	81
10	10	28	28	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		1	67	G4	4	78
10	10	29	29	0.5	1/2	1/2	3/4	4	1	1/8		1/8	1	-1	1	43	G2	2	84
10	10	29	29	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	65	F4	4	79
10	10	59/2	59/2	0.5	5/8	5/8	3/4	4	1	1/8		1/8	1		3	45	A2	2	85
10	10	59/2	59/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		0	48	C3	3	82
10	10	59/2	59/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		0	60	C4	4	82
10	10	59/2	59/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		4	64	E4	4	80
11	11	30	30	2.0	0	0	3/4	4	1	1/2		1/2	1	1	3	45	A2	2	98
11	11	30	30	0.5	0	0	3/4	2	1	1/8		1/8	1		0	60	C4	4	90
11	11	30	30	0.5	0	0	3/4	2	1	1/8		1/8	1		4	64	E4	4	90
11	11	30	30	1.5	0	0	3/4	1	1	3/8		1/4	3/2		3	81	A5	5	86
11	11	61/2	61/2	0.5	1/8	1/8	3/4	3	1	1/8		1/8	1		0	48	C3	3	93
11	11	61/2	61/2	0.5	1/8	1/8	3/4	3	1	1/8		1/8	1		0	60	C4	4	93
11	11	61/2	61/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-1	77	F5	5	91
11	11	31	31	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1		3	69	A4	4	94
11	11	31	31	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		0	72	C5	5	92
11	11	31	31	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		4	76	E5	5	92
11	11	63/2	63/2	0.5	3/8	3/8	3/4	3	1	1/8		1/8	1		4	64	E4	4	95
11	11	63/2	63/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		4	76	E5	5	87
11	11	32	32	0.5	1/2	1/2	3/4	4	1	1/8		1/8	1	-1	3	45	A2	2	99
11	11	32	32	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		0	72	C5	5	96
11	11	32	32	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		0	84	C6	6	88
11	11	65/2	65/2	0.5	5/8	5/8	3/4	4	1	1/8		1/8	1		4	52	E3	3	100
11	11	65/2	65/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		3	69	A4	4	97
11	11	65/2	65/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		3	81	A5	5	89
12	12	33	33	2.0	0	0	3/4	4	1	1/2		1/2	1	1	5	47	B2	2	107
12	12	33	33	2.0	0	0	3/4	3	1	1/2		1/2	1		3	69	A4	4	105
12	12	33	33	2.0	0	0	3/4	1	1	1/2		1/2	1		3	81	A5	5	101
12	12	67/2	67/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-1	77	F5	5	103
12	12	34	34	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		2	74	D5	5	104
12	12	34	34	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		4	76	E5	5	104
12	12	35	35	0.5	1/2	1/2	3/4	4	1	1/8		1/8	1	-1	5	47	B2	2	108
12	12	35	35	1.0	1/2	1/2	3/4	3	1	1/4		1/4	1		8	68	G#4	4	106
12	12	35	35	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		8	80	G#5	5	102
12	12	71/2	71/2	0.5	5/8	5/8	3/4	4	1	1/8		1/8	1		4	52	E3	3	109
13	13	36	36	2.0	0	0	3/4	4	1	1/2		1/2	1	1	3	45	A2	2	120
