mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	3/4	2/2	1	1	1/4	1/4	1		8	68		0
2	1	0	0	2/2	1	1	1/2	1/2	1		12	72		1
2	1	1/2	1/2	2/2	1	1	1/2	1/2	1		7	73		2
3	2	0	0	2/2	1	1	3/4	1/2	3/2		3	69		3
3	2	3/4	3/4	2/2	1	1	1/4	1/4	1		8	68		4
4	3	0	0	2/2	1	1	1/4	1/4	1		6	66		5
4	3	1/4	1/4	2/2	1	1	1/4	1/4	1		3	69		6
4	3	1/2	1/2	2/2	1	1	1/4	1/4	1		8	68		7
4	3	3/4	3/4	2/2	1	1	1/4	1/4	1		6	66		8
5	4	0	0	2/2	1	1	1/4	1/4	1		4	64		9
5	4	1/4	1/4	2/2	1	1	1/4	1/4	1		6	66		10
5	4	1/2	1/2	2/2	1	1	1/2	1/2	1	1	8	68		11
5	4	3/4	3/4	2/2	2	1	1/4	1/4	1		7	61		12
6	5	0	0	2/2	2	1	1/2	1/2	1		11	65		16
6	5	0	0	2/2	1	1	1/4	1/4	1	-1	8	68		13
6	5	1/4	1/4	2/2	1	1	1/2	1/2	1		5	71		14
6	5	1/2	1/2	2/2	2	1	1/2	1/2	1		6	66		17
6	5	3/4	3/4	2/2	1	1	1/4	1/4	1	1	3	69		15
7	6	0	0	2/2	2	1	3/4	1/2	3/2		2	62		22
7	6	0	0	2/2	1	1	1/4	1/4	1	-1	3	69		18
7	6	1/4	1/4	2/2	1	1	1/4	1/4	1		11	65		19
7	6	1/2	1/2	2/2	1	1	1/4	1/4	1		6	66		20
7	6	3/4	3/4	2/2	2	1	1/4	1/4	1		7	61		23
7	6	3/4	3/4	2/2	1	1	1/4	1/4	1		3	69		21
8	7	0	0	2/2	2	1	1/4	1/4	1		5	59		27
8	7	0	0	2/2	1	1	1/4	1/4	1		1	67		24
8	7	1/4	1/4	2/2	2	1	1/4	1/4	1		2	62		28
8	7	1/4	1/4	2/2	1	1	1/2	1/2	1		11	65		25
8	7	1/2	1/2	2/2	2	1	1/4	1/4	1		7	61		29
8	7	3/4	3/4	2/2	2	1	1/4	1/4	1		5	59		30
8	7	3/4	3/4	2/2	1	1	1/4	1/4	1		11	77		26
9	8	0	0	2/2	2	1	1/4	1/4	1		3	57		34
9	8	0	0	2/2	1	1	1/2	1/2	1		6	78		31
