mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
2	2	15/2	15/2	0.5	7/8	7/8	2/2	3	1	1/8			1/8	1		-1	53	F3	3	26
2	2	15/2	15/2	0.5	7/8	7/8	2/2	2	1	1/8			1/8	1		5	59	B3	3	22
2	2	15/2	15/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		3	81	A5	5	18
3	3	8	8	1.0	0	0	2/2	4	1	1/4			1/4	1		0	48	C3	3	42
3	3	8	8	1.0	0	0	2/2	3	1	1/4			1/4	1		4	52	E3	3	38
3	3	8	8	1.0	0	0	2/2	2	1	1/4			1/4	1		0	60	C4	4	34
3	3	8	8	3.0	0	0	2/2	1	1	3/4			1/2	3/2		1	79	G5	5	31
3	3	19/2	19/2	0.5	3/8	3/8	2/2	4	1	1/8			1/8	1		0	48	C3	3	43
3	3	19/2	19/2	0.5	3/8	3/8	2/2	3	1	1/8			1/8	1		4	52	E3	3	39
3	3	19/2	19/2	0.5	3/8	3/8	2/2	2	1	1/8			1/8	1		1	55	G3	3	35
3	3	10	10	1.0	1/2	1/2	2/2	4	1	1/4			1/4	1		0	48	C3	3	44
3	3	10	10	1.0	1/2	1/2	2/2	3	1	1/4			1/4	1		4	52	E3	3	40
3	3	10	10	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		1	55	G3	3	36
3	3	11	11	0.5	3/4	3/4	2/2	1	1	1/8			1/8	1		0	84	C6	6	32
3	3	23/2	23/2	0.5	7/8	7/8	2/2	4	1	1/8			1/8	1		0	48	C3	3	45
3	3	23/2	23/2	0.5	7/8	7/8	2/2	3	1	1/8			1/8	1		4	52	E3	3	41
3	3	23/2	23/2	0.5	7/8	7/8	2/2	2	1	1/8			1/8	1		1	55	G3	3	37
3	3	23/2	23/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		2	86	D6	6	33
4	4	12	12	1.0	0	0	2/2	4	1	1/4			1/4	1		0	48	C3	3	62
4	4	12	12	1.0	0	0	2/2	3	1	1/4			1/4	1		4	52	E3	3	58
4	4	12	12	1.0	0	0	2/2	2	1	1/4			1/4	1		1	55	G3	3	54
4	4	12	12	0.5	0	0	2/2	1	1	1/8			1/8	1		4	88	E6	6	46
4	4	25/2	25/2	0.5	1/8	1/8	2/2	1	1	1/8			1/8	1		2	86	D6	6	47
4	4	13	13	0.5	1/4	1/4	2/2	1	1	1/8			1/8	1		0	84	C6	6	48
4	4	27/2	27/2	0.5	3/8	3/8	2/2	4	1	1/8			1/8	1		0	48	C3	3	63
4	4	27/2	27/2	0.5	3/8	3/8	2/2	3	1	1/8			1/8	1		4	52	E3	3	59
4	4	27/2	27/2	0.5	3/8	3/8	2/2	2	1	1/8			1/8	1		1	55	G3	3	55
4	4	27/2	27/2	0.5	3/8	3/8	2/2	1	1	1/8			1/8	1		5	83	B5	5	49
4	4	14	14	1.0	1/2	1/2	2/2	4	1	1/4			1/4	1		0	48	C3	3	64
4	4	14	14	1.0	1/2	1/2	2/2	3	1	1/4			1/4	1		-1	53	F3	3	60
4	4	14	14	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		3	57	A3	3	56
4	4	14	14	0.5	1/2	1/2	2/2	1	1	1/8			1/8	1		2	86	D6	6	50
4	4	29/2	29/2	0.5	5/8	5/8	2/2	1	1	1/8			1/8	1		0	84	C6	6	51
4	4	15	15	0.5	3/4	3/4	2/2	1	1	1/8			1/8	1		5	83	B5	5	52
4	4	31/2	31/2	0.5	7/8	7/8	2/2	4	1	1/8			1/8	1		0	48	C3	3	65
4	4	31/2	31/2	0.5	7/8	7/8	2/2	3	1	1/8			1/8	1		-1	53	F3	3	61
4	4	31/2	31/2	0.5	7/8	7/8	2/2	2	1	1/8			1/8	1		5	59	B3	3	57
4	4	31/2	31/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		3	81	A5	5	53
5	5	16	16	1.0	0	0	2/2	4	1	1/4			1/4	1		0	48	C3	3	77
5	5	16	16	1.0	0	0	2/2	3	1	1/4			1/4	1		4	52	E3	3	73
5	5	16	16	1.0	0	0	2/2	2	1	1/4			1/4	1		0	60	C4	4	69
5	5	16	16	2.0	0	0	2/2	1	1	1/2			1/2	1	1	1	79	G5	5	66
5	5	35/2	35/2	0.5	3/8	3/8	2/2	4	1	1/8			1/8	1		0	48	C3	3	78
5	5	35/2	35/2	0.5	3/8	3/8	2/2	3	1	1/8			1/8	1		4	52	E3	3	74
5	5	35/2	35/2	0.5	3/8	3/8	2/2	2	1	1/8			1/8	1		1	55	G3	3	70
5	5	18	18	1.0	1/2	1/2	2/2	4	1	1/4			1/4	1		0	48	C3	3	79
5	5	18	18	1.0	1/2	1/2	2/2	3	1	1/4			1/4	1		4	52	E3	3	75
5	5	18	18	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		1	55	G3	3	71
5	5	18	18	1.5	1/2	1/2	2/2	1	1	3/8			1/4	3/2	-1	1	79	G5	5	67
5	5	39/2	39/2	0.5	7/8	7/8	2/2	4	1	1/8			1/8	1		0	48	C3	3	80
5	5	39/2	39/2	0.5	7/8	7/8	2/2	3	1	1/8			1/8	1		4	52	E3	3	76
5	5	39/2	39/2	0.5	7/8	7/8	2/2	2	1	1/8			1/8	1		1	55	G3	3	72
5	5	39/2	39/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		-1	77	F5	5	68
6	6	20	20	1.0	0	0	2/2	4	1	1/4			1/4	1		0	48	C3	3	93
6	6	20	20	1.0	0	0	2/2	3	1	1/4			1/4	1		4	52	E3	3	89
6	6	20	20	1.0	0	0	2/2	2	1	1/4			1/4	1		1	55	G3	3	85
6	6	20	20	1.0	0	0	2/2	1	1	1/4			1/4	1		4	76	E5	5	81
6	6	43/2	43/2	0.5	3/8	3/8	2/2	4	1	1/8			1/8	1		0	48	C3	3	94
6	6	43/2	43/2	0.5	3/8	3/8	2/2	3	1	1/8			1/8	1		4	52	E3	3	90
6	6	43/2	43/2	0.5	3/8	3/8	2/2	2	1	1/8			1/8	1		1	55	G3	3	86
6	6	43/2	43/2	0.5	3/8	3/8	2/2	1	1	1/8			1/8	1		2	74	D5	5	82
6	6	22	22	1.0	1/2	1/2	2/2	4	1	1/4			1/4	1		0	48	C3	3	95
6	6	22	22	1.0	1/2	1/2	2/2	3	1	1/4			1/4	1		4	52	E3	3	91
6	6	22	22	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		1	55	G3	3	87
6	6	22	22	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		0	72	C5	5	83
6	6	47/2	47/2	0.5	7/8	7/8	2/2	4	1	1/8			1/8	1		0	48	C3	3	96
6	6	47/2	47/2	0.5	7/8	7/8	2/2	3	1	1/8			1/8	1		4	52	E3	3	92
6	6	47/2	47/2	0.5	7/8	7/8	2/2	2	1	1/8			1/8	1		1	55	G3	3	88
6	6	47/2	47/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		5	71	B4	4	84
7	7	24	24	0.0	0	0	2/2	1	1	0	appoggiatura		1/8	1		5	71	B4	4	97
7	7	24	24	1.0	0	0	2/2	4	1	1/4			1/4	1		0	48	C3	3	110
7	7	24	24	1.0	0	0	2/2	3	1	1/4			1/4	1		4	52	E3	3	106
7	7	24	24	1.0	0	0	2/2	2	1	1/4			1/4	1		1	55	G3	3	102
7	7	24	24	1.0	0	0	2/2	1	1	1/4			1/4	1		3	69	A4	4	98
7	7	25	25	0.5	1/4	1/4	2/2	1	1	1/8			1/8	1		1	67	G4	4	99
7	7	51/2	51/2	0.5	3/8	3/8	2/2	4	1	1/8			1/8	1		0	48	C3	3	111
7	7	51/2	51/2	0.5	3/8	3/8	2/2	3	1	1/8			1/8	1		4	52	E3	3	107
7	7	51/2	51/2	0.5	3/8	3/8	2/2	2	1	1/8			1/8	1		1	55	G3	3	103
7	7	51/2	51/2	0.5	3/8	3/8	2/2	1	1	1/8			1/8	1		3	69	A4	4	100
7	7	26	26	1.0	1/2	1/2	2/2	4	1	1/4			1/4	1		5	47	B2	2	112
7	7	26	26	1.0	1/2	1/2	2/2	3	1	1/4			1/4	1		4	52	E3	3	108
7	7	26	26	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		1	55	G3	3	104
7	7	26	26	2.0	1/2	1/2	2/2	1	1	1/2			1/2	1	1	5	71	B4	4	101
7	7	55/2	55/2	0.5	7/8	7/8	2/2	4	1	1/8			1/8	1		5	47	B2	2	113
7	7	55/2	55/2	0.5	7/8	7/8	2/2	3	1	1/8			1/8	1		4	52	E3	3	109
7	7	55/2	55/2	0.5	7/8	7/8	2/2	2	1	1/8			1/8	1		1	55	G3	3	105
8	8	28	28	1.0	0	0	2/2	4	1	1/4			1/4	1		5	47	B2	2	128
8	8	28	28	1.0	0	0	2/2	3	1	1/4			1/4	1		6	54	F#3	3	124
8	8	28	28	1.0	0	0	2/2	2	1	1/4			1/4	1		3	57	A3	3	120
8	8	28	28	1.0	0	0	2/2	1	1	1/4			1/4	1	-1	5	71	B4	4	114
8	8	29	29	0.5	1/4	1/4	2/2	1	1	1/8			1/8	1		7	73	C#5	5	115
8	8	59/2	59/2	0.5	3/8	3/8	2/2	4	1	1/8			1/8	1		5	47	B2	2	129
8	8	59/2	59/2	0.5	3/8	3/8	2/2	3	1	1/8			1/8	1		6	54	F#3	3	125
8	8	59/2	59/2	0.5	3/8	3/8	2/2	2	1	1/8			1/8	1		3	57	A3	3	121
8	8	59/2	59/2	0.5	3/8	3/8	2/2	1	1	1/8			1/8	1		9	75	D#5	5	116
8	8	30	30	1.0	1/2	1/2	2/2	4	1	1/4			1/4	1		5	47	B2	2	130
8	8	30	30	1.0	1/2	1/2	2/2	3	1	1/4			1/4	1		6	54	F#3	3	126
8	8	30	30	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		3	57	A3	3	122
8	8	30	30	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		4	76	E5	5	117
8	8	31	31	0.5	3/4	3/4	2/2	1	1	1/8			1/8	1		6	78	F#5	5	118
8	8	63/2	63/2	0.5	7/8	7/8	2/2	4	1	1/8			1/8	1		5	47	B2	2	131
8	8	63/2	63/2	0.5	7/8	7/8	2/2	3	1	1/8			1/8	1		6	54	F#3	3	127
8	8	63/2	63/2	0.5	7/8	7/8	2/2	2	1	1/8			1/8	1		3	57	A3	3	123
8	8	63/2	63/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		9	75	D#5	5	119
9	9	32	32	1.0	0	0	2/2	3	1	1/4			1/4	1		4	52	E3	3	142
9	9	32	32	1.0	0	0	2/2	4	1	1/4			1/4	1		4	52	E3	3	146
9	9	32	32	1.0	0	0	2/2	2	1	1/4			1/4	1		1	55	G3	3	138
9	9	32	32	0.5	0	0	2/2	1	1	1/8			1/8	1		4	76	E5	5	132
9	9	33	33	0.5	1/4	1/4	2/2	1	1	1/8			1/8	1		4	76	E5	5	133
9	9	67/2	67/2	0.5	3/8	3/8	2/2	4	1	1/8			1/8	1		4	52	E3	3	147
9	9	67/2	67/2	0.5	3/8	3/8	2/2	3	1	1/8			1/8	1		1	55	G3	3	143
9	9	67/2	67/2	0.5	3/8	3/8	2/2	2	1	1/8			1/8	1		1	67	G4	4	139
9	9	67/2	67/2	0.5	3/8	3/8	2/2	1	1	1/8			1/8	1		-1	77	F5	5	134
9	9	34	34	1.0	1/2	1/2	2/2	4	1	1/4			1/4	1		2	50	D3	3	148
9	9	34	34	1.0	1/2	1/2	2/2	3	1	1/4			1/4	1		1	55	G3	3	144
9	9	34	34	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		-1	65	F4	4	140
9	9	34	34	0.5	1/2	1/2	2/2	1	1	1/8			1/8	1		1	79	G5	5	135
9	9	35	35	0.5	3/4	3/4	2/2	1	1	1/8			1/8	1		3	81	A5	5	136
9	9	71/2	71/2	0.5	7/8	7/8	2/2	4	1	1/8			1/8	1		2	50	D3	3	149
9	9	71/2	71/2	0.5	7/8	7/8	2/2	3	1	1/8			1/8	1		1	55	G3	3	145
9	9	71/2	71/2	0.5	7/8	7/8	2/2	2	1	1/8			1/8	1		-1	65	F4	4	141
9	9	71/2	71/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		5	83	B5	5	137
10	10	36	36	1.0	0	0	2/2	4	1	1/4			1/4	1		0	48	C3	3	161
10	10	36	36	1.0	0	0	2/2	3	1	1/4			1/4	1		1	55	G3	3	157
10	10	36	36	1.0	0	0	2/2	2	1	1/4			1/4	1		4	64	E4	4	153
10	10	36	36	3.0	0	0	2/2	1	1	3/4			1/2	3/2		0	84	C6	6	150
10	10	75/2	75/2	0.5	3/8	3/8	2/2	4	1	1/8			1/8	1		0	60	C4	4	162
10	10	75/2	75/2	0.5	3/8	3/8	2/2	3	1	1/8			1/8	1		4	64	E4	4	158
10	10	75/2	75/2	0.5	3/8	3/8	2/2	2	1	1/8			1/8	1		1	67	G4	4	154
10	10	38	38	1.0	1/2	1/2	2/2	4	1	1/4			1/4	1		0	60	C4	4	163
10	10	38	38	1.0	1/2	1/2	2/2	3	1	1/4			1/4	1		4	64	E4	4	159
10	10	38	38	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		1	67	G4	4	155
10	10	39	39	0.5	3/4	3/4	2/2	1	1	1/8			1/8	1		0	84	C6	6	151
10	10	79/2	79/2	0.5	7/8	7/8	2/2	4	1	1/8			1/8	1		0	60	C4	4	164
10	10	79/2	79/2	0.5	7/8	7/8	2/2	3	1	1/8			1/8	1		4	64	E4	4	160
10	10	79/2	79/2	0.5	7/8	7/8	2/2	2	1	1/8			1/8	1		1	67	G4	4	156
10	10	79/2	79/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		2	86	D6	6	152
11	11	40	40	1.0	0	0	2/2	4	1	1/4			1/4	1		0	60	C4	4	177
11	11	40	40	1.0	0	0	2/2	3	1	1/4			1/4	1		4	64	E4	4	173
11	11	40	40	1.0	0	0	2/2	2	1	1/4			1/4	1		1	67	G4	4	169
11	11	40	40	1.0	0	0	2/2	1	1	1/4			1/4	1		4	88	E6	6	165
11	11	83/2	83/2	0.5	3/8	3/8	2/2	4	1	1/8			1/8	1		0	60	C4	4	178
11	11	83/2	83/2	0.5	3/8	3/8	2/2	3	1	1/8			1/8	1		4	64	E4	4	174
11	11	83/2	83/2	0.5	3/8	3/8	2/2	2	1	1/8			1/8	1		1	67	G4	4	170
11	11	83/2	83/2	0.5	3/8	3/8	2/2	1	1	1/8			1/8	1		2	86	D6	6	166
11	11	42	42	1.0	1/2	1/2	2/2	4	1	1/4			1/4	1		0	60	C4	4	179
11	11	42	42	1.0	1/2	1/2	2/2	3	1	1/4			1/4	1		-1	65	F4	4	175
11	11	42	42	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		3	69	A4	4	171
11	11	42	42	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		0	84	C6	6	167
11	11	87/2	87/2	0.5	7/8	7/8	2/2	4	1	1/8			1/8	1		0	60	C4	4	180
11	11	87/2	87/2	0.5	7/8	7/8	2/2	3	1	1/8			1/8	1		-1	65	F4	4	176
11	11	87/2	87/2	0.5	7/8	7/8	2/2	2	1	1/8			1/8	1		5	71	B4	4	172
11	11	87/2	87/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		3	81	A5	5	168
12	12	44	44	1.0	0	0	2/2	4	1	1/4			1/4	1		0	60	C4	4	192
12	12	44	44	1.0	0	0	2/2	3	1	1/4			1/4	1		4	64	E4	4	188
12	12	44	44	1.0	0	0	2/2	2	1	1/4			1/4	1		0	72	C5	5	184
12	12	44	44	3.0	0	0	2/2	1	1	3/4			1/2	3/2		1	79	G5	5	181
12	12	91/2	91/2	0.5	3/8	3/8	2/2	4	1	1/8			1/8	1		0	60	C4	4	193
12	12	91/2	91/2	0.5	3/8	3/8	2/2	3	1	1/8			1/8	1		4	64	E4	4	189
12	12	91/2	91/2	0.5	3/8	3/8	2/2	2	1	1/8			1/8	1		1	67	G4	4	185
12	12	46	46	1.0	1/2	1/2	2/2	4	1	1/4			1/4	1		0	60	C4	4	194
12	12	46	46	1.0	1/2	1/2	2/2	3	1	1/4			1/4	1		4	64	E4	4	190
12	12	46	46	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		1	67	G4	4	186
12	12	47	47	0.5	3/4	3/4	2/2	1	1	1/8			1/8	1		0	84	C6	6	182
12	12	95/2	95/2	0.5	7/8	7/8	2/2	4	1	1/8			1/8	1		0	60	C4	4	195
12	12	95/2	95/2	0.5	7/8	7/8	2/2	3	1	1/8			1/8	1		4	64	E4	4	191
12	12	95/2	95/2	0.5	7/8	7/8	2/2	2	1	1/8			1/8	1		1	67	G4	4	187
12	12	95/2	95/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		2	86	D6	6	183
13	13	48	48	1.0	0	0	2/2	4	1	1/4			1/4	1		0	60	C4	4	212
13	13	48	48	1.0	0	0	2/2	3	1	1/4			1/4	1		4	64	E4	4	208
13	13	48	48	1.0	0	0	2/2	2	1	1/4			1/4	1		1	67	G4	4	204
13	13	48	48	0.5	0	0	2/2	1	1	1/8			1/8	1		4	88	E6	6	196
13	13	97/2	97/2	0.5	1/8	1/8	2/2	1	1	1/8			1/8	1		2	86	D6	6	197
13	13	49	49	0.5	1/4	1/4	2/2	1	1	1/8			1/8	1		0	84	C6	6	198
13	13	99/2	99/2	0.5	3/8	3/8	2/2	4	1	1/8			1/8	1		0	60	C4	4	213
13	13	99/2	99/2	0.5	3/8	3/8	2/2	3	1	1/8			1/8	1		4	64	E4	4	209
13	13	99/2	99/2	0.5	3/8	3/8	2/2	2	1	1/8			1/8	1		1	67	G4	4	205
13	13	99/2	99/2	0.5	3/8	3/8	2/2	1	1	1/8			1/8	1		5	83	B5	5	199
13	13	50	50	1.0	1/2	1/2	2/2	4	1	1/4			1/4	1		0	60	C4	4	214
13	13	50	50	1.0	1/2	1/2	2/2	3	1	1/4			1/4	1		-1	65	F4	4	210
13	13	50	50	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		3	69	A4	4	206
13	13	50	50	0.5	1/2	1/2	2/2	1	1	1/8			1/8	1		2	86	D6	6	200
13	13	101/2	101/2	0.5	5/8	5/8	2/2	1	1	1/8			1/8	1		0	84	C6	6	201
13	13	51	51	0.5	3/4	3/4	2/2	1	1	1/8			1/8	1		5	83	B5	5	202
13	13	103/2	103/2	0.5	7/8	7/8	2/2	4	1	1/8			1/8	1		0	60	C4	4	215
13	13	103/2	103/2	0.5	7/8	7/8	2/2	3	1	1/8			1/8	1		-1	65	F4	4	211
13	13	103/2	103/2	0.5	7/8	7/8	2/2	2	1	1/8			1/8	1		5	71	B4	4	207
13	13	103/2	103/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		3	81	A5	5	203
14	14	52	52	1.0	0	0	2/2	4	1	1/4			1/4	1		0	60	C4	4	227
14	14	52	52	1.0	0	0	2/2	3	1	1/4			1/4	1		4	64	E4	4	223
14	14	52	52	1.0	0	0	2/2	2	1	1/4			1/4	1		0	72	C5	5	219
14	14	52	52	2.0	0	0	2/2	1	1	1/2			1/2	1	1	1	79	G5	5	216
14	14	107/2	107/2	0.5	3/8	3/8	2/2	4	1	1/8			1/8	1		0	60	C4	4	228
14	14	107/2	107/2	0.5	3/8	3/8	2/2	3	1	1/8			1/8	1		4	64	E4	4	224
14	14	107/2	107/2	0.5	3/8	3/8	2/2	2	1	1/8			1/8	1		1	67	G4	4	220
14	14	54	54	1.0	1/2	1/2	2/2	4	1	1/4			1/4	1		0	60	C4	4	229
14	14	54	54	1.0	1/2	1/2	2/2	3	1	1/4			1/4	1		4	64	E4	4	225
14	14	54	54	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		1	67	G4	4	221
14	14	54	54	1.5	1/2	1/2	2/2	1	1	3/8			1/4	3/2	-1	1	79	G5	5	217
14	14	111/2	111/2	0.5	7/8	7/8	2/2	4	1	1/8			1/8	1		0	60	C4	4	230
14	14	111/2	111/2	0.5	7/8	7/8	2/2	3	1	1/8			1/8	1		4	64	E4	4	226
14	14	111/2	111/2	0.5	7/8	7/8	2/2	2	1	1/8			1/8	1		1	67	G4	4	222
14	14	111/2	111/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		-1	77	F5	5	218
15	15	56	56	1.0	0	0	2/2	4	1	1/4			1/4	1		0	60	C4	4	243
15	15	56	56	1.0	0	0	2/2	3	1	1/4			1/4	1		4	64	E4	4	239
15	15	56	56	1.0	0	0	2/2	2	1	1/4			1/4	1		1	67	G4	4	235
15	15	56	56	1.0	0	0	2/2	1	1	1/4			1/4	1		4	76	E5	5	231
15	15	115/2	115/2	0.5	3/8	3/8	2/2	4	1	1/8			1/8	1		0	60	C4	4	244
15	15	115/2	115/2	0.5	3/8	3/8	2/2	3	1	1/8			1/8	1		4	64	E4	4	240
15	15	115/2	115/2	0.5	3/8	3/8	2/2	2	1	1/8			1/8	1		1	67	G4	4	236
15	15	115/2	115/2	0.5	3/8	3/8	2/2	1	1	1/8			1/8	1		2	74	D5	5	232
15	15	58	58	1.0	1/2	1/2	2/2	4	1	1/4			1/4	1		0	60	C4	4	245
15	15	58	58	1.0	1/2	1/2	2/2	3	1	1/4			1/4	1		4	64	E4	4	241
15	15	58	58	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		1	67	G4	4	237
15	15	58	58	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		0	72	C5	5	233
15	15	119/2	119/2	0.5	7/8	7/8	2/2	4	1	1/8			1/8	1		0	60	C4	4	246
15	15	119/2	119/2	0.5	7/8	7/8	2/2	3	1	1/8			1/8	1		4	64	E4	4	242
15	15	119/2	119/2	0.5	7/8	7/8	2/2	2	1	1/8			1/8	1		1	67	G4	4	238
15	15	119/2	119/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		5	71	B4	4	234
16	16	60	60	0.0	0	0	2/2	1	1	0	appoggiatura		1/8	1		5	71	B4	4	247
16	16	60	60	1.0	0	0	2/2	4	1	1/4			1/4	1		0	60	C4	4	260
16	16	60	60	1.0	0	0	2/2	3	1	1/4			1/4	1		4	64	E4	4	256
16	16	60	60	1.0	0	0	2/2	2	1	1/4			1/4	1		1	67	G4	4	252
16	16	60	60	1.0	0	0	2/2	1	1	1/4			1/4	1		3	69	A4	4	248
16	16	61	61	0.5	1/4	1/4	2/2	1	1	1/8			1/8	1		1	67	G4	4	249
16	16	123/2	123/2	0.5	3/8	3/8	2/2	4	1	1/8			1/8	1		0	60	C4	4	261
16	16	123/2	123/2	0.5	3/8	3/8	2/2	3	1	1/8			1/8	1		4	64	E4	4	257
16	16	123/2	123/2	0.5	3/8	3/8	2/2	2	1	1/8			1/8	1		1	67	G4	4	253
16	16	123/2	123/2	0.5	3/8	3/8	2/2	1	1	1/8			1/8	1		3	69	A4	4	250
16	16	62	62	1.0	1/2	1/2	2/2	4	1	1/4			1/4	1		5	59	B3	3	262
16	16	62	62	1.0	1/2	1/2	2/2	3	1	1/4			1/4	1		4	64	E4	4	258
16	16	62	62	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		1	67	G4	4	254
16	16	62	62	2.0	1/2	1/2	2/2	1	1	1/2			1/2	1	1	5	71	B4	4	251
16	16	127/2	127/2	0.5	7/8	7/8	2/2	4	1	1/8			1/8	1		5	59	B3	3	263
16	16	127/2	127/2	0.5	7/8	7/8	2/2	3	1	1/8			1/8	1		4	64	E4	4	259
16	16	127/2	127/2	0.5	7/8	7/8	2/2	2	1	1/8			1/8	1		1	67	G4	4	255
17	17	64	64	1.0	0	0	2/2	4	1	1/4			1/4	1		5	59	B3	3	278
17	17	64	64	1.0	0	0	2/2	3	1	1/4			1/4	1		6	66	F#4	4	274
17	17	64	64	1.0	0	0	2/2	2	1	1/4			1/4	1		3	69	A4	4	270
17	17	64	64	1.0	0	0	2/2	1	1	1/4			1/4	1	-1	5	71	B4	4	264
17	17	65	65	0.5	1/4	1/4	2/2	1	1	1/8			1/8	1		7	73	C#5	5	265
17	17	131/2	131/2	0.5	3/8	3/8	2/2	4	1	1/8			1/8	1		5	59	B3	3	279
17	17	131/2	131/2	0.5	3/8	3/8	2/2	3	1	1/8			1/8	1		6	66	F#4	4	275
17	17	131/2	131/2	0.5	3/8	3/8	2/2	2	1	1/8			1/8	1		3	69	A4	4	271
17	17	131/2	131/2	0.5	3/8	3/8	2/2	1	1	1/8			1/8	1		9	75	D#5	5	266
17	17	66	66	1.0	1/2	1/2	2/2	4	1	1/4			1/4	1		5	59	B3	3	280
17	17	66	66	1.0	1/2	1/2	2/2	3	1	1/4			1/4	1		6	66	F#4	4	276
