quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
589/4	0.25	50	50	1/16	1/16	6/8	3	1	1/16	1/16	1	1	-4	56		956
589/4	0.25	50	50	1/16	1/16	6/8	1	1	1/16	1/16	1		-2	82		938
295/2	0.5	50	50	1/8	1/8	6/8	4	1	1/8	1/8	1	-1	-1	53		962
295/2	1.0	50	50	1/8	1/8	6/8	3	1	1/4	1/4	1	-1	-4	56		957
295/2	0.25	50	50	1/8	1/8	6/8	2	1	1/16	1/16	1		-5	61		948
295/2	0.25	50	50	1/8	1/8	6/8	1	1	1/16	1/16	1		-4	80		939
591/4	0.25	50	50	3/16	3/16	6/8	2	1	1/16	1/16	1		-1	65		949
591/4	0.125	50	50	3/16	3/16	6/8	1	1	1/32	1/32	1		-4	80		940
1183/8	0.125	50	50	7/32	7/32	6/8	1	1	1/32	1/32	1		-5	85		941
148	0.5	50	50	1/4	1/4	6/8	4	2	1/8	1/8	1		-4	44		968
148	0.5	50	50	1/4	1/4	6/8	4	1	1/8	1/8	1		-6	54		963
148	0.25	50	50	1/4	1/4	6/8	2	1	1/16	1/16	1		-3	63		950
148	0.5	50	50	1/4	1/4	6/8	1	1	1/8	1/8	1		0	84		942
593/4	0.25	50	50	5/16	5/16	6/8	2	1	1/16	1/16	1		-4	68		951
297/2	0.25	50	50	3/8	3/8	6/8	4	1	1/16	1/16	1		-1	41		964
595/4	0.25	50	50	7/16	7/16	6/8	4	1	1/16	1/16	1	1	-1	53		965
595/4	0.25	50	50	7/16	7/16	6/8	3	1	1/16	1/16	1	1	-4	56		958
595/4	0.25	50	50	7/16	7/16	6/8	1	1	1/16	1/16	1		-2	82		943
149	1.0	50	50	1/2	1/2	6/8	4	1	1/4	1/4	1	-1	-1	53		966
149	1.0	50	50	1/2	1/2	6/8	3	1	1/4	1/4	1	-1	-4	56		959
149	0.25	50	50	1/2	1/2	6/8	2	1	1/16	1/16	1		-5	61		952
149	0.25	50	50	1/2	1/2	6/8	1	1	1/16	1/16	1		-4	80		944
597/4	0.25	50	50	9/16	9/16	6/8	2	1	1/16	1/16	1		-1	65		953
597/4	0.125	50	50	9/16	9/16	6/8	1	1	1/32	1/32	1		-4	80		945
1195/8	0.125	50	50	19/32	19/32	6/8	1	1	1/32	1/32	1		-3	87		946
299/2	0.25	50	50	5/8	5/8	6/8	2	1	1/16	1/16	1		-4	68		954
299/2	0.5	50	50	5/8	5/8	6/8	1	1	1/8	1/8	1		-5	85		947
599/4	0.25	50	50	11/16	11/16	6/8	2	1	1/16	1/16	1		-5	73		955
150	0.25	51	51	0	0	6/8	4	1	1/16	1/16	1		-1	41		992
601/4	0.25	51	51	1/16	1/16	6/8	4	1	1/16	1/16	1	1	-1	53		993
601/4	0.25	51	51	1/16	1/16	6/8	3	1	1/16	1/16	1	1	-4	56		988
601/4	0.25	51	51	1/16	1/16	6/8	1	1	1/16	1/16	1		-2	82		969
301/2	1.0	51	51	1/8	1/8	6/8	4	1	1/4	1/4	1	-1	-1	53		994
301/2	1.0	51	51	1/8	1/8	6/8	3	1	1/4	1/4	1	-1	-4	56		989
301/2	0.25	51	51	1/8	1/8	6/8	2	1	1/16	1/16	1		2	62		980
301/2	0.25	51	51	1/8	1/8	6/8	1	1	1/16	1/16	1		-4	80		970
603/4	0.25	51	51	3/16	3/16	6/8	2	1	1/16	1/16	1		-1	65		981
603/4	0.125	51	51	3/16	3/16	6/8	1	1	1/32	1/32	1		-4	80		971
1207/8	0.125	51	51	7/32	7/32	6/8	1	1	1/32	1/32	1		-3	87		972
151	0.25	51	51	1/4	1/4	6/8	2	1	1/16	1/16	1		-4	68		982
151	0.5	51	51	1/4	1/4	6/8	1	1	1/8	1/8	1	1	2	86		973
605/4	0.25	51	51	5/16	5/16	6/8	2	1	1/16	1/16	1		-7	71		983
303/2	0.25	51	51	3/8	3/8	6/8	4	1	1/16	1/16	1		-6	42		995
303/2	1.0	51	51	3/8	3/8	6/8	4	2	1/4	1/4	1	1	-6	42		1000
303/2	0.25	51	51	3/8	3/8	6/8	1	1	1/16	1/16	1	-1	2	86		974
607/4	0.25	51	51	7/16	7/16	6/8	4	1	1/16	1/16	1	1	-6	54		996
607/4	0.25	51	51	7/16	7/16	6/8	3	1	1/16	1/16	1	1	-2	58		990
607/4	0.25	51	51	7/16	7/16	6/8	1	1	1/16	1/16	1		-3	87		975
152	0.5	51	51	1/2	1/2	6/8	4	1	1/8	1/8	1	0	-6	54		997
152	1.0	51	51	1/2	1/2	6/8	3	1	1/4	1/4	1	-1	-2	58		991
152	0.25	51	51	1/2	1/2	6/8	2	1	1/16	1/16	1		-3	63		984
152	0.25	51	51	1/2	1/2	6/8	1	1	1/16	1/16	1		-1	89		976
609/4	0.25	51	51	9/16	9/16	6/8	2	1	1/16	1/16	1		-6	66		985
609/4	0.25	51	51	9/16	9/16	6/8	1	1	1/16	1/16	1		-6	90		977
305/2	0.25	51	51	5/8	5/8	6/8	4	2	1/16	1/16	1	-1	-6	42		1001
305/2	0.25	51	51	5/8	5/8	6/8	4	1	1/16	1/16	1	-1	-6	54		998
305/2	0.25	51	51	5/8	5/8	6/8	2	1	1/16	1/16	1		-2	70		986
305/2	0.25	51	51	5/8	5/8	6/8	1	1	1/16	1/16	1		-4	92		978
611/4	0.25	51	51	11/16	11/16	6/8	4	2	1/16	1/16	1		1	43		1002
611/4	0.25	51	51	11/16	11/16	6/8	4	1	1/16	1/16	1		1	55		999
611/4	0.25	51	51	11/16	11/16	6/8	2	1	1/16	1/16	1		-2	70		987
611/4	0.25	51	51	11/16	11/16	6/8	1	1	1/16	1/16	1		-2	94		979
153	0.25	52	52	0	0	6/8	4	1	1/16	1/16	1		-4	44		1027
153	1.0	52	52	0	0	6/8	4	2	1/4	1/4	1		-4	44		1036
153	0.25	52	52	0	0	6/8	1	1	1/16	1/16	1		-2	94		1003
613/4	0.25	52	52	1/16	1/16	6/8	4	1	1/16	1/16	1	1	-1	53		1028
613/4	0.25	52	52	1/16	1/16	6/8	1	1	1/16	1/16	1		-2	58		1004
613/4	0.25	52	52	1/16	1/16	6/8	3	1	1/16	1/16	1	1	-1	65		1020
307/2	0.5	52	52	1/8	1/8	6/8	4	1	1/8	1/8	1	-1	-1	53		1029
307/2	0.25	52	52	1/8	1/8	6/8	1	1	1/16	1/16	1		-4	56		1005
307/2	0.25	52	52	1/8	1/8	6/8	3	1	1/16	1/16	1	-1	-1	65		1021
307/2	0.25	52	52	1/8	1/8	6/8	2	1	1/16	1/16	1		-4	68		1014
615/4	0.125	52	52	3/16	3/16	6/8	1	1	1/32	1/32	1		-4	56		1006
615/4	0.25	52	52	3/16	3/16	6/8	3	1	1/16	1/16	1	1	-4	56		1022
615/4	0.25	52	52	3/16	3/16	6/8	2	1	1/16	1/16	1		-5	73		1015
1231/8	0.125	52	52	7/32	7/32	6/8	1	1	1/32	1/32	1		-5	61		1007
154	0.5	52	52	1/4	1/4	6/8	4	2	1/8	1/8	1		-4	44		1037
154	0.5	52	52	1/4	1/4	6/8	4	1	1/8	1/8	1		-6	54		1030
154	0.5	52	52	1/4	1/4	6/8	3	1	1/8	1/8	1	-1	-4	56		1023
154	0.5	52	52	1/4	1/4	6/8	1	1	1/8	1/8	1		0	60		1008
154	0.25	52	52	1/4	1/4	6/8	2	1	1/16	1/16	1		-1	77		1016
617/4	0.25	52	52	5/16	5/16	6/8	2	1	1/16	1/16	1		-3	75		1017
309/2	0.25	52	52	3/8	3/8	6/8	4	1	1/16	1/16	1		-5	37		1031
309/2	1.0	52	52	3/8	3/8	6/8	4	2	1/4	1/4	1		-5	37		1038
619/4	0.25	52	52	7/16	7/16	6/8	4	1	1/16	1/16	1	1	-5	49		1032
619/4	0.25	52	52	7/16	7/16	6/8	1	1	1/16	1/16	1		-3	63		1009
619/4	0.75	52	52	7/16	7/16	6/8	3	1	3/16	1/8	3/2		-1	65		1024
155	0.5	52	52	1/2	1/2	6/8	4	1	1/8	1/8	1	-1	-5	49		1033
155	0.25	52	52	1/2	1/2	6/8	1	1	1/16	1/16	1		-5	61		1010
155	0.25	52	52	1/2	1/2	6/8	2	1	1/16	1/16	1		-4	68		1018
621/4	0.125	52	52	9/16	9/16	6/8	1	1	1/32	1/32	1		-5	61		1011
621/4	0.75	52	52	9/16	9/16	6/8	2	1	3/16	1/8	3/2		-5	73		1019
1243/8	0.125	52	52	19/32	19/32	6/8	1	1	1/32	1/32	1		-3	63		1012
311/2	0.25	52	52	5/8	5/8	6/8	4	1	1/16	1/16	1		-6	42		1034
311/2	0.5	52	52	5/8	5/8	6/8	1	1	1/8	1/8	1		-5	61		1013
311/2	0.25	52	52	5/8	5/8	6/8	3	1	1/16	1/16	1		-2	70		1025
623/4	0.25	52	52	11/16	11/16	6/8	4	1	1/16	1/16	1		-3	39		1035
623/4	0.25	52	52	11/16	11/16	6/8	3	1	1/16	1/16	1		-6	66		1026
156	0.25	53	53	0	0	6/8	4	1	1/16	1/16	1		-5	37		1059
156	1.0	53	53	0	0	6/8	4	2	1/4	1/4	1		-5	37		1069
625/4	0.25	53	53	1/16	1/16	6/8	4	1	1/16	1/16	1	1	-5	49		1060
625/4	0.75	53	53	1/16	1/16	6/8	3	1	3/16	1/8	3/2		-1	53		1053
625/4	0.25	53	53	1/16	1/16	6/8	1	1	1/16	1/16	1		-3	75		1039
313/2	0.5	53	53	1/8	1/8	6/8	4	1	1/8	1/8	1	-1	-5	49		1061
313/2	0.25	53	53	1/8	1/8	6/8	2	1	1/16	1/16	1		-4	56		1049
313/2	0.25	53	53	1/8	1/8	6/8	1	1	1/16	1/16	1		-5	73		1040
627/4	0.75	53	53	3/16	3/16	6/8	2	1	3/16	1/8	3/2		-5	61		1050
627/4	0.125	53	53	3/16	3/16	6/8	1	1	1/32	1/32	1		-5	73		1041
1255/8	0.125	53	53	7/32	7/32	6/8	1	1	1/32	1/32	1		-3	75		1042
157	0.25	53	53	1/4	1/4	6/8	4	1	1/16	1/16	1		-6	42		1062
157	0.25	53	53	1/4	1/4	6/8	3	1	1/16	1/16	1		-2	58		1054
157	0.5	53	53	1/4	1/4	6/8	1	1	1/8	1/8	1		-5	73		1043
629/4	0.25	53	53	5/16	5/16	6/8	4	1	1/16	1/16	1		-3	39		1063
629/4	0.25	53	53	5/16	5/16	6/8	3	1	1/16	1/16	1		-6	54		1055
315/2	0.25	53	53	3/8	3/8	6/8	4	1	1/16	1/16	1		-5	37		1064
315/2	1.0	53	53	3/8	3/8	6/8	4	2	1/4	1/4	1		-5	37		1070
631/4	0.25	53	53	7/16	7/16	6/8	4	1	1/16	1/16	1	1	-5	49		1065
631/4	0.75	53	53	7/16	7/16	6/8	3	1	3/16	1/8	3/2		-1	53		1056
631/4	0.25	53	53	7/16	7/16	6/8	1	1	1/16	1/16	1		-3	87		1044
158	0.5	53	53	1/2	1/2	6/8	4	1	1/8	1/8	1	-1	-5	49		1066
158	0.25	53	53	1/2	1/2	6/8	2	1	1/16	1/16	1		-4	56		1051
158	0.25	53	53	1/2	1/2	6/8	1	1	1/16	1/16	1		-5	85		1045
633/4	0.75	53	53	9/16	9/16	6/8	2	1	3/16	1/8	3/2		-5	61		1052
633/4	0.125	53	53	9/16	9/16	6/8	1	1	1/32	1/32	1		-5	85		1046
1267/8	0.125	53	53	19/32	19/32	6/8	1	1	1/32	1/32	1		-3	87		1047
317/2	0.25	53	53	5/8	5/8	6/8	4	1	1/16	1/16	1		-6	42		1067
317/2	0.25	53	53	5/8	5/8	6/8	3	1	1/16	1/16	1		-2	58		1057
317/2	0.5	53	53	5/8	5/8	6/8	1	1	1/8	1/8	1	1	-5	85		1048
635/4	0.25	53	53	11/16	11/16	6/8	4	1	1/16	1/16	1		-3	39		1068
635/4	0.25	53	53	11/16	11/16	6/8	3	1	1/16	1/16	1		-6	54		1058
159	0.25	54	54	0	0	6/8	4	1	1/16	1/16	1		-5	37		1089
159	1.0	54	54	0	0	6/8	4	2	1/4	1/4	1		-5	37		1093
159	0.75	54	54	0	0	6/8	1	1	3/16	1/8	3/2	-1	-5	85		1071
637/4	0.25	54	54	1/16	1/16	6/8	4	1	1/16	1/16	1	1	-5	49		1090
637/4	0.75	54	54	1/16	1/16	6/8	3	1	3/16	1/8	3/2	1	-1	53		1086
319/2	1.0	54	54	1/8	1/8	6/8	4	1	1/4	1/4	1	0	-5	49		1091
319/2	0.25	54	54	1/8	1/8	6/8	2	1	1/16	1/16	1		-4	56		1081
639/4	0.25	54	54	3/16	3/16	6/8	2	1	1/16	1/16	1		-5	61		1082
639/4	0.125	54	54	3/16	3/16	6/8	1	1	1/32	1/32	1		-5	85		1072
1279/8	0.125	54	54	7/32	7/32	6/8	1	1	1/32	1/32	1		-3	87		1073
160	0.5	54	54	1/4	1/4	6/8	3	1	1/8	1/8	1	0	-1	53		1087
160	0.25	54	54	1/4	1/4	6/8	2	1	1/16	1/16	1		-1	65		1083
160	0.25	54	54	1/4	1/4	6/8	1	1	1/16	1/16	1		-5	85		1074
641/4	0.25	54	54	5/16	5/16	6/8	2	1	1/16	1/16	1		-4	68		1084
641/4	0.125	54	54	5/16	5/16	6/8	1	1	1/32	1/32	1		-4	80		1075
1283/8	0.125	54	54	11/32	11/32	6/8	1	1	1/32	1/32	1		-2	82		1076
321/2	1.5	54	54	3/8	3/8	6/8	4	2	3/8	1/4	3/2		-5	37		1094
321/2	1.5	54	54	3/8	3/8	6/8	4	1	3/8	1/4	3/2	-1	-5	49		1092
321/2	1.5	54	54	3/8	3/8	6/8	3	1	3/8	1/4	3/2	-1	-1	53		1088
321/2	1.5	54	54	3/8	3/8	6/8	2	1	3/8	1/4	3/2		-1	65		1085
321/2	1.5	54	54	3/8	3/8	6/8	2	1	3/8	1/4	3/2		-5	73		1085
321/2	0.25	54	54	3/8	3/8	6/8	1	1	1/16	1/16	1		-4	80		1077
643/4	0.125	54	54	7/16	7/16	6/8	1	1	1/32	1/32	1		-1	77		1078
1287/8	0.125	54	54	15/32	15/32	6/8	1	1	1/32	1/32	1		-6	78		1079
161	1.0	54	54	1/2	1/2	6/8	1	1	1/4	1/4	1		-1	77		1080
