mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	1	1	1.0	1/4	1/4	2/4	2	1	1/4			1/4	1	1	0	60	C4	4	0
2	1	2	2	1.0	0	0	2/4	3	1	1/4			1/4	1		-1	53	F3	3	7
2	1	2	2	2.0	0	0	2/4	2	1	1/2			1/2	1	0	0	60	C4	4	6
2	1	2	2	0.5	0	0	2/4	1	1	1/8			1/8	1		0	72	C5	5	1
2	1	5/2	5/2	0.375	1/8	1/8	2/4	1	1	3/32			1/16	3/2		-3	75	Eb5	5	2
2	1	23/8	23/8	0.125	7/32	7/32	2/4	1	1	1/32			1/32	1		-5	73	Db5	5	3
2	1	3	3	1.0	1/4	1/4	2/4	4	1	1/4			1/4	1	1	0	48	C3	3	9
2	1	3	3	1.0	1/4	1/4	2/4	3	1	1/4			1/4	1		1	55	G3	3	8
2	1	3	3	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		-1	65	F4	4	4
2	1	7/2	7/2	0.5	3/8	3/8	2/4	1	1	1/8			1/8	1		4	64	E4	4	5
3	2	4	4	0.5	0	0	2/4	4	1	1/8			1/8	1	-1	0	48	C3	3	23
3	2	4	4	0.5	0	0	2/4	3	1	1/8			1/8	1		-4	56	Ab3	3	19
3	2	4	4	0.5	0	0	2/4	2	1	1/8			1/8	1	-1	0	60	C4	4	15
3	2	4	4	0.5	0	0	2/4	1	1	1/8			1/8	1		-1	65	F4	4	10
3	2	9/2	9/2	0.5	1/8	1/8	2/4	4	1	1/8			1/8	1		0	48	C3	3	24
3	2	9/2	9/2	0.5	1/8	1/8	2/4	3	1	1/8			1/8	1		4	52	E3	3	20
3	2	9/2	9/2	0.5	1/8	1/8	2/4	2	1	1/8			1/8	1	1	0	60	C4	4	16
3	2	9/2	9/2	0.375	1/8	1/8	2/4	1	1	3/32			1/16	3/2		0	72	C5	5	11
3	2	39/8	39/8	0.125	7/32	7/32	2/4	1	1	1/32			1/32	1		1	67	G4	4	12
3	2	5	5	0.5	1/4	1/4	2/4	4	1	1/8			1/8	1		-1	41	F2	2	25
3	2	5	5	0.5	1/4	1/4	2/4	3	1	1/8			1/8	1		1	55	G3	3	21
3	2	5	5	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1	-1	0	60	C4	4	17
3	2	5	5	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		-2	70	Bb4	4	13
3	2	11/2	11/2	0.25	3/8	3/8	2/4	3	1	1/16			1/16	1		-1	53	F3	3	22
3	2	11/2	11/2	0.5	3/8	3/8	2/4	4	1	1/8			1/8	1	1	-1	53	F3	3	26
3	2	11/2	11/2	0.25	3/8	3/8	2/4	2	1	1/16			1/16	1		0	60	C4	4	18
3	2	11/2	11/2	0.25	3/8	3/8	2/4	1	1	1/16			1/16	1		-4	68	Ab4	4	14
4	3	6	6	0.5	0	0	2/4	4	1	1/8			1/8	1	-1	-1	53	F3	3	42
4	3	6	6	0.5	0	0	2/4	3	1	1/8			1/8	1		-4	56	Ab3	3	37
4	3	6	6	0.875	0	0	2/4	1	1	7/32			1/8	7/4		0	72	C5	5	27
4	3	13/2	13/2	0.5	1/8	1/8	2/4	4	1	1/8			1/8	1		-4	56	Ab3	3	43
4	3	13/2	13/2	0.5	1/8	1/8	2/4	3	1	1/8			1/8	1		0	60	C4	4	38
4	3	13/2	13/2	0.5	1/8	1/8	2/4	2	1	1/8			1/8	1		-1	65	F4	4	34
4	3	55/8	55/8	0.125	7/32	7/32	2/4	1	1	1/32			1/32	1		-1	77	F5	5	28
4	3	7	7	0.75	1/4	1/4	2/4	4	1	3/16			1/8	3/2		1	55	G3	3	44
4	3	7	7	0.5	1/4	1/4	2/4	3	1	1/8			1/8	1		-5	61	Db4	4	39
4	3	7	7	0.75	1/4	1/4	2/4	2	1	3/16			1/8	3/2		-2	70	Bb4	4	35
4	3	7	7	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		-1	77	F5	5	29
4	3	15/2	15/2	0.25	3/8	3/8	2/4	3	1	1/16			1/16	1		0	60	C4	4	40
4	3	15/2	15/2	0.25	3/8	3/8	2/4	1	1	1/16			1/16	1		4	76	E5	5	30
4	3	31/4	31/4	0.0	7/16	7/16	2/4	1	1	0	grace16after		1/16	1		-1	77	F5	5	31
4	3	31/4	31/4	0.0	7/16	7/16	2/4	1	1	0	grace16after		1/16	1		4	76	E5	5	32
4	3	31/4	31/4	0.25	7/16	7/16	2/4	4	1	1/16			1/16	1		-1	53	F3	3	45
4	3	31/4	31/4	0.25	7/16	7/16	2/4	3	1	1/16			1/16	1		0	60	C4	4	41
4	3	31/4	31/4	0.25	7/16	7/16	2/4	2	1	1/16			1/16	1		-4	68	Ab4	4	36
4	3	31/4	31/4	0.25	7/16	7/16	2/4	1	1	1/16			1/16	1		-1	77	F5	5	33
5	4	8	8	0.25	0	0	2/4	4	1	1/16			1/16	1		4	52	E3	3	64
5	4	8	8	0.25	0	0	2/4	3	1	1/16			1/16	1		0	60	C4	4	58
5	4	8	8	0.25	0	0	2/4	2	1	1/16			1/16	1		1	67	G4	4	52
5	4	8	8	0.25	0	0	2/4	1	1	1/16			1/16	1		1	79	G5	5	46
5	4	33/4	33/4	0.25	1/16	1/16	2/4	4	1	1/16			1/16	1		0	48	C3	3	65
5	4	33/4	33/4	0.25	1/16	1/16	2/4	3	1	1/16			1/16	1		1	67	G4	4	59
5	4	33/4	33/4	0.25	1/16	1/16	2/4	2	1	1/16			1/16	1		-2	70	Bb4	4	53
5	4	33/4	33/4	0.25	1/16	1/16	2/4	1	1	1/16			1/16	1		0	72	C5	5	47
5	4	17/2	17/2	0.25	1/8	1/8	2/4	4	1	1/16			1/16	1		-1	53	F3	3	66
5	4	17/2	17/2	0.25	1/8	1/8	2/4	3	1	1/16			1/16	1		-1	65	F4	4	60
5	4	17/2	17/2	0.25	1/8	1/8	2/4	2	1	1/16			1/16	1		-4	68	Ab4	4	54
5	4	17/2	17/2	0.25	1/8	1/8	2/4	1	1	1/16			1/16	1		0	72	C5	5	48
5	4	35/4	35/4	0.25	3/16	3/16	2/4	4	1	1/16			1/16	1		-4	56	Ab3	3	67
5	4	35/4	35/4	0.25	3/16	3/16	2/4	3	1	1/16			1/16	1		-1	65	F4	4	61
5	4	35/4	35/4	0.25	3/16	3/16	2/4	2	1	1/16			1/16	1		-4	68	Ab4	4	55
5	4	35/4	35/4	0.25	3/16	3/16	2/4	1	1	1/16			1/16	1		5	71	B4	4	49
5	4	9	9	1.0	1/4	1/4	2/4	4	1	1/4			1/4	1		0	60	C4	4	68
5	4	9	9	0.5	1/4	1/4	2/4	3	1	1/8			1/8	1		-1	65	F4	4	62
5	4	9	9	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		-4	68	Ab4	4	56
5	4	9	9	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		5	71	B4	4	50
5	4	19/2	19/2	0.5	3/8	3/8	2/4	3	1	1/8			1/8	1		4	64	E4	4	63
5	4	19/2	19/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		1	67	G4	4	57
5	4	19/2	19/2	0.5	3/8	3/8	2/4	1	1	1/8			1/8	1		0	72	C5	5	51
6	5	10	10	0.5	0	0	2/4	4	1	1/8			1/8	1		-2	58	Bb3	3	81
6	5	10	10	1.0	0	0	2/4	3	1	1/4			1/4	1		-3	63	Eb4	4	77
6	5	10	10	1.0	0	0	2/4	2	1	1/4			1/4	1		1	67	G4	4	74
6	5	10	10	0.5	0	0	2/4	1	1	1/8			1/8	1		-5	73	Db5	5	69
6	5	21/2	21/2	0.5	1/8	1/8	2/4	4	1	1/8			1/8	1		-5	61	Db4	4	82
6	5	21/2	21/2	0.375	1/8	1/8	2/4	1	1	3/32			1/16	3/2		-2	70	Bb4	4	70
6	5	87/8	87/8	0.125	7/32	7/32	2/4	1	1	1/32			1/32	1		-3	75	Eb5	5	71
6	5	11	11	0.75	1/4	1/4	2/4	4	1	3/16			1/8	3/2		0	60	C4	4	83
6	5	11	11	0.5	1/4	1/4	2/4	3	1	1/8			1/8	1		-3	63	Eb4	4	78
6	5	11	11	0.75	1/4	1/4	2/4	2	1	3/16			1/8	3/2		-4	68	Ab4	4	75
6	5	11	11	0.75	1/4	1/4	2/4	1	1	3/16			1/8	3/2		-3	75	Eb5	5	72
6	5	23/2	23/2	0.375	3/8	3/8	2/4	3	1	3/32			1/16	3/2		-4	68	Ab4	4	79
6	5	47/4	47/4	0.25	7/16	7/16	2/4	4	1	1/16			1/16	1		-4	56	Ab3	3	84
6	5	47/4	47/4	0.25	7/16	7/16	2/4	2	1	1/16			1/16	1		0	60	C4	4	76
6	5	47/4	47/4	0.25	7/16	7/16	2/4	1	1	1/16			1/16	1		0	72	C5	5	73
6	5	95/8	95/8	0.125	15/32	15/32	2/4	3	1	1/32			1/32	1		-3	63	Eb4	4	80
7	6	12	12	0.5	0	0	2/4	2	1	1/8			1/8	1		1	55	G3	3	91
7	6	12	12	0.5	0	0	2/4	4	1	1/8			1/8	1		-2	58	Bb3	3	99
7	6	12	12	1.0	0	0	2/4	3	1	1/4			1/4	1		-3	63	Eb4	4	95
7	6	12	12	0.25	0	0	2/4	1	1	1/16			1/16	1		-3	75	Eb5	5	85
7	6	49/4	49/4	0.25	1/16	1/16	2/4	1	1	1/16			1/16	1		-5	73	Db5	5	86
7	6	25/2	25/2	0.5	1/8	1/8	2/4	4	1	1/8			1/8	1		-5	61	Db4	4	100
7	6	25/2	25/2	0.5	1/8	1/8	2/4	2	1	1/8			1/8	1		1	67	G4	4	92
7	6	25/2	25/2	0.375	1/8	1/8	2/4	1	1	3/32			1/16	3/2		-2	70	Bb4	4	87
7	6	103/8	103/8	0.125	7/32	7/32	2/4	1	1	1/32			1/32	1		-3	75	Eb5	5	88
7	6	13	13	0.75	1/4	1/4	2/4	4	1	3/16			1/8	3/2		0	60	C4	4	101
7	6	13	13	0.5	1/4	1/4	2/4	3	1	1/8			1/8	1		-3	63	Eb4	4	96
7	6	13	13	0.75	1/4	1/4	2/4	2	1	3/16			1/8	3/2		-4	68	Ab4	4	93
7	6	13	13	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1	1	-3	75	Eb5	5	89
7	6	27/2	27/2	0.375	3/8	3/8	2/4	3	1	3/32			1/16	3/2		-4	68	Ab4	4	97
7	6	27/2	27/2	0.5	3/8	3/8	2/4	1	1	1/8			1/8	1	-1	-3	75	Eb5	5	90
7	6	55/4	55/4	0.25	7/16	7/16	2/4	4	1	1/16			1/16	1		-4	56	Ab3	3	102
7	6	55/4	55/4	0.25	7/16	7/16	2/4	2	1	1/16			1/16	1		0	72	C5	5	94
7	6	111/8	111/8	0.125	15/32	15/32	2/4	3	1	1/32			1/32	1		0	60	C4	4	98
8	7	14	14	1.0	0	0	2/4	4	1	1/4			1/4	1		1	55	G3	3	112
8	7	14	14	1.0	0	0	2/4	3	1	1/4			1/4	1		-2	58	Bb3	3	109
8	7	14	14	1.0	0	0	2/4	2	1	1/4			1/4	1		0	60	C4	4	106
8	7	14	14	1.0	0	0	2/4	2	1	1/4			1/4	1		4	64	E4	4	106
8	7	14	14	1.0	0	0	2/4	1	1	1/4			1/4	1		0	72	C5	5	103
8	7	14	14	1.0	0	0	2/4	1	1	1/4			1/4	1		4	76	E5	5	103
8	7	15	15	0.875	1/4	1/4	2/4	4	1	7/32			1/8	7/4		-1	53	F3	3	113
8	7	15	15	0.875	1/4	1/4	2/4	3	1	7/32			1/8	7/4		-4	56	Ab3	3	110
8	7	15	15	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		0	60	C4	4	107
8	7	15	15	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		-1	65	F4	4	107
8	7	15	15	0.875	1/4	1/4	2/4	1	1	7/32			1/8	7/4		0	72	C5	5	104
8	7	15	15	0.875	1/4	1/4	2/4	1	1	7/32			1/8	7/4		-1	77	F5	5	104
8	7	31/2	31/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		-4	68	Ab4	4	108
8	7	127/8	127/8	0.125	15/32	15/32	2/4	4	1	1/32			1/32	1		-5	49	Db3	3	114
8	7	127/8	127/8	0.125	15/32	15/32	2/4	3	1	1/32			1/32	1		-1	53	F3	3	111
8	7	127/8	127/8	0.125	15/32	15/32	2/4	1	1	1/32			1/32	1		-1	65	F4	4	105
9	8	16	16	0.5	0	0	2/4	4	1	1/8			1/8	1		-2	46	Bb2	2	130
9	8	16	16	0.5	0	0	2/4	3	1	1/8			1/8	1		-1	65	F4	4	124
9	8	16	16	0.5	0	0	2/4	2	1	1/8			1/8	1		-2	70	Bb4	4	118
9	8	16	16	0.5	0	0	2/4	1	1	1/8			1/8	1		-5	73	Db5	5	115
9	8	33/2	33/2	0.5	1/8	1/8	2/4	4	1	1/8			1/8	1		0	48	C3	3	131
9	8	33/2	33/2	0.5	1/8	1/8	2/4	3	1	1/8			1/8	1		4	64	E4	4	125
9	8	33/2	33/2	0.5	1/8	1/8	2/4	2	1	1/8			1/8	1		1	67	G4	4	119
9	8	33/2	33/2	0.5	1/8	1/8	2/4	1	1	1/8			1/8	1		0	72	C5	5	116
9	8	17	17	0.75	1/4	1/4	2/4	4	1	3/16			1/8	3/2		0	48	C3	3	132
9	8	17	17	0.25	1/4	1/4	2/4	3	1	1/16			1/16	1		4	64	E4	4	126
9	8	17	17	0.25	1/4	1/4	2/4	2	1	1/16			1/16	1		1	67	G4	4	120
9	8	17	17	1.0	1/4	1/4	2/4	1	1	1/4			1/4	1	1	0	72	C5	5	117
9	8	69/4	69/4	0.25	5/16	5/16	2/4	3	1	1/16			1/16	1		-2	58	Bb3	3	127
9	8	69/4	69/4	0.25	5/16	5/16	2/4	2	1	1/16			1/16	1		4	64	E4	4	121
9	8	35/2	35/2	0.25	3/8	3/8	2/4	3	1	1/16			1/16	1		-4	56	Ab3	3	128
9	8	35/2	35/2	0.25	3/8	3/8	2/4	2	1	1/16			1/16	1		-1	65	F4	4	122
9	8	71/4	71/4	0.25	7/16	7/16	2/4	3	1	1/16			1/16	1		4	52	E3	3	129
9	8	71/4	71/4	0.25	7/16	7/16	2/4	4	1	1/16			1/16	1		0	60	C4	4	133
9	8	71/4	71/4	0.25	7/16	7/16	2/4	2	1	1/16			1/16	1		-2	70	Bb4	4	123
10	9	18	18	1.0	0	0	2/4	3	1	1/4			1/4	1		-1	53	F3	3	141
10	9	18	18	0.5	0	0	2/4	4	1	1/8			1/8	1		0	60	C4	4	143
