quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
	0.5	7	7	0	0	6/8	4	1	1/8		1/8	1		3	45	1	63
	1.0	7	7	0	0	6/8	3	1	1/4		1/4	1		0	48	1	62
	1.0	7	7	0	0	6/8	2	1	1/4		1/4	1		0	60	1	61
	1.0	7	7	0	0	6/8	1	1	1/4		1/4	1		3	69	1	60
	0.5	7	7	1/8	1/8	6/8	4	1	1/8		1/8	1		5	47	1	64
	0.5	7	7	1/4	1/4	6/8	4	1	1/8		1/8	1		3	45	1	65
	0.5	7	7	3/8	3/8	6/8	4	1	1/8		1/8	1		8	44	1	66
	0.5	7	7	1/2	1/2	6/8	4	1	1/8		1/8	1		3	45	1	67
	0.5	7	7	5/8	5/8	6/8	4	1	1/8		1/8	1		1	43	1	68
12	0.5	8	8	0	0	6/8	4	1	1/8		1/8	1		-1	41		69
25/2	0.5	8	8	1/8	1/8	6/8	4	1	1/8		1/8	1		1	43		70
13	0.5	8	8	1/4	1/4	6/8	4	1	1/8		1/8	1		-1	41		71
27/2	0.5	8	8	3/8	3/8	6/8	4	1	1/8		1/8	1		4	40		72
14	0.5	8	8	1/2	1/2	6/8	4	1	1/8		1/8	1		-1	41		73
29/2	0.5	8	8	5/8	5/8	6/8	4	1	1/8		1/8	1		2	38		74
15	1.0	9	9	0	0	6/8	4	1	1/4		1/4	1		0	36		88
16	0.5	9	9	1/4	1/4	6/8	1	1	1/8		1/8	1		0	60		75
16	0.5	9	9	1/4	1/4	6/8	2	1	1/8		1/8	1	1	0	60		79
16	0.5	9	9	1/4	1/4	6/8	3	1	1/8		1/8	1		0	60		84
33/2	1.0	9	9	3/8	3/8	6/8	4	1	1/4		1/4	1		0	48		89
33/2	0.5	9	9	3/8	3/8	6/8	3	1	1/8		1/8	1		-2	58		85
33/2	1.5	9	9	3/8	3/8	6/8	2	1	3/8		1/4	3/2	0	0	60		80
33/2	0.5	9	9	3/8	3/8	6/8	2	2	1/8		1/8	1		4	64		81
33/2	0.5	9	9	3/8	3/8	6/8	1	1	1/8		1/8	1		1	67		76
17	0.5	9	9	1/2	1/2	6/8	3	1	1/8		1/8	1		3	57		86
17	0.5	9	9	1/2	1/2	6/8	2	2	1/8		1/8	1		-1	65		82
17	0.5	9	9	1/2	1/2	6/8	1	1	1/8		1/8	1		3	69		77
35/2	0.5	9	9	5/8	5/8	6/8	3	1	1/8		1/8	1		4	52		87
35/2	0.5	9	9	5/8	5/8	6/8	2	2	1/8		1/8	1		1	67		83
35/2	0.5	9	9	5/8	5/8	6/8	1	1	1/8		1/8	1		-2	70		78
18	1.0	10	10	0	0	6/8	4	1	1/4		1/4	1		-1	41		110
18	0.5	10	10	0	0	6/8	3	1	1/8		1/8	1		4	52		104
18	1.5	10	10	0	0	6/8	2	1	3/8		1/4	3/2	-1	0	60		97
18	0.5	10	10	0	0	6/8	2	2	1/8		1/8	1		1	67		101
18	0.5	10	10	0	0	6/8	1	1	1/8		1/8	1		-2	70		90
37/2	0.5	10	10	1/8	1/8	6/8	3	1	1/8		1/8	1		-1	53		105
37/2	0.5	10	10	1/8	1/8	6/8	2	2	1/8		1/8	1		-1	65		102
37/2	0.5	10	10	1/8	1/8	6/8	1	1	1/8		1/8	1		3	69		91
19	0.5	10	10	1/4	1/4	6/8	3	1	1/8		1/8	1		-1	53		106
19	0.5	10	10	1/4	1/4	6/8	2	2	1/8		1/8	1		-1	65		103
19	0.5	10	10	1/4	1/4	6/8	1	1	1/8		1/8	1		3	69		92
39/2	1.0	10	10	3/8	3/8	6/8	4	1	1/4		1/4	1		3	45		111
39/2	0.5	10	10	3/8	3/8	6/8	3	1	1/8		1/8	1		1	55		107
39/2	0.5	10	10	3/8	3/8	6/8	2	1	1/8		1/8	1		7	61		98
39/2	0.5	10	10	3/8	3/8	6/8	1	3	1/8		1/8	1		4	64		94
39/2	1.5	10	10	3/8	3/8	6/8	1	1	3/8		1/4	3/2	1	3	69		93
20	0.5	10	10	1/2	1/2	6/8	3	1	1/8		1/8	1		-1	53		108
20	0.5	10	10	1/2	1/2	6/8	2	1	1/8		1/8	1		2	62		99
20	0.5	10	10	1/2	1/2	6/8	1	3	1/8		1/8	1		-1	65		95
41/2	0.5	10	10	5/8	5/8	6/8	3	1	1/8		1/8	1		7	49		109
41/2	0.5	10	10	5/8	5/8	6/8	2	1	1/8		1/8	1		4	64		100
41/2	0.5	10	10	5/8	5/8	6/8	1	3	1/8		1/8	1	1	1	67		96
21	1.0	11	11	0	0	6/8	4	1	1/4		1/4	1		2	38		129
21	0.5	11	11	0	0	6/8	3	1	1/8		1/8	1		7	49		123
21	0.5	11	11	0	0	6/8	2	1	1/8		1/8	1		4	64		119
21	0.5	11	11	0	0	6/8	1	3	1/8		1/8	1	-1	1	67		117
21	1.0	11	11	0	0	6/8	1	1	1/4		1/4	1	-1	3	69		112
43/2	0.5	11	11	1/8	1/8	6/8	3	1	1/8		1/8	1		2	50		124
43/2	0.5	11	11	1/8	1/8	6/8	2	1	1/8		1/8	1		2	62		120
43/2	0.5	11	11	1/8	1/8	6/8	1	3	1/8		1/8	1		-1	65		118
22	0.5	11	11	1/4	1/4	6/8	3	1	1/8		1/8	1		3	57		125
22	0.5	11	11	1/4	1/4	6/8	1	1	1/8		1/8	1		3	69		113
22	0.5	11	11	1/4	1/4	6/8	2	1	1/8		1/8	1	1	3	69		121
45/2	1.0	11	11	3/8	3/8	6/8	4	1	1/4		1/4	1		2	50		130
45/2	0.5	11	11	3/8	3/8	6/8	3	1	1/8		1/8	1		-1	65		126
45/2	1.5	11	11	3/8	3/8	6/8	2	1	3/8		1/4	3/2	0	3	69		122
45/2	0.5	11	11	3/8	3/8	6/8	1	1	1/8		1/8	1		2	74		114
23	0.5	11	11	1/2	1/2	6/8	3	1	1/8		1/8	1		4	64		127
23	0.5	11	11	1/2	1/2	6/8	1	1	1/8		1/8	1		4	76		115
47/2	0.5	11	11	5/8	5/8	6/8	3	1	1/8		1/8	1		2	62		128
47/2	0.5	11	11	5/8	5/8	6/8	1	1	1/8		1/8	1		-1	77		116
24	1.0	12	12	0	0	6/8	4	1	1/4		1/4	1		3	45		147
24	0.5	12	12	0	0	6/8	3	1	1/8		1/8	1		7	61		141
24	1.5	12	12	0	0	6/8	2	1	3/8		1/4	3/2	-1	3	69		137
24	0.5	12	12	0	0	6/8	1	1	1/8		1/8	1		4	76		131
49/2	0.5	12	12	1/8	1/8	6/8	3	1	1/8		1/8	1		-2	58		142
49/2	0.5	12	12	1/8	1/8	6/8	1	1	1/8		1/8	1		2	74		132
25	0.5	12	12	1/4	1/4	6/8	3	1	1/8		1/8	1		3	57		143
25	0.5	12	12	1/4	1/4	6/8	1	1	1/8		1/8	1		7	73		133
51/2	1.0	12	12	3/8	3/8	6/8	4	1	1/4		1/4	1		3	45		148
51/2	0.5	12	12	3/8	3/8	6/8	3	1	1/8		1/8	1		1	55		144
51/2	0.5	12	12	3/8	3/8	6/8	2	1	1/8		1/8	1		7	61		138
51/2	0.5	12	12	3/8	3/8	6/8	1	1	1/8		1/8	1		-2	70		134
26	0.5	12	12	1/2	1/2	6/8	3	1	1/8		1/8	1		-1	53		145
26	0.5	12	12	1/2	1/2	6/8	2	1	1/8		1/8	1		2	62		139
26	0.5	12	12	1/2	1/2	6/8	1	1	1/8		1/8	1		3	69		135
53/2	0.5	12	12	5/8	5/8	6/8	3	1	1/8		1/8	1		4	52		146
53/2	0.5	12	12	5/8	5/8	6/8	2	1	1/8		1/8	1		4	64		140
53/2	0.5	12	12	5/8	5/8	6/8	1	1	1/8		1/8	1		1	67		136
27	1.0	13	13	0	0	6/8	4	1	1/4		1/4	1		2	38		163
27	0.5	13	13	0	0	6/8	3	1	1/8		1/8	1		2	50		157
27	1.5	13	13	0	0	6/8	2	1	3/8		1/4	3/2		3	57		153
27	0.5	13	13	0	0	6/8	1	1	1/8		1/8	1		-1	65		149
55/2	0.5	13	13	1/8	1/8	6/8	3	1	1/8		1/8	1		4	52		158
55/2	0.5	13	13	1/8	1/8	6/8	1	1	1/8		1/8	1		4	64		150
28	0.5	13	13	1/4	1/4	6/8	3	1	1/8		1/8	1		-1	53		159
28	0.5	13	13	1/4	1/4	6/8	1	1	1/8		1/8	1		2	62		151
57/2	1.5	13	13	3/8	3/8	6/8	4	1	3/8		1/4	3/2		4	52		164
57/2	0.5	13	13	3/8	3/8	6/8	3	1	1/8		1/8	1		5	59		160
57/2	0.5	13	13	3/8	3/8	6/8	2	1	1/8		1/8	1		2	62		154
57/2	1.5	13	13	3/8	3/8	6/8	1	1	3/8		1/4	3/2		8	68		152
29	0.5	13	13	1/2	1/2	6/8	3	1	1/8		1/8	1		0	60		161
29	0.5	13	13	1/2	1/2	6/8	2	1	1/8		1/8	1		4	64		155
59/2	0.5	13	13	5/8	5/8	6/8	3	1	1/8		1/8	1		2	62		162
59/2	0.5	13	13	5/8	5/8	6/8	2	1	1/8		1/8	1		-1	65		156
30	1.0	14	14	0	0	6/8	4	1	1/4		1/4	1		3	45		178
30	0.5	14	14	0	0	6/8	3	1	1/8		1/8	1		0	60		174
30	0.5	14	14	0	0	6/8	2	1	1/8		1/8	1		4	64		170
30	1.0	14	14	0	0	6/8	1	1	1/4		1/4	1		3	69		165
61/2	0.5	14	14	1/8	1/8	6/8	3	1	1/8		1/8	1		5	59		175
61/2	0.5	14	14	1/8	1/8	6/8	2	1	1/8		1/8	1		2	62		171
31	0.5	14	14	1/4	1/4	6/8	4	1	1/8		1/8	1		3	45		179
31	0.5	14	14	1/4	1/4	6/8	3	1	1/8		1/8	1		3	57		176
31	0.5	14	14	1/4	1/4	6/8	2	1	1/8		1/8	1		0	60		172
31	0.5	14	14	1/4	1/4	6/8	1	1	1/8		1/8	1		3	69		166
63/2	0.5	14	14	3/8	3/8	6/8	4	1	1/8		1/8	1		0	48		180
63/2	1.5	14	14	3/8	3/8	6/8	3	1	3/8		1/4	3/2		9	63		177
63/2	1.5	14	14	3/8	3/8	6/8	2	1	3/8		1/4	3/2		6	66		173
63/2	0.5	14	14	3/8	3/8	6/8	1	1	1/8		1/8	1		3	69		167
32	0.5	14	14	1/2	1/2	6/8	4	1	1/8		1/8	1		5	47		181
32	0.5	14	14	1/2	1/2	6/8	1	1	1/8		1/8	1		5	71		168
65/2	0.5	14	14	5/8	5/8	6/8	4	1	1/8		1/8	1		3	45		182
65/2	0.5	14	14	5/8	5/8	6/8	1	1	1/8		1/8	1		0	72		169
33	1.5	15	15	0	0	6/8	4	1	3/8		1/4	3/2		4	40		195
33	1.5	15	15	0	0	6/8	3	1	3/8		1/4	3/2		4	64		191
33	1.5	15	15	0	0	6/8	2	1	3/8		1/4	3/2		8	68		187
33	0.5	15	15	0	0	6/8	1	1	1/8		1/8	1		5	71		183
67/2	0.5	15	15	1/8	1/8	6/8	1	1	1/8		1/8	1		8	68		184
34	0.5	15	15	1/4	1/4	6/8	1	1	1/8		1/8	1		4	64		185
69/2	1.5	15	15	3/8	3/8	6/8	4	1	3/8		1/4	3/2		4	52		196
69/2	0.5	15	15	3/8	3/8	6/8	3	1	1/8		1/8	1		5	59		192
69/2	0.5	15	15	3/8	3/8	6/8	2	1	1/8		1/8	1		2	62		188
69/2	1.5	15	15	3/8	3/8	6/8	1	1	3/8		1/4	3/2		8	68		186
35	0.5	15	15	1/2	1/2	6/8	3	1	1/8		1/8	1		0	60		193
35	0.5	15	15	1/2	1/2	6/8	2	1	1/8		1/8	1		4	64		189
71/2	0.5	15	15	5/8	5/8	6/8	3	1	1/8		1/8	1		2	62		194
71/2	0.5	15	15	5/8	5/8	6/8	2	1	1/8		1/8	1		-1	65		190
36	1.0	16	16	0	0	6/8	4	1	1/4		1/4	1		3	45		210
36	0.5	16	16	0	0	6/8	3	1	1/8		1/8	1		0	60		206
36	0.5	16	16	0	0	6/8	2	1	1/8		1/8	1		4	64		202
36	1.0	16	16	0	0	6/8	1	1	1/4		1/4	1		3	69		197
73/2	0.5	16	16	1/8	1/8	6/8	3	1	1/8		1/8	1		5	59		207
73/2	0.5	16	16	1/8	1/8	6/8	2	1	1/8		1/8	1		2	62		203
37	0.5	16	16	1/4	1/4	6/8	4	1	1/8		1/8	1		3	45		211
37	0.5	16	16	1/4	1/4	6/8	3	1	1/8		1/8	1		3	57		208
37	0.5	16	16	1/4	1/4	6/8	2	1	1/8		1/8	1		0	60		204
37	0.5	16	16	1/4	1/4	6/8	1	1	1/8		1/8	1		3	69		198
75/2	0.5	16	16	3/8	3/8	6/8	4	1	1/8		1/8	1		0	48		212
75/2	1.5	16	16	3/8	3/8	6/8	3	1	3/8		1/4	3/2		9	63		209
75/2	1.5	16	16	3/8	3/8	6/8	2	1	3/8		1/4	3/2		6	66		205
75/2	0.5	16	16	3/8	3/8	6/8	1	1	1/8		1/8	1		3	69		199
38	0.5	16	16	1/2	1/2	6/8	4	1	1/8		1/8	1		5	47		213
38	0.5	16	16	1/2	1/2	6/8	1	1	1/8		1/8	1		5	71		200
77/2	0.5	16	16	5/8	5/8	6/8	4	1	1/8		1/8	1		3	45		214
77/2	0.5	16	16	5/8	5/8	6/8	1	1	1/8		1/8	1		0	72		201
39	1.5	17	17	0	0	6/8	4	1	3/8		1/4	3/2		4	40		225
39	1.5	17	17	0	0	6/8	3	1	3/8		1/4	3/2		4	64		223
39	1.5	17	17	0	0	6/8	2	1	3/8		1/4	3/2		8	68		221
39	0.5	17	17	0	0	6/8	1	1	1/8		1/8	1		5	71		215
79/2	0.5	17	17	1/8	1/8	6/8	1	1	1/8		1/8	1		8	68		216
40	0.5	17	17	1/4	1/4	6/8	1	1	1/8		1/8	1		4	64		217
81/2	0.5	17	17	3/8	3/8	6/8	4	1	1/8		1/8	1		0	48		226
81/2	1.5	17	17	3/8	3/8	6/8	3	1	3/8		1/4	3/2		9	63		224
81/2	1.5	17	17	3/8	3/8	6/8	2	1	3/8		1/4	3/2		6	66		222
81/2	0.5	17	17	3/8	3/8	6/8	1	1	1/8		1/8	1		3	69		218
41	0.5	17	17	1/2	1/2	6/8	4	1	1/8		1/8	1		5	47		227
41	0.5	17	17	1/2	1/2	6/8	1	1	1/8		1/8	1		5	71		219
83/2	0.5	17	17	5/8	5/8	6/8	4	1	1/8		1/8	1		3	45		228
83/2	0.5	17	17	5/8	5/8	6/8	1	1	1/8		1/8	1		0	72		220
42	1.5	18	18	0	0	6/8	4	1	3/8		1/4	3/2		4	40		241
42	1.5	18	18	0	0	6/8	3	1	3/8		1/4	3/2		4	64		238
42	1.5	18	18	0	0	6/8	2	1	3/8		1/4	3/2		8	68		235
42	0.5	18	18	0	0	6/8	1	1	1/8		1/8	1		5	71		229
85/2	0.5	18	18	1/8	1/8	6/8	1	1	1/8		1/8	1		8	68		230
43	0.5	18	18	1/4	1/4	6/8	1	1	1/8		1/8	1		4	64		231
87/2	0.5	18	18	3/8	3/8	6/8	4	1	1/8		1/8	1		-1	53		242
87/2	1.0	18	18	3/8	3/8	6/8	3	1	1/4		1/4	1		5	59		239
87/2	1.0	18	18	3/8	3/8	6/8	2	1	1/4		1/4	1		8	68		236
87/2	0.5	18	18	3/8	3/8	6/8	1	1	1/8		1/8	1		2	74		232
44	0.5	18	18	1/2	1/2	6/8	4	1	1/8		1/8	1		4	52		243
44	0.5	18	18	1/2	1/2	6/8	1	1	1/8		1/8	1		4	76		233
89/2	0.5	18	18	5/8	5/8	6/8	4	1	1/8		1/8	1		2	50		244
89/2	0.5	18	18	5/8	5/8	6/8	3	1	1/8		1/8	1		5	59		240
89/2	0.5	18	18	5/8	5/8	6/8	2	1	1/8		1/8	1		8	68		237
89/2	0.5	18	18	5/8	5/8	6/8	1	1	1/8		1/8	1		-1	77		234
45	1.0	19	19	0	0	6/8	4	1	1/4		1/4	1		0	48		257
45	1.0	19	19	0	0	6/8	3	1	1/4		1/4	1		0	60		253
45	1.0	19	19	0	0	6/8	2	1	1/4		1/4	1		3	69		249
45	1.0	19	19	0	0	6/8	1	1	1/4		1/4	1		4	76		245
46	0.5	19	19	1/4	1/4	6/8	4	1	1/8		1/8	1		-1	53		258
46	0.5	19	19	1/4	1/4	6/8	3	1	1/8		1/8	1	1	-1	65		254
46	0.5	19	19	1/4	1/4	6/8	1	1	1/8		1/8	1		3	69		246
46	0.5	19	19	1/4	1/4	6/8	2	1	1/8		1/8	1		3	69		250
93/2	1.0	19	19	3/8	3/8	6/8	4	1	1/4		1/4	1		2	50		259
93/2	1.0	19	19	3/8	3/8	6/8	3	1	1/4		1/4	1	-1	-1	65		255
93/2	1.0	19	19	3/8	3/8	6/8	2	1	1/4		1/4	1		3	69		251
93/2	1.0	19	19	3/8	3/8	6/8	1	1	1/4		1/4	1		0	72		247
95/2	0.5	19	19	5/8	5/8	6/8	4	1	1/8		1/8	1		4	52		260
95/2	0.5	19	19	5/8	5/8	6/8	3	1	1/8		1/8	1		5	59		256
95/2	0.5	19	19	5/8	5/8	6/8	2	1	1/8		1/8	1		8	68		252
95/2	0.5	19	19	5/8	5/8	6/8	1	1	1/8		1/8	1		5	71		248
48	1.0	20	20	0	0	6/8	4	1	1/4		1/4	1		-1	53		277
48	0.5	20	20	0	0	6/8	3	1	1/8		1/8	1		5	59		271
48	1.0	20	20	0	0	6/8	2	1	1/4		1/4	1		8	68		266
48	1.0	20	20	0	0	6/8	1	1	1/4		1/4	1		5	71		261
97/2	0.5	20	20	1/8	1/8	6/8	3	1	1/8		1/8	1		-1	65		272
49	0.5	20	20	1/4	1/4	6/8	3	1	1/8		1/8	1		4	64		273
49	0.5	20	20	1/4	1/4	6/8	2	1	1/8		1/8	1		3	69		267
49	0.5	20	20	1/4	1/4	6/8	1	1	1/8		1/8	1		0	72		262
99/2	0.5	20	20	3/8	3/8	6/8	3	1	1/8		1/8	1		2	62		274
99/2	0.5	20	20	3/8	3/8	6/8	2	1	1/8		1/8	1		5	71		268
99/2	0.5	20	20	3/8	3/8	6/8	1	1	1/8		1/8	1		2	74		263
50	0.5	20	20	1/2	1/2	6/8	3	1	1/8		1/8	1		0	60		275
50	0.5	20	20	1/2	1/2	6/8	2	1	1/8		1/8	1		0	72		269
50	0.5	20	20	1/2	1/2	6/8	1	1	1/8		1/8	1		4	76		264
101/2	0.5	20	20	5/8	5/8	6/8	4	1	1/8		1/8	1		8	44		278
101/2	0.5	20	20	5/8	5/8	6/8	3	1	1/8		1/8	1		5	59		276
101/2	0.5	20	20	5/8	5/8	6/8	2	1	1/8		1/8	1		2	74		270
101/2	0.5	20	20	5/8	5/8	6/8	1	1	1/8		1/8	1		-1	77		265
51	1.0	21	21	0	0	6/8	4	1	1/4		1/4	1		3	45		295
51	0.5	21	21	0	0	6/8	3	1	1/8		1/8	1		0	60		289
51	0.5	21	21	0	0	6/8	2	1	1/8		1/8	1		0	72		284
51	0.5	21	21	0	0	6/8	1	1	1/8		1/8	1		4	76		279
103/2	0.5	21	21	1/8	1/8	6/8	3	1	1/8		1/8	1		3	57		290
103/2	0.5	21	21	1/8	1/8	6/8	2	1	1/8		1/8	1		4	64		285
103/2	0.5	21	21	1/8	1/8	6/8	1	1	1/8		1/8	1		0	72		280
52	0.5	21	21	1/4	1/4	6/8	4	1	1/8		1/8	1		-1	41		296
52	0.5	21	21	1/4	1/4	6/8	3	1	1/8		1/8	1		3	57		291
52	0.5	21	21	1/4	1/4	6/8	2	1	1/8		1/8	1		2	62		286
52	0.5	21	21	1/4	1/4	6/8	1	1	1/8		1/8	1		3	69		281
105/2	1.0	21	21	3/8	3/8	6/8	4	1	1/4		1/4	1		2	38		297
105/2	0.5	21	21	3/8	3/8	6/8	3	1	1/8		1/8	1		-1	53		292
105/2	1.0	21	21	3/8	3/8	6/8	2	1	1/4		1/4	1		3	69		287
105/2	1.0	21	21	3/8	3/8	6/8	1	1	1/4		1/4	1		0	72		282
53	0.5	21	21	1/2	1/2	6/8	3	1	1/8		1/8	1		-1	65		293
107/2	0.5	21	21	5/8	5/8	6/8	4	1	1/8		1/8	1		4	40		298
107/2	0.5	21	21	5/8	5/8	6/8	3	1	1/8		1/8	1		5	59		294
107/2	0.5	21	21	5/8	5/8	6/8	2	1	1/8		1/8	1		8	68		288
107/2	0.5	21	21	5/8	5/8	6/8	1	1	1/8		1/8	1		5	71		283
	0.5	22	22	0	0	6/8	4	1	1/8		1/8	1		3	45	1	302
	1.0	22	22	0	0	6/8	3	1	1/4		1/4	1		0	60	1	301
	1.0	22	22	0	0	6/8	1	1	1/4		1/4	1		3	69	1	299
	1.0	22	22	0	0	6/8	2	1	1/4		1/4	1		3	69	1	300
	0.5	22	22	1/8	1/8	6/8	4	1	1/8		1/8	1		1	43	1	303
	0.5	22	22	1/4	1/4	6/8	4	1	1/8		1/8	1		4	40	1	304
	0.5	22	22	3/8	3/8	6/8	4	1	1/8		1/8	1		1	43	1	305
	0.5	22	22	1/2	1/2	6/8	4	1	1/8		1/8	1		-1	41	1	306
	0.5	22	22	5/8	5/8	6/8	4	1	1/8		1/8	1		2	38	1	307
	1.0	23	23	0	0	6/8	4	1	1/4		1/4	1		3	45	1	323
	1.0	23	23	0	0	6/8	3	1	1/4		1/4	1		4	52	1	318
	1.0	23	23	0	0	6/8	2	1	1/4		1/4	1		0	60	1	313
	1.0	23	23	0	0	6/8	1	1	1/4		1/4	1		3	69	1	308
	1.0	23	23	0	0	6/8	2	1	1/4		1/4	1		3	69	1	313
	0.5	23	23	1/4	1/4	6/8	3	1	1/8		1/8	1		3	57	1	319
	0.5	23	23	1/4	1/4	6/8	2	1	1/8		1/8	1		4	64	1	314
	0.5	23	23	1/4	1/4	6/8	1	1	1/8		1/8	1		0	72	1	309
	1.0	23	23	3/8	3/8	6/8	4	1	1/4		1/4	1		3	45	1	324
	0.5	23	23	3/8	3/8	6/8	3	1	1/8		1/8	1		8	56	1	320
	0.5	23	23	3/8	3/8	6/8	2	1	1/8		1/8	1		2	62	1	315
	0.5	23	23	3/8	3/8	6/8	1	1	1/8		1/8	1		5	71	1	310
	0.5	23	23	1/2	1/2	6/8	3	1	1/8		1/8	1		3	57	1	321
	0.5	23	23	1/2	1/2	6/8	2	1	1/8		1/8	1		4	64	1	316
	0.5	23	23	1/2	1/2	6/8	1	1	1/8		1/8	1		0	72	1	311
	0.5	23	23	5/8	5/8	6/8	3	1	1/8		1/8	1		4	52	1	322
	0.5	23	23	5/8	5/8	6/8	2	1	1/8		1/8	1		0	60	1	317
	0.5	23	23	5/8	5/8	6/8	1	1	1/8		1/8	1		3	69	1	312
