mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	0.5		0	0	3/4	4	1	1/8	1/8	1		5	59	B3	3	12
1	1	0	0	0.5		0	0	3/4	3	1	1/8	1/8	1		-1	65	F4	4	8
1	1	0	0	0.5		0	0	3/4	2	1	1/8	1/8	1		-4	68	Ab4	4	4
1	1	0	0	0.5		0	0	3/4	1	1	1/8	1/8	1		2	74	D5	5	0
1	1	3/4	3/4	0.25		3/16	3/16	3/4	4	1	1/16	1/16	1		5	59	B3	3	13
1	1	3/4	3/4	0.25		3/16	3/16	3/4	3	1	1/16	1/16	1		-1	65	F4	4	9
1	1	3/4	3/4	0.25		3/16	3/16	3/4	2	1	1/16	1/16	1		-4	68	Ab4	4	5
1	1	3/4	3/4	0.25		3/16	3/16	3/4	1	1	1/16	1/16	1		2	74	D5	5	1
1	1	1	1	1.0		1/4	1/4	3/4	4	1	1/4	1/4	1		0	60	C4	4	14
1	1	1	1	1.0		1/4	1/4	3/4	3	1	1/4	1/4	1		-1	65	F4	4	10
1	1	1	1	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		-4	68	Ab4	4	6
1	1	1	1	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		0	72	C5	5	2
1	1	2	2	0.5		1/2	1/2	3/4	4	1	1/8	1/8	1		2	62	D4	4	15
1	1	2	2	0.5		1/2	1/2	3/4	3	1	1/8	1/8	1		-1	65	F4	4	11
1	1	2	2	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		-4	68	Ab4	4	7
1	1	2	2	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		5	71	B4	4	3
3	3	6	6	0.5		0	0	3/4	4	1	1/8	1/8	1		2	62	D4	4	28
3	3	6	6	0.5		0	0	3/4	3	1	1/8	1/8	1		-1	65	F4	4	24
3	3	6	6	0.5		0	0	3/4	2	1	1/8	1/8	1		2	74	D5	5	20
3	3	6	6	0.5		0	0	3/4	1	1	1/8	1/8	1		-1	77	F5	5	16
3	3	27/4	27/4	0.25		3/16	3/16	3/4	4	1	1/16	1/16	1		2	62	D4	4	29
3	3	27/4	27/4	0.25		3/16	3/16	3/4	3	1	1/16	1/16	1		-1	65	F4	4	25
3	3	27/4	27/4	0.25		3/16	3/16	3/4	2	1	1/16	1/16	1		2	74	D5	5	21
3	3	27/4	27/4	0.25		3/16	3/16	3/4	1	1	1/16	1/16	1		-1	77	F5	5	17
3	3	7	7	1.0		1/4	1/4	3/4	4	1	1/4	1/4	1		-3	63	Eb4	4	30
3	3	7	7	1.0		1/4	1/4	3/4	3	1	1/4	1/4	1		1	67	G4	4	26
3	3	7	7	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		0	72	C5	5	22
3	3	7	7	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		-3	75	Eb5	5	18
3	3	8	8	0.5		1/2	1/2	3/4	4	1	1/8	1/8	1		-1	65	F4	4	31
