mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	1.0	0	0	3/4	3	1	1/4		1/4	1	1	-1	53	F3	3	12
1	1	0	1.0	0	0	3/4	4	1	1/4		1/4	1	1	-1	53	F3	3	18
1	1	0	1.0	0	0	3/4	1	1	1/4		1/4	1	1	-1	65	F4	4	0
1	1	0	1.0	0	0	3/4	2	1	1/4		1/4	1	1	-1	65	F4	4	6
1	1	1	0.5	1/4	1/4	3/4	3	1	1/8		1/8	1	-1	-1	53	F3	3	13
1	1	1	0.5	1/4	1/4	3/4	4	1	1/8		1/8	1	-1	-1	53	F3	3	19
1	1	1	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1	-1	-1	65	F4	4	1
1	1	1	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1	-1	-1	65	F4	4	7
1	1	3/2	0.25	3/8	3/8	3/4	3	1	1/16		1/16	1		1	55	G3	3	14
1	1	3/2	0.25	3/8	3/8	3/4	4	1	1/16		1/16	1		1	55	G3	3	20
1	1	3/2	0.25	3/8	3/8	3/4	1	1	1/16		1/16	1		1	67	G4	4	2
1	1	3/2	0.25	3/8	3/8	3/4	2	1	1/16		1/16	1		1	67	G4	4	8
1	1	7/4	0.25	7/16	7/16	3/4	3	1	1/16		1/16	1		-1	53	F3	3	15
1	1	7/4	0.25	7/16	7/16	3/4	4	1	1/16		1/16	1		-1	53	F3	3	21
1	1	7/4	0.25	7/16	7/16	3/4	1	1	1/16		1/16	1		-1	65	F4	4	3
1	1	7/4	0.25	7/16	7/16	3/4	2	1	1/16		1/16	1		-1	65	F4	4	9
1	1	2	0.5	1/2	1/2	3/4	3	1	1/8		1/8	1		4	52	E3	3	16
1	1	2	0.5	1/2	1/2	3/4	4	1	1/8		1/8	1		4	52	E3	3	22
1	1	2	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		4	64	E4	4	4
1	1	2	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		4	64	E4	4	10
1	1	5/2	0.5	5/8	5/8	3/4	3	1	1/8		1/8	1		-1	53	F3	3	17
1	1	5/2	0.5	5/8	5/8	3/4	4	1	1/8		1/8	1		-1	53	F3	3	23
1	1	5/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-1	65	F4	4	5
1	1	5/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	11
2	2	3	1.0	0	0	3/4	3	1	1/4		1/4	1		0	48	C3	3	26
2	2	3	1.0	0	0	3/4	4	1	1/4		1/4	1		0	48	C3	3	27
