mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	1.0		0	0	3/4	4	1	1/4	1/4	1		8	44	G#2	2	9
1	1	0	1.0		0	0	3/4	1	1	1/4	1/4	1		8	56	G#3	3	0
1	1	0	1.0		0	0	3/4	2	1	1/4	1/4	1		8	56	G#3	3	3
1	1	0	1.0		0	0	3/4	3	1	1/4	1/4	1		8	56	G#3	3	6
1	1	1	1.0		1/4	1/4	3/4	4	1	1/4	1/4	1		3	45	A2	2	10
1	1	1	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		3	57	A3	3	1
1	1	1	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		3	57	A3	3	4
1	1	1	1.0		1/4	1/4	3/4	3	1	1/4	1/4	1		3	57	A3	3	7
1	1	2	1.0		1/2	1/2	3/4	4	1	1/4	1/4	1		7	49	C#3	3	11
1	1	2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		7	61	C#4	4	2
1	1	2	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		7	61	C#4	4	5
1	1	2	1.0		1/2	1/2	3/4	3	1	1/4	1/4	1		7	61	C#4	4	8
2	2	3	1.0		0	0	3/4	4	1	1/4	1/4	1		7	49	C#3	3	21
2	2	3	1.0		0	0	3/4	1	1	1/4	1/4	1		7	61	C#4	4	12
2	2	3	1.0		0	0	3/4	2	1	1/4	1/4	1		7	61	C#4	4	15
2	2	3	1.0		0	0	3/4	3	1	1/4	1/4	1		7	61	C#4	4	18
2	2	4	1.0		1/4	1/4	3/4	4	1	1/4	1/4	1		2	50	D3	3	22
2	2	4	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		2	62	D4	4	13
2	2	4	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	16
2	2	4	1.0		1/4	1/4	3/4	3	1	1/4	1/4	1		2	62	D4	4	19
2	2	5	1.0		1/2	1/2	3/4	4	1	1/4	1/4	1		6	54	F#3	3	23
2	2	5	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		6	66	F#4	4	14
2	2	5	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		6	66	F#4	4	17
2	2	5	1.0		1/2	1/2	3/4	3	1	1/4	1/4	1		6	66	F#4	4	20
3	3	6	1.0		0	0	3/4	4	1	1/4	1/4	1		10	46	A#2	2	33
3	3	6	1.0		0	0	3/4	1	1	1/4	1/4	1		10	58	A#3	3	24
3	3	6	1.0		0	0	3/4	2	1	1/4	1/4	1		10	58	A#3	3	27
3	3	6	1.0		0	0	3/4	3	1	1/4	1/4	1		10	58	A#3	3	30
3	3	7	1.0		1/4	1/4	3/4	4	1	1/4	1/4	1		5	47	B2	2	34
3	3	7	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		5	59	B3	3	25
3	3	7	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		5	59	B3	3	28
3	3	7	1.0		1/4	1/4	3/4	3	1	1/4	1/4	1		5	59	B3	3	31
3	3	8	1.0		1/2	1/2	3/4	4	1	1/4	1/4	1		9	51	D#3	3	35
3	3	8	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		9	63	D#4	4	26
3	3	8	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		9	63	D#4	4	29
3	3	8	1.0		1/2	1/2	3/4	3	1	1/4	1/4	1		9	63	D#4	4	32
4	4	9	1.0		0	0	3/4	4	1	1/4	1/4	1		9	51	D#3	3	45
4	4	9	1.0		0	0	3/4	1	1	1/4	1/4	1		9	63	D#4	4	36
4	4	9	1.0		0	0	3/4	2	1	1/4	1/4	1		9	63	D#4	4	39
4	4	9	1.0		0	0	3/4	3	1	1/4	1/4	1		9	63	D#4	4	42
4	4	10	1.0		1/4	1/4	3/4	4	1	1/4	1/4	1		4	52	E3	3	46
4	4	10	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		4	64	E4	4	37
4	4	10	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		4	64	E4	4	40
4	4	10	1.0		1/4	1/4	3/4	3	1	1/4	1/4	1		4	64	E4	4	43
4	4	11	1.0		1/2	1/2	3/4	4	1	1/4	1/4	1		8	56	G#3	3	47
4	4	11	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		8	68	G#4	4	38
4	4	11	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		8	68	G#4	4	41
4	4	11	1.0		1/2	1/2	3/4	3	1	1/4	1/4	1		8	68	G#4	4	44
5	5	12	1.0		0	0	3/4	2	1	1/4	1/4	1		8	56	G#3	3	51
5	5	12	2.0		0	0	3/4	1	1	1/2	1/2	1		7	73	C#5	5	48
5	5	13	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		3	57	A3	3	52
5	5	14	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		7	61	C#4	4	53
5	5	14	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		5	71	B4	4	49
5	5	29/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	50
6	6	15	1.0		0	0	3/4	2	1	1/4	1/4	1		7	61	C#4	4	57
6	6	15	0.5		0	0	3/4	1	1	1/8	1/8	1		8	68	G#4	4	54
6	6	31/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		11	65	E#4	4	55
6	6	16	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	58
6	6	16	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		6	66	F#4	4	56
6	6	17	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		6	66	F#4	4	59
7	7	18	1.0		0	0	3/4	4	1	1/4	1/4	1		10	46	A#2	2	63
7	7	18	2.0		0	0	3/4	3	1	1/2	1/2	1		2	62	D4	4	60
7	7	19	1.0		1/4	1/4	3/4	4	1	1/4	1/4	1		5	47	B2	2	64
