mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	2.0	0	0	2/4	4	1	1/2		1/2	1	1	1	55	G3	3	11
1	1	0	0	2.0	0	0	2/4	3	1	1/2		1/2	1	1	5	59	B3	3	10
1	1	0	0	2.0	0	0	2/4	2	1	1/2		1/2	1	1	2	62	D4	4	9
1	1	0	0	1.0	0	0	2/4	1	1	1/4		1/4	1		2	74	D5	5	0
1	1	1	1	0.125	1/4	1/4	2/4	1	1	1/32		1/32	1		5	71	B4	4	1
1	1	9/8	9/8	0.125	9/32	9/32	2/4	1	1	1/32		1/32	1		0	72	C5	5	2
1	1	5/4	5/4	0.125	5/16	5/16	2/4	1	1	1/32		1/32	1		5	71	B4	4	3
1	1	11/8	11/8	0.125	11/32	11/32	2/4	1	1	1/32		1/32	1		0	72	C5	5	4
1	1	3/2	3/2	0.125	3/8	3/8	2/4	1	1	1/32		1/32	1		2	74	D5	5	5
1	1	13/8	13/8	0.125	13/32	13/32	2/4	1	1	1/32		1/32	1		4	76	E5	5	6
1	1	7/4	7/4	0.125	7/16	7/16	2/4	1	1	1/32		1/32	1		6	78	F#5	5	7
1	1	15/8	15/8	0.125	15/32	15/32	2/4	1	1	1/32		1/32	1		1	79	G5	5	8
2	2	2	2	1.0	0	0	2/4	4	1	1/4		1/4	1	-1	1	55	G3	3	18
2	2	2	2	1.0	0	0	2/4	3	1	1/4		1/4	1	-1	5	59	B3	3	16
2	2	2	2	1.0	0	0	2/4	2	1	1/4		1/4	1	-1	2	62	D4	4	14
2	2	2	2	1.0	0	0	2/4	1	1	1/4		1/4	1		2	74	D5	5	12
2	2	31/8	31/8	0.125	15/32	15/32	2/4	2	1	1/32		1/32	1		5	59	B3	3	15
2	2	31/8	31/8	0.125	15/32	15/32	2/4	3	1	1/32		1/32	1		5	59	B3	3	17
2	2	31/8	31/8	0.125	15/32	15/32	2/4	4	1	1/32		1/32	1		5	59	B3	3	19
2	2	31/8	31/8	0.125	15/32	15/32	2/4	1	1	1/32		1/32	1		5	71	B4	4	13
3	3	4	4	0.0	0	0	2/4	1	1	0	acciaccatura	1/8	1		2	74	D5	5	20
3	3	4	4	0.5	0	0	2/4	2	1	1/8		1/8	1		0	60	C4	4	25
3	3	4	4	0.5	0	0	2/4	3	1	1/8		1/8	1		0	60	C4	4	29
3	3	4	4	0.5	0	0	2/4	4	1	1/8		1/8	1		0	60	C4	4	33
3	3	4	4	0.5	0	0	2/4	1	1	1/8		1/8	1		0	72	C5	5	21
3	3	39/8	39/8	0.125	7/32	7/32	2/4	3	1	1/32		1/32	1		0	60	C4	4	30
3	3	39/8	39/8	0.125	7/32	7/32	2/4	4	1	1/32		1/32	1		0	60	C4	4	34
3	3	39/8	39/8	0.125	7/32	7/32	2/4	1	1	1/32		1/32	1		0	72	C5	5	22
3	3	39/8	39/8	0.125	7/32	7/32	2/4	2	1	1/32		1/32	1		0	72	C5	5	26
3	3	5	5	0.5	1/4	1/4	2/4	3	1	1/8		1/8	1		3	57	A3	3	31
3	3	5	5	0.5	1/4	1/4	2/4	4	1	1/8		1/8	1		3	57	A3	3	35
3	3	5	5	0.5	1/4	1/4	2/4	1	1	1/8		1/8	1		3	69	A4	4	23
3	3	5	5	0.5	1/4	1/4	2/4	2	1	1/8		1/8	1		3	69	A4	4	27
3	3	47/8	47/8	0.125	15/32	15/32	2/4	3	1	1/32		1/32	1		6	54	F#3	3	32
3	3	47/8	47/8	0.125	15/32	15/32	2/4	4	1	1/32		1/32	1		6	54	F#3	3	36
3	3	47/8	47/8	0.125	15/32	15/32	2/4	1	1	1/32		1/32	1		6	66	F#4	4	24
3	3	47/8	47/8	0.125	15/32	15/32	2/4	2	1	1/32		1/32	1		6	66	F#4	4	28
4	4	6	6	1.0	0	0	2/4	3	1	1/4		1/4	1		2	50	D3	3	40
4	4	6	6	1.0	0	0	2/4	4	1	1/4		1/4	1		2	50	D3	3	41
4	4	6	6	1.0	0	0	2/4	1	1	1/4		1/4	1		2	62	D4	4	37
4	4	6	6	1.0	0	0	2/4	2	1	1/4		1/4	1		2	62	D4	4	39
4	4	15/2	15/2	0.5	3/8	3/8	2/4	1	1	1/8		1/8	1		2	62	D4	4	38
5	5	8	8	1.0	0	0	2/4	1	1	1/4		1/4	1		1	67	G4	4	42
5	5	17/2	17/2	0.5	1/8	1/8	2/4	3	1	1/8		1/8	1		4	64	E4	4	49
5	5	17/2	17/2	1.0	1/8	1/8	2/4	2	1	1/4		1/4	1		1	67	G4	4	47
5	5	9	9	0.5	1/4	1/4	2/4	3	1	1/8		1/8	1		0	60	C4	4	50
