mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	1.0		0	1/2	3/4	2	1	1/4		1/4	1	1	0	60	C4	4	0
2	1	1	1	1.0		0	0	3/4	4	1	1/4		1/4	1		-1	41	F2	2	5
2	1	1	1	3.0		0	0	3/4	3	1	3/4		1/2	3/2		-1	53	F3	3	4
2	1	1	1	2.0		0	0	3/4	2	1	1/2		1/2	1	-1	0	60	C4	4	2
2	1	2	2	2.0		1/4	1/4	3/4	1	1	1/2		1/2	1	1	3	69	A4	4	1
2	1	3	3	1.0		1/2	1/2	3/4	4	1	1/4		1/4	1		3	45	A2	2	6
2	1	3	3	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1	1	0	60	C4	4	3
3	2	4	4	1.0		0	0	3/4	4	1	1/4		1/4	1		-2	46	Bb2	2	12
3	2	4	4	3.0		0	0	3/4	3	1	3/4		1/2	3/2		4	52	E3	3	11
3	2	4	4	2.0		0	0	3/4	2	1	1/2		1/2	1	-1	0	60	C4	4	9
3	2	4	4	1.0		0	0	3/4	1	1	1/4		1/4	1	-1	3	69	A4	4	7
3	2	5	5	2.0		1/4	1/4	3/4	1	1	1/2		1/2	1	1	1	67	G4	4	8
3	2	6	6	1.0		1/2	1/2	3/4	4	1	1/4		1/4	1		0	48	C3	3	13
3	2	6	6	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1	1	0	60	C4	4	10
4	3	7	7	1.0		0	0	3/4	4	1	1/4		1/4	1		2	50	D3	3	19
4	3	7	7	3.0		0	0	3/4	3	1	3/4		1/2	3/2		-1	53	F3	3	18
4	3	7	7	2.0		0	0	3/4	2	1	1/2		1/2	1	-1	0	60	C4	4	16
4	3	7	7	1.0		0	0	3/4	1	1	1/4		1/4	1	-1	1	67	G4	4	14
4	3	8	8	2.0		1/4	1/4	3/4	1	1	1/2		1/2	1	1	-1	65	F4	4	15
4	3	9	9	1.0		1/2	1/2	3/4	4	1	1/4		1/4	1		0	48	C3	3	20
4	3	9	9	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1	1	0	60	C4	4	17
5	4	10	10	1.0		0	0	3/4	4	1	1/4		1/4	1		-2	46	Bb2	2	26
5	4	10	10	3.0		0	0	3/4	3	1	3/4		1/2	3/2		4	52	E3	3	25
5	4	10	10	2.0		0	0	3/4	2	1	1/2		1/2	1	-1	0	60	C4	4	23
5	4	10	10	1.0		0	0	3/4	1	1	1/4		1/4	1	-1	-1	65	F4	4	21
5	4	11	11	2.0		1/4	1/4	3/4	1	1	1/2		1/2	1	1	1	67	G4	4	22
5	4	12	12	1.0		1/2	1/2	3/4	4	1	1/4		1/4	1		1	43	G2	2	27
5	4	12	12	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1	1	0	60	C4	4	24
6	5	13	13	1.0		0	0	3/4	4	1	1/4		1/4	1		-1	41	F2	2	33
6	5	13	13	3.0		0	0	3/4	3	1	3/4		1/2	3/2		-1	53	F3	3	32
6	5	13	13	2.0		0	0	3/4	2	1	1/2		1/2	1	-1	0	60	C4	4	30
6	5	13	13	1.0		0	0	3/4	1	1	1/4		1/4	1	-1	1	67	G4	4	28
6	5	14	14	2.0		1/4	1/4	3/4	1	1	1/2		1/2	1	1	3	69	A4	4	29
6	5	15	15	1.0		1/2	1/2	3/4	4	1	1/4		1/4	1		3	45	A2	2	34
6	5	15	15	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1	1	0	60	C4	4	31
7	6	16	16	1.0		0	0	3/4	4	1	1/4		1/4	1		-2	46	Bb2	2	40
7	6	16	16	3.0		0	0	3/4	3	1	3/4		1/2	3/2		4	52	E3	3	39
