mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	1.5		0	0	3/2	4	1	3/8	1/4	3/2		1	43	G2	2	4
1	1	0	1.5		0	0	3/2	3	1	3/8	1/4	3/2		1	55	G3	3	1
1	1	3/2	0.5		3/8	3/8	3/2	4	1	1/8	1/8	1		4	40	E2	2	5
1	1	3/2	0.5		3/8	3/8	3/2	3	1	1/8	1/8	1		4	52	E3	3	2
1	1	2	2.0		1/2	1/2	3/2	4	1	1/2	1/2	1		-4	44	Ab2	2	6
1	1	2	2.0		1/2	1/2	3/2	3	1	1/2	1/2	1		-4	56	Ab3	3	3
1	1	4	2.0		1	1	3/2	1	1	1/2	1/2	1	1	0	72	C5	5	0
2	2	6	2.0		0	0	3/2	3	1	1/2	1/2	1	1	0	60	C4	4	21
2	2	6	0.5		0	0	3/2	1	1	1/8	1/8	1	-1	0	72	C5	5	7
2	2	13/2	0.5		1/8	1/8	3/2	1	1	1/8	1/8	1		-2	70	Bb4	4	8
2	2	7	0.5		1/4	1/4	3/2	1	1	1/8	1/8	1		-4	68	Ab4	4	9
2	2	15/2	0.5		3/8	3/8	3/2	1	1	1/8	1/8	1		1	67	G4	4	10
2	2	8	0.5		1/2	1/2	3/2	3	1	1/8	1/8	1	-1	0	60	C4	4	22
2	2	8	0.5		1/2	1/2	3/2	1	1	1/8	1/8	1		-1	65	F4	4	11
2	2	8	2.0		1/2	1/2	3/2	2	1	1/2	1/2	1	1	0	72	C5	5	16
2	2	17/2	0.5		5/8	5/8	3/2	3	1	1/8	1/8	1		-2	58	Bb3	3	23
2	2	17/2	0.5		5/8	5/8	3/2	1	1	1/8	1/8	1		-4	68	Ab4	4	12
2	2	9	0.5		3/4	3/4	3/2	3	1	1/8	1/8	1		-4	56	Ab3	3	24
2	2	9	0.5		3/4	3/4	3/2	1	1	1/8	1/8	1		0	72	C5	5	13
2	2	19/2	0.5		7/8	7/8	3/2	3	1	1/8	1/8	1		1	55	G3	3	25
2	2	19/2	0.5		7/8	7/8	3/2	1	1	1/8	1/8	1		4	76	E5	5	14
2	2	10	0.5		1	1	3/2	3	1	1/8	1/8	1		-1	53	F3	3	26
2	2	10	0.5		1	1	3/2	2	1	1/8	1/8	1	-1	0	72	C5	5	17
2	2	10	1.0		1	1	3/2	1	1	1/4	1/4	1		-1	77	F5	5	15
2	2	21/2	0.5		9/8	9/8	3/2	3	1	1/8	1/8	1		-4	56	Ab3	3	27
2	2	21/2	0.5		9/8	9/8	3/2	2	1	1/8	1/8	1		-2	70	Bb4	4	18
2	2	11	0.5		5/4	5/4	3/2	3	1	1/8	1/8	1		0	60	C4	4	28
2	2	11	0.5		5/4	5/4	3/2	2	1	1/8	1/8	1		-4	68	Ab4	4	19
2	2	23/2	0.5		11/8	11/8	3/2	3	1	1/8	1/8	1		-1	65	F4	4	29
2	2	23/2	0.5		11/8	11/8	3/2	2	1	1/8	1/8	1		1	67	G4	4	20
3	3	12	1.5		0	0	3/2	4	1	3/8	1/4	3/2		0	48	C3	3	35
3	3	12	1.5		0	0	3/2	3	1	3/8	1/4	3/2		0	60	C4	4	32
3	3	12	1.0		0	0	3/2	2	1	1/4	1/4	1		-1	65	F4	4	31
3	3	27/2	0.5		3/8	3/8	3/2	4	1	1/8	1/8	1		3	45	A2	2	36
3	3	27/2	0.5		3/8	3/8	3/2	3	1	1/8	1/8	1		3	57	A3	3	33
3	3	14	2.0		1/2	1/2	3/2	4	1	1/2	1/2	1		-5	49	Db3	3	37
3	3	14	2.0		1/2	1/2	3/2	3	1	1/2	1/2	1		-5	61	Db4	4	34
3	3	16	2.0		1	1	3/2	1	1	1/2	1/2	1	1	-1	77	F5	5	30
4	4	18	2.0		0	0	3/2	2	1	1/2	1/2	1	1	-1	65	F4	4	47
4	4	18	0.5		0	0	3/2	1	1	1/8	1/8	1	-1	-1	77	F5	5	38
4	4	37/2	0.5		1/8	1/8	3/2	1	1	1/8	1/8	1		-3	75	Eb5	5	39
4	4	19	0.5		1/4	1/4	3/2	1	1	1/8	1/8	1		-5	73	Db5	5	40
4	4	39/2	0.5		3/8	3/8	3/2	1	1	1/8	1/8	1		0	72	C5	5	41
4	4	20	0.5		1/2	1/2	3/2	2	1	1/8	1/8	1	-1	-1	65	F4	4	48
4	4	20	2.0		1/2	1/2	3/2	3	1	1/2	1/2	1	1	-1	65	F4	4	56
4	4	20	0.5		1/2	1/2	3/2	1	1	1/8	1/8	1		-2	70	Bb4	4	42
4	4	41/2	0.5		5/8	5/8	3/2	2	1	1/8	1/8	1		-3	63	Eb4	4	49
4	4	41/2	0.5		5/8	5/8	3/2	1	1	1/8	1/8	1		-5	73	Db5	5	43
4	4	21	0.5		3/4	3/4	3/2	2	1	1/8	1/8	1		-5	61	Db4	4	50
4	4	21	0.5		3/4	3/4	3/2	1	1	1/8	1/8	1		-1	77	F5	5	44
4	4	43/2	0.5		7/8	7/8	3/2	2	1	1/8	1/8	1		0	60	C4	4	51
4	4	43/2	0.5		7/8	7/8	3/2	1	1	1/8	1/8	1		3	81	A5	5	45
4	4	22	2.0		1	1	3/2	4	1	1/2	1/2	1		-4	56	Ab3	3	61
4	4	22	0.5		1	1	3/2	2	1	1/8	1/8	1		-2	58	Bb3	3	52
4	4	22	0.5		1	1	3/2	3	1	1/8	1/8	1	-1	-1	65	F4	4	57
4	4	22	1.0		1	1	3/2	1	1	1/4	1/4	1		-2	82	Bb5	5	46
4	4	45/2	0.5		9/8	9/8	3/2	2	1	1/8	1/8	1		2	62	D4	4	53
4	4	45/2	0.5		9/8	9/8	3/2	3	1	1/8	1/8	1		-1	65	F4	4	58
4	4	23	0.5		5/4	5/4	3/2	3	1	1/8	1/8	1		2	62	D4	4	59
4	4	23	0.5		5/4	5/4	3/2	2	1	1/8	1/8	1		-1	65	F4	4	54
4	4	47/2	0.5		11/8	11/8	3/2	3	1	1/8	1/8	1		-2	58	Bb3	3	60
4	4	47/2	0.5		11/8	11/8	3/2	2	1	1/8	1/8	1		-2	70	Bb4	4	55
5	5	24	0.5		0	0	3/2	4	1	1/8	1/8	1		-4	56	Ab3	3	71
5	5	24	0.5		0	0	3/2	3	1	1/8	1/8	1		-2	58	Bb3	3	68
5	5	24	0.5		0	0	3/2	3	1	1/8	1/8	1		2	62	D4	4	68
5	5	24	0.5		0	0	3/2	2	1	1/8	1/8	1		-1	65	F4	4	65
5	5	24	0.5		0	0	3/2	2	1	1/8	1/8	1		2	74	D5	5	65
5	5	24	0.5		0	0	3/2	1	1	1/8	1/8	1		-2	82	Bb5	5	62
5	5	49/2	0.5		1/8	1/8	3/2	4	1	1/8	1/8	1		-4	56	Ab3	3	72
5	5	49/2	0.5		1/8	1/8	3/2	3	1	1/8	1/8	1		-2	58	Bb3	3	69
5	5	49/2	0.5		1/8	1/8	3/2	3	1	1/8	1/8	1		2	62	D4	4	69
5	5	49/2	0.5		1/8	1/8	3/2	2	1	1/8	1/8	1		-1	65	F4	4	66
5	5	49/2	0.5		1/8	1/8	3/2	2	1	1/8	1/8	1		2	74	D5	5	66
5	5	49/2	0.5		1/8	1/8	3/2	1	1	1/8	1/8	1		-2	82	Bb5	5	63
5	5	25	1.0		1/4	1/4	3/2	4	1	1/4	1/4	1		-4	56	Ab3	3	73
5	5	25	1.0		1/4	1/4	3/2	3	1	1/4	1/4	1		-2	58	Bb3	3	70
5	5	25	1.0		1/4	1/4	3/2	3	1	1/4	1/4	1		2	62	D4	4	70
5	5	25	1.0		1/4	1/4	3/2	2	1	1/4	1/4	1		-1	65	F4	4	67
5	5	25	1.0		1/4	1/4	3/2	2	1	1/4	1/4	1		2	74	D5	5	67
5	5	25	1.0		1/4	1/4	3/2	1	1	1/4	1/4	1		-2	82	Bb5	5	64
6	6	30	0.5		0	0	3/2	4	1	1/8	1/8	1		1	43	G2	2	83
6	6	30	0.5		0	0	3/2	3	1	1/8	1/8	1		-5	61	Db4	4	80
6	6	30	0.5		0	0	3/2	2	1	1/8	1/8	1		-2	70	Bb4	4	77
6	6	30	0.5		0	0	3/2	2	1	1/8	1/8	1		4	76	E5	5	77
6	6	30	0.5		0	0	3/2	1	1	1/8	1/8	1		4	88	E6	6	74
6	6	61/2	0.5		1/8	1/8	3/2	4	1	1/8	1/8	1		1	43	G2	2	84
6	6	61/2	0.5		1/8	1/8	3/2	3	1	1/8	1/8	1		-5	61	Db4	4	81
6	6	61/2	0.5		1/8	1/8	3/2	2	1	1/8	1/8	1		-2	70	Bb4	4	78
6	6	61/2	0.5		1/8	1/8	3/2	2	1	1/8	1/8	1		4	76	E5	5	78
6	6	61/2	0.5		1/8	1/8	3/2	1	1	1/8	1/8	1		4	88	E6	6	75
6	6	31	1.0		1/4	1/4	3/2	4	1	1/4	1/4	1		1	43	G2	2	85
6	6	31	1.0		1/4	1/4	3/2	3	1	1/4	1/4	1		-5	61	Db4	4	82
6	6	31	1.0		1/4	1/4	3/2	2	1	1/4	1/4	1		-2	70	Bb4	4	79
6	6	31	1.0		1/4	1/4	3/2	2	1	1/4	1/4	1		4	76	E5	5	79
6	6	31	1.0		1/4	1/4	3/2	1	1	1/4	1/4	1		4	88	E6	6	76
7	7	36	1.5		0	0	3/2	4	1	3/8	1/4	3/2		-5	49	Db3	3	95
7	7	36	1.5		0	0	3/2	3	1	3/8	1/4	3/2		-5	61	Db4	4	92
7	7	75/2	0.5		3/8	3/8	3/2	4	1	1/8	1/8	1		-2	46	Bb2	2	96
7	7	75/2	0.5		3/8	3/8	3/2	3	1	1/8	1/8	1		-2	58	Bb3	3	93
7	7	38	4.0		1/2	1/2	3/2	4	1	1	1	1		4	52	E3	3	97
7	7	38	4.0		1/2	1/2	3/2	3	1	1	1	1		4	64	E4	4	94
7	7	38	0.5		1/2	1/2	3/2	2	1	1/8	1/8	1		-5	73	Db5	5	89
7	7	38	0.5		1/2	1/2	3/2	2	1	1/8	1/8	1		-2	82	Bb5	5	89
