mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	2.0	0	0	2/2	4	1	1/2	1/2	1		8	44	G#2	2	0
1	1	2	2.0	1/2	1/2	2/2	4	1	1/2	1/2	1		3	45	A2	2	1
2	2	4	2.0	0	0	2/2	4	1	1/2	1/2	1		-1	53	F3	3	5
2	2	4	2.0	0	0	2/2	3	1	1/2	1/2	1		3	57	A3	3	3
2	2	6	2.0	1/2	1/2	2/2	4	1	1/2	1/2	1		4	52	E3	3	6
2	2	6	2.0	1/2	1/2	2/2	3	1	1/2	1/2	1		8	56	G#3	3	4
2	2	6	2.0	1/2	1/2	2/2	2	1	1/2	1/2	1		5	59	B3	3	2
3	3	8	2.0	0	0	2/2	2	1	1/2	1/2	1		3	57	A3	3	9
3	3	8	2.0	0	0	2/2	3	1	1/2	1/2	1		0	60	C4	4	11
3	3	8	2.0	0	0	2/2	1	1	1/2	1/2	1		9	63	D#4	4	7
3	3	10	2.0	1/2	1/2	2/2	2	1	1/2	1/2	1		8	56	G#3	3	10
3	3	10	2.0	1/2	1/2	2/2	3	1	1/2	1/2	1		5	59	B3	3	12
3	3	10	2.0	1/2	1/2	2/2	1	1	1/2	1/2	1		4	64	E4	4	8
4	4	12	2.0	0	0	2/2	3	1	1/2	1/2	1		9	51	D#3	3	17
4	4	12	2.0	0	0	2/2	2	1	1/2	1/2	1		3	57	A3	3	15
4	4	12	2.0	0	0	2/2	2	1	1/2	1/2	1		6	66	F#4	4	15
4	4	12	2.0	0	0	2/2	1	1	1/2	1/2	1		0	72	C5	5	13
4	4	14	2.0	1/2	1/2	2/2	3	1	1/2	1/2	1		4	52	E3	3	18
4	4	14	2.0	1/2	1/2	2/2	2	1	1/2	1/2	1		8	68	G#4	4	16
4	4	14	2.0	1/2	1/2	2/2	1	1	1/2	1/2	1		5	71	B4	4	14
5	5	16	2.0	0	0	2/2	4	1	1/2	1/2	1		-1	53	F3	3	25
5	5	16	2.0	0	0	2/2	2	1	1/2	1/2	1		2	62	D4	4	21
5	5	16	2.0	0	0	2/2	3	1	1/2	1/2	1		5	71	B4	4	23
5	5	16	2.0	0	0	2/2	1	1	1/2	1/2	1		8	80	G#5	5	19
5	5	18	2.0	1/2	1/2	2/2	4	1	1/2	1/2	1		4	52	E3	3	26
5	5	18	2.0	1/2	1/2	2/2	2	1	1/2	1/2	1		0	60	C4	4	22
5	5	18	2.0	1/2	1/2	2/2	3	1	1/2	1/2	1		0	72	C5	5	24
5	5	18	2.0	1/2	1/2	2/2	1	1	1/2	1/2	1		3	81	A5	5	20
6	6	20	2.0	0	0	2/2	4	1	1/2	1/2	1		8	44	G#2	2	33
6	6	20	2.0	0	0	2/2	3	1	1/2	1/2	1		2	62	D4	4	31
6	6	20	2.0	0	0	2/2	2	1	1/2	1/2	1		-1	65	F4	4	29
6	6	20	2.0	0	0	2/2	1	1	1/2	1/2	1		5	83	B5	5	27
6	6	22	2.0	1/2	1/2	2/2	4	1	1/2	1/2	1		3	45	A2	2	34
6	6	22	2.0	1/2	1/2	2/2	3	1	1/2	1/2	1		0	60	C4	4	32
6	6	22	2.0	1/2	1/2	2/2	2	1	1/2	1/2	1		4	64	E4	4	30
6	6	22	2.0	1/2	1/2	2/2	2	1	1/2	1/2	1		0	72	C5	5	30
6	6	22	2.0	1/2	1/2	2/2	1	1	1/2	1/2	1		0	84	C6	6	28
7	7	24	2.0	0	0	2/2	4	1	1/2	1/2	1		9	39	D#2	2	41
7	7	24	2.0	0	0	2/2	3	1	1/2	1/2	1		6	54	F#3	3	39
7	7	24	2.0	0	0	2/2	2	1	1/2	1/2	1		3	69	A4	4	37
7	7	24	2.0	0	0	2/2	1	1	1/2	1/2	1		0	84	C6	6	35
7	7	26	2.0	1/2	1/2	2/2	4	1	1/2	1/2	1		4	40	E2	2	42
7	7	26	2.0	1/2	1/2	2/2	3	1	1/2	1/2	1		8	56	G#3	3	40
7	7	26	2.0	1/2	1/2	2/2	2	1	1/2	1/2	1		8	68	G#4	4	38
7	7	26	2.0	1/2	1/2	2/2	1	1	1/2	1/2	1		5	83	B5	5	36
8	8	28	2.0	0	0	2/2	4	1	1/2	1/2	1		0	48	C3	3	53
8	8	28	2.0	0	0	2/2	3	1	1/2	1/2	1		3	57	A3	3	50
8	8	28	1.0	0	0	2/2	2	1	1/4	1/4	1		-1	65	F4	4	46
8	8	28	2.0	0	0	2/2	1	1	1/2	1/2	1		9	75	D#5	5	43
8	8	29	1.0	1/4	1/4	2/2	2	1	1/4	1/4	1		6	66	F#4	4	47
8	8	30	1.0	1/2	1/2	2/2	4	1	1/4	1/4	1		5	47	B2	2	54
8	8	30	1.0	1/2	1/2	2/2	3	1	1/4	1/4	1		8	56	G#3	3	51
8	8	30	1.0	1/2	1/2	2/2	2	1	1/4	1/4	1		8	68	G#4	4	48
8	8	30	1.0	1/2	1/2	2/2	1	1	1/4	1/4	1		4	76	E5	5	44
8	8	31	1.0	3/4	3/4	2/2	4	1	1/4	1/4	1		5	47	B2	2	55
8	8	31	1.0	3/4	3/4	2/2	3	1	1/4	1/4	1		8	56	G#3	3	52
8	8	31	1.0	3/4	3/4	2/2	3	1	1/4	1/4	1		5	59	B3	3	52
8	8	31	1.0	3/4	3/4	2/2	2	1	1/4	1/4	1		2	62	D4	4	49
8	8	31	1.0	3/4	3/4	2/2	2	1	1/4	1/4	1		2	74	D5	5	49
8	8	31	1.0	3/4	3/4	2/2	1	1	1/4	1/4	1		-1	77	F5	5	45
9	9	32	1.0	0	0	4/4	4	1	1/4	1/4	1		5	47	B2	2	74
9	9	32	1.0	0	0	4/4	3	1	1/4	1/4	1		8	56	G#3	3	73
9	9	32	1.0	0	0	4/4	3	1	1/4	1/4	1		5	59	B3	3	73
9	9	32	1.0	0	0	4/4	2	1	1/4	1/4	1		2	62	D4	4	72
9	9	32	1.0	0	0	4/4	2	1	1/4	1/4	1		2	74	D5	5	72
9	9	32	0.25	0	0	4/4	1	1	1/16	1/16	1		-1	77	F5	5	56
9	9	129/4	0.25	1/16	1/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	57
9	9	65/2	0.25	1/8	1/8	4/4	1	1	1/16	1/16	1		2	74	D5	5	58
9	9	131/4	0.25	3/16	3/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	59
9	9	33	0.25	1/4	1/4	4/4	1	1	1/16	1/16	1		2	74	D5	5	60
9	9	133/4	0.25	5/16	5/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	61
9	9	67/2	0.25	3/8	3/8	4/4	1	1	1/16	1/16	1		5	71	B4	4	62
9	9	135/4	0.25	7/16	7/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	63
9	9	34	0.25	1/2	1/2	4/4	1	1	1/16	1/16	1		5	71	B4	4	64
9	9	137/4	0.25	9/16	9/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	65
9	9	69/2	0.25	5/8	5/8	4/4	1	1	1/16	1/16	1		8	68	G#4	4	66
9	9	139/4	0.25	11/16	11/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	67
9	9	35	0.25	3/4	3/4	4/4	1	1	1/16	1/16	1		-1	65	F4	4	68
9	9	141/4	0.25	13/16	13/16	4/4	1	1	1/16	1/16	1		4	64	E4	4	69
9	9	71/2	0.25	7/8	7/8	4/4	1	1	1/16	1/16	1		2	62	D4	4	70
9	9	143/4	0.25	15/16	15/16	4/4	1	1	1/16	1/16	1		-1	65	F4	4	71
10	10	36	0.25	0	0	4/4	1	1	1/16	1/16	1		2	62	D4	4	75
10	10	145/4	0.25	1/16	1/16	4/4	1	1	1/16	1/16	1		0	60	C4	4	76
10	10	73/2	0.25	1/8	1/8	4/4	1	1	1/16	1/16	1		5	59	B3	3	77
10	10	147/4	0.25	3/16	3/16	4/4	1	1	1/16	1/16	1		2	62	D4	4	78
10	10	37	0.25	1/4	1/4	4/4	1	1	1/16	1/16	1		5	59	B3	3	79
10	10	149/4	0.25	5/16	5/16	4/4	1	1	1/16	1/16	1		3	57	A3	3	80
10	10	75/2	0.25	3/8	3/8	4/4	1	1	1/16	1/16	1		8	56	G#3	3	81
10	10	151/4	0.25	7/16	7/16	4/4	1	1	1/16	1/16	1		5	59	B3	3	82
10	10	38	0.25	1/2	1/2	4/4	1	1	1/16	1/16	1		2	62	D4	4	83
10	10	153/4	0.25	9/16	9/16	4/4	1	1	1/16	1/16	1		8	68	G#4	4	84
10	10	77/2	0.25	5/8	5/8	4/4	1	1	1/16	1/16	1		5	71	B4	4	85
10	10	155/4	0.25	11/16	11/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	86
10	10	39	1.0	3/4	3/4	4/4	4	1	1/4	1/4	1		0	48	C3	3	91
10	10	39	1.0	3/4	3/4	4/4	3	1	1/4	1/4	1		4	52	E3	3	90
10	10	39	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	89
10	10	39	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		3	69	A4	4	89
10	10	39	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		-1	77	F5	5	87
10	10	79/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		4	76	E5	5	88
11	11	40	4.0	0	0	4/4	1	1	1	1	1	1	4	76	E5	5	92
11	11	41	0.75	1/4	1/4	4/4	4	1	3/16	1/8	3/2		3	81	A5	5	93
11	11	167/4	0.25	7/16	7/16	4/4	4	1	1/16	1/16	1		5	83	B5	5	94
11	11	42	1.0	1/2	1/2	4/4	4	1	1/4	1/4	1		0	84	C6	6	95
11	11	43	0.75	3/4	3/4	4/4	4	1	3/16	1/8	3/2		5	83	B5	5	96
11	11	175/4	0.25	15/16	15/16	4/4	4	1	1/16	1/16	1		3	81	A5	5	97
12	12	44	2.0	0	0	4/4	1	1	1/2	1/2	1	0	4	76	E5	5	98
12	12	44	1.0	0	0	4/4	4	1	1/4	1/4	1		3	81	A5	5	106
12	12	45	3.0	1/4	1/4	4/4	4	1	3/4	1/2	3/2		8	80	G#5	5	107
12	12	46	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1	-1	4	76	E5	5	99
12	12	93/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		9	75	D#5	5	100
12	12	47	1.0	3/4	3/4	4/4	3	1	1/4	1/4	1		4	52	E3	3	105
12	12	47	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		8	56	G#3	3	104
12	12	47	0.3333333333333333	3/4	3/4	4/4	1	1	1/12	1/8	2/3		2	74	D5	5	101
12	12	142/3	0.3333333333333333	5/6	5/6	4/4	1	1	1/12	1/8	2/3		0	72	C5	5	102
12	12	143/3	0.3333333333333333	11/12	11/12	4/4	1	1	1/12	1/8	2/3		5	71	B4	4	103
13	13	48	4.0	0	0	4/4	3	1	1	1	1		-1	53	F3	3	116
13	13	48	2.0	0	0	4/4	2	1	1/2	1/2	1		3	57	A3	3	114
13	13	48	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4	108
13	13	49	0.75	1/4	1/4	4/4	1	1	3/16	1/8	3/2		3	69	A4	4	109
13	13	199/4	0.25	7/16	7/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	110
13	13	50	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		9	63	D#4	4	115
13	13	50	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	111
13	13	51	0.75	3/4	3/4	4/4	1	1	3/16	1/8	3/2		5	71	B4	4	112
13	13	207/4	0.25	15/16	15/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	113
14	14	52	4.0	0	0	4/4	3	1	1	1	1		4	52	E3	3	122
14	14	52	4.0	0	0	4/4	2	1	1	1	1		5	59	B3	3	121
14	14	52	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4	117
14	14	53	2.0	1/4	1/4	4/4	1	1	1/2	1/2	1		8	68	G#4	4	118
14	14	55	0.75	3/4	3/4	4/4	1	1	3/16	1/8	3/2		-1	65	F4	4	119
14	14	223/4	0.25	15/16	15/16	4/4	1	1	1/16	1/16	1		4	64	E4	4	120
15	15	56	4.0	0	0	4/4	4	1	1	1	1		8	44	G#2	2	131
15	15	56	4.0	0	0	4/4	3	1	1	1	1	1	4	52	E3	3	130
15	15	56	4.0	0	0	4/4	2	1	1	1	1		5	59	B3	3	129
15	15	56	4.0	0	0	4/4	2	1	1	1	1		2	62	D4	4	129
15	15	56	1.0	0	0	4/4	1	1	1/4	1/4	1		4	64	E4	4	123
15	15	57	0.75	1/4	1/4	4/4	1	1	3/16	1/8	3/2		-1	65	F4	4	124
15	15	231/4	0.25	7/16	7/16	4/4	1	1	1/16	1/16	1		4	64	E4	4	125
