mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
65	65	779/4	0.25		11/16	11/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1300
65	65	779/4	0.25		11/16	11/16	6/8	3	1	1/16			1/16	1		2	62	D4	4	1288
66	66	195	0.25		0	0	6/8	4	1	1/16			1/16	1		6	42	F#2	2	1320
66	66	195	0.25		0	0	6/8	3	1	1/16			1/16	1		0	60	C4	4	1308
66	66	195	0.25		0	0	6/8	1	1	1/16			1/16	1		2	86	D6	6	1301
66	66	781/4	0.25		1/16	1/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1321
66	66	781/4	0.25		1/16	1/16	6/8	3	1	1/16			1/16	1		2	62	D4	4	1309
66	66	781/4	0.25		1/16	1/16	6/8	1	1	1/16			1/16	1		0	84	C6	6	1302
66	66	391/2	0.25		1/8	1/8	6/8	4	1	1/16			1/16	1		6	42	F#2	2	1322
66	66	391/2	0.25		1/8	1/8	6/8	3	1	1/16			1/16	1		0	60	C4	4	1310
66	66	391/2	0.25		1/8	1/8	6/8	1	1	1/16			1/16	1		3	81	A5	5	1303
66	66	783/4	0.25		3/16	3/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1323
66	66	783/4	0.25		3/16	3/16	6/8	3	1	1/16			1/16	1		2	62	D4	4	1311
66	66	783/4	0.25		3/16	3/16	6/8	1	1	1/16			1/16	1		2	74	D5	5	1304
66	66	196	0.25		1/4	1/4	6/8	4	1	1/16			1/16	1		6	42	F#2	2	1324
66	66	196	0.25		1/4	1/4	6/8	3	1	1/16			1/16	1		0	60	C4	4	1312
66	66	196	0.25		1/4	1/4	6/8	1	1	1/16			1/16	1		0	72	C5	5	1305
66	66	785/4	0.25		5/16	5/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1325
66	66	785/4	0.25		5/16	5/16	6/8	3	1	1/16			1/16	1		2	62	D4	4	1313
66	66	785/4	0.25		5/16	5/16	6/8	1	1	1/16			1/16	1		3	69	A4	4	1306
66	66	393/2	0.25		3/8	3/8	6/8	4	1	1/16			1/16	1		6	42	F#2	2	1326
66	66	393/2	0.25		3/8	3/8	6/8	3	1	1/16			1/16	1		0	60	C4	4	1314
66	66	393/2	1.5		3/8	3/8	6/8	1	1	3/8			1/4	3/2		2	62	D4	4	1307
66	66	787/4	0.25		7/16	7/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1327
66	66	787/4	0.25		7/16	7/16	6/8	3	1	1/16			1/16	1		2	62	D4	4	1315
66	66	197	0.25		1/2	1/2	6/8	4	1	1/16			1/16	1		6	42	F#2	2	1328
66	66	197	0.25		1/2	1/2	6/8	3	1	1/16			1/16	1		0	60	C4	4	1316
66	66	789/4	0.25		9/16	9/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1329
66	66	789/4	0.25		9/16	9/16	6/8	3	1	1/16			1/16	1		2	62	D4	4	1317
66	66	395/2	0.25		5/8	5/8	6/8	4	1	1/16			1/16	1		6	42	F#2	2	1330
66	66	395/2	0.25		5/8	5/8	6/8	3	1	1/16			1/16	1		0	60	C4	4	1318
66	66	791/4	0.25		11/16	11/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1331
66	66	791/4	0.25		11/16	11/16	6/8	3	1	1/16			1/16	1		2	62	D4	4	1319
67	67	198	0.25		0	0	6/8	4	1	1/16			1/16	1		1	43	G2	2	1357
67	67	198	0.25		0	0	6/8	2	1	1/16			1/16	1		5	59	B3	3	1338
67	67	198	0.25		0	0	6/8	3	1	1/16			1/16	1		2	74	D5	5	1350
67	67	793/4	0.25		1/16	1/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1358
67	67	793/4	0.25		1/16	1/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1339
67	67	793/4	0.25		1/16	1/16	6/8	3	1	1/16			1/16	1		5	71	B4	4	1351
67	67	397/2	0.25		1/8	1/8	6/8	4	1	1/16			1/16	1		1	43	G2	2	1359
67	67	397/2	0.25		1/8	1/8	6/8	2	1	1/16			1/16	1		5	59	B3	3	1340
67	67	397/2	0.25		1/8	1/8	6/8	3	1	1/16			1/16	1		1	67	G4	4	1352
67	67	795/4	0.25		3/16	3/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1360
67	67	795/4	0.25		3/16	3/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1341
67	67	795/4	0.25		3/16	3/16	6/8	3	1	1/16			1/16	1		2	62	D4	4	1353
67	67	199	0.25		1/4	1/4	6/8	4	1	1/16			1/16	1		1	43	G2	2	1361
67	67	199	0.25		1/4	1/4	6/8	2	1	1/16			1/16	1		5	59	B3	3	1342
67	67	199	0.25		1/4	1/4	6/8	3	1	1/16			1/16	1		5	59	B3	3	1354
67	67	797/4	0.25		5/16	5/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1362
67	67	797/4	0.25		5/16	5/16	6/8	3	1	1/16			1/16	1		1	55	G3	3	1355
67	67	797/4	0.25		5/16	5/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1343
67	67	399/2	0.25		3/8	3/8	6/8	4	1	1/16			1/16	1		1	43	G2	2	1363
67	67	399/2	1.5		3/8	3/8	6/8	3	1	3/8			1/4	3/2		2	50	D3	3	1356
67	67	399/2	0.25		3/8	3/8	6/8	2	1	1/16			1/16	1		5	59	B3	3	1344
67	67	399/2	0.25		3/8	3/8	6/8	1	1	1/16			1/16	1		2	86	D6	6	1332
67	67	799/4	0.25		7/16	7/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1364
67	67	799/4	0.25		7/16	7/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1345
67	67	799/4	0.25		7/16	7/16	6/8	1	1	1/16			1/16	1		5	83	B5	5	1333
67	67	200	0.25		1/2	1/2	6/8	4	1	1/16			1/16	1		1	43	G2	2	1365
67	67	200	0.25		1/2	1/2	6/8	2	1	1/16			1/16	1		5	59	B3	3	1346
67	67	200	0.25		1/2	1/2	6/8	1	1	1/16			1/16	1		1	79	G5	5	1334
67	67	801/4	0.25		9/16	9/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1366
67	67	801/4	0.25		9/16	9/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1347
67	67	801/4	0.25		9/16	9/16	6/8	1	1	1/16			1/16	1		2	74	D5	5	1335
67	67	401/2	0.25		5/8	5/8	6/8	4	1	1/16			1/16	1		1	43	G2	2	1367
67	67	401/2	0.25		5/8	5/8	6/8	2	1	1/16			1/16	1		5	59	B3	3	1348
67	67	401/2	0.25		5/8	5/8	6/8	1	1	1/16			1/16	1		5	71	B4	4	1336
67	67	803/4	0.25		11/16	11/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1368
67	67	803/4	0.25		11/16	11/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1349
67	67	803/4	0.25		11/16	11/16	6/8	1	1	1/16			1/16	1		1	67	G4	4	1337
68	68	201	0.25		0	0	6/8	4	1	1/16			1/16	1		6	42	F#2	2	1395
68	68	201	0.25		0	0	6/8	2	1	1/16			1/16	1		0	60	C4	4	1376
68	68	201	1.5		0	0	6/8	1	1	3/8			1/4	3/2		2	62	D4	4	1369
68	68	201	0.25		0	0	6/8	3	1	1/16			1/16	1		2	74	D5	5	1388
68	68	805/4	0.25		1/16	1/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1396
68	68	805/4	0.25		1/16	1/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1377
68	68	805/4	0.25		1/16	1/16	6/8	3	1	1/16			1/16	1		0	72	C5	5	1389
68	68	403/2	0.25		1/8	1/8	6/8	4	1	1/16			1/16	1		6	42	F#2	2	1397
68	68	403/2	0.25		1/8	1/8	6/8	2	1	1/16			1/16	1		0	60	C4	4	1378
68	68	403/2	0.25		1/8	1/8	6/8	3	1	1/16			1/16	1		3	69	A4	4	1390
68	68	807/4	0.25		3/16	3/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1398
68	68	807/4	0.25		3/16	3/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1379
68	68	807/4	0.25		3/16	3/16	6/8	3	1	1/16			1/16	1		2	62	D4	4	1391
68	68	202	0.25		1/4	1/4	6/8	4	1	1/16			1/16	1		6	42	F#2	2	1399
68	68	202	0.25		1/4	1/4	6/8	2	1	1/16			1/16	1		0	60	C4	4	1380
68	68	202	0.25		1/4	1/4	6/8	3	1	1/16			1/16	1		0	60	C4	4	1392
68	68	809/4	0.25		5/16	5/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1400
68	68	809/4	0.25		5/16	5/16	6/8	3	1	1/16			1/16	1		3	57	A3	3	1393
68	68	809/4	0.25		5/16	5/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1381
68	68	405/2	0.25		3/8	3/8	6/8	4	1	1/16			1/16	1		6	42	F#2	2	1401
68	68	405/2	1.5		3/8	3/8	6/8	3	1	3/8			1/4	3/2		2	50	D3	3	1394
68	68	405/2	0.25		3/8	3/8	6/8	2	1	1/16			1/16	1		0	60	C4	4	1382
68	68	405/2	0.25		3/8	3/8	6/8	1	1	1/16			1/16	1		2	86	D6	6	1370
68	68	811/4	0.25		7/16	7/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1402
68	68	811/4	0.25		7/16	7/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1383
68	68	811/4	0.25		7/16	7/16	6/8	1	1	1/16			1/16	1		0	84	C6	6	1371
68	68	203	0.25		1/2	1/2	6/8	4	1	1/16			1/16	1		6	42	F#2	2	1403
68	68	203	0.25		1/2	1/2	6/8	2	1	1/16			1/16	1		0	60	C4	4	1384
68	68	203	0.25		1/2	1/2	6/8	1	1	1/16			1/16	1		3	81	A5	5	1372
68	68	813/4	0.25		9/16	9/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1404
68	68	813/4	0.25		9/16	9/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1385
68	68	813/4	0.25		9/16	9/16	6/8	1	1	1/16			1/16	1		2	74	D5	5	1373
68	68	407/2	0.25		5/8	5/8	6/8	4	1	1/16			1/16	1		6	42	F#2	2	1405
68	68	407/2	0.25		5/8	5/8	6/8	2	1	1/16			1/16	1		0	60	C4	4	1386
68	68	407/2	0.25		5/8	5/8	6/8	1	1	1/16			1/16	1		0	72	C5	5	1374
68	68	815/4	0.25		11/16	11/16	6/8	4	1	1/16			1/16	1		2	38	D2	2	1406
68	68	815/4	0.25		11/16	11/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1387
68	68	815/4	0.25		11/16	11/16	6/8	1	1	1/16			1/16	1		3	69	A4	4	1375
69	69		0.25	1	0	0	6/8	3	1	1/16			1/16	1		1	55	G3	3	1426
69	69		0.25	1	0	0	6/8	2	1	1/16			1/16	1		5	59	B3	3	1414
69	69		0.25	1	0	0	6/8	4	1	1/16			1/16	1		2	62	D4	4	1438
69	69		1.0	1	0	0	6/8	1	1	1/4			1/4	1		1	67	G4	4	1407
69	69		0.25	1	1/16	1/16	6/8	3	1	1/16			1/16	1		5	59	B3	3	1427
69	69		0.25	1	1/16	1/16	6/8	4	1	1/16			1/16	1		5	59	B3	3	1439
69	69		0.25	1	1/16	1/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1415
69	69		0.25	1	1/8	1/8	6/8	3	1	1/16			1/16	1		1	55	G3	3	1428
69	69		0.25	1	1/8	1/8	6/8	4	1	1/16			1/16	1		1	55	G3	3	1440
69	69		0.25	1	1/8	1/8	6/8	2	1	1/16			1/16	1		5	59	B3	3	1416
69	69		0.25	1	3/16	3/16	6/8	4	1	1/16			1/16	1		2	50	D3	3	1441
69	69		0.25	1	3/16	3/16	6/8	3	1	1/16			1/16	1		5	59	B3	3	1429
69	69		0.25	1	3/16	3/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1417
69	69		0.25	1	1/4	1/4	6/8	4	1	1/16			1/16	1		5	47	B2	2	1442
69	69		0.25	1	1/4	1/4	6/8	3	1	1/16			1/16	1		1	55	G3	3	1430
69	69		0.25	1	1/4	1/4	6/8	2	1	1/16			1/16	1		5	59	B3	3	1418
69	69		0.25	1	5/16	5/16	6/8	4	1	1/16			1/16	1		1	43	G2	2	1443
69	69		0.25	1	5/16	5/16	6/8	3	1	1/16			1/16	1		5	59	B3	3	1431
69	69		0.25	1	5/16	5/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1419
69	69		1.0	1	3/8	3/8	6/8	4	1	1/4			1/4	1		6	42	F#2	2	1444
69	69		0.25	1	3/8	3/8	6/8	3	1	1/16			1/16	1		3	57	A3	3	1432
69	69		0.25	1	3/8	3/8	6/8	2	1	1/16			1/16	1		5	59	B3	3	1420
69	69		0.25	1	3/8	3/8	6/8	1	1	1/16			1/16	1		3	81	A5	5	1408
69	69		0.25	1	7/16	7/16	6/8	3	1	1/16			1/16	1		5	59	B3	3	1433
69	69		0.25	1	7/16	7/16	6/8	2	1	1/16			1/16	1		9	63	D#4	4	1421
69	69		0.25	1	7/16	7/16	6/8	1	1	1/16			1/16	1		6	78	F#5	5	1409
69	69		0.25	1	1/2	1/2	6/8	3	1	1/16			1/16	1		3	57	A3	3	1434
69	69		0.25	1	1/2	1/2	6/8	2	1	1/16			1/16	1		5	59	B3	3	1422
69	69		0.25	1	1/2	1/2	6/8	1	1	1/16			1/16	1		9	75	D#5	5	1410
69	69		0.25	1	9/16	9/16	6/8	3	1	1/16			1/16	1		5	59	B3	3	1435
69	69		0.25	1	9/16	9/16	6/8	2	1	1/16			1/16	1		9	63	D#4	4	1423
69	69		0.25	1	9/16	9/16	6/8	1	1	1/16			1/16	1		5	71	B4	4	1411
69	69		0.5	1	5/8	5/8	6/8	4	1	1/8			1/8	1		5	47	B2	2	1445
69	69		0.25	1	5/8	5/8	6/8	3	1	1/16			1/16	1		3	57	A3	3	1436
69	69		0.25	1	5/8	5/8	6/8	2	1	1/16			1/16	1		5	59	B3	3	1424
69	69		0.25	1	5/8	5/8	6/8	1	1	1/16			1/16	1		3	69	A4	4	1412
69	69		0.25	1	11/16	11/16	6/8	3	1	1/16			1/16	1		5	59	B3	3	1437
69	69		0.25	1	11/16	11/16	6/8	2	1	1/16			1/16	1		9	63	D#4	4	1425
69	69		0.25	1	11/16	11/16	6/8	1	1	1/16			1/16	1		6	66	F#4	4	1413
70	70		1.0	1	0	0	6/8	4	1	1/4			1/4	1		4	52	E3	3	1452
70	70		1.0	1	0	0	6/8	2	1	1/4			1/4	1		1	55	G3	3	1448
70	70		1.0	1	0	0	6/8	3	1	1/4			1/4	1		1	55	G3	3	1450
70	70		1.0	1	0	0	6/8	1	1	1/4			1/4	1		4	64	E4	4	1446
70	70		1.0	1	0	0	6/8	2	1	1/4			1/4	1		4	64	E4	4	1448
70	70		1.0	1	0	0	6/8	1	1	1/4			1/4	1		5	71	B4	4	1446
70	70		1.0	1	0	0	6/8	1	1	1/4			1/4	1		4	76	E5	5	1446
70	70		1.0	1	3/8	3/8	6/8	4	1	1/4			1/4	1		9	51	D#3	3	1453
70	70		1.0	1	3/8	3/8	6/8	3	1	1/4			1/4	1		6	54	F#3	3	1451
70	70		1.0	1	3/8	3/8	6/8	2	1	1/4			1/4	1		5	59	B3	3	1449
70	70		1.0	1	3/8	3/8	6/8	3	1	1/4			1/4	1		5	59	B3	3	1451
70	70		1.0	1	3/8	3/8	6/8	2	1	1/4			1/4	1		6	66	F#4	4	1449
70	70		1.0	1	3/8	3/8	6/8	1	1	1/4			1/4	1		5	71	B4	4	1447
70	70		1.0	1	3/8	3/8	6/8	2	1	1/4			1/4	1		5	71	B4	4	1449
70	70		1.0	1	3/8	3/8	6/8	1	1	1/4			1/4	1		5	83	B5	5	1447
71	71		0.25	1	0	0	6/8	3	1	1/16			1/16	1		1	55	G3	3	1473
71	71		0.25	1	0	0	6/8	2	1	1/16			1/16	1		-2	58	Bb3	3	1461
71	71		0.25	1	0	0	6/8	4	1	1/16			1/16	1		2	62	D4	4	1485
71	71		1.0	1	0	0	6/8	1	1	1/4			1/4	1		1	67	G4	4	1454
71	71		0.25	1	1/16	1/16	6/8	3	1	1/16			1/16	1		-2	58	Bb3	3	1474
71	71		0.25	1	1/16	1/16	6/8	4	1	1/16			1/16	1		-2	58	Bb3	3	1486
71	71		0.25	1	1/16	1/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1462
71	71		0.25	1	1/8	1/8	6/8	3	1	1/16			1/16	1		1	55	G3	3	1475
71	71		0.25	1	1/8	1/8	6/8	4	1	1/16			1/16	1		1	55	G3	3	1487
71	71		0.25	1	1/8	1/8	6/8	2	1	1/16			1/16	1		-2	58	Bb3	3	1463
71	71		0.25	1	3/16	3/16	6/8	4	1	1/16			1/16	1		2	50	D3	3	1488
71	71		0.25	1	3/16	3/16	6/8	3	1	1/16			1/16	1		-2	58	Bb3	3	1476
71	71		0.25	1	3/16	3/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1464
71	71		0.25	1	1/4	1/4	6/8	4	1	1/16			1/16	1		-2	46	Bb2	2	1489
71	71		0.25	1	1/4	1/4	6/8	3	1	1/16			1/16	1		1	55	G3	3	1477
71	71		0.25	1	1/4	1/4	6/8	2	1	1/16			1/16	1		-2	58	Bb3	3	1465
71	71		0.25	1	5/16	5/16	6/8	4	1	1/16			1/16	1		1	43	G2	2	1490
71	71		0.25	1	5/16	5/16	6/8	3	1	1/16			1/16	1		-2	58	Bb3	3	1478
71	71		0.25	1	5/16	5/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1466
71	71		1.0	1	3/8	3/8	6/8	4	1	1/4			1/4	1		-1	41	F2	2	1491
71	71		0.25	1	3/8	3/8	6/8	3	1	1/16			1/16	1		-4	56	Ab3	3	1479
71	71		0.25	1	3/8	3/8	6/8	2	1	1/16			1/16	1		-2	58	Bb3	3	1467
71	71		0.25	1	3/8	3/8	6/8	1	1	1/16			1/16	1		-4	80	Ab5	5	1455
71	71		0.25	1	7/16	7/16	6/8	3	1	1/16			1/16	1		-2	58	Bb3	3	1480
71	71		0.25	1	7/16	7/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1468
71	71		0.25	1	7/16	7/16	6/8	1	1	1/16			1/16	1		-1	77	F5	5	1456
71	71		0.25	1	1/2	1/2	6/8	3	1	1/16			1/16	1		-4	56	Ab3	3	1481
71	71		0.25	1	1/2	1/2	6/8	2	1	1/16			1/16	1		-2	58	Bb3	3	1469
71	71		0.25	1	1/2	1/2	6/8	1	1	1/16			1/16	1		2	74	D5	5	1457
71	71		0.25	1	9/16	9/16	6/8	3	1	1/16			1/16	1		-2	58	Bb3	3	1482
71	71		0.25	1	9/16	9/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1470
71	71		0.25	1	9/16	9/16	6/8	1	1	1/16			1/16	1		-2	70	Bb4	4	1458
71	71		0.5	1	5/8	5/8	6/8	4	1	1/8			1/8	1		-2	46	Bb2	2	1492
71	71		0.25	1	5/8	5/8	6/8	3	1	1/16			1/16	1		-4	56	Ab3	3	1483
71	71		0.25	1	5/8	5/8	6/8	2	1	1/16			1/16	1		-2	58	Bb3	3	1471
71	71		0.25	1	5/8	5/8	6/8	1	1	1/16			1/16	1		-4	68	Ab4	4	1459
71	71		0.25	1	11/16	11/16	6/8	3	1	1/16			1/16	1		-2	58	Bb3	3	1484
71	71		0.25	1	11/16	11/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	1472
71	71		0.25	1	11/16	11/16	6/8	1	1	1/16			1/16	1		-1	65	F4	4	1460
72	72	204	1.0		0	0	6/8	4	1	1/4			1/4	1		-3	39	Eb2	2	1499
72	72	204	1.0		0	0	6/8	3	1	1/4			1/4	1		-3	51	Eb3	3	1497
72	72	204	1.0		0	0	6/8	1	1	1/4			1/4	1		1	55	G3	3	1493
72	72	204	1.0		0	0	6/8	2	1	1/4			1/4	1		1	55	G3	3	1495
72	72	204	1.0		0	0	6/8	1	1	1/4			1/4	1		-3	63	Eb4	4	1493
72	72	204	1.0		0	0	6/8	2	1	1/4			1/4	1		-3	63	Eb4	4	1495
72	72	204	1.0		0	0	6/8	1	1	1/4			1/4	1		-3	75	Eb5	5	1493
72	72	411/2	1.0		3/8	3/8	6/8	4	1	1/4			1/4	1		2	38	D2	2	1500
72	72	411/2	1.0		3/8	3/8	6/8	3	1	1/4			1/4	1		2	50	D3	3	1498
72	72	411/2	1.0		3/8	3/8	6/8	2	1	1/4			1/4	1		-2	58	Bb3	3	1496
72	72	411/2	1.0		3/8	3/8	6/8	2	1	1/4			1/4	1		-1	65	F4	4	1496
72	72	411/2	1.0		3/8	3/8	6/8	1	1	1/4			1/4	1		-2	70	Bb4	4	1494
72	72	411/2	1.0		3/8	3/8	6/8	1	1	1/4			1/4	1		-2	82	Bb5	5	1494
74	74	210	1.0		0	0	6/8	4	1	1/4			1/4	1		-3	51	Eb3	3	1507
74	74	210	1.0		0	0	6/8	3	1	1/4			1/4	1		-6	54	Gb3	3	1505
74	74	210	1.0		0	0	6/8	2	1	1/4			1/4	1		-2	58	Bb3	3	1503
74	74	210	1.0		0	0	6/8	1	1	1/4			1/4	1		-3	63	Eb4	4	1501
74	74	423/2	1.0		3/8	3/8	6/8	4	1	1/4			1/4	1		2	50	D3	3	1508
74	74	423/2	1.0		3/8	3/8	6/8	3	1	1/4			1/4	1		-1	53	F3	3	1506
74	74	423/2	1.0		3/8	3/8	6/8	2	1	1/4			1/4	1		-2	58	Bb3	3	1504
74	74	423/2	1.0		3/8	3/8	6/8	1	1	1/4			1/4	1		-2	70	Bb4	4	1502
76	76	216	1.0		0	0	6/8	4	1	1/4			1/4	1		9	51	D#3	3	1515
76	76	216	1.0		0	0	6/8	3	1	1/4			1/4	1		6	54	F#3	3	1513
76	76	216	1.0		0	0	6/8	2	1	1/4			1/4	1		-2	58	Bb3	3	1511
76	76	216	1.0		0	0	6/8	1	1	1/4			1/4	1		9	63	D#4	4	1509
76	76	435/2	1.0		3/8	3/8	6/8	4	1	1/4			1/4	1		7	49	C#3	3	1516
76	76	435/2	1.0		3/8	3/8	6/8	3	1	1/4			1/4	1		7	61	C#4	4	1514
76	76	435/2	1.0		3/8	3/8	6/8	2	1	1/4			1/4	1		4	64	E4	4	1512
76	76	435/2	1.0		3/8	3/8	6/8	1	1	1/4			1/4	1		10	70	A#4	4	1510
78	78	222	1.0		0	0	6/8	4	1	1/4			1/4	1		5	47	B2	2	1524
78	78	222	1.0		0	0	6/8	3	1	1/4			1/4	1		6	54	F#3	3	1522
78	78	222	1.0		0	0	6/8	1	1	1/4			1/4	1		2	62	D4	4	1517
78	78	222	1.0		0	0	6/8	2	1	1/4			1/4	1		2	62	D4	4	1520
78	78	222	1.0		0	0	6/8	1	1	1/4			1/4	1		5	71	B4	4	1517
78	78	447/2	1.0		3/8	3/8	6/8	4	1	1/4			1/4	1		10	46	A#2	2	1525
78	78	447/2	1.0		3/8	3/8	6/8	3	1	1/4			1/4	1		6	54	F#3	3	1523
78	78	447/2	1.0		3/8	3/8	6/8	2	1	1/4			1/4	1		7	61	C#4	4	1521
78	78	447/2	0.5		3/8	3/8	6/8	1	2	1/8			1/8	1		6	66	F#4	4	1519
78	78	447/2	1.0		3/8	3/8	6/8	2	1	1/4			1/4	1		6	66	F#4	4	1521
78	78	447/2	0.5		3/8	3/8	6/8	1	2	1/8			1/8	1		7	73	C#5	5	1519
78	78	447/2	1.5		3/8	3/8	6/8	1	1	3/8			1/4	3/2	1	6	78	F#5	5	1518
79	79	225	3.0		0	0	6/8	1	1	3/4			1/2	3/2	0	6	78	F#5	5	1526
80	80	228	0.5		0	0	6/8	4	1	1/8			1/8	1		5	47	B2	2	1530
80	80	228	3.0		0	0	6/8	1	1	3/4			1/2	3/2	0	6	78	F#5	5	1527
80	80	457/2	0.5		1/8	1/8	6/8	4	1	1/8			1/8	1		6	42	F#2	2	1531
80	80	229	0.5		1/4	1/4	6/8	4	1	1/8			1/8	1		2	50	D3	3	1532
80	80	459/2	1.5		3/8	3/8	6/8	4	1	3/8			1/4	3/2	1	6	54	F#3	3	1533
80	80	461/2	0.5		5/8	5/8	6/8	3	1	1/8			1/8	1		5	59	B3	3	1529
80	80	461/2	0.5		5/8	5/8	6/8	2	1	1/8			1/8	1		2	62	D4	4	1528
81	81	231	1.5		0	0	6/8	4	1	3/8			1/4	3/2	-1	6	54	F#3	3	1547
81	81	231	1.0		0	0	6/8	3	1	1/4			1/4	1		10	58	A#3	3	1544
81	81	231	1.0		0	0	6/8	2	1	1/4			1/4	1		7	61	C#4	4	1541
81	81	231	0.25		0	0	6/8	1	1	1/16			1/16	1	-1	6	78	F#5	5	1534
81	81	925/4	0.25		1/16	1/16	6/8	1	1	1/16			1/16	1		1	79	G5	5	1535
81	81	463/2	0.25		1/8	1/8	6/8	1	1	1/16			1/16	1		4	76	E5	5	1536
81	81	927/4	0.25		3/16	3/16	6/8	1	1	1/16			1/16	1		7	73	C#5	5	1537
81	81	232	0.5		1/4	1/4	6/8	3	1	1/8			1/8	1		7	61	C#4	4	1545
81	81	232	0.5		1/4	1/4	6/8	2	1	1/8			1/8	1		4	64	E4	4	1542
81	81	232	0.25		1/4	1/4	6/8	1	1	1/16			1/16	1		10	70	A#4	4	1538
81	81	929/4	0.25		5/16	5/16	6/8	1	1	1/16			1/16	1		6	66	F#4	4	1539
81	81	465/2	1.0		3/8	3/8	6/8	4	1	1/4			1/4	1		1	55	G3	3	1548
81	81	465/2	1.0		3/8	3/8	6/8	3	1	1/4			1/4	1		5	59	B3	3	1546
81	81	465/2	1.0		3/8	3/8	6/8	2	1	1/4			1/4	1		2	62	D4	4	1543
81	81	465/2	1.0		3/8	3/8	6/8	1	1	1/4			1/4	1		5	71	B4	4	1540
83	83	237	0.5		0	0	6/8	4	1	1/8			1/8	1		0	48	C3	3	1552
83	83	475/2	0.5		1/8	1/8	6/8	4	1	1/8			1/8	1		1	43	G2	2	1553
83	83	238	0.5		1/4	1/4	6/8	4	1	1/8			1/8	1		-3	51	Eb3	3	1554
83	83	477/2	1.5		3/8	3/8	6/8	4	1	3/8			1/4	3/2	1	1	55	G3	3	1555
83	83	479/2	0.5		5/8	5/8	6/8	3	1	1/8			1/8	1		0	60	C4	4	1551
83	83	479/2	0.5		5/8	5/8	6/8	2	1	1/8			1/8	1		-3	63	Eb4	4	1550
83	83	479/2	0.5		5/8	5/8	6/8	1	1	1/8			1/8	1	1	1	79	G5	5	1549
84	84	240	1.5		0	0	6/8	4	1	3/8			1/4	3/2	-1	1	55	G3	3	1569
84	84	240	1.0		0	0	6/8	3	1	1/4			1/4	1		5	59	B3	3	1566
84	84	240	1.0		0	0	6/8	2	1	1/4			1/4	1		2	62	D4	4	1563
84	84	240	0.25		0	0	6/8	1	1	1/16			1/16	1	-1	1	79	G5	5	1556
84	84	961/4	0.25		1/16	1/16	6/8	1	1	1/16			1/16	1		-4	80	Ab5	5	1557
84	84	481/2	0.25		1/8	1/8	6/8	1	1	1/16			1/16	1		-1	77	F5	5	1558
84	84	963/4	0.25		3/16	3/16	6/8	1	1	1/16			1/16	1		2	74	D5	5	1559
84	84	241	0.5		1/4	1/4	6/8	3	1	1/8			1/8	1		2	62	D4	4	1567
84	84	241	0.5		1/4	1/4	6/8	2	1	1/8			1/8	1		-1	65	F4	4	1564
84	84	241	0.25		1/4	1/4	6/8	1	1	1/16			1/16	1		5	71	B4	4	1560
84	84	965/4	0.25		5/16	5/16	6/8	1	1	1/16			1/16	1		1	67	G4	4	1561
84	84	483/2	1.5		3/8	3/8	6/8	4	1	3/8			1/4	3/2	1	-4	56	Ab3	3	1570
