mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	1.0		0	0	2/2	4	1	1/4	1/4	1.0		5	47	B2	2	0
1	0	1	1.0		1/4	1/4	2/2	4	1	1/4	1/4	1.0		8	44	G#2	2	1
1	0	2	1.0		1/2	1/2	2/2	4	1	1/4	1/4	1.0		4	40	E2	2	2
1	0	3	1.0		3/4	3/4	2/2	4	1	1/4	1/4	1.0		8	44	G#2	2	3
3	2	8	1.0		0	0	2/2	3	1	1/4	1/4	1.0		4	52	E3	3	12
3	2	8	1.0		0	0	2/2	2	1	1/4	1/4	1.0		8	56	G#3	3	8
3	2	8	1.0		0	0	2/2	4	1	1/4	1/4	1.0		4	64	E4	4	16
3	2	8	1.0		0	0	2/2	1	1	1/4	1/4	1.0		5	71	B4	4	4
3	2	9	1.0		1/4	1/4	2/2	3	1	1/4	1/4	1.0		8	56	G#3	3	13
3	2	9	1.0		1/4	1/4	2/2	2	1	1/4	1/4	1.0		5	59	B3	3	9
3	2	9	1.0		1/4	1/4	2/2	1	1	1/4	1/4	1.0		8	68	G#4	4	5
3	2	10	1.0		1/2	1/2	2/2	3	1	1/4	1/4	1.0		8	56	G#3	3	14
3	2	10	1.0		1/2	1/2	2/2	2	1	1/4	1/4	1.0		5	59	B3	3	10
3	2	10	1.0		1/2	1/2	2/2	1	1	1/4	1/4	1.0		4	64	E4	4	6
3	2	11	1.0		3/4	3/4	2/2	3	1	1/4	1/4	1.0		4	52	E3	3	15
3	2	11	1.0		3/4	3/4	2/2	2	1	1/4	1/4	1.0		8	56	G#3	3	11
3	2	11	1.0		3/4	3/4	2/2	1	1	1/4	1/4	1.0		8	68	G#4	4	7
4	3	12	1.0		0	0	2/2	3	1	1/4	1/4	1.0		4	52	E3	3	23
4	3	12	1.0		0	0	2/2	2	1	1/4	1/4	1.0		8	56	G#3	3	19
4	3	12	1.0		0	0	2/2	4	1	1/4	1/4	1.0		4	64	E4	4	27
4	3	12	2.0		0	0	2/2	1	1	1/2	1/2	1.0		5	71	B4	4	17
4	3	13	1.0		1/4	1/4	2/2	3	1	1/4	1/4	1.0		8	56	G#3	3	24
4	3	13	1.0		1/4	1/4	2/2	2	1	1/4	1/4	1.0		5	59	B3	3	20
4	3	14	1.0		1/2	1/2	2/2	3	1	1/4	1/4	1.0		8	56	G#3	3	25
4	3	14	1.0		1/2	1/2	2/2	2	1	1/4	1/4	1.0		5	59	B3	3	21
4	3	14	2.0		1/2	1/2	2/2	1	1	1/2	1/2	1.0		4	76	E5	5	18
4	3	15	1.0		3/4	3/4	2/2	3	1	1/4	1/4	1.0		8	68	G#4	4	26
4	3	15	1.0		3/4	3/4	2/2	2	1	1/4	1/4	1.0		5	71	B4	4	22
5	4	16	1.0		0	0	2/2	4	1	1/4	1/4	1.0		5	59	B3	3	40
5	4	16	1.0		0	0	2/2	3	1	1/4	1/4	1.0		6	66	F#4	4	36
5	4	16	1.0		0	0	2/2	2	1	1/4	1/4	1.0		3	69	A4	4	32
5	4	16	1.0		0	0	2/2	1	1	1/4	1/4	1.0		9	75	D#5	5	28
5	4	17	1.0		1/4	1/4	2/2	3	1	1/4	1/4	1.0		4	64	E4	4	37
5	4	17	1.0		1/4	1/4	2/2	2	1	1/4	1/4	1.0		8	68	G#4	4	33
