mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
10	10	19	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		1	67	G4	4	140
10	10	19	0.25	1/4	1/4	2/4	1	1	1/16			1/16	1		-2	70	Bb4	4	136
10	10	77/4	0.5	5/16	5/16	2/4	1	1	1/8			1/8	1		-4	80	Ab5	5	137
10	10	39/2	0.25	3/8	3/8	2/4	4	1	1/16			1/16	1		4	64	E4	4	148
10	10	39/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		-2	70	Bb4	4	141
10	10	79/4	0.25	7/16	7/16	2/4	1	1	1/16			1/16	1	1	1	79	G5	5	138
11	11	20	0.5	0	0	2/4	3	1	1/8			1/8	1	-1	0	48	C3	3	162
11	11	20	0.5	0	0	2/4	4	1	1/8			1/8	1		-1	65	F4	4	165
11	11	20	0.5	0	0	2/4	2	1	1/8			1/8	1		-4	68	Ab4	4	158
11	11	20	0.25	0	0	2/4	1	1	1/16			1/16	1	-1	1	79	G5	5	149
11	11	81/4	0.5	1/16	1/16	2/4	1	1	1/8			1/8	1		-1	77	F5	5	150
11	11	41/2	0.5	1/8	1/8	2/4	3	1	1/8			1/8	1		0	48	C3	3	163
11	11	41/2	0.25	1/8	1/8	2/4	2	1	1/16			1/16	1		-2	70	Bb4	4	159
11	11	41/2	0.375	1/8	1/8	2/4	4	1	3/32			1/16	3/2		0	72	C5	5	166
11	11	83/4	0.25	3/16	3/16	2/4	2	1	1/16			1/16	1		0	72	C5	5	160
11	11	83/4	0.25	3/16	3/16	2/4	1	1	1/16			1/16	1	1	4	76	E5	5	151
11	11	167/8	0.125	7/32	7/32	2/4	4	1	1/32			1/32	1		1	67	G4	4	167
11	11	21	0.75	1/4	1/4	2/4	3	1	3/16			1/8	3/2		-1	53	F3	3	164
11	11	21	0.5	1/4	1/4	2/4	4	1	1/8			1/8	1		-2	70	Bb4	4	168
11	11	21	1.0	1/4	1/4	2/4	2	1	1/4			1/4	1		0	72	C5	5	161
11	11	21	0.25	1/4	1/4	2/4	1	1	1/16			1/16	1	-1	4	76	E5	5	152
11	11	85/4	0.25	5/16	5/16	2/4	1	1	1/16			1/16	1		4	76	E5	5	153
11	11	43/2	0.0	3/8	3/8	2/4	1	1	0	grace16		1/16	1		2	74	D5	5	154
11	11	43/2	0.0	3/8	3/8	2/4	1	1	0	grace16		1/16	1		4	76	E5	5	155
11	11	43/2	0.25	3/8	3/8	2/4	4	1	1/16			1/16	1		-4	68	Ab4	4	169
11	11	43/2	0.25	3/8	3/8	2/4	1	1	1/16			1/16	1		1	79	G5	5	156
11	11	87/4	0.25	7/16	7/16	2/4	1	1	1/16			1/16	1		-1	77	F5	5	157
12	12	22	0.5	0	0	2/4	3	1	1/8			1/8	1		-1	53	F3	3	179
12	12	22	0.875	0	0	2/4	4	1	7/32			1/8	7/4		0	72	C5	5	183
12	12	45/2	0.5	1/8	1/8	2/4	3	1	1/8			1/8	1		-4	56	Ab3	3	180
12	12	45/2	0.5	1/8	1/8	2/4	2	1	1/8			1/8	1		0	72	C5	5	175
12	12	45/2	0.25	1/8	1/8	2/4	1	1	1/16			1/16	1		-1	77	F5	5	170
12	12	91/4	0.25	3/16	3/16	2/4	1	1	1/16			1/16	1	1	0	84	C6	6	171
12	12	183/8	0.125	7/32	7/32	2/4	4	1	1/32			1/32	1		-1	77	F5	5	184
12	12	23	0.75	1/4	1/4	2/4	3	1	3/16			1/8	3/2		1	55	G3	3	181
12	12	23	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		-5	73	Db5	5	176
12	12	23	0.5	1/4	1/4	2/4	4	1	1/8			1/8	1		-1	77	F5	5	185
12	12	23	0.25	1/4	1/4	2/4	1	1	1/16			1/16	1	-1	0	84	C6	6	172
12	12	93/4	0.5	5/16	5/16	2/4	1	1	1/8			1/8	1		-2	82	Bb5	5	173
12	12	47/2	0.25	3/8	3/8	2/4	2	1	1/16			1/16	1		0	72	C5	5	177
12	12	47/2	0.25	3/8	3/8	2/4	4	1	1/16			1/16	1		4	76	E5	5	186
12	12	95/4	0.0	7/16	7/16	2/4	4	1	0	grace16after		1/16	1		-1	77	F5	5	187
12	12	95/4	0.0	7/16	7/16	2/4	4	1	0	grace16after		1/16	1		4	76	E5	5	188
12	12	95/4	0.25	7/16	7/16	2/4	3	1	1/16			1/16	1		-1	53	F3	3	182
12	12	95/4	0.25	7/16	7/16	2/4	2	1	1/16			1/16	1		0	72	C5	5	178
12	12	95/4	0.25	7/16	7/16	2/4	4	1	1/16			1/16	1		-1	77	F5	5	189
12	12	95/4	0.25	7/16	7/16	2/4	1	1	1/16			1/16	1	1	-4	80	Ab5	5	174
13	13	24	0.25	0	0	2/4	3	1	1/16			1/16	1		4	52	E3	3	202
13	13	24	0.25	0	0	2/4	2	1	1/16			1/16	1		-2	70	Bb4	4	196
13	13	24	0.25	0	0	2/4	4	1	1/16			1/16	1		1	79	G5	5	207
13	13	24	0.25	0	0	2/4	1	1	1/16			1/16	1	-1	-4	80	Ab5	5	190
13	13	97/4	0.25	1/16	1/16	2/4	3	1	1/16			1/16	1		0	48	C3	3	203
13	13	97/4	0.25	1/16	1/16	2/4	2	1	1/16			1/16	1		-2	70	Bb4	4	197
13	13	97/4	0.25	1/16	1/16	2/4	4	1	1/16			1/16	1		0	72	C5	5	208
13	13	97/4	0.25	1/16	1/16	2/4	1	1	1/16			1/16	1	1	1	79	G5	5	191
13	13	49/2	0.25	1/8	1/8	2/4	3	1	1/16			1/16	1		-1	53	F3	3	204
13	13	49/2	0.25	1/8	1/8	2/4	2	1	1/16			1/16	1		-4	68	Ab4	4	198
13	13	49/2	0.25	1/8	1/8	2/4	4	1	1/16			1/16	1		0	72	C5	5	209
13	13	49/2	0.25	1/8	1/8	2/4	1	1	1/16			1/16	1	-1	1	79	G5	5	192
13	13	99/4	0.25	3/16	3/16	2/4	3	1	1/16			1/16	1		-4	56	Ab3	3	205
13	13	99/4	0.25	3/16	3/16	2/4	2	1	1/16			1/16	1		-4	68	Ab4	4	199
13	13	99/4	0.25	3/16	3/16	2/4	4	1	1/16			1/16	1		5	71	B4	4	210
13	13	99/4	0.25	3/16	3/16	2/4	1	1	1/16			1/16	1		-1	77	F5	5	193
13	13	25	1.0	1/4	1/4	2/4	3	1	1/4			1/4	1		0	48	C3	3	206
13	13	25	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		-4	68	Ab4	4	200
13	13	25	0.5	1/4	1/4	2/4	4	1	1/8			1/8	1		5	71	B4	4	211
13	13	25	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		-1	77	F5	5	194
13	13	51/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		1	67	G4	4	201
13	13	51/2	0.5	3/8	3/8	2/4	4	1	1/8			1/8	1		0	72	C5	5	212
13	13	51/2	0.5	3/8	3/8	2/4	1	1	1/8			1/8	1		4	76	E5	5	195
14	14	26	0.5	0	0	2/4	3	1	1/8			1/8	1		-5	49	Db3	3	223
14	14	26	1.0	0	0	2/4	2	1	1/4			1/4	1		1	67	G4	4	221
14	14	26	1.0	0	0	2/4	2	1	1/4			1/4	1		-2	70	Bb4	4	221
14	14	26	0.5	0	0	2/4	4	1	1/8			1/8	1		-5	73	Db5	5	227
14	14	26	1.0	0	0	2/4	1	1	1/4			1/4	1		-3	75	Eb5	5	213
14	14	53/2	0.5	1/8	1/8	2/4	3	1	1/8			1/8	1		-3	51	Eb3	3	224
14	14	53/2	0.375	1/8	1/8	2/4	4	1	3/32			1/16	3/2		-2	70	Bb4	4	228
14	14	215/8	0.125	7/32	7/32	2/4	4	1	1/32			1/32	1		-3	75	Eb5	5	229
14	14	27	0.75	1/4	1/4	2/4	3	1	3/16			1/8	3/2		0	48	C3	3	225
14	14	27	1.0	1/4	1/4	2/4	2	1	1/4			1/4	1		-4	68	Ab4	4	222
14	14	27	1.0	1/4	1/4	2/4	2	1	1/4			1/4	1		0	72	C5	5	222
14	14	27	0.125	1/4	1/4	2/4	1	1	1/32			1/32	1		-3	75	Eb5	5	214
14	14	27	0.75	1/4	1/4	2/4	4	1	3/16			1/8	3/2		-3	75	Eb5	5	230
14	14	217/8	0.0	9/32	9/32	2/4	1	1	0	grace16		1/16	1		-1	77	F5	5	215
14	14	217/8	0.0	9/32	9/32	2/4	1	1	0	grace16		1/16	1		-3	75	Eb5	5	216
14	14	217/8	0.0	9/32	9/32	2/4	1	1	0	grace16		1/16	1		2	74	D5	5	217
14	14	217/8	0.0	9/32	9/32	2/4	1	1	0	grace16		1/16	1		-3	75	Eb5	5	218
14	14	217/8	0.375	9/32	9/32	2/4	1	1	3/32			1/16	3/2		-4	80	Ab5	5	219
14	14	55/2	0.125	3/8	3/8	2/4	1	1	1/32			1/32	1		-3	75	Eb5	5	220
14	14	111/4	0.25	7/16	7/16	2/4	3	1	1/16			1/16	1		-3	51	Eb3	3	226
14	14	111/4	0.25	7/16	7/16	2/4	4	1	1/16			1/16	1		0	72	C5	5	231
15	15	28	0.5	0	0	2/4	3	1	1/8			1/8	1		-5	49	Db3	3	239
15	15	28	1.0	0	0	2/4	2	1	1/4			1/4	1		1	67	G4	4	236
15	15	28	1.0	0	0	2/4	2	1	1/4			1/4	1		-2	70	Bb4	4	236
15	15	28	0.25	0	0	2/4	4	1	1/16			1/16	1		-3	75	Eb5	5	244
15	15	28	1.0	0	0	2/4	1	1	1/4			1/4	1		-3	75	Eb5	5	232
15	15	113/4	0.25	1/16	1/16	2/4	4	1	1/16			1/16	1		-5	73	Db5	5	245
15	15	57/2	0.25	1/8	1/8	2/4	3	1	1/16			1/16	1		-3	51	Eb3	3	240
15	15	57/2	0.375	1/8	1/8	2/4	4	1	3/32			1/16	3/2		-2	70	Bb4	4	246
15	15	115/4	0.25	3/16	3/16	2/4	3	1	1/16			1/16	1		2	50	D3	3	241
15	15	231/8	0.125	7/32	7/32	2/4	4	1	1/32			1/32	1		-3	75	Eb5	5	247
15	15	29	0.5	1/4	1/4	2/4	3	1	1/8			1/8	1		0	48	C3	3	242
15	15	29	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		-4	68	Ab4	4	237
15	15	29	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		0	72	C5	5	237
15	15	29	0.75	1/4	1/4	2/4	1	1	3/16			1/8	3/2		-3	75	Eb5	5	233
15	15	29	1.0	1/4	1/4	2/4	4	1	1/4			1/4	1		-3	75	Eb5	5	248
15	15	59/2	0.5	3/8	3/8	2/4	3	1	1/8			1/8	1		-4	56	Ab3	3	243
15	15	59/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		0	60	C4	4	238
15	15	119/4	0.125	7/16	7/16	2/4	1	1	1/32			1/32	1		-5	73	Db5	5	234
15	15	239/8	0.125	15/32	15/32	2/4	1	1	1/32			1/32	1		0	72	C5	5	235
16	16	30	1.0	0	0	2/4	3	1	1/4			1/4	1		1	55	G3	3	255
16	16	30	1.0	0	0	2/4	3	1	1/4			1/4	1		-2	58	Bb3	3	255
16	16	30	1.0	0	0	2/4	2	1	1/4			1/4	1		0	60	C4	4	252
16	16	30	1.0	0	0	2/4	1	1	1/4			1/4	1		0	72	C5	5	249
16	16	30	1.0	0	0	2/4	4	1	1/4			1/4	1		4	76	E5	5	258
16	16	31	0.875	1/4	1/4	2/4	3	1	7/32			1/8	7/4		-1	53	F3	3	256
16	16	31	0.875	1/4	1/4	2/4	3	1	7/32			1/8	7/4		-4	56	Ab3	3	256
16	16	31	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		0	60	C4	4	253
16	16	31	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		0	72	C5	5	250
16	16	31	0.875	1/4	1/4	2/4	4	1	7/32			1/8	7/4		-1	77	F5	5	259
16	16	63/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		-1	65	F4	4	254
16	16	63/2	0.5	3/8	3/8	2/4	1	1	1/8			1/8	1		-1	77	F5	5	251
16	16	255/8	0.125	15/32	15/32	2/4	3	1	1/32			1/32	1		-5	49	Db3	3	257
16	16	255/8	0.125	15/32	15/32	2/4	4	1	1/32			1/32	1		-1	65	F4	4	260
17	17	32	0.5	0	0	2/4	3	1	1/8			1/8	1		-5	49	Db3	3	268
17	17	32	1.0	0	0	2/4	2	2	1/4			1/4	1		1	55	G3	3	267
17	17	32	0.5	0	0	2/4	2	1	1/8			1/8	1		-1	65	F4	4	264
17	17	32	0.5	0	0	2/4	1	1	1/8			1/8	1		-2	70	Bb4	4	261
17	17	32	0.5	0	0	2/4	4	1	1/8			1/8	1		-5	73	Db5	5	271
17	17	65/2	0.5	1/8	1/8	2/4	3	1	1/8			1/8	1		0	48	C3	3	269
17	17	65/2	0.5	1/8	1/8	2/4	2	1	1/8			1/8	1		4	64	E4	4	265
17	17	65/2	0.5	1/8	1/8	2/4	1	1	1/8			1/8	1		0	72	C5	5	262
17	17	65/2	0.5	1/8	1/8	2/4	4	1	1/8			1/8	1		0	72	C5	5	272
17	17	33	0.5	1/4	1/4	2/4	3	1	1/8			1/8	1		-1	53	F3	3	270
17	17	33	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		-4	56	Ab3	3	266
