mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0		0	0	3/4	4	1	1/4		1/4	1		4	40	E2	2	10
1	1	0	0	1.0		0	0	3/4	3	1	1/4		1/4	1		1	55	G3	3	7
1	1	0	0	1.0		0	0	3/4	2	1	1/4		1/4	1		5	59	B3	3	4
1	1	0	0	0.5		0	0	3/4	1	1	1/8		1/8	1		4	64	E4	4	0
1	1	1/2	1/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	1
1	1	1	1	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		4	76	E5	5	2
1	1	3/2	3/2	0.5		3/8	3/8	3/4	3	1	1/8		1/8	1		4	64	E4	4	8
1	1	3/2	3/2	0.5		3/8	3/8	3/4	2	1	1/8		1/8	1		1	67	G4	4	5
1	1	2	2	0.5		1/2	1/2	3/4	3	1	1/8		1/8	1		4	64	E4	4	9
1	1	2	2	0.5		1/2	1/2	3/4	2	1	1/8		1/8	1		1	67	G4	4	6
1	1	5/2	5/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		1	79	G5	5	3
2	2	3	3	1.0		0	0	3/4	4	1	1/4		1/4	1		5	47	B2	2	18
2	2	7/2	7/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		6	78	F#5	5	11
2	2	4	4	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		9	75	D#5	5	12
2	2	9/2	9/2	0.5		3/8	3/8	3/4	3	1	1/8		1/8	1		9	63	D#4	4	16
2	2	9/2	9/2	0.5		3/8	3/8	3/4	2	1	1/8		1/8	1		6	66	F#4	4	14
2	2	5	5	0.5		1/2	1/2	3/4	3	1	1/8		1/8	1		9	63	D#4	4	17
2	2	5	5	0.5		1/2	1/2	3/4	2	1	1/8		1/8	1		6	66	F#4	4	15
2	2	11/2	11/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	13
3	3	6	6	1.0		0	0	3/4	4	1	1/4		1/4	1		5	47	B2	2	26
3	3	13/2	13/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	19
3	3	7	7	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		0	72	C5	5	20
3	3	15/2	15/2	0.5		3/8	3/8	3/4	3	1	1/8		1/8	1		9	63	D#4	4	24
3	3	15/2	15/2	0.5		3/8	3/8	3/4	2	1	1/8		1/8	1		6	66	F#4	4	22
3	3	8	8	0.5		1/2	1/2	3/4	3	1	1/8		1/8	1		9	63	D#4	4	25
3	3	8	8	0.5		1/2	1/2	3/4	2	1	1/8		1/8	1		6	66	F#4	4	23
3	3	17/2	17/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		3	69	A4	4	21
4	4	9	9	1.0		0	0	3/4	4	1	1/4		1/4	1		4	52	E3	3	34
4	4	19/2	19/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		3	69	A4	4	27
4	4	10	10	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		6	66	F#4	4	28
4	4	21/2	21/2	0.5		3/8	3/8	3/4	3	1	1/8		1/8	1		5	59	B3	3	32
4	4	21/2	21/2	0.5		3/8	3/8	3/4	2	1	1/8		1/8	1		4	64	E4	4	30
4	4	11	11	0.5		1/2	1/2	3/4	3	1	1/8		1/8	1		5	59	B3	3	33
4	4	11	11	0.5		1/2	1/2	3/4	2	1	1/8		1/8	1		4	64	E4	4	31
4	4	23/2	23/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1	1	1	67	G4	4	29
5	5	12	12	1.0		0	0	3/4	4	1	1/4		1/4	1		4	52	E3	3	43
5	5	12	12	0.5		0	0	3/4	1	1	1/8		1/8	1	-1	1	67	G4	4	35
5	5	25/2	25/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	36
5	5	13	13	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		4	76	E5	5	37
5	5	27/2	27/2	0.5		3/8	3/8	3/4	3	1	1/8		1/8	1		4	64	E4	4	41
5	5	27/2	27/2	0.5		3/8	3/8	3/4	2	1	1/8		1/8	1		1	67	G4	4	39
5	5	14	14	0.5		1/2	1/2	3/4	3	1	1/8		1/8	1		4	64	E4	4	42
5	5	14	14	0.5		1/2	1/2	3/4	2	1	1/8		1/8	1		1	67	G4	4	40
5	5	29/2	29/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1	1	1	79	G5	5	38
6	6	15	15	1.0		0	0	3/4	4	1	1/4		1/4	1		7	49	C#3	3	52
6	6	15	15	0.5		0	0	3/4	1	1	1/8		1/8	1	-1	1	79	G5	5	44
6	6	31/2	31/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		1	79	G5	5	45
6	6	16	16	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		7	85	C#6	6	46
6	6	33/2	33/2	0.5		3/8	3/8	3/4	3	1	1/8		1/8	1		4	64	E4	4	50
6	6	33/2	33/2	0.5		3/8	3/8	3/4	2	1	1/8		1/8	1		1	67	G4	4	48
6	6	17	17	0.5		1/2	1/2	3/4	3	1	1/8		1/8	1		4	64	E4	4	51
6	6	17	17	0.5		1/2	1/2	3/4	2	1	1/8		1/8	1		1	67	G4	4	49
6	6	35/2	35/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1	1	4	88	E6	6	47
7	7	18	18	1.0		0	0	3/4	4	1	1/4		1/4	1		3	45	A2	2	61
7	7	18	18	0.5		0	0	3/4	1	1	1/8		1/8	1	-1	4	88	E6	6	53
7	7	37/2	37/2	0.5		1/8	1/8	3/4	2	1	1/8		1/8	1		3	57	A3	3	57
7	7	37/2	37/2	0.5		1/8	1/8	3/4	3	1	1/8		1/8	1		7	61	C#4	4	59
7	7	37/2	37/2	0.5		1/8	1/8	3/4	3	1	1/8		1/8	1		4	64	E4	4	59
7	7	37/2	37/2	0.5		1/8	1/8	3/4	2	1	1/8		1/8	1		1	67	G4	4	57
7	7	37/2	37/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		4	88	E6	6	54
7	7	19	19	0.5		1/4	1/4	3/4	2	1	1/8		1/8	1		3	57	A3	3	58
7	7	19	19	0.5		1/4	1/4	3/4	3	1	1/8		1/8	1		7	61	C#4	4	60
7	7	19	19	0.5		1/4	1/4	3/4	3	1	1/8		1/8	1		4	64	E4	4	60
7	7	19	19	0.5		1/4	1/4	3/4	2	1	1/8		1/8	1		1	67	G4	4	58
7	7	19	19	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		1	91	G6	6	55
7	7	41/2	41/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1	1	7	73	C#5	5	56
8	8		21	1.0	1	0	0	3/4	4	1	1/4		1/4	1		2	50	D3	3	69
8	8		21	1.0	1	0	0	3/4	1	1	1/4		1/4	1	-1	7	73	C#5	5	62
8	8		22	1.0	1	1/4	1/4	3/4	2	1	1/4		1/4	1		3	57	A3	3	65
8	8		22	1.0	1	1/4	1/4	3/4	3	1	1/4		1/4	1		2	62	D4	4	67
8	8		22	1.0	1	1/4	1/4	3/4	2	1	1/4		1/4	1		6	66	F#4	4	65
8	8		22	1.0	1	1/4	1/4	3/4	1	1	1/4		1/4	1		2	74	D5	5	63
8	8		23	1.0	1	1/2	1/2	3/4	4	1	1/4		1/4	1		5	47	B2	2	70
