mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	6.0	0	0	6/4	50	1	3/2			1	3/2	1	5	35	B1	1	22
1	1	0	0	1.0	0	0	6/4	23	2	1/4			1/4	1		5	47	B2	2	10
1	1	0	0	6.0	0	0	6/4	25	1	3/2		3/2_r32_0	1	3/2		5	47	B2	2	11
1	1	0	0	1.0	0	0	6/4	26	2	1/4			1/4	1		3	57	Crash Cymbal 2		12
1	1	0	0	1.0	0	0	6/4	9	2	1/4			1/4	1		5	59	B3	3	5
1	1	0	0	1.0	0	0	6/4	14	2	1/4			1/4	1		5	59	B3	3	6
1	1	0	0	1.0	0	0	6/4	15	2	1/4			1/4	1		5	59	B3	3	7
1	1	0	0	1.0	0	0	6/4	18	2	1/4			1/4	1		5	59	B3	3	9
1	1	0	0	1.0	0	0	6/4	27	2	1/4			1/4	1		5	59	B3	3	13
1	1	0	0	1.0	0	0	6/4	30	2	1/4			1/4	1		5	59	B3	3	15
1	1	0	0	1.0	0	0	6/4	34	2	1/4			1/4	1		5	59	B3	3	17
1	1	0	0	1.0	0	0	6/4	41	2	1/4			1/4	1		5	59	B3	3	18
1	1	0	0	1.0	0	0	6/4	42	2	1/4			1/4	1		5	59	B3	3	19
1	1	0	0	1.0	0	0	6/4	43	2	1/4			1/4	1		5	59	B3	3	20
1	1	0	0	1.0	0	0	6/4	46	2	1/4			1/4	1		5	59	B3	3	21
1	1	0	0	1.0	0	0	6/4	1	2	1/4			1/4	1		5	71	B4	4	0
1	1	0	0	1.0	0	0	6/4	4	2	1/4			1/4	1		5	71	B4	4	2
1	1	0	0	1.0	0	0	6/4	6	2	1/4			1/4	1		5	71	B4	4	3
1	1	0	0	1.0	0	0	6/4	7	2	1/4			1/4	1		5	71	B4	4	4
1	1	0	0	1.0	0	0	6/4	16	2	1/4			1/4	1		5	71	B4	4	8
1	1	0	0	1.0	0	0	6/4	29	2	1/4			1/4	1		5	71	B4	4	14
1	1	0	0	1.0	0	0	6/4	33	2	1/4			1/4	1		5	71	B4	4	16
1	1	0	0	1.0	0	0	6/4	3	2	1/4			1/4	1		5	83	B5	5	1
2	2	6	6	1.0	0	0	6/4	50	2	1/4			1/4	1		5	35	B1	1	29
2	2	6	6	6.0	0	0	6/4	50	1	3/2			1	3/2	0	5	35	B1	1	28
2	2	6	6	3.0	0	0	6/4	34	1	3/4			1/2	3/2		6	42	F#2	2	26
2	2	6	6	6.0	0	0	6/4	25	1	3/2		3/2_r32_0	1	3/2		5	47	B2	2	23
2	2	6	6	3.0	0	0	6/4	34	1	3/4			1/2	3/2		6	54	F#3	3	26
2	2	7	7	2.0	1/4	1/4	6/4	30	1	1/2			1/2	1		6	42	F#2	2	24
2	2	7	7	2.0	1/4	1/4	6/4	30	1	1/2			1/2	1		6	54	F#3	3	24
2	2	9	9	1.0	3/4	3/4	6/4	50	2	1/4			1/4	1		5	35	B1	1	30
2	2	9	9	3.0	3/4	3/4	6/4	34	1	3/4			1/2	3/2		8	44	G#2	2	27
2	2	9	9	3.0	3/4	3/4	6/4	34	1	3/4			1/2	3/2		8	56	G#3	3	27
2	2	10	10	2.0	1	1	6/4	30	1	1/2			1/2	1		8	44	G#2	2	25
2	2	10	10	2.0	1	1	6/4	30	1	1/2			1/2	1		8	56	G#3	3	25
3	3	12	12	1.0	0	0	6/4	50	2	1/4			1/4	1		5	35	B1	1	44
3	3	12	12	6.0	0	0	6/4	50	1	3/2			1	3/2	0	5	35	B1	1	43
3	3	12	12	0.25	0	0	6/4	46	1	1/16			1/16	1		6	42	F#2	2	37
3	3	12	12	3.0	0	0	6/4	34	1	3/4			1/2	3/2		6	42	F#2	2	34
3	3	12	12	6.0	0	0	6/4	25	1	3/2		3/2_r32_0	1	3/2		5	47	B2	2	31
3	3	12	12	0.25	0	0	6/4	46	1	1/16			1/16	1		6	54	F#3	3	37
3	3	12	12	3.0	0	0	6/4	34	1	3/4			1/2	3/2		6	54	F#3	3	34
3	3	49/4	49/4	0.75	1/16	1/16	6/4	46	1	3/16			1/8	3/2	1	8	44	G#2	2	38
3	3	49/4	49/4	0.75	1/16	1/16	6/4	46	1	3/16			1/8	3/2	1	8	56	G#3	3	38
3	3	13	13	2.0	1/4	1/4	6/4	30	1	1/2			1/2	1		6	42	F#2	2	32
3	3	13	13	1.0	1/4	1/4	6/4	46	1	1/4			1/4	1	-1	8	44	G#2	2	39
3	3	13	13	2.0	1/4	1/4	6/4	30	1	1/2			1/2	1		6	54	F#3	3	32
3	3	13	13	1.0	1/4	1/4	6/4	46	1	1/4			1/4	1	-1	8	56	G#3	3	39
3	3	14	14	1.0	1/2	1/2	6/4	46	1	1/4			1/4	1	1	8	44	G#2	2	40
3	3	14	14	1.0	1/2	1/2	6/4	46	1	1/4			1/4	1	1	8	56	G#3	3	40
3	3	15	15	1.0	3/4	3/4	6/4	50	2	1/4			1/4	1		5	35	B1	1	45
3	3	15	15	1.0	3/4	3/4	6/4	46	1	1/4			1/4	1	-1	8	44	G#2	2	41
3	3	15	15	3.0	3/4	3/4	6/4	34	1	3/4			1/2	3/2		8	44	G#2	2	35
3	3	15	15	1.0	3/4	3/4	6/4	46	1	1/4			1/4	1	-1	8	56	G#3	3	41
3	3	15	15	3.0	3/4	3/4	6/4	34	1	3/4			1/2	3/2		8	56	G#3	3	35
3	3	16	16	2.0	1	1	6/4	30	1	1/2			1/2	1		8	44	G#2	2	33
3	3	16	16	2.0	1	1	6/4	46	1	1/2			1/2	1		8	44	G#2	2	42
3	3	16	16	2.0	1	1	6/4	30	1	1/2			1/2	1		8	56	G#3	3	33
3	3	16	16	2.0	1	1	6/4	46	1	1/2			1/2	1		8	56	G#3	3	42
3	3	17	17	1.0	5/4	5/4	6/4	43	1	1/4			1/4	1	1	7	49	C#3	3	36
3	3	17	17	1.0	5/4	5/4	6/4	43	1	1/4			1/4	1	1	7	61	C#4	4	36
4	4	18	18	1.0	0	0	6/4	50	2	1/4			1/4	1		5	35	B1	1	61
4	4	18	18	6.0	0	0	6/4	50	1	3/2			1	3/2	0	5	35	B1	1	60
4	4	18	18	0.25	0	0	6/4	46	1	1/16			1/16	1		6	42	F#2	2	55
4	4	18	18	3.0	0	0	6/4	34	1	3/4			1/2	3/2		6	42	F#2	2	49
4	4	18	18	6.0	0	0	6/4	25	1	3/2		3/2_r32_0	1	3/2		5	47	B2	2	46
4	4	18	18	2.0	0	0	6/4	43	1	1/2			1/2	1	-1	7	49	C#3	3	51
4	4	18	18	0.25	0	0	6/4	46	1	1/16			1/16	1		6	54	F#3	3	55
4	4	18	18	3.0	0	0	6/4	34	1	3/4			1/2	3/2		6	54	F#3	3	49
4	4	18	18	2.0	0	0	6/4	43	1	1/2			1/2	1	-1	7	61	C#4	4	51
4	4	73/4	73/4	0.75	1/16	1/16	6/4	46	1	3/16			1/8	3/2	1	8	44	G#2	2	56
4	4	73/4	73/4	0.75	1/16	1/16	6/4	46	1	3/16			1/8	3/2	1	8	56	G#3	3	56
4	4	19	19	2.0	1/4	1/4	6/4	30	1	1/2			1/2	1		6	42	F#2	2	47
4	4	19	19	2.0	1/4	1/4	6/4	46	1	1/2			1/2	1	-1	8	44	G#2	2	57
4	4	19	19	2.0	1/4	1/4	6/4	30	1	1/2			1/2	1		6	54	F#3	3	47
4	4	19	19	2.0	1/4	1/4	6/4	46	1	1/2			1/2	1	-1	8	56	G#3	3	57
4	4	20	20	1.0	1/2	1/2	6/4	43	1	1/4			1/4	1	1	6	54	F#3	3	52
4	4	20	20	1.0	1/2	1/2	6/4	43	1	1/4			1/4	1	1	6	66	F#4	4	52
4	4	21	21	1.0	3/4	3/4	6/4	50	2	1/4			1/4	1		5	35	B1	1	62
4	4	21	21	2.0	3/4	3/4	6/4	46	1	1/2			1/2	1		8	44	G#2	2	58
4	4	21	21	3.0	3/4	3/4	6/4	34	1	3/4			1/2	3/2		8	44	G#2	2	50
4	4	21	21	1.0	3/4	3/4	6/4	43	1	1/4			1/4	1	-1	6	54	F#3	3	53
4	4	21	21	2.0	3/4	3/4	6/4	46	1	1/2			1/2	1		8	56	G#3	3	58
4	4	21	21	3.0	3/4	3/4	6/4	34	1	3/4			1/2	3/2		8	56	G#3	3	50
4	4	21	21	1.0	3/4	3/4	6/4	43	1	1/4			1/4	1	-1	6	66	F#4	4	53
4	4	22	22	2.0	1	1	6/4	30	1	1/2			1/2	1		8	44	G#2	2	48
4	4	22	22	2.0	1	1	6/4	30	1	1/2			1/2	1		8	56	G#3	3	48
4	4	22	22	2.0	1	1	6/4	43	1	1/2			1/2	1		8	56	G#3	3	54
