"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".A.I"	""	"1"	"1.0"	"1.0"	"3/4"	"18"	"5"	"2"	4.0	"A"	"I"	""	"I"	""	""	""	""	false
"V"	""	"3"	"1.0"	"5.0"	"3/4"	"18"	"5"	"2"	3.0	"A"	"I"	""	"V"	""	""	""	""	false
"I"	""	"4"	"1.0"	"8.0"	"3/4"	"18"	"5"	"2"	3.0	"A"	"I"	""	"I"	""	""	""	""	false
"V(6)"	""	"5"	"1.0"	"11.0"	"3/4"	"18"	"5"	"2"	1.0	"A"	"I"	""	"V"	""	""	"6"	""	false
"V\\\\"	""	"5"	"2.0"	"12.0"	"3/4"	"18"	"5"	"2"	2.0	"A"	"I"	""	"V"	""	""	""	""	true
"I"	""	"6"	"1.0"	"14.0"	"3/4"	"18"	"5"	"2"	5.0	"A"	"I"	""	"I"	""	""	""	""	false
"vi"	""	"7"	"3.0"	"19.0"	"3/4"	"18"	"5"	"2"	1.0	"A"	"I"	""	"vi"	""	""	""	""	false
"#viio/V"	""	"8"	"1.0"	"20.0"	"3/4"	"18"	"5"	"2"	3.0	"A"	"I"	""	"#vii"	"o"	""	""	"V"	false
"V/V"	""	"9"	"1.0"	"23.0"	"3/4"	"18"	"5"	"2"	2.0	"A"	"I"	""	"V"	""	""	""	"V"	false
"V2/V"	""	"9"	"3.0"	"25.0"	"3/4"	"18"	"5"	"2"	1.0	"A"	"I"	""	"V"	""	"2"	""	"V"	false
"V6"	""	"10"	"1.0"	"26.0"	"3/4"	"18"	"5"	"2"	2.0	"A"	"I"	""	"V"	""	"6"	""	""	false
"V"	""	"10"	"3.0"	"28.0"	"3/4"	"18"	"5"	"2"	2.0	"A"	"I"	""	"V"	""	""	""	""	false
"V.IV6"	""	"11"	"2.0"	"30.0"	"3/4"	"18"	"5"	"2"	1.0	"A"	"V"	""	"IV"	""	"6"	""	""	false
"V"	""	"11"	"3.0"	"31.0"	"3/4"	"18"	"5"	"2"	1.0	"A"	"V"	""	"V"	""	""	""	""	false
"ii6"	""	"12"	"1.0"	"32.0"	"3/4"	"18"	"5"	"2"	1.0	"A"	"V"	""	"ii"	""	"6"	""	""	false
"ii"	""	"12"	"2.0"	"33.0"	"3/4"	"18"	"5"	"2"	1.0	"A"	"V"	""	"ii"	""	""	""	""	false
"V"	""	"12"	"3.0"	"34.0"	"3/4"	"18"	"5"	"2"	1.0	"A"	"V"	""	"V"	""	""	""	""	false
"I\\\\"	""	"13"	"1.0"	"35.0"	"3/4"	"18"	"5"	"2"	3.0	"A"	"V"	""	"I"	""	""	""	""	true
"I.I"	""	"14"	"1.0"	"38.0"	"3/4"	"18"	"5"	"2"	3.0	"A"	"I"	""	"I"	""	""	""	""	false
"V"	""	"15"	"1.0"	"41.0"	"3/4"	"18"	"5"	"2"	3.0	"A"	"I"	""	"V"	""	""	""	""	false
"I6"	""	"16"	"1.0"	"44.0"	"3/4"	"18"	"5"	"2"	2.0	"A"	"I"	""	"I"	""	"6"	""	""	false
"I"	""	"16"	"3.0"	"46.0"	"3/4"	"18"	"5"	"2"	1.0	"A"	"I"	""	"I"	""	""	""	""	false
"V\\\\"	""	"17"	"1.0"	"47.0"	"3/4"	"18"	"5"	"2"	3.0	"A"	"I"	""	"V"	""	""	""	""	true
"I"	""	"18"	"1.0"	"50.0"	"3/4"	"18"	"5"	"2"	5.0	"A"	"I"	""	"I"	""	""	""	""	false
"vi"	""	"19"	"3.0"	"55.0"	"3/4"	"18"	"5"	"2"	1.0	"A"	"I"	""	"vi"	""	""	""	""	false
"#viio/V"	""	"20"	"1.0"	"56.0"	"3/4"	"18"	"5"	"2"	3.0	"A"	"I"	""	"#vii"	"o"	""	""	"V"	false
"V6/V"	""	"21"	"1.0"	"59.0"	"3/4"	"18"	"5"	"2"	1.0	"A"	"I"	""	"V"	""	"6"	""	"V"	false
"V/V"	""	"21"	"2.0"	"60.0"	"3/4"	"18"	"5"	"2"	1.0	"A"	"I"	""	"V"	""	""	""	"V"	false
"V2/V"	""	"21"	"3.0"	"61.0"	"3/4"	"18"	"5"	"2"	1.0	"A"	"I"	""	"V"	""	"2"	""	"V"	false
"V"	""	"22"	"1.0"	"62.0"	"3/4"	"18"	"5"	"2"	4.0	"A"	"I"	""	"V"	""	""	""	""	false
