"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".A.I"	""	"1"	"2.0"	"2.0"	"6/8"	"18"	"5"	"1"	2.0	"A"	"I"	""	"I"	""	""	""	""	false
"I"	""	"2"	"1.0"	"4.0"	"6/8"	"18"	"5"	"1"	9.0	"A"	"I"	""	"I"	""	""	""	""	false
"I[IV"	""	"5"	"1.0"	"13.0"	"6/8"	"18"	"5"	"1"	3.0	"A"	"I"	"I"	"IV"	""	""	""	""	false
"V2"	""	"6"	"1.0"	"16.0"	"6/8"	"18"	"5"	"1"	4.5	"A"	"I"	"I"	"V"	""	"2"	""	""	false
"I6"	""	"7"	"2.5"	"20.5"	"6/8"	"18"	"5"	"1"	3.0	"A"	"I"	"I"	"I"	""	"6"	""	""	false
"viio6/IV"	""	"8"	"2.5"	"23.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"I"	"I"	"vii"	"o"	"6"	""	"IV"	false
"IV"	""	"9"	"1.0"	"25.0"	"6/8"	"18"	"5"	"1"	3.0	"A"	"I"	"I"	"IV"	""	""	""	""	false
"V2"	""	"10"	"1.0"	"28.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"I"	"I"	"V"	""	"2"	""	""	false
"viio6"	""	"10"	"2.5"	"29.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"I"	"I"	"vii"	"o"	"6"	""	""	false
"I6]"	""	"11"	"1.0"	"31.0"	"6/8"	"18"	"5"	"1"	3.0	"A"	"I"	"I"	"I"	""	"6"	""	""	false
"V7"	""	"12"	"1.0"	"34.0"	"6/8"	"18"	"5"	"1"	3.0	"A"	"I"	""	"V"	""	"7"	""	""	false
"I6"	""	"13"	"1.0"	"37.0"	"6/8"	"18"	"5"	"1"	3.0	"A"	"I"	""	"I"	""	"6"	""	""	false
"IV"	""	"14"	"1.0"	"40.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"I"	""	"IV"	""	""	""	""	false
"V"	""	"14"	"2.5"	"41.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"I"	""	"V"	""	""	""	""	false
"I\\\\"	""	"15"	"1.0"	"43.0"	"6/8"	"18"	"5"	"1"	3.0	"A"	"I"	""	"I"	""	""	""	""	true
"V7"	""	"16"	"1.0"	"46.0"	"6/8"	"18"	"5"	"1"	3.0	"A"	"I"	""	"V"	""	"7"	""	""	false
"I6"	""	"17"	"1.0"	"49.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"I"	""	"I"	""	"6"	""	""	false
"V2/IV"	""	"17"	"2.5"	"50.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"I"	""	"V"	""	"2"	""	"IV"	false
"IV6"	""	"18"	"1.0"	"52.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"I"	""	"IV"	""	"6"	""	""	false
"iv6"	""	"18"	"2.5"	"53.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"I"	""	"iv"	""	"6"	""	""	false
"V"	""	"19"	"1.0"	"55.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"I"	""	"V"	""	""	""	""	false
"V2"	""	"19"	"2.5"	"56.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"I"	""	"V"	""	"2"	""	""	false
"I6"	""	"20"	"1.0"	"58.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"I"	""	"I"	""	"6"	""	""	false
"I"	""	"20"	"2.5"	"59.5"	"6/8"	"18"	"5"	"1"	1.0	"A"	"I"	""	"I"	""	""	""	""	false
"V7/V"	""	"20"	"3.5"	"60.5"	"6/8"	"18"	"5"	"1"	0.5	"A"	"I"	""	"V"	""	"7"	""	"V"	false
"V"	""	"21"	"1.0"	"61.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"I"	""	"V"	""	""	""	""	false
"V43"	""	"21"	"2.5"	"62.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"I"	""	"V"	""	"43"	""	""	false
"I6"	""	"22"	"1.0"	"64.0"	"6/8"	"18"	"5"	"1"	0.5	"A"	"I"	""	"I"	""	"6"	""	""	false
"I"	""	"22"	"1.5"	"64.5"	"6/8"	"18"	"5"	"1"	0.5	"A"	"I"	""	"I"	""	""	""	""	false
"V6"	""	"22"	"2.0"	"65.0"	"6/8"	"18"	"5"	"1"	0.5	"A"	"I"	""	"V"	""	"6"	""	""	false
"I"	""	"22"	"2.5"	"65.5"	"6/8"	"18"	"5"	"1"	0.5	"A"	"I"	""	"I"	""	""	""	""	false
"vi"	""	"22"	"3.0"	"66.0"	"6/8"	"18"	"5"	"1"	0.5	"A"	"I"	""	"vi"	""	""	""	""	false
"V7/V"	""	"22"	"3.5"	"66.5"	"6/8"	"18"	"5"	"1"	0.5	"A"	"I"	""	"V"	""	"7"	""	"V"	false
"V"	""	"23"	"1.0"	"67.0"	"6/8"	"18"	"5"	"1"	3.0	"A"	"I"	""	"V"	""	""	""	""	false
"V\\\\"	""	"24"	"1.0"	"70.0"	"6/8"	"18"	"5"	"1"	3.0	"A"	"I"	""	"V"	""	""	""	""	true
"v.i"	""	"25"	"1.0"	"73.0"	"6/8"	"18"	"5"	"1"	3.0	"A"	"v"	""	"i"	""	""	""	""	false
"VI"	""	"26"	"1.0"	"76.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"v"	""	"VI"	""	""	""	""	false
"V"	""	"26"	"2.5"	"77.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"v"	""	"V"	""	""	""	""	false
"i6"	""	"27"	"1.0"	"79.0"	"6/8"	"18"	"5"	"1"	1.0	"A"	"v"	""	"i"	""	"6"	""	""	false
"#viio6"	""	"27"	"2.0"	"80.0"	"6/8"	"18"	"5"	"1"	0.5	"A"	"v"	""	"#vii"	"o"	"6"	""	""	false
"i"	""	"27"	"2.5"	"80.5"	"6/8"	"18"	"5"	"1"	1.0	"A"	"v"	""	"i"	""	""	""	""	false
"#viio"	""	"27"	"3.5"	"81.5"	"6/8"	"18"	"5"	"1"	0.5	"A"	"v"	""	"#vii"	"o"	""	""	""	false
"i(94)"	""	"28"	"1.0"	"82.0"	"6/8"	"18"	"5"	"1"	1.0	"A"	"v"	""	"i"	""	""	"94"	""	false
"#viio7/V"	""	"28"	"2.0"	"83.0"	"6/8"	"18"	"5"	"1"	0.5	"A"	"v"	""	"#vii"	"o"	"7"	""	"V"	false
"V\\\\"	""	"28"	"2.5"	"83.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"v"	""	"V"	""	""	""	""	true
"i"	""	"29"	"1.0"	"85.0"	"6/8"	"18"	"5"	"1"	1.0	"A"	"v"	""	"i"	""	""	""	""	false
"V43"	""	"29"	"2.0"	"86.0"	"6/8"	"18"	"5"	"1"	0.5	"A"	"v"	""	"V"	""	"43"	""	""	false
"i6"	""	"29"	"2.5"	"86.5"	"6/8"	"18"	"5"	"1"	1.0	"A"	"v"	""	"i"	""	"6"	""	""	false
"V6/iv"	""	"29"	"3.5"	"87.5"	"6/8"	"18"	"5"	"1"	0.5	"A"	"v"	""	"V"	""	"6"	""	"iv"	false
"iv"	""	"30"	"1.0"	"88.0"	"6/8"	"18"	"5"	"1"	1.0	"A"	"v"	""	"iv"	""	""	""	""	false
"V43/iv"	""	"30"	"2.0"	"89.0"	"6/8"	"18"	"5"	"1"	0.5	"A"	"v"	""	"V"	""	"43"	""	"iv"	false
"iv6"	""	"30"	"2.5"	"89.5"	"6/8"	"18"	"5"	"1"	1.0	"A"	"v"	""	"iv"	""	"6"	""	""	false
"ii%7"	""	"30"	"3.5"	"90.5"	"6/8"	"18"	"5"	"1"	0.5	"A"	"v"	""	"ii"	"%"	"7"	""	""	false
".bVII.I(64)"	""	"31"	"1.0"	"91.0"	"6/8"	"18"	"5"	"1"	0.5	"A"	"bVII"	""	"I"	""	""	"64"	""	false
"I"	""	"31"	"1.5"	"91.5"	"6/8"	"18"	"5"	"1"	0.5	"A"	"bVII"	""	"I"	""	""	""	""	false
"ii6"	""	"31"	"2.0"	"92.0"	"6/8"	"18"	"5"	"1"	0.5	"A"	"bVII"	""	"ii"	""	"6"	""	""	false
"V7"	""	"31"	"2.5"	"92.5"	"6/8"	"18"	"5"	"1"	1.0	"A"	"bVII"	""	"V"	""	"7"	""	""	false
"V(64)"	""	"31"	"3.5"	"93.5"	"6/8"	"18"	"5"	"1"	0.5	"A"	"bVII"	""	"V"	""	""	"64"	""	false
"V7"	""	"31"	"4.0"	"94.0"	"6/8"	"18"	"5"	"1"	0.0	"A"	"bVII"	""	"V"	""	"7"	""	""	false
"I(974)"	""	"32"	"1.0"	"94.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"bVII"	""	"I"	""	""	"974"	""	false
"I\\\\"	""	"32"	"2.5"	"95.5"	"6/8"	"18"	"5"	"1"	1.0	"A"	"bVII"	""	"I"	""	""	""	""	true
"v.V"	""	"32"	"3.5"	"96.5"	"6/8"	"18"	"5"	"1"	0.5	"A"	"v"	""	"V"	""	""	""	""	false
"i6"	""	"33"	"1.0"	"97.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"v"	""	"i"	""	"6"	""	""	false
"i"	""	"33"	"2.5"	"98.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"v"	""	"i"	""	""	""	""	false
"VI"	""	"34"	"1.0"	"100.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"v"	""	"VI"	""	""	""	""	false
"V"	""	"34"	"2.5"	"101.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"v"	""	"V"	""	""	""	""	false
"i6"	""	"35"	"1.0"	"103.0"	"6/8"	"18"	"5"	"1"	1.0	"A"	"v"	""	"i"	""	"6"	""	""	false
"#viio6"	""	"35"	"2.0"	"104.0"	"6/8"	"18"	"5"	"1"	0.5	"A"	"v"	""	"#vii"	"o"	"6"	""	""	false
"i"	""	"35"	"2.5"	"104.5"	"6/8"	"18"	"5"	"1"	1.0	"A"	"v"	""	"i"	""	""	""	""	false
"#viio"	""	"35"	"3.5"	"105.5"	"6/8"	"18"	"5"	"1"	0.5	"A"	"v"	""	"#vii"	"o"	""	""	""	false
"i(94)"	""	"36"	"1.0"	"106.0"	"6/8"	"18"	"5"	"1"	1.0	"A"	"v"	""	"i"	""	""	"94"	""	false
"#viio7/V"	""	"36"	"2.0"	"107.0"	"6/8"	"18"	"5"	"1"	0.5	"A"	"v"	""	"#vii"	"o"	"7"	""	"V"	false
"V\\\\"	""	"36"	"2.5"	"107.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"v"	""	"V"	""	""	""	""	true
"V.I"	""	"37"	"1.0"	"109.0"	"6/8"	"18"	"5"	"1"	1.0	"A"	"V"	""	"I"	""	""	""	""	false
"V43"	""	"37"	"2.0"	"110.0"	"6/8"	"18"	"5"	"1"	0.5	"A"	"V"	""	"V"	""	"43"	""	""	false
"I6"	""	"37"	"2.5"	"110.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"I"	""	"6"	""	""	false
"IV"	""	"38"	"1.0"	"112.0"	"6/8"	"18"	"5"	"1"	1.0	"A"	"V"	""	"IV"	""	""	""	""	false
"V43/IV"	""	"38"	"2.0"	"113.0"	"6/8"	"18"	"5"	"1"	0.5	"A"	"V"	""	"V"	""	"43"	""	"IV"	false
"IV6"	""	"38"	"2.5"	"113.5"	"6/8"	"18"	"5"	"1"	4.5	"A"	"V"	""	"IV"	""	"6"	""	""	false
"IV"	""	"40"	"1.0"	"118.0"	"6/8"	"18"	"5"	"1"	3.0	"A"	"V"	""	"IV"	""	""	""	""	false
"ii6"	""	"41"	"1.0"	"121.0"	"6/8"	"18"	"5"	"1"	1.0	"A"	"V"	""	"ii"	""	"6"	""	""	false
"V6/ii"	""	"41"	"2.0"	"122.0"	"6/8"	"18"	"5"	"1"	0.5	"A"	"V"	""	"V"	""	"6"	""	"ii"	false
"ii"	""	"41"	"2.5"	"122.5"	"6/8"	"18"	"5"	"1"	1.0	"A"	"V"	""	"ii"	""	""	""	""	false
"ii%2"	""	"41"	"3.5"	"123.5"	"6/8"	"18"	"5"	"1"	0.5	"A"	"V"	""	"ii"	"%"	"2"	""	""	false
"V65"	""	"42"	"1.0"	"124.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"V"	""	"65"	""	""	false
"I"	""	"42"	"2.5"	"125.5"	"6/8"	"18"	"5"	"1"	0.5	"A"	"V"	""	"I"	""	""	""	""	false
"ii6"	""	"42"	"3.0"	"126.0"	"6/8"	"18"	"5"	"1"	0.5	"A"	"V"	""	"ii"	""	"6"	""	""	false
"V7"	""	"42"	"3.5"	"126.5"	"6/8"	"18"	"5"	"1"	0.5	"A"	"V"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"43"	"1.0"	"127.0"	"6/8"	"18"	"5"	"1"	3.0	"A"	"V"	""	"I"	""	""	""	""	true
"V"	""	"44"	"1.0"	"130.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"V"	""	""	""	""	false
"V2/ii"	""	"44"	"2.5"	"131.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"V"	""	"2"	""	"ii"	false
"ii6"	""	"45"	"1.0"	"133.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"ii"	""	"6"	""	""	false
"ii"	""	"45"	"2.5"	"134.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"ii"	""	""	""	""	false
"V/iii"	""	"46"	"1.0"	"136.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"V"	""	""	""	"iii"	false
"#viio6/iii"	""	"46"	"2.5"	"137.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"#vii"	"o"	"6"	""	"iii"	false
"iii6"	""	"47"	"1.0"	"139.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"iii"	""	"6"	""	""	false
"iii"	""	"47"	"2.5"	"140.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"iii"	""	""	""	""	false
"V7"	""	"48"	"1.0"	"142.0"	"6/8"	"18"	"5"	"1"	3.0	"A"	"V"	""	"V"	""	"7"	""	""	false
"I6(7)"	""	"49"	"1.0"	"145.0"	"6/8"	"18"	"5"	"1"	0.5	"A"	"V"	""	"I"	""	"6"	"7"	""	false
"I"	""	"49"	"1.5"	"145.5"	"6/8"	"18"	"5"	"1"	1.0	"A"	"V"	""	"I"	""	""	""	""	false
"IV"	""	"49"	"2.5"	"146.5"	"6/8"	"18"	"5"	"1"	0.5	"A"	"V"	""	"IV"	""	""	""	""	false
"IV6"	""	"49"	"3.0"	"147.0"	"6/8"	"18"	"5"	"1"	1.0	"A"	"V"	""	"IV"	""	"6"	""	""	false
"V(64)"	""	"50"	"1.0"	"148.0"	"6/8"	"18"	"5"	"1"	2.0	"A"	"V"	""	"V"	""	""	"64"	""	false
"V7"	""	"50"	"3.0"	"150.0"	"6/8"	"18"	"5"	"1"	1.0	"A"	"V"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"51"	"1.0"	"151.0"	"6/8"	"18"	"5"	"1"	3.0	"A"	"V"	""	"I"	""	""	""	""	true
"V"	""	"52"	"1.0"	"154.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"V"	""	""	""	""	false
"V6"	""	"52"	"2.5"	"155.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"V"	""	"6"	""	""	false
"ii6"	""	"53"	"1.0"	"157.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"ii"	""	"6"	""	""	false
"ii"	""	"53"	"2.5"	"158.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"ii"	""	""	""	""	false
"vi"	""	"54"	"1.0"	"160.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"vi"	""	""	""	""	false
"vi6"	""	"54"	"2.5"	"161.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"vi"	""	"6"	""	""	false
"iii6"	""	"55"	"1.0"	"163.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"iii"	""	"6"	""	""	false
"iii"	""	"55"	"2.5"	"164.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"iii"	""	""	""	""	false
"V7"	""	"56"	"1.0"	"166.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"V"	""	"7"	""	""	false
"V65"	""	"56"	"2.5"	"167.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"V"	""	"65"	""	""	false
"V7"	""	"57"	"1.0"	"169.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"V"	""	"7"	""	""	false
"V65"	""	"57"	"2.5"	"170.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"V"	""	"65"	""	""	false
"V43"	""	"58"	"1.0"	"172.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"V"	""	"43"	""	""	false
"V65"	""	"58"	"2.5"	"173.5"	"6/8"	"18"	"5"	"1"	1.0	"A"	"V"	""	"V"	""	"65"	""	""	false
"V7"	""	"58"	"3.5"	"174.5"	"6/8"	"18"	"5"	"1"	0.5	"A"	"V"	""	"V"	""	"7"	""	""	false
"I"	""	"59"	"1.0"	"175.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"I"	""	""	""	""	false
"vi"	""	"59"	"2.5"	"176.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"vi"	""	""	""	""	false
"I6"	""	"60"	"1.0"	"178.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"I"	""	"6"	""	""	false
"#viio/V"	""	"60"	"2.5"	"179.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"#vii"	"o"	""	""	"V"	false
"V(64)"	""	"61"	"1.0"	"181.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"V"	""	""	"64"	""	false
"V7"	""	"61"	"2.5"	"182.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"62"	"1.0"	"184.0"	"6/8"	"18"	"5"	"1"	3.0	"A"	"V"	""	"I"	""	""	""	""	true
"V(64)"	""	"63"	"1.0"	"187.0"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"V"	""	""	"64"	""	false
"V7"	""	"63"	"2.5"	"188.5"	"6/8"	"18"	"5"	"1"	1.5	"A"	"V"	""	"V"	""	"7"	""	""	false
"I"	""	"64"	"1.0"	"190.0"	"6/8"	"18"	"5"	"1"	3.0	"A"	"V"	""	"I"	""	""	""	""	false
