"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".C.IV64"	""	"1"	"2.0"	"2.0"	"4/4"	"132"	"15"	"3"	1.0	"C"	"I"	""	"IV"	""	"64"	""	""	false
"I"	""	"2"	"1.0"	"3.0"	"4/4"	"132"	"15"	"3"	1.0	"C"	"I"	""	"I"	""	""	""	""	false
"IV6"	""	"2"	"2.0"	"4.0"	"4/4"	"132"	"15"	"3"	1.0	"C"	"I"	""	"IV"	""	"6"	""	""	false
"I"	""	"2"	"3.0"	"5.0"	"4/4"	"132"	"15"	"3"	1.0	"C"	"I"	""	"I"	""	""	""	""	false
"IV6"	""	"2"	"4.0"	"6.0"	"4/4"	"132"	"15"	"3"	1.0	"C"	"I"	""	"IV"	""	"6"	""	""	false
"I"	""	"3"	"1.0"	"7.0"	"4/4"	"132"	"15"	"3"	1.0	"C"	"I"	""	"I"	""	""	""	""	false
"IV6"	""	"3"	"2.0"	"8.0"	"4/4"	"132"	"15"	"3"	1.0	"C"	"I"	""	"IV"	""	"6"	""	""	false
"IV"	""	"3"	"3.0"	"9.0"	"4/4"	"132"	"15"	"3"	2.0	"C"	"I"	""	"IV"	""	""	""	""	false
"IV6"	""	"4"	"1.0"	"11.0"	"4/4"	"132"	"15"	"3"	2.0	"C"	"I"	""	"IV"	""	"6"	""	""	false
"I"	""	"4"	"3.0"	"13.0"	"4/4"	"132"	"15"	"3"	2.0	"C"	"I"	""	"I"	""	""	""	""	false
"ii"	""	"5"	"1.0"	"15.0"	"4/4"	"132"	"15"	"3"	2.0	"C"	"I"	""	"ii"	""	""	""	""	false
"I"	""	"5"	"3.0"	"17.0"	"4/4"	"132"	"15"	"3"	2.0	"C"	"I"	""	"I"	""	""	""	""	false
"IV6"	""	"6"	"1.0"	"19.0"	"4/4"	"132"	"15"	"3"	2.0	"C"	"I"	""	"IV"	""	"6"	""	""	false
"V"	""	"6"	"3.0"	"21.0"	"4/4"	"132"	"15"	"3"	1.0	"C"	"I"	""	"V"	""	""	""	""	false
"I"	""	"6"	"4.0"	"22.0"	"4/4"	"132"	"15"	"3"	1.0	"C"	"I"	""	"I"	""	""	""	""	false
"ii"	""	"7"	"1.0"	"23.0"	"4/4"	"132"	"15"	"3"	4.0	"C"	"I"	""	"ii"	""	""	""	""	false
"vi"	""	"8"	"1.0"	"27.0"	"4/4"	"132"	"15"	"3"	1.0	"C"	"I"	""	"vi"	""	""	""	""	false
"ii"	""	"8"	"2.0"	"28.0"	"4/4"	"132"	"15"	"3"	1.0	"C"	"I"	""	"ii"	""	""	""	""	false
"V"	""	"8"	"3.0"	"29.0"	"4/4"	"132"	"15"	"3"	1.0	"C"	"I"	""	"V"	""	""	""	""	false
"V65"	""	"8"	"4.0"	"30.0"	"4/4"	"132"	"15"	"3"	1.0	"C"	"I"	""	"V"	""	"65"	""	""	false
