corpus	piece	i	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	volta	bass_name
couperin_concerts	c03n01_prelude	30	8	7	101/4	101/4	0.5	1/4	1/4	4/4	1	1	ii65		A	V		ii65	ii		65					mm7	False	False	(-1, 3, 0, 2)	()	2	-1		A
couperin_concerts	c03n01_prelude	31	8	7	103/4	103/4	0.5	3/8	3/8	4/4	1	1	V65/V		A	V		V65/V	V		65		V			Mm7	False	False	(6, 3, 0, 2)	()	2	6		A#
couperin_concerts	c03n01_prelude	32	8	7	105/4	105/4	1.0	1/2	1/2	4/4	1	1	V(64)		A	V		V(64)	V			64				M	False	False	(1, 0, 4)	()	1	1		B
couperin_concerts	c03n01_prelude	33	8	7	109/4	109/4	1.0	3/4	3/4	4/4	1	1	V		A	V		V	V							M	False	False	(1, 5, 2)	()	1	1		B
couperin_concerts	c03n01_prelude	34	9	8	113/4	113/4	1.0	0	0	4/4	1	1	I|PAC}		A	V		I	I					PAC	}	M	False	False	(0, 4, 1)	()	0	0		E
couperin_concerts	c03n02_allemande	55	11	8	36	36	1.0	1/4	1/4	4/4	1	1	III+6{		A	vi		III+6	III	+	6				{	+	False	True	(1, 5, -3)	()	-3	1		C#
couperin_concerts	c03n02_allemande	56	11	8	37	37	1.0	1/2	1/2	4/4	1	1	VI		A	vi		VI	VI							M	False	True	(-4, 0, -3)	()	-4	-4		D
couperin_concerts	c03n02_allemande	57	11	8	38	38	0.5	3/4	3/4	4/4	1	1	iv6		A	vi		iv6	iv		6					m	False	True	(-4, 0, -1)	()	-1	-4		D
couperin_concerts	c03n02_allemande	58	11	8	77/2	77/2	0.5	7/8	7/8	4/4	1	1	V65/VII		A	vi		V65/VII	V		65		VII			Mm7	False	True	(3, 0, -3, -1)	()	-1	3		D#
couperin_concerts	c03n02_allemande	59	12	9	39	39	1.0	0	0	4/4	1	1	VII		A	vi		VII	VII							M	False	True	(-2, 2, -1)	()	-2	-2		E
couperin_concerts	c03n02_allemande	60	12	9	40	40	0.5	1/4	1/4	4/4	1	1	v6		A	vi		v6	v		6					m	False	True	(-2, 2, 1)	()	1	-2		E
couperin_concerts	c03n02_allemande	61	12	9	81/2	81/2	0.5	3/8	3/8	4/4	1	1	V6		A	vi		V6	V		6					M	False	True	(5, 2, 1)	()	1	5		E#
couperin_concerts	c03n02_allemande	62	12	9	41	41	0.5	1/2	1/2	4/4	1	1	i		A	vi		i	i							m	False	True	(0, -3, 1)	()	0	0		F#
couperin_concerts	c03n02_allemande	63	12	9	83/2	83/2	0.5	5/8	5/8	4/4	1	1	ii%65		A	vi		ii%65	ii	%	65					%7	False	True	(-1, -4, 0, 2)	()	2	-1		B
couperin_concerts	c03n03_courante	90	24	22	253/2	265/2	1.0	0	0	3/2	1	1	V65/V		a	i		V65/V	V		65		V			Mm7	True	True	(6, 3, 0, 2)	()	2	6		D#
couperin_concerts	c03n03_courante	91	24	22	255/2	267/2	1.0	1/4	1/4	3/2	1	1	V		a	i		V	V							M	True	True	(1, 5, 2)	()	1	1		E
couperin_concerts	c03n03_courante	92	24	22	257/2	269/2	1.0	1/2	1/2	3/2	1	1	ii%43		a	i		ii%43	ii	%	43					%7	True	True	(-4, 0, 2, -1)	()	2	-4		F
couperin_concerts	c03n03_courante	93	24	22	259/2	271/2	1.0	3/4	3/4	3/2	1	1	ii%65		a	i		ii%65	ii	%	65					%7	True	True	(-1, -4, 0, 2)	()	2	-1		D
couperin_concerts	c03n03_courante	99	27	24	277/2	301/2	1.0	0	0	3/2	1	1	V65/V		a	i		V65/V	V		65		V			Mm7	True	True	(6, 3, 0, 2)	()	2	6		D#
couperin_concerts	c03n03_courante	100	27	24	279/2	303/2	1.0	1/4	1/4	3/2	1	1	V		a	i		V	V							M	True	True	(1, 5, 2)	()	1	1		E
couperin_concerts	c03n03_courante	101	27	24	281/2	305/2	1.0	1/2	1/2	3/2	1	1	ii%43		a	i		ii%43	ii	%	43					%7	True	True	(-4, 0, 2, -1)	()	2	-4		F
couperin_concerts	c03n03_courante	102	27	24	283/2	307/2	1.0	3/4	3/4	3/2	1	1	ii%65		a	i		ii%65	ii	%	65					%7	True	True	(-1, -4, 0, 2)	()	2	-1		D
couperin_concerts	c06n02_allemande	26	9	8	61/2	61/2	2.0	0	0	4/4	1	1	IV		Bb	V		IV	IV							M	False	False	(-1, 3, 0)	()	-1	-1		Bb
couperin_concerts	c06n02_allemande	27	9	8	65/2	65/2	1.0	1/2	1/2	4/4	1	1	V6/V		Bb	V		V6/V	V		6		V			M	False	False	(6, 3, 2)	()	2	6		B
couperin_concerts	c06n02_allemande	28	9	8	67/2	67/2	1.0	3/4	3/4	4/4	1	1	V65/V		Bb	V		V65/V	V		65		V			Mm7	False	False	(6, 3, 0, 2)	()	2	6		B
couperin_concerts	c06n02_allemande	29	10	9	69/2	69/2	1.0	0	0	4/4	1	1	V		Bb	V		V	V							M	False	False	(1, 5, 2)	()	1	1		C
couperin_concerts	c06n02_allemande	30	10	9	71/2	71/2	1.0	1/4	1/4	4/4	1	1	I6		Bb	V		I6	I		6					M	False	False	(4, 1, 0)	()	0	4		A
couperin_concerts	c06n04_air_diable	96	42	40	157/2	157/2	2.0	0	0	2/4	1	1	IV		Bb	I		IV	IV							M	False	False	(-1, 3, 0)	()	-1	-1		Eb
couperin_concerts	c06n04_air_diable	97	43	41	161/2	161/2	2.0	0	0	2/4	1	1	V65/V		Bb	I		V65/V	V		65		V			Mm7	False	False	(6, 3, 0, 2)	()	2	6		E
